Cor C	Cor B	Value	Error
-450.0	-450.0	0.0	0.0
-445.5	-450.0	0.0	0.0
-441.0	-450.0	0.0	0.0
-436.5	-450.0	0.0	0.0
-432.0	-450.0	0.0	0.0
-427.5	-450.0	0.0	0.0
-423.0	-450.0	0.0	0.0
-418.5	-450.0	0.0	0.0
-414.0	-450.0	0.0	0.0
-409.5	-450.0	0.0	0.0
-405.0	-450.0	2.43608e-05	1.0
-400.5	-450.0	5.56205e-06	1.0
-396.0	-450.0	0.0	0.0
-391.5	-450.0	0.0	0.0
-387.0	-450.0	0.0	0.0
-382.5	-450.0	0.0	0.0
-378.0	-450.0	0.0	0.0
-373.5	-450.0	0.0	0.0
-369.0	-450.0	0.0	0.0
-364.5	-450.0	0.0	0.0
-360.0	-450.0	2.10919e-05	1.0
-355.5	-450.0	0.0	0.0
-351.0	-450.0	0.0	0.0
-346.5	-450.0	1.16759e-05	1.0
-342.0	-450.0	6.82487e-05	0.4926
-337.5	-450.0	8.5474e-05	0.5497
-333.0	-450.0	5.60468e-05	0.7104
-328.5	-450.0	6.1182e-06	1.0
-324.0	-450.0	3.12738e-05	1.0
-319.5	-450.0	0.0	0.0
-315.0	-450.0	0.00212526	1.0
-310.5	-450.0	0.00328436	0.8118
-306.0	-450.0	0.00526327	0.7073
-301.5	-450.0	0.00362657	0.7862
-297.0	-450.0	0.00152445	1.0
-292.5	-450.0	0.0	0.0
-288.0	-450.0	2.59717e-05	1.0
-283.5	-450.0	0.0	0.0
-279.0	-450.0	2.02034e-05	1.0
-274.5	-450.0	0.00102841	1.0
-270.0	-450.0	0.00130638	1.0
-265.5	-450.0	0.00130638	1.0
-261.0	-450.0	0.000647425	1.0
-256.5	-450.0	0.0	0.0
-252.0	-450.0	1.50808e-05	1.0
-247.5	-450.0	2.46113e-05	0.7152
-243.0	-450.0	1.51752e-05	1.0
-238.5	-450.0	4.05175e-05	0.7681
-234.0	-450.0	5.24331e-05	0.7185
-229.5	-450.0	6.92241e-06	0.8326
-225.0	-450.0	1.65938e-05	0.7084
-220.5	-450.0	3.89269e-05	1.0
-216.0	-450.0	3.89269e-05	1.0
-211.5	-450.0	6.31945e-05	0.7195
-207.0	-450.0	7.13031e-05	0.577
-202.5	-450.0	4.79061e-05	0.7869
-198.0	-450.0	0.000684577	0.9044
-193.5	-450.0	0.00108311	0.5421
-189.0	-450.0	0.000683629	0.8774
-184.5	-450.0	0.00281977	0.5136
-180.0	-450.0	0.00378988	0.6007
-175.5	-450.0	0.00117686	0.9537
-171.0	-450.0	4.88286e-05	0.7012
-166.5	-450.0	4.75512e-05	0.7017
-162.0	-450.0	6.17849e-05	0.4957
-157.5	-450.0	0.00555687	0.683
-153.0	-450.0	0.00379974	0.6539
-148.5	-450.0	0.00231158	0.8145
-144.0	-450.0	0.00245321	0.6966
-139.5	-450.0	0.000106359	0.5564
-135.0	-450.0	0.00212454	0.8
-130.5	-450.0	0.00145401	0.9555
-126.0	-450.0	0.00207128	0.654
-121.5	-450.0	0.000461992	0.682
-117.0	-450.0	0.00317508	0.4513
-112.5	-450.0	0.00205119	0.7266
-108.0	-450.0	0.00454967	0.522
-103.5	-450.0	0.00828502	0.5041
-99.0	-450.0	0.00744998	0.5521
-94.5	-450.0	0.00185712	0.5576
-90.0	-450.0	0.00339961	0.5888
-85.5	-450.0	0.00299978	0.5614
-81.0	-450.0	0.0143976	0.3843
-76.5	-450.0	0.0121789	0.4113
-72.0	-450.0	0.00107006	0.7173
-67.5	-450.0	0.00222684	0.5595
-63.0	-450.0	0.00617147	0.5482
-58.5	-450.0	0.00899539	0.4301
-54.0	-450.0	0.00562023	0.5506
-49.5	-450.0	0.00765667	0.4858
-45.0	-450.0	0.00455307	0.5477
-40.5	-450.0	0.0071497	0.4831
-36.0	-450.0	0.00857271	0.5319
-31.5	-450.0	0.0012129	0.4298
-27.0	-450.0	0.00329964	0.4406
-22.5	-450.0	0.00427705	0.5529
-18.0	-450.0	0.00566878	0.5588
-13.5	-450.0	0.0100402	0.4217
-9.0	-450.0	0.00670736	0.3574
-4.5	-450.0	0.00938577	0.3739
0.0	-450.0	0.00697527	0.5702
4.5	-450.0	0.00409465	0.4806
9.0	-450.0	0.00376617	0.5446
13.5	-450.0	0.00293953	0.6233
18.0	-450.0	0.000914493	0.6886
22.5	-450.0	0.00348405	0.6621
27.0	-450.0	0.0111044	0.5881
31.5	-450.0	0.00634038	0.5025
36.0	-450.0	0.000216756	0.5269
40.5	-450.0	0.000933112	0.6415
45.0	-450.0	0.00780113	0.4462
49.5	-450.0	0.0020574	0.676
54.0	-450.0	0.000187131	0.3457
58.5	-450.0	0.00476676	0.453
63.0	-450.0	0.00211896	0.7825
67.5	-450.0	0.00266691	0.6604
72.0	-450.0	0.00282841	0.7708
76.5	-450.0	0.00175485	0.6832
81.0	-450.0	0.00262681	0.7093
85.5	-450.0	0.00411082	0.5201
90.0	-450.0	0.00216059	0.5786
94.5	-450.0	0.00111078	0.8446
99.0	-450.0	0.000142845	0.4584
103.5	-450.0	0.00246456	0.9353
108.0	-450.0	0.00264044	0.6948
112.5	-450.0	0.00276394	0.7647
117.0	-450.0	0.000555735	0.8706
121.5	-450.0	0.00142007	0.8299
126.0	-450.0	0.00567209	0.6381
130.5	-450.0	0.000539611	0.4775
135.0	-450.0	0.000787852	0.8423
139.5	-450.0	0.00173593	0.6797
144.0	-450.0	0.00523377	0.9218
148.5	-450.0	0.0018812	0.6941
153.0	-450.0	0.000875379	0.8037
157.5	-450.0	0.00175831	0.6374
162.0	-450.0	0.000340172	0.6139
166.5	-450.0	0.000244067	0.4441
171.0	-450.0	0.00102625	0.6698
175.5	-450.0	0.000132401	0.4237
180.0	-450.0	0.00120838	0.8382
184.5	-450.0	0.000127659	0.4172
189.0	-450.0	0.00016716	0.4986
193.5	-450.0	0.00190027	0.7167
198.0	-450.0	0.000408099	0.8893
202.5	-450.0	0.00235988	0.9661
207.0	-450.0	9.67418e-05	0.647
211.5	-450.0	0.00411219	0.7926
216.0	-450.0	0.0011385	0.7055
220.5	-450.0	0.00374007	0.5065
225.0	-450.0	0.000116998	0.7076
229.5	-450.0	0.00139831	0.9634
234.0	-450.0	0.000103065	0.5663
238.5	-450.0	0.00187529	0.8462
243.0	-450.0	0.00166795	0.6476
247.5	-450.0	0.00212426	0.6989
252.0	-450.0	0.000106213	0.5616
256.5	-450.0	9.39055e-05	0.5376
261.0	-450.0	0.000168535	0.417
265.5	-450.0	8.65399e-05	0.5435
270.0	-450.0	0.00152884	0.9591
274.5	-450.0	0.00177475	0.6402
279.0	-450.0	3.86987e-05	0.8104
283.5	-450.0	5.63243e-05	0.6382
288.0	-450.0	0.000804232	0.8183
292.5	-450.0	9.16948e-05	0.5484
297.0	-450.0	8.59565e-06	0.7112
301.5	-450.0	5.76051e-06	0.7173
306.0	-450.0	0.000142665	0.4922
310.5	-450.0	6.9341e-05	0.7058
315.0	-450.0	3.76927e-05	0.5189
319.5	-450.0	6.49881e-05	0.6275
324.0	-450.0	0.0	0.0
328.5	-450.0	4.0351e-05	0.774
333.0	-450.0	0.000529347	0.815
337.5	-450.0	7.65809e-05	0.5498
342.0	-450.0	0.000522048	0.9878
346.5	-450.0	0.00237252	0.5879
351.0	-450.0	0.00138173	0.715
355.5	-450.0	8.93238e-05	0.5746
360.0	-450.0	7.31962e-06	1.0
364.5	-450.0	4.14643e-05	0.801
369.0	-450.0	3.88495e-05	0.6254
373.5	-450.0	1.43569e-05	0.7213
378.0	-450.0	2.25936e-05	1.0
382.5	-450.0	0.0012832	0.6926
387.0	-450.0	0.000125078	1.0
391.5	-450.0	0.00168743	0.9001
396.0	-450.0	0.0	0.0
400.5	-450.0	0.0	0.0
405.0	-450.0	0.0	0.0
409.5	-450.0	2.61123e-05	1.0
414.0	-450.0	3.70176e-06	1.0
418.5	-450.0	0.00206659	1.0
423.0	-450.0	0.00139109	1.0
427.5	-450.0	0.0	0.0
432.0	-450.0	0.0	0.0
436.5	-450.0	0.000644512	0.9425
441.0	-450.0	6.61942e-06	1.0
445.5	-450.0	0.00115039	1.0
-450.0	-445.5	1.35388e-05	1.0
-445.5	-445.5	0.0	0.0
-441.0	-445.5	0.0	0.0
-436.5	-445.5	0.0	0.0
-432.0	-445.5	0.0	0.0
-427.5	-445.5	0.0	0.0
-423.0	-445.5	0.0	0.0
-418.5	-445.5	0.0	0.0
-414.0	-445.5	2.44288e-05	1.0
-409.5	-445.5	0.0	0.0
-405.0	-445.5	0.0	0.0
-400.5	-445.5	3.24788e-05	1.0
-396.0	-445.5	6.98903e-06	1.0
-391.5	-445.5	1.07527e-05	1.0
-387.0	-445.5	2.1191e-05	1.0
-382.5	-445.5	0.0	0.0
-378.0	-445.5	0.0	0.0
-373.5	-445.5	0.0	0.0
-369.0	-445.5	1.04419e-05	1.0
-364.5	-445.5	0.0	0.0
-360.0	-445.5	0.0	0.0
-355.5	-445.5	0.0	0.0
-351.0	-445.5	2.1775e-05	1.0
-346.5	-445.5	0.0	0.0
-342.0	-445.5	9.68843e-06	1.0
-337.5	-445.5	3.33598e-05	0.7572
-333.0	-445.5	2.307e-05	1.0
-328.5	-445.5	2.59816e-06	1.0
-324.0	-445.5	0.0	0.0
-319.5	-445.5	0.0	0.0
-315.0	-445.5	0.0	0.0
-310.5	-445.5	0.0	0.0
-306.0	-445.5	2.28779e-05	1.0
-301.5	-445.5	0.0016367	1.0
-297.0	-445.5	0.00318262	0.7314
-292.5	-445.5	0.000859324	0.9728
-288.0	-445.5	5.09864e-06	1.0
-283.5	-445.5	3.79533e-05	0.7159
-279.0	-445.5	9.8099e-06	1.0
-274.5	-445.5	8.4613e-06	1.0
-270.0	-445.5	0.0	0.0
-265.5	-445.5	3.11727e-06	1.0
-261.0	-445.5	0.000659122	0.9997
-256.5	-445.5	0.00132045	0.9894
-252.0	-445.5	0.00131487	0.9936
-247.5	-445.5	0.001047	0.9717
-243.0	-445.5	0.0	0.0
-238.5	-445.5	4.57391e-05	0.7309
-234.0	-445.5	1.99186e-05	0.9712
-229.5	-445.5	0.00031286	0.8943
-225.0	-445.5	3.55869e-05	0.6556
-220.5	-445.5	1.80727e-06	1.0
-216.0	-445.5	0.0	0.0
-211.5	-445.5	1.9586e-06	1.0
-207.0	-445.5	0.000119771	0.3775
-202.5	-445.5	7.37233e-05	0.6228
-198.0	-445.5	0.000106986	0.8654
-193.5	-445.5	0.00417379	0.8227
-189.0	-445.5	0.00162754	0.7047
-184.5	-445.5	0.000216397	0.8798
-180.0	-445.5	0.000937833	0.9922
-175.5	-445.5	0.000735451	0.8103
-171.0	-445.5	0.00140474	0.9363
-166.5	-445.5	0.000430075	0.6107
-162.0	-445.5	0.000126199	0.6583
-157.5	-445.5	0.00159417	0.6828
-153.0	-445.5	0.00512485	0.5809
-148.5	-445.5	0.00121276	0.8001
-144.0	-445.5	0.000735131	0.8693
-139.5	-445.5	0.00226646	0.9026
-135.0	-445.5	0.000819155	0.8122
-130.5	-445.5	0.00282875	0.7048
-126.0	-445.5	0.00158155	0.7658
-121.5	-445.5	0.000226159	0.6479
-117.0	-445.5	0.0014099	0.7321
-112.5	-445.5	0.0026665	0.4765
-108.0	-445.5	0.00263787	0.6337
-103.5	-445.5	0.00405665	0.586
-99.0	-445.5	0.0133311	0.5359
-94.5	-445.5	0.00331463	0.515
-90.0	-445.5	0.00124839	0.6746
-85.5	-445.5	0.00314571	0.6814
-81.0	-445.5	0.00946155	0.4536
-76.5	-445.5	0.00948333	0.4098
-72.0	-445.5	0.00235557	0.4956
-67.5	-445.5	0.00441122	0.3887
-63.0	-445.5	0.00618978	0.4178
-58.5	-445.5	0.0101119	0.4541
-54.0	-445.5	0.00694776	0.409
-49.5	-445.5	0.00833223	0.4533
-45.0	-445.5	0.00781131	0.4452
-40.5	-445.5	0.00734452	0.4621
-36.0	-445.5	0.00802964	0.5787
-31.5	-445.5	0.0047641	0.5333
-27.0	-445.5	0.00432633	0.4487
-22.5	-445.5	0.00429494	0.5064
-18.0	-445.5	0.00499864	0.6682
-13.5	-445.5	0.00919736	0.4735
-9.0	-445.5	0.00534273	0.4239
-4.5	-445.5	0.00707436	0.4065
0.0	-445.5	0.0129066	0.3976
4.5	-445.5	0.00291895	0.4208
9.0	-445.5	0.00786449	0.4708
13.5	-445.5	0.00271919	0.5767
18.0	-445.5	0.00119194	0.5482
22.5	-445.5	0.00178672	0.7815
27.0	-445.5	0.0136334	0.7281
31.5	-445.5	0.00420605	0.3926
36.0	-445.5	0.00172954	0.7013
40.5	-445.5	0.0026173	0.5073
45.0	-445.5	0.00752717	0.391
49.5	-445.5	0.00245015	0.7667
54.0	-445.5	0.00110351	0.6418
58.5	-445.5	0.00335326	0.4381
63.0	-445.5	0.00459279	0.4952
67.5	-445.5	0.00267409	0.686
72.0	-445.5	0.00210239	0.5319
76.5	-445.5	0.00398734	0.5758
81.0	-445.5	0.00254877	0.7823
85.5	-445.5	0.00227787	0.4419
90.0	-445.5	0.00304195	0.5515
94.5	-445.5	0.00134279	0.8986
99.0	-445.5	0.00278402	0.6654
103.5	-445.5	0.00117783	0.8176
108.0	-445.5	0.00301702	0.6206
112.5	-445.5	0.000155726	0.8955
117.0	-445.5	7.72776e-05	0.7154
121.5	-445.5	0.000155471	0.5757
126.0	-445.5	0.00496064	0.642
130.5	-445.5	0.00062774	0.7509
135.0	-445.5	0.000654751	0.5997
