Cor C	Cor A	Value	Error
-351.0	-59.8667	0.0603312	0.1194
-346.5	-59.8667	0.073365	0.2013
-342.0	-59.8667	0.0584356	0.0892
-337.5	-59.8667	0.0768552	0.112
-333.0	-59.8667	0.0780286	0.2034
-328.5	-59.8667	0.0746126	0.0912
-324.0	-59.8667	0.0813131	0.1029
-319.5	-59.8667	0.0707108	0.0795
-315.0	-59.8667	0.117656	0.2031
-310.5	-59.8667	0.0916045	0.0803
-306.0	-59.8667	0.0995607	0.1036
-301.5	-59.8667	0.0968632	0.0719
-297.0	-59.8667	0.0991637	0.0651
-292.5	-59.8667	0.105884	0.0757
-288.0	-59.8667	0.135021	0.0776
-283.5	-59.8667	0.117156	0.094
-279.0	-59.8667	0.170929	0.1526
-274.5	-59.8667	0.153986	0.0678
-270.0	-59.8667	0.155516	0.0736
-265.5	-59.8667	0.170037	0.0886
-261.0	-59.8667	0.178439	0.0617
-256.5	-59.8667	0.205471	0.0572
-252.0	-59.8667	0.226127	0.0538
-247.5	-59.8667	0.247625	0.0727
-243.0	-59.8667	0.276761	0.0715
-238.5	-59.8667	0.293272	0.0623
-234.0	-59.8667	0.325288	0.0825
-229.5	-59.8667	0.313733	0.0614
-225.0	-59.8667	0.363589	0.0616
-220.5	-59.8667	0.370282	0.0593
-216.0	-59.8667	0.389055	0.0479
-211.5	-59.8667	0.454419	0.0436
-207.0	-59.8667	0.493031	0.0491
-202.5	-59.8667	0.529642	0.0502
-198.0	-59.8667	0.613188	0.0609
-193.5	-59.8667	0.613542	0.0482
-189.0	-59.8667	0.684931	0.0555
-184.5	-59.8667	0.687811	0.0382
-180.0	-59.8667	8.48983	0.9089
-175.5	-59.8667	4.34061	0.793
-171.0	-59.8667	0.856933	0.0371
-166.5	-59.8667	1.03451	0.0584
-162.0	-59.8667	1.11321	0.0451
-157.5	-59.8667	1.07823	0.0328
-153.0	-59.8667	1.21019	0.0433
-148.5	-59.8667	1.31965	0.0413
-144.0	-59.8667	1.38593	0.0441
-139.5	-59.8667	1.52634	0.0446
-135.0	-59.8667	1.68255	0.0448
-130.5	-59.8667	1.69365	0.0367
-126.0	-59.8667	1.88502	0.0415
-121.5	-59.8667	1.88342	0.0515
-117.0	-59.8667	2.26141	0.1375
-112.5	-59.8667	2.17084	0.0364
-108.0	-59.8667	2.25009	0.0355
-103.5	-59.8667	2.60276	0.0469
-99.0	-59.8667	2.70481	0.0877
-94.5	-59.8667	2.74349	0.0401
-90.0	-59.8667	2.76382	0.0339
-85.5	-59.8667	2.97349	0.0341
-81.0	-59.8667	3.0148	0.0288
-76.5	-59.8667	3.36263	0.0386
-72.0	-59.8667	3.67786	0.0529
-67.5	-59.8667	3.5769	0.0419
-63.0	-59.8667	3.9918	0.0444
-58.5	-59.8667	4.10693	0.0415
-54.0	-59.8667	3.70683	0.0272
-49.5	-59.8667	3.9938	0.0321
-45.0	-59.8667	4.39079	0.043
-40.5	-59.8667	4.2367	0.0348
-36.0	-59.8667	4.33055	0.0325
-31.5	-59.8667	4.53861	0.0329
-27.0	-59.8667	7.74916	0.4166
-22.5	-59.8667	4.88419	0.0397
-18.0	-59.8667	4.989	0.0428
-13.5	-59.8667	5.36497	0.0392
-9.0	-59.8667	9.19674	0.4565
-4.5	-59.8667	7.51656	0.2894
0.0	-59.8667	9.37917	0.09
4.5	-59.8667	5.42647	0.0309
9.0	-59.8667	5.67059	0.0879
13.5	-59.8667	4.954	0.0394
18.0	-59.8667	4.99769	0.0443
22.5	-59.8667	5.05495	0.1229
27.0	-59.8667	4.51838	0.0314
31.5	-59.8667	4.26298	0.0307
36.0	-59.8667	4.2254	0.0296
40.5	-59.8667	4.2522	0.033
45.0	-59.8667	4.6553	0.1436
49.5	-59.8667	3.8364	0.0331
54.0	-59.8667	3.68717	0.0307
58.5	-59.8667	3.73508	0.0338
63.0	-59.8667	3.53536	0.0341
67.5	-59.8667	3.67795	0.0404
72.0	-59.8667	3.52854	0.0469
76.5	-59.8667	3.20758	0.0309
81.0	-59.8667	3.30121	0.0342
85.5	-59.8667	3.48387	0.0829
90.0	-59.8667	3.13708	0.0357
94.5	-59.8667	2.94573	0.0364
99.0	-59.8667	2.87042	0.0488
103.5	-59.8667	2.61599	0.0372
108.0	-59.8667	2.60645	0.0385
112.5	-59.8667	2.40568	0.0352
117.0	-59.8667	2.32976	0.0353
121.5	-59.8667	2.18272	0.0369
126.0	-59.8667	2.08088	0.1008
130.5	-59.8667	1.92891	0.0458
135.0	-59.8667	1.81253	0.0359
139.5	-59.8667	1.79975	0.04
144.0	-59.8667	1.68076	0.0423
148.5	-59.8667	1.58088	0.052
153.0	-59.8667	1.46135	0.0561
157.5	-59.8667	1.25485	0.0384
162.0	-59.8667	1.224	0.0433
166.5	-59.8667	1.1559	0.0534
171.0	-59.8667	1.16592	0.0517
175.5	-59.8667	0.875179	0.0395
180.0	-59.8667	0.833764	0.0452
184.5	-59.8667	0.726233	0.0481
189.0	-59.8667	0.698194	0.0439
193.5	-59.8667	0.676079	0.051
198.0	-59.8667	0.555882	0.0523
202.5	-59.8667	0.468363	0.0529
207.0	-59.8667	0.452366	0.0429
211.5	-59.8667	0.378273	0.0502
216.0	-59.8667	0.337778	0.0607
220.5	-59.8667	0.311645	0.0608
225.0	-59.8667	0.297888	0.0526
229.5	-59.8667	0.268137	0.0642
234.0	-59.8667	0.233747	0.0607
238.5	-59.8667	0.214559	0.0615
243.0	-59.8667	0.199166	0.0666
247.5	-59.8667	0.177256	0.0736
252.0	-59.8667	0.226368	0.1855
256.5	-59.8667	0.187085	0.1364
261.0	-59.8667	0.147159	0.0986
265.5	-59.8667	0.166285	0.1295
270.0	-59.8667	0.134692	0.0957
274.5	-59.8667	0.157069	0.1889
279.0	-59.8667	0.138729	0.1201
283.5	-59.8667	0.124331	0.102
288.0	-59.8667	0.115871	0.0983
292.5	-59.8667	0.122772	0.0836
297.0	-59.8667	0.107113	0.1087
301.5	-59.8667	0.114985	0.1229
306.0	-59.8667	0.150801	0.2571
310.5	-59.8667	0.131234	0.1502
315.0	-59.8667	0.119808	0.2033
319.5	-59.8667	0.11902	0.1112
324.0	-59.8667	0.138458	0.1483
328.5	-59.8667	0.122135	0.2726
333.0	-59.8667	0.11152	0.1476
337.5	-59.8667	0.116195	0.1969
342.0	-59.8667	0.120313	0.206
346.5	-59.8667	0.0786012	0.0899
351.0	-59.8667	0.0701573	0.1256
355.5	-59.8667	0.0763854	0.1571
360.0	-59.8667	0.0881254	0.2568
364.5	-59.8667	0.0963098	0.1887
369.0	-59.8667	0.0757481	0.206
373.5	-59.8667	0.0565503	0.1127
378.0	-59.8667	0.0786735	0.1869
382.5	-59.8667	0.060793	0.1555
387.0	-59.8667	0.0701289	0.2022
391.5	-59.8667	0.0744619	0.228
396.0	-59.8667	0.0468319	0.1739
400.5	-59.8667	0.050924	0.1717
405.0	-59.8667	0.0395562	0.1223
409.5	-59.8667	0.0345528	0.116
414.0	-59.8667	0.0384387	0.1243
418.5	-59.8667	0.0339848	0.1232
423.0	-59.8667	0.0362704	0.1243
427.5	-59.8667	0.0304533	0.1074
432.0	-59.8667	0.048903	0.2947
436.5	-59.8667	0.0563025	0.1833
441.0	-59.8667	0.0674439	0.3832
445.5	-59.8667	0.0759041	0.3607
-450.0	-57.3	0.0315723	0.2967
-445.5	-57.3	0.0545709	0.2296
-441.0	-57.3	0.0345706	0.223
-436.5	-57.3	0.039225	0.2213
-432.0	-57.3	0.0239559	0.1642
-427.5	-57.3	0.0309232	0.1857
-423.0	-57.3	0.027601	0.1386
-418.5	-57.3	0.0333493	0.165
-414.0	-57.3	0.0309797	0.1416
-409.5	-57.3	0.0442526	0.3134
-405.0	-57.3	0.0464376	0.2495
-400.5	-57.3	0.0320936	0.1236
-396.0	-57.3	0.0442794	0.1034
-391.5	-57.3	0.0459541	0.1333
-387.0	-57.3	0.0581032	0.3349
-382.5	-57.3	0.0586415	0.1192
-378.0	-57.3	0.0647047	0.1416
-373.5	-57.3	0.0793599	0.1712
-369.0	-57.3	0.0658662	0.126
-364.5	-57.3	0.0501701	0.0825
-360.0	-57.3	0.0705327	0.1331
-355.5	-57.3	0.0600569	0.0925
-351.0	-57.3	0.0544739	0.0967
-346.5	-57.3	0.0677815	0.1436
-342.0	-57.3	0.073641	0.1129
-337.5	-57.3	0.0943028	0.2063
-333.0	-57.3	0.0854558	0.2707
-328.5	-57.3	0.061923	0.0832
-324.0	-57.3	0.0873691	0.0799
-319.5	-57.3	0.0862482	0.0921
-315.0	-57.3	0.0937113	0.1137
-310.5	-57.3	0.0865218	0.0737
-306.0	-57.3	0.0974946	0.0923
-301.5	-57.3	0.100742	0.069
-297.0	-57.3	0.114294	0.0808
-292.5	-57.3	0.141328	0.1514
-288.0	-57.3	0.135579	0.1676
-283.5	-57.3	0.148125	0.0734
-279.0	-57.3	0.163038	0.0998
-274.5	-57.3	0.135708	0.063
-270.0	-57.3	0.17877	0.0841
-265.5	-57.3	0.219987	0.1872
-261.0	-57.3	0.225118	0.1124
-256.5	-57.3	0.212143	0.0646
-252.0	-57.3	0.237046	0.0617
-247.5	-57.3	0.29472	0.1681
-243.0	-57.3	0.293835	0.0807
-238.5	-57.3	0.287628	0.0709
-234.0	-57.3	0.301237	0.0516
-229.5	-57.3	0.35411	0.067
-225.0	-57.3	0.39909	0.107
-220.5	-57.3	0.390708	0.0484
-216.0	-57.3	0.471201	0.0581
-211.5	-57.3	0.540643	0.0563
-207.0	-57.3	0.542293	0.0462
-202.5	-57.3	0.523515	0.0488
-198.0	-57.3	6.7348	0.9065
-193.5	-57.3	0.804406	0.1817
-189.0	-57.3	2.19169	0.675
-184.5	-57.3	0.774462	0.0495
-180.0	-57.3	0.858059	0.0485
-175.5	-57.3	0.901353	0.0502
-171.0	-57.3	0.945003	0.0435
-166.5	-57.3	1.06555	0.0491
-162.0	-57.3	1.02032	0.0379
-157.5	-57.3	1.14858	0.0393
-153.0	-57.3	1.20667	0.035
-148.5	-57.3	1.54519	0.0898
-144.0	-57.3	1.52378	0.0409
-139.5	-57.3	1.64099	0.0368
-135.0	-57.3	1.73175	0.042
-130.5	-57.3	1.83809	0.0458
-126.0	-57.3	1.87681	0.041
-121.5	-57.3	2.19151	0.0486
-117.0	-57.3	2.3968	0.13
-112.5	-57.3	2.17836	0.0353
-108.0	-57.3	2.39277	0.035
-103.5	-57.3	2.50062	0.0349
-99.0	-57.3	2.61576	0.0378
-94.5	-57.3	2.74314	0.0343
-90.0	-57.3	3.01452	0.043
-85.5	-57.3	3.0487	0.0355
-81.0	-57.3	3.21415	0.0377
-76.5	-57.3	3.77336	0.0492
-72.0	-57.3	3.70816	0.0488
-67.5	-57.3	4.08845	0.0497
-63.0	-57.3	4.07376	0.0383
