Cor B	Cor A	Value	Error
256.5	-65.0	322.019	0.3885
261.0	-65.0	205.88	0.186
265.5	-65.0	695.893	0.7637
270.0	-65.0	247.695	0.2814
274.5	-65.0	160.87	0.0977
279.0	-65.0	164.116	0.1008
283.5	-65.0	171.513	0.1154
288.0	-65.0	138.526	0.0469
292.5	-65.0	171.599	0.2068
297.0	-65.0	169.445	0.2386
301.5	-65.0	201.294	0.2703
306.0	-65.0	146.645	0.127
310.5	-65.0	130.508	0.152
315.0	-65.0	127.993	0.1434
319.5	-65.0	313.431	0.4929
324.0	-65.0	126.962	0.1406
328.5	-65.0	150.155	0.6056
333.0	-65.0	37.415	0.2194
337.5	-65.0	16.4307	0.1629
342.0	-65.0	9.7032	0.189
346.5	-65.0	4.7834	0.1342
351.0	-65.0	2.0728	0.0961
355.5	-65.0	1.0021	0.0723
360.0	-65.0	0.569694	0.0768
364.5	-65.0	0.33547	0.0851
369.0	-65.0	0.146546	0.1115
373.5	-65.0	0.100674	0.1609
378.0	-65.0	0.0853542	0.1527
382.5	-65.0	0.077387	0.1564
387.0	-65.0	0.0731519	0.1611
391.5	-65.0	0.0748097	0.1536
396.0	-65.0	0.0757117	0.1662
400.5	-65.0	0.0727474	0.1573
405.0	-65.0	0.0630335	0.189
409.5	-65.0	0.0814858	0.1675
414.0	-65.0	0.0794344	0.1638
418.5	-65.0	0.0938118	0.1747
423.0	-65.0	0.077118	0.2069
427.5	-65.0	0.0839186	0.1723
432.0	-65.0	0.082458	0.1587
436.5	-65.0	0.0673238	0.1619
441.0	-65.0	0.0733738	0.1588
445.5	-65.0	0.0676611	0.174
-450.0	-62.4333	0.00145206	0.8081
-445.5	-62.4333	9.54841e-05	0.4986
-441.0	-62.4333	0.00164715	0.7219
-436.5	-62.4333	0.00780096	0.4269
-432.0	-62.4333	0.00944614	0.6179
-427.5	-62.4333	0.00526001	0.8614
-423.0	-62.4333	0.000329692	0.3212
-418.5	-62.4333	0.00253225	0.6723
-414.0	-62.4333	0.00130882	0.4989
-409.5	-62.4333	0.00600721	0.7377
-405.0	-62.4333	0.00293291	0.6754
-400.5	-62.4333	0.00742901	0.6908
-396.0	-62.4333	0.00637376	0.6569
-391.5	-62.4333	0.00255757	0.6111
-387.0	-62.4333	0.00306368	0.6496
-382.5	-62.4333	0.00352251	0.5876
-378.0	-62.4333	0.00335918	0.9165
-373.5	-62.4333	0.00713128	0.7824
-369.0	-62.4333	0.014631	0.4758
-364.5	-62.4333	0.0230642	0.5443
-360.0	-62.4333	0.0414039	0.5329
-355.5	-62.4333	0.0696198	0.3626
-351.0	-62.4333	0.123842	0.4724
-346.5	-62.4333	0.251176	0.5016
-342.0	-62.4333	0.401953	0.3463
-337.5	-62.4333	0.928895	0.521
-333.0	-62.4333	1.65004	0.5261
-328.5	-62.4333	2.24335	0.4783
-324.0	-62.4333	2.77747	0.3683
-319.5	-62.4333	5.74007	0.2029
-315.0	-62.4333	5.5178	0.1893
-310.5	-62.4333	5.97845	0.1986
-306.0	-62.4333	5.68809	0.2269
-301.5	-62.4333	4.90904	0.1851
-297.0	-62.4333	5.63106	0.1546
-292.5	-62.4333	5.59701	0.1595
-288.0	-62.4333	6.33604	0.1359
-283.5	-62.4333	5.49041	0.1429
-279.0	-62.4333	5.55612	0.1336
-274.5	-62.4333	4.51216	0.1342
-270.0	-62.4333	5.49211	0.1324
-265.5	-62.4333	6.66456	0.1624
-261.0	-62.4333	5.48318	0.1504
-256.5	-62.4333	3.66217	0.1756
-252.0	-62.4333	3.70966	0.1697
-247.5	-62.4333	5.73017	0.2547
-243.0	-62.4333	8.26904	0.3162
-238.5	-62.4333	10.5925	0.3836
-234.0	-62.4333	13.3066	0.312
-229.5	-62.4333	18.4378	0.2597
-225.0	-62.4333	23.1964	0.2136
-220.5	-62.4333	30.6647	0.2252
-216.0	-62.4333	27.9179	0.1909
-211.5	-62.4333	39.1097	0.1661
-207.0	-62.4333	49.1606	0.1652
-202.5	-62.4333	52.1686	0.1412
-198.0	-62.4333	58.7028	0.1635
-193.5	-62.4333	61.1814	0.1791
-189.0	-62.4333	84.3874	0.2916
-184.5	-62.4333	69.1577	0.2516
-180.0	-62.4333	96.3017	0.3399
-175.5	-62.4333	254.039	0.4039
-171.0	-62.4333	354.797	0.4027
-166.5	-62.4333	1361.77	0.3769
-162.0	-62.4333	3269.09	0.2847
-157.5	-62.4333	10137.8	0.2257
-153.0	-62.4333	83692.0	0.1174
-148.5	-62.4333	453895.0	0.076
-144.0	-62.4333	745373.0	0.0729
-139.5	-62.4333	687979.0	0.0697
-135.0	-62.4333	700440.0	0.0705
-130.5	-62.4333	832166.0	0.0677
-126.0	-62.4333	942381.0	0.0598
-121.5	-62.4333	1033470.0	0.0618
-117.0	-62.4333	1120330.0	0.0588
-112.5	-62.4333	1137440.0	0.0569
-108.0	-62.4333	1270670.0	0.0534
-103.5	-62.4333	1589650.0	0.0484
-99.0	-62.4333	1718240.0	0.0448
-94.5	-62.4333	1972740.0	0.0418
-90.0	-62.4333	2570470.0	0.0374
-85.5	-62.4333	3320810.0	0.0349
-81.0	-62.4333	3680830.0	0.0321
-76.5	-62.4333	4439360.0	0.0295
-72.0	-62.4333	5487140.0	0.0272
-67.5	-62.4333	6167120.0	0.0255
-63.0	-62.4333	6944360.0	0.0231
-58.5	-62.4333	7744560.0	0.0224
-54.0	-62.4333	8356950.0	0.0214
-49.5	-62.4333	8712710.0	0.0204
-45.0	-62.4333	9504390.0	0.0196
-40.5	-62.4333	10438700.0	0.0188
-36.0	-62.4333	11594300.0	0.0185
-31.5	-62.4333	12686900.0	0.0173
-27.0	-62.4333	13727000.0	0.0167
-22.5	-62.4333	15776300.0	0.0158
-18.0	-62.4333	18174600.0	0.015
-13.5	-62.4333	21454400.0	0.0143
-9.0	-62.4333	26082400.0	0.0131
-4.5	-62.4333	32172200.0	0.0123
0.0	-62.4333	43206600.0	0.011
4.5	-62.4333	56464200.0	0.01
9.0	-62.4333	61104500.0	0.0094
13.5	-62.4333	64272700.0	0.009
18.0	-62.4333	65378100.0	0.0089
22.5	-62.4333	61643500.0	0.0089
27.0	-62.4333	57799200.0	0.0091
31.5	-62.4333	51761200.0	0.0095
36.0	-62.4333	45488800.0	0.0099
40.5	-62.4333	42096200.0	0.0103
45.0	-62.4333	36226200.0	0.0108
49.5	-62.4333	33344500.0	0.0112
54.0	-62.4333	31337500.0	0.0115
58.5	-62.4333	28467200.0	0.0117
63.0	-62.4333	26006000.0	0.0122
67.5	-62.4333	24412900.0	0.0126
72.0	-62.4333	22447900.0	0.0132
76.5	-62.4333	21298200.0	0.0137
81.0	-62.4333	18552300.0	0.0145
85.5	-62.4333	18176200.0	0.0147
90.0	-62.4333	20269100.0	0.0145
94.5	-62.4333	21270400.0	0.0143
99.0	-62.4333	22608900.0	0.0142
103.5	-62.4333	16679200.0	0.017
108.0	-62.4333	3172020.0	0.0366
112.5	-62.4333	722636.0	0.0802
117.0	-62.4333	228235.0	0.0823
121.5	-62.4333	94052.2	0.0929
126.0	-62.4333	40833.5	0.0873
130.5	-62.4333	22751.7	0.0953
135.0	-62.4333	11949.3	0.1224
139.5	-62.4333	7900.68	0.1007
144.0	-62.4333	8842.95	0.0675
148.5	-62.4333	8190.68	0.0451
153.0	-62.4333	8721.43	0.0669
157.5	-62.4333	7191.17	0.0452
162.0	-62.4333	6185.89	0.0568
166.5	-62.4333	6246.51	0.0747
171.0	-62.4333	5596.15	0.0577
175.5	-62.4333	5538.58	0.1079
180.0	-62.4333	3914.2	0.0679
184.5	-62.4333	2805.81	0.0759
189.0	-62.4333	1850.47	0.0759
193.5	-62.4333	1172.98	0.0771
198.0	-62.4333	706.081	0.092
202.5	-62.4333	337.045	0.104
207.0	-62.4333	266.769	0.12
211.5	-62.4333	242.968	0.0959
216.0	-62.4333	236.125	0.0636
220.5	-62.4333	249.252	0.0996
225.0	-62.4333	269.266	0.1274
229.5	-62.4333	577.476	0.535
234.0	-62.4333	225.879	0.08
238.5	-62.4333	196.748	0.0402
243.0	-62.4333	187.291	0.0412
247.5	-62.4333	670.89	0.6837
252.0	-62.4333	188.335	0.091
256.5	-62.4333	209.743	0.1394
261.0	-62.4333	174.747	0.0709
265.5	-62.4333	161.769	0.0382
270.0	-62.4333	165.139	0.0997
274.5	-62.4333	374.783	0.6249
279.0	-62.4333	188.449	0.1101
283.5	-62.4333	159.402	0.0617
288.0	-62.4333	136.031	0.0424
292.5	-62.4333	131.684	0.0437
297.0	-62.4333	144.827	0.1138
301.5	-62.4333	136.634	0.0916
306.0	-62.4333	135.955	0.1619
310.5	-62.4333	110.544	0.0469
315.0	-62.4333	140.674	0.0941
319.5	-62.4333	145.932	0.1093
324.0	-62.4333	146.184	0.1018
328.5	-62.4333	104.573	0.2162
333.0	-62.4333	50.862	0.1654
337.5	-62.4333	22.9863	0.1443
342.0	-62.4333	11.9568	0.1563
346.5	-62.4333	6.28631	0.1262
351.0	-62.4333	3.29823	0.0899
355.5	-62.4333	1.62751	0.0705
360.0	-62.4333	0.796086	0.0703
364.5	-62.4333	0.4757	0.0875
369.0	-62.4333	0.243346	0.0951
373.5	-62.4333	0.10299	0.1472
378.0	-62.4333	0.0937833	0.1441
382.5	-62.4333	0.0729592	0.1543
387.0	-62.4333	0.0713054	0.168
391.5	-62.4333	0.0780625	0.1539
396.0	-62.4333	0.0951048	0.1466
400.5	-62.4333	0.0951061	0.1607
405.0	-62.4333	0.0945294	0.1592
409.5	-62.4333	0.0914754	0.1513
414.0	-62.4333	0.0770467	0.1675
418.5	-62.4333	0.0707876	0.19
423.0	-62.4333	0.0945086	0.1654
427.5	-62.4333	0.109825	0.1591
432.0	-62.4333	0.0610302	0.1718
436.5	-62.4333	0.0757895	0.1538
441.0	-62.4333	0.0789446	0.1902
445.5	-62.4333	0.0698405	0.2303
-450.0	-59.8667	0.00205039	0.9396
-445.5	-59.8667	0.000232635	0.4598
-441.0	-59.8667	0.0013485	0.7812
-436.5	-59.8667	0.00749204	0.4797
-432.0	-59.8667	0.00762493	0.4565
-427.5	-59.8667	0.00424631	0.5582
-423.0	-59.8667	0.00670607	0.5874
-418.5	-59.8667	0.00313463	0.9481
-414.0	-59.8667	0.00397606	0.6373
-409.5	-59.8667	0.00254793	0.8419
-405.0	-59.8667	0.00259502	0.5359
-400.5	-59.8667	0.0104296	0.6248
-396.0	-59.8667	0.00590655	0.4925
-391.5	-59.8667	0.00841309	0.6277
-387.0	-59.8667	0.00860418	0.6088
-382.5	-59.8667	0.00558569	0.6104
-378.0	-59.8667	0.00373674	0.5875
-373.5	-59.8667	0.0135352	0.5477
-369.0	-59.8667	0.0232823	0.5155
-364.5	-59.8667	0.0242124	0.3516
-360.0	-59.8667	0.0307676	0.5443
-355.5	-59.8667	0.0965978	0.4591
-351.0	-59.8667	0.153446	0.375
-346.5	-59.8667	0.268824	0.5758
-342.0	-59.8667	0.627841	0.6188
-337.5	-59.8667	1.10825	0.5475
-333.0	-59.8667	1.93433	0.5392
-328.5	-59.8667	2.59353	0.4655
-324.0	-59.8667	4.14308	0.4047
-319.5	-59.8667	4.55445	0.2017
-315.0	-59.8667	6.5698	0.1563
-310.5	-59.8667	6.62135	0.2097
-306.0	-59.8667	7.73065	0.1541
-301.5	-59.8667	5.79135	0.1642
-297.0	-59.8667	4.47702	0.1902
-292.5	-59.8667	4.76799	0.1771
-288.0	-59.8667	5.9637	0.1489
-283.5	-59.8667	6.14746	0.1313
-279.0	-59.8667	6.33392	0.1331
-274.5	-59.8667	6.41413	0.1248
-270.0	-59.8667	5.75155	0.1292
-265.5	-59.8667	5.6421	0.1421
-261.0	-59.8667	6.20756	0.1531
-256.5	-59.8667	4.45323	0.1555
-252.0	-59.8667	4.76641	0.165
-247.5	-59.8667	5.24336	0.2249
-243.0	-59.8667	9.37613	0.2914
-238.5	-59.8667	12.6863	0.3639
-234.0	-59.8667	20.603	0.3449
-229.5	-59.8667	21.1271	0.2868
-225.0	-59.8667	27.5934	0.2306
-220.5	-59.8667	34.272	0.2104
-216.0	-59.8667	35.7094	0.1557
-211.5	-59.8667	48.4201	0.1319
-207.0	-59.8667	55.5253	0.1429
-202.5	-59.8667	75.5422	0.135
-198.0	-59.8667	76.853	0.1359
-193.5	-59.8667	86.6201	0.1554
-189.0	-59.8667	89.9136	0.2049
-184.5	-59.8667	106.053	0.2727
-180.0	-59.8667	91.5511	0.2655
-175.5	-59.8667	203.062	0.3056
-171.0	-59.8667	293.008	0.4532
-166.5	-59.8667	825.726	0.2749
-162.0	-59.8667	2020.49	0.2065
-157.5	-59.8667	8204.95	0.1841
-153.0	-59.8667	96648.2	0.1146
-148.5	-59.8667	453226.0	0.0804
-144.0	-59.8667	635190.0	0.0686
-139.5	-59.8667	733190.0	0.0685
-135.0	-59.8667	755569.0	0.0713
-130.5	-59.8667	745282.0	0.0687
-126.0	-59.8667	829122.0	0.0622
-121.5	-59.8667	966780.0	0.0651
-117.0	-59.8667	964016.0	0.0603
-112.5	-59.8667	1122910.0	0.0553
-108.0	-59.8667	1181780.0	0.0527
-103.5	-59.8667	1427290.0	0.0493
-99.0	-59.8667	1736200.0	0.0432
-94.5	-59.8667	2040000.0	0.0412
-90.0	-59.8667	2371780.0	0.0378
-85.5	-59.8667	3041240.0	0.0335
-81.0	-59.8667	3655460.0	0.0326
-76.5	-59.8667	4237170.0	0.0298
-72.0	-59.8667	5397190.0	0.0268
-67.5	-59.8667	6520320.0	0.025
-63.0	-59.8667	7140120.0	0.0231
-58.5	-59.8667	7826740.0	0.0214
-54.0	-59.8667	8801210.0	0.0208
-49.5	-59.8667	9231260.0	0.0198
-45.0	-59.8667	9789600.0	0.0192
-40.5	-59.8667	10740300.0	0.0185
-36.0	-59.8667	11448600.0	0.0183
-31.5	-59.8667	12464600.0	0.0176
-27.0	-59.8667	14132400.0	0.0164
-22.5	-59.8667	16061300.0	0.0158
-18.0	-59.8667	18255700.0	0.0149
-13.5	-59.8667	21581800.0	0.0139
-9.0	-59.8667	25562700.0	0.013
-4.5	-59.8667	31578600.0	0.0121
0.0	-59.8667	41065300.0	0.0111
4.5	-59.8667	57869200.0	0.0098
9.0	-59.8667	67776500.0	0.009
13.5	-59.8667	70860000.0	0.0087
18.0	-59.8667	71069700.0	0.0085
22.5	-59.8667	68659500.0	0.0085
27.0	-59.8667	63273700.0	0.0088
31.5	-59.8667	55431900.0	0.0092
36.0	-59.8667	48456200.0	0.0096
40.5	-59.8667	42138000.0	0.0102
45.0	-59.8667	36899300.0	0.0107
49.5	-59.8667	34619000.0	0.011
54.0	-59.8667	31398000.0	0.0113
58.5	-59.8667	29517800.0	0.0117
63.0	-59.8667	27140000.0	0.012
67.5	-59.8667	24824700.0	0.0125
72.0	-59.8667	23118900.0	0.0128
76.5	-59.8667	21685300.0	0.0135
81.0	-59.8667	18986100.0	0.0142
85.5	-59.8667	19003500.0	0.0147
90.0	-59.8667	21531200.0	0.0141
94.5	-59.8667	22832900.0	0.014
99.0	-59.8667	24442800.0	0.0136
103.5	-59.8667	18318300.0	0.0164
108.0	-59.8667	3663280.0	0.0363
112.5	-59.8667	875217.0	0.0753
117.0	-59.8667	289999.0	0.0927
121.5	-59.8667	100851.0	0.0929
126.0	-59.8667	41874.7	0.1057
130.5	-59.8667	23184.5	0.1023
135.0	-59.8667	12075.2	0.0822
139.5	-59.8667	8071.38	0.067
144.0	-59.8667	9061.71	0.0512
148.5	-59.8667	9445.41	0.0388
153.0	-59.8667	8940.26	0.0377
157.5	-59.8667	7847.2	0.0383
162.0	-59.8667	7326.0	0.0611
166.5	-59.8667	6996.42	0.0711
171.0	-59.8667	6424.8	0.0558
175.5	-59.8667	5890.35	0.0691
180.0	-59.8667	4544.28	0.0661
184.5	-59.8667	3290.98	0.0673
189.0	-59.8667	2188.04	0.0714
193.5	-59.8667	1331.19	0.0657
198.0	-59.8667	786.807	0.0741
202.5	-59.8667	391.862	0.0948
207.0	-59.8667	300.475	0.0727
211.5	-59.8667	287.019	0.0659
216.0	-59.8667	310.116	0.1304
220.5	-59.8667	248.975	0.0656
225.0	-59.8667	260.676	0.0865
229.5	-59.8667	259.577	0.1183
234.0	-59.8667	268.027	0.1071
238.5	-59.8667	420.405	0.5068
243.0	-59.8667	366.186	0.3976
247.5	-59.8667	230.537	0.1392
252.0	-59.8667	226.122	0.1467
256.5	-59.8667	210.924	0.137
261.0	-59.8667	173.981	0.0547
265.5	-59.8667	188.529	0.0836
270.0	-59.8667	163.326	0.0417
274.5	-59.8667	191.186	0.1357
279.0	-59.8667	181.402	0.0994
283.5	-59.8667	159.294	0.0669
288.0	-59.8667	145.743	0.0657
292.5	-59.8667	154.896	0.1063
297.0	-59.8667	149.761	0.0873
301.5	-59.8667	172.845	0.1553
306.0	-59.8667	137.582	0.0827
310.5	-59.8667	134.817	0.0455
315.0	-59.8667	156.176	0.0795
319.5	-59.8667	137.084	0.0636
324.0	-59.8667	163.689	0.1593
328.5	-59.8667	106.848	0.1661
333.0	-59.8667	51.8521	0.1247
337.5	-59.8667	26.1246	0.1108
342.0	-59.8667	13.784	0.1094
346.5	-59.8667	7.44201	0.0941
351.0	-59.8667	3.78348	0.0752
355.5	-59.8667	1.91164	0.0714
360.0	-59.8667	1.04618	0.0704
364.5	-59.8667	0.670553	0.0771
369.0	-59.8667	0.28311	0.0892
373.5	-59.8667	0.114383	0.1457
378.0	-59.8667	0.0963384	0.1438
382.5	-59.8667	0.119576	0.1328
387.0	-59.8667	0.126155	0.1343
391.5	-59.8667	0.115109	0.138
396.0	-59.8667	0.1222	0.1459
400.5	-59.8667	0.113499	0.1427
405.0	-59.8667	0.10248	0.1436
409.5	-59.8667	0.101507	0.1461
414.0	-59.8667	0.0768615	0.1782
418.5	-59.8667	0.10374	0.1584
423.0	-59.8667	0.0959796	0.166
427.5	-59.8667	0.0569428	0.1736
432.0	-59.8667	0.0590018	0.1624
436.5	-59.8667	0.0965168	0.1853
441.0	-59.8667	0.0783726	0.1996
445.5	-59.8667	0.058536	0.1842
-450.0	-57.3	0.0025067	0.781
-445.5	-57.3	0.000748888	0.5862
-441.0	-57.3	0.000644092	0.6686
-436.5	-57.3	0.0042006	0.6601
-432.0	-57.3	0.00798047	0.4617
-427.5	-57.3	0.00163776	0.6234
-423.0	-57.3	0.00674877	0.7466
-418.5	-57.3	0.0041174	0.5782
-414.0	-57.3	0.00412382	0.485
-409.5	-57.3	0.00559727	0.5103
-405.0	-57.3	0.00708047	0.4939
-400.5	-57.3	0.00878168	0.5975
-396.0	-57.3	0.00331389	0.5766
-391.5	-57.3	0.00160997	0.5945
-387.0	-57.3	0.00174867	0.5063
-382.5	-57.3	0.0138164	0.4917
-378.0	-57.3	0.0115169	0.4852
-373.5	-57.3	0.00311637	0.4851
-369.0	-57.3	0.0231446	0.3456
-364.5	-57.3	0.0408983	0.3387
-360.0	-57.3	0.0713034	0.4374
-355.5	-57.3	0.138481	0.3958
-351.0	-57.3	0.191928	0.4631
-346.5	-57.3	0.37194	0.5528
-342.0	-57.3	0.75089	0.6275
-337.5	-57.3	1.07473	0.5033
-333.0	-57.3	2.09676	0.4948
-328.5	-57.3	3.41388	0.5251
-324.0	-57.3	4.11562	0.4388
-319.5	-57.3	5.91404	0.186
-315.0	-57.3	10.072	0.2335
-310.5	-57.3	18.1534	0.6661
-306.0	-57.3	7.30263	0.2257
-301.5	-57.3	8.179	0.1354
-297.0	-57.3	6.2245	0.1472
-292.5	-57.3	5.11038	0.1529
-288.0	-57.3	6.04612	0.1391
-283.5	-57.3	6.47059	0.1236
-279.0	-57.3	6.78658	0.1318
-274.5	-57.3	7.31412	0.1291
-270.0	-57.3	6.7855	0.1277
-265.5	-57.3	6.37633	0.1352
-261.0	-57.3	5.62001	0.1321
-256.5	-57.3	6.85344	0.1514
-252.0	-57.3	6.67483	0.186
-247.5	-57.3	6.44091	0.2204
-243.0	-57.3	9.81361	0.2906
-238.5	-57.3	14.8115	0.3923
-234.0	-57.3	23.4266	0.3411
-229.5	-57.3	33.1417	0.3388
-225.0	-57.3	39.9073	0.234
-220.5	-57.3	40.0176	0.1538
-216.0	-57.3	41.6717	0.1384
-211.5	-57.3	67.3106	0.1834
-207.0	-57.3	60.0411	0.1464
-202.5	-57.3	91.1323	0.1304
-198.0	-57.3	100.88	0.1249
-193.5	-57.3	99.2395	0.1478
-189.0	-57.3	106.212	0.1635
-184.5	-57.3	85.5156	0.2149
-180.0	-57.3	157.902	0.2661
-175.5	-57.3	260.139	0.2613
-171.0	-57.3	572.255	0.3778
-166.5	-57.3	1289.35	0.367
-162.0	-57.3	2854.7	0.2238
-157.5	-57.3	14208.5	0.2214
-153.0	-57.3	89992.8	0.1045
-148.5	-57.3	408058.0	0.071
-144.0	-57.3	629594.0	0.0709
-139.5	-57.3	673414.0	0.0704
-135.0	-57.3	642184.0	0.0686
-130.5	-57.3	786194.0	0.0676
-126.0	-57.3	775587.0	0.0656
-121.5	-57.3	772960.0	0.0605
-117.0	-57.3	876353.0	0.0594
-112.5	-57.3	1043840.0	0.0608
-108.0	-57.3	1268480.0	0.0518
-103.5	-57.3	1420770.0	0.0465
-99.0	-57.3	1892380.0	0.0429
-94.5	-57.3	2019760.0	0.0392
-90.0	-57.3	2342740.0	0.0368
-85.5	-57.3	2984380.0	0.0338
-81.0	-57.3	3336630.0	0.0322
-76.5	-57.3	4262440.0	0.0301
-72.0	-57.3	5464220.0	0.0271
-67.5	-57.3	6426890.0	0.0244
-63.0	-57.3	7528660.0	0.0232
