Cor C	Cor A	Value	Error
-450.0	-65.0	9.76342e-05	0.8216
-445.5	-65.0	7.02817e-05	0.882
-441.0	-65.0	1.92683e-05	1.0
-436.5	-65.0	0.0	0.0
-432.0	-65.0	5.9013e-06	1.0
-427.5	-65.0	4.72093e-05	1.0
-423.0	-65.0	2.12648e-05	1.0
-418.5	-65.0	6.05197e-05	1.0
-414.0	-65.0	0.0	0.0
-409.5	-65.0	5.58292e-05	1.0
-405.0	-65.0	0.0	0.0
-400.5	-65.0	0.0	0.0
-396.0	-65.0	3.59393e-05	0.9859
-391.5	-65.0	6.00187e-05	0.6277
-387.0	-65.0	2.66901e-05	0.7995
-382.5	-65.0	0.000107177	0.4708
-378.0	-65.0	0.000295841	0.8505
-373.5	-65.0	0.000103827	0.6245
-369.0	-65.0	0.00187914	0.8352
-364.5	-65.0	0.00773677	0.6266
-360.0	-65.0	0.000481162	0.9083
-355.5	-65.0	0.00126804	0.9494
-351.0	-65.0	5.10493e-05	1.0
-346.5	-65.0	6.86601e-05	0.5284
-342.0	-65.0	0.000102058	0.5432
-337.5	-65.0	4.77833e-05	0.5064
-333.0	-65.0	0.00455124	0.9555
-328.5	-65.0	0.000190184	0.385
-324.0	-65.0	9.4396e-05	0.6646
-319.5	-65.0	0.000180247	0.3873
-315.0	-65.0	0.000254248	0.3445
-310.5	-65.0	0.000203866	0.4387
-306.0	-65.0	6.66618e-05	0.5746
-301.5	-65.0	0.000272734	0.3816
-297.0	-65.0	0.000397331	0.3296
-292.5	-65.0	0.000868932	0.6842
-288.0	-65.0	0.00383593	0.903
-283.5	-65.0	0.00333887	0.8925
-279.0	-65.0	0.00169419	0.7541
-274.5	-65.0	0.00262233	0.8777
-270.0	-65.0	0.000227793	0.3584
-265.5	-65.0	0.000578701	0.4669
-261.0	-65.0	0.000259991	0.4022
-256.5	-65.0	0.00119092	0.759
-252.0	-65.0	0.000295788	0.3073
-247.5	-65.0	0.000541036	0.544
-243.0	-65.0	0.00222568	0.7978
-238.5	-65.0	0.00152071	0.5653
-234.0	-65.0	0.0025665	0.5694
-229.5	-65.0	0.00282818	0.4629
-225.0	-65.0	0.000246722	0.3107
-220.5	-65.0	0.00109244	0.6429
-216.0	-65.0	0.00367623	0.5683
-211.5	-65.0	0.00410936	0.6518
-207.0	-65.0	0.00241892	0.6097
-202.5	-65.0	0.00694102	0.4022
-198.0	-65.0	0.00681802	0.4447
-193.5	-65.0	0.00873361	0.5777
-189.0	-65.0	0.0113171	0.4761
-184.5	-65.0	0.0110972	0.3893
-180.0	-65.0	0.0146666	0.5675
-175.5	-65.0	0.0174246	0.387
-171.0	-65.0	0.0104111	0.4117
-166.5	-65.0	0.0101668	0.4705
-162.0	-65.0	0.0133053	0.3051
-157.5	-65.0	0.0142107	0.3355
-153.0	-65.0	0.0219853	0.2951
-148.5	-65.0	0.0167354	0.2743
-144.0	-65.0	0.0140119	0.3699
-139.5	-65.0	0.0193685	0.3424
-135.0	-65.0	0.0149147	0.311
-130.5	-65.0	0.0276752	0.2345
-126.0	-65.0	0.026554	0.2432
-121.5	-65.0	0.0261758	0.2623
-117.0	-65.0	0.0276599	0.2211
-112.5	-65.0	0.0291426	0.2493
-108.0	-65.0	0.0334107	0.2289
-103.5	-65.0	0.0382162	0.2345
-99.0	-65.0	0.0403038	0.1976
-94.5	-65.0	0.0379592	0.2236
-90.0	-65.0	0.0320028	0.1962
-85.5	-65.0	0.0419329	0.221
-81.0	-65.0	0.0508279	0.1823
-76.5	-65.0	0.0548051	0.1753
-72.0	-65.0	0.0517352	0.1741
-67.5	-65.0	0.079643	0.1578
-63.0	-65.0	0.0414178	0.1815
-58.5	-65.0	0.0534319	0.1655
-54.0	-65.0	0.0617526	0.1557
-49.5	-65.0	0.057588	0.1723
-45.0	-65.0	0.0823076	0.1579
-40.5	-65.0	0.0734034	0.1585
-36.0	-65.0	0.0693875	0.1515
-31.5	-65.0	0.0747047	0.1535
-27.0	-65.0	0.0896384	0.1311
-22.5	-65.0	0.0754507	0.1482
-18.0	-65.0	0.0775235	0.1421
-13.5	-65.0	0.0936723	0.1321
-9.0	-65.0	0.0652984	0.1611
-4.5	-65.0	0.0818596	0.1282
0.0	-65.0	0.0824258	0.1496
4.5	-65.0	0.0910121	0.1375
9.0	-65.0	0.09832	0.1429
13.5	-65.0	0.0673151	0.1502
18.0	-65.0	0.0779033	0.1473
22.5	-65.0	0.0555944	0.17
27.0	-65.0	0.0702031	0.1512
31.5	-65.0	0.0778094	0.1488
36.0	-65.0	0.0798012	0.1387
40.5	-65.0	0.0879449	0.1433
45.0	-65.0	0.0855992	0.1432
49.5	-65.0	0.0897744	0.1514
54.0	-65.0	0.0712823	0.1605
58.5	-65.0	0.071701	0.1392
63.0	-65.0	0.0695646	0.1514
67.5	-65.0	0.0647643	0.1639
72.0	-65.0	0.0504489	0.208
76.5	-65.0	0.0442393	0.1775
81.0	-65.0	0.0477977	0.173
85.5	-65.0	0.0563299	0.1758
90.0	-65.0	0.0508071	0.1895
94.5	-65.0	0.031964	0.205
99.0	-65.0	0.0476396	0.1973
103.5	-65.0	0.0310189	0.2185
108.0	-65.0	0.0521847	0.1848
112.5	-65.0	0.0323472	0.204
117.0	-65.0	0.0216736	0.2585
121.5	-65.0	0.0248897	0.2892
126.0	-65.0	0.0226755	0.2181
130.5	-65.0	0.0255262	0.2459
135.0	-65.0	0.0332718	0.2532
139.5	-65.0	0.0382874	0.2595
144.0	-65.0	0.0255932	0.2653
148.5	-65.0	0.017956	0.3062
153.0	-65.0	0.0295617	0.2519
157.5	-65.0	0.0179795	0.2694
162.0	-65.0	0.0168679	0.303
166.5	-65.0	0.0128529	0.3268
171.0	-65.0	0.00922934	0.3859
175.5	-65.0	0.00963228	0.3741
180.0	-65.0	0.00641991	0.4059
184.5	-65.0	0.018702	0.3001
189.0	-65.0	0.00377357	0.4239
193.5	-65.0	0.0150574	0.3734
198.0	-65.0	0.0131727	0.3439
202.5	-65.0	0.00496791	0.4241
207.0	-65.0	0.00790952	0.5087
211.5	-65.0	0.0093489	0.3917
216.0	-65.0	0.00976103	0.4464
220.5	-65.0	0.00858005	0.4736
225.0	-65.0	0.00465833	0.6038
229.5	-65.0	0.00309923	0.5687
234.0	-65.0	0.00793148	0.36
238.5	-65.0	0.00318567	0.6017
243.0	-65.0	0.00594766	0.6176
247.5	-65.0	0.00199882	0.6755
252.0	-65.0	0.000768937	0.3628
256.5	-65.0	0.0028436	0.4972
261.0	-65.0	0.00290833	0.5316
265.5	-65.0	0.0013751	0.7399
270.0	-65.0	0.00167889	0.7385
274.5	-65.0	0.000911674	0.6813
279.0	-65.0	0.00155836	0.4558
283.5	-65.0	0.00231323	0.6417
288.0	-65.0	0.000792117	0.5762
292.5	-65.0	0.00378899	0.6999
297.0	-65.0	0.00470034	0.5167
301.5	-65.0	0.00236418	0.5202
306.0	-65.0	0.000594459	0.8286
310.5	-65.0	0.000149252	0.4596
315.0	-65.0	0.000212868	0.4028
319.5	-65.0	0.00360204	0.5934
324.0	-65.0	0.000320938	0.3496
328.5	-65.0	0.00486192	0.741
333.0	-65.0	0.000869664	0.6256
337.5	-65.0	0.000159464	0.5805
342.0	-65.0	0.00209786	0.7425
346.5	-65.0	0.000595285	0.8497
351.0	-65.0	0.000131229	0.4684
355.5	-65.0	0.00132951	0.9332
360.0	-65.0	0.000852242	0.6956
364.5	-65.0	0.000130732	0.5984
369.0	-65.0	0.00189404	0.8699
373.5	-65.0	8.9542e-05	0.582
378.0	-65.0	5.07186e-05	0.6604
382.5	-65.0	4.07735e-05	0.9991
387.0	-65.0	6.72673e-05	0.6058
391.5	-65.0	0.00024571	0.8309
396.0	-65.0	0.000683132	0.9488
400.5	-65.0	1.18467e-05	1.0
405.0	-65.0	0.00243236	0.9969
409.5	-65.0	4.84925e-05	1.0
414.0	-65.0	5.07481e-06	1.0
418.5	-65.0	5.37586e-05	0.7066
423.0	-65.0	6.5593e-05	0.6202
427.5	-65.0	6.48683e-05	0.7354
