Cor C	Cor B	Value	Error
-450.0	-450.0	0.00032012	0.3007
-445.5	-450.0	0.000292511	0.4559
-441.0	-450.0	0.000484209	0.2752
-436.5	-450.0	0.00042072	0.38
-432.0	-450.0	0.00121565	0.3283
-427.5	-450.0	0.000783028	0.357
-423.0	-450.0	0.000566837	0.2833
-418.5	-450.0	0.000434954	0.3198
-414.0	-450.0	0.000856379	0.3003
-409.5	-450.0	0.000681234	0.2997
-405.0	-450.0	0.00054213	0.2663
-400.5	-450.0	0.000805624	0.2662
-396.0	-450.0	0.000679712	0.2479
-391.5	-450.0	0.00110932	0.3605
-387.0	-450.0	0.00184204	0.404
-382.5	-450.0	0.000799277	0.2255
-378.0	-450.0	0.000839619	0.2389
-373.5	-450.0	0.0012049	0.338
-369.0	-450.0	0.00199697	0.2757
-364.5	-450.0	0.00179062	0.2743
-360.0	-450.0	0.00165441	0.265
-355.5	-450.0	0.00258308	0.3705
-351.0	-450.0	0.0023925	0.4436
-346.5	-450.0	0.00145171	0.2348
-342.0	-450.0	0.00302704	0.2775
-337.5	-450.0	0.00190306	0.2452
-333.0	-450.0	0.00167608	0.2477
-328.5	-450.0	0.00168589	0.2578
-324.0	-450.0	0.00278751	0.2101
-319.5	-450.0	0.00449313	0.3206
-315.0	-450.0	0.00323293	0.228
-310.5	-450.0	0.00219636	0.2142
-306.0	-450.0	0.00505285	0.2699
-301.5	-450.0	0.00375161	0.2668
-297.0	-450.0	0.00289277	0.201
-292.5	-450.0	0.00378319	0.2271
-288.0	-450.0	0.00285543	0.2548
-283.5	-450.0	0.00355567	0.2229
-279.0	-450.0	0.00398058	0.2304
-274.5	-450.0	0.00303314	0.1661
-270.0	-450.0	0.00368312	0.2411
-265.5	-450.0	0.00391844	0.2917
-261.0	-450.0	0.00455477	0.2841
-256.5	-450.0	0.00398016	0.2137
-252.0	-450.0	0.00700963	0.287
-247.5	-450.0	0.00566739	0.2294
-243.0	-450.0	0.00708022	0.249
-238.5	-450.0	0.00623307	0.4051
-234.0	-450.0	0.0158941	0.2697
-229.5	-450.0	0.00563531	0.1792
-225.0	-450.0	0.00587059	0.209
-220.5	-450.0	0.0118698	0.1998
-216.0	-450.0	0.0085902	0.1693
-211.5	-450.0	0.0186286	0.3128
-207.0	-450.0	0.00851932	0.2021
-202.5	-450.0	0.032927	0.6776
-198.0	-450.0	0.0154812	0.2381
-193.5	-450.0	0.0121136	0.219
-189.0	-450.0	0.0148407	0.4128
-184.5	-450.0	0.013132	0.1471
-180.0	-450.0	0.0106962	0.1438
-175.5	-450.0	0.0269641	0.3782
-171.0	-450.0	0.0175552	0.2834
-166.5	-450.0	0.0174339	0.1944
-162.0	-450.0	0.0190904	0.1979
-157.5	-450.0	0.0136048	0.152
-153.0	-450.0	0.0127331	0.1498
-148.5	-450.0	0.0146406	0.1303
-144.0	-450.0	0.0131506	0.1833
-139.5	-450.0	0.0157007	0.1449
-135.0	-450.0	0.0182293	0.1303
-130.5	-450.0	0.0374709	0.2381
-126.0	-450.0	0.0415681	0.2735
-121.5	-450.0	0.0430342	0.475
-117.0	-450.0	0.0387214	0.3363
-112.5	-450.0	0.0371167	0.2557
-108.0	-450.0	0.0252135	0.1366
-103.5	-450.0	0.0218681	0.1315
-99.0	-450.0	0.0447163	0.337
-94.5	-450.0	0.0354542	0.1964
-90.0	-450.0	0.0438759	0.3874
-85.5	-450.0	0.0216337	0.1369
-81.0	-450.0	0.0367989	0.2563
-76.5	-450.0	0.030777	0.1927
-72.0	-450.0	0.0288597	0.1116
-67.5	-450.0	0.0834006	0.2973
-63.0	-450.0	0.0265641	0.1221
-58.5	-450.0	0.036505	0.3187
-54.0	-450.0	0.0364569	0.2287
-49.5	-450.0	0.0447452	0.212
-45.0	-450.0	0.0402478	0.2213
-40.5	-450.0	0.031277	0.1396
-36.0	-450.0	0.0430358	0.3217
-31.5	-450.0	0.0391106	0.2792
-27.0	-450.0	0.062165	0.3838
-22.5	-450.0	0.0399559	0.3211
-18.0	-450.0	0.0343484	0.1339
-13.5	-450.0	0.0370546	0.3011
-9.0	-450.0	0.0409899	0.2223
-4.5	-450.0	0.0268186	0.1133
0.0	-450.0	0.0356444	0.2945
4.5	-450.0	0.0272877	0.1373
9.0	-450.0	0.0268622	0.1311
13.5	-450.0	0.0309465	0.1341
18.0	-450.0	0.0319787	0.2035
22.5	-450.0	0.0289181	0.1568
27.0	-450.0	0.0286791	0.1453
31.5	-450.0	0.0216533	0.1138
36.0	-450.0	0.0244245	0.1374
40.5	-450.0	0.0301667	0.1887
45.0	-450.0	0.0492149	0.4135
49.5	-450.0	0.0284295	0.2192
54.0	-450.0	0.0270999	0.1851
58.5	-450.0	0.0242763	0.1344
63.0	-450.0	0.0263935	0.176
67.5	-450.0	0.0212948	0.1245
72.0	-450.0	0.0246427	0.155
76.5	-450.0	0.0394686	0.3964
81.0	-450.0	0.0201954	0.1473
85.5	-450.0	0.0242664	0.1342
90.0	-450.0	0.0209128	0.1201
94.5	-450.0	0.0183475	0.116
99.0	-450.0	0.0272388	0.3834
103.5	-450.0	0.0175308	0.1303
108.0	-450.0	0.0187102	0.1881
112.5	-450.0	0.0153111	0.1246
117.0	-450.0	0.0190035	0.1767
121.5	-450.0	0.0254601	0.3809
126.0	-450.0	0.0212198	0.1159
130.5	-450.0	0.0261328	0.2712
135.0	-450.0	0.0204743	0.1468
139.5	-450.0	0.0224838	0.1774
144.0	-450.0	0.0164786	0.1403
148.5	-450.0	0.023655	0.2598
153.0	-450.0	0.0168193	0.1528
157.5	-450.0	0.0248219	0.2691
162.0	-450.0	0.0188944	0.1766
166.5	-450.0	0.0174425	0.2515
171.0	-450.0	0.0146975	0.1601
175.5	-450.0	0.0162659	0.2106
180.0	-450.0	0.0180724	0.1806
184.5	-450.0	0.0114062	0.2019
189.0	-450.0	0.0115725	0.1557
193.5	-450.0	0.0137239	0.1728
198.0	-450.0	0.031791	0.4479
202.5	-450.0	0.01174	0.1558
207.0	-450.0	0.0142976	0.2227
211.5	-450.0	0.0119881	0.1609
216.0	-450.0	0.011217	0.1676
220.5	-450.0	0.00725689	0.123
225.0	-450.0	0.00875682	0.1545
229.5	-450.0	0.00774609	0.1454
234.0	-450.0	0.00719937	0.1491
238.5	-450.0	0.0105579	0.2501
243.0	-450.0	0.0121711	0.289
247.5	-450.0	0.00957485	0.2104
252.0	-450.0	0.0111503	0.3408
256.5	-450.0	0.0107791	0.3163
261.0	-450.0	0.00787187	0.1665
265.5	-450.0	0.00658505	0.2016
270.0	-450.0	0.00584932	0.16
274.5	-450.0	0.00648765	0.1327
279.0	-450.0	0.00599333	0.2514
283.5	-450.0	0.00694405	0.1863
288.0	-450.0	0.00676325	0.3277
292.5	-450.0	0.00817607	0.3336
297.0	-450.0	0.00409026	0.2227
301.5	-450.0	0.00398395	0.2028
306.0	-450.0	0.0110682	0.479
310.5	-450.0	0.00693404	0.3057
315.0	-450.0	0.00641653	0.2442
319.5	-450.0	0.00350287	0.1965
324.0	-450.0	0.00435144	0.1925
328.5	-450.0	0.00287818	0.2011
333.0	-450.0	0.00405922	0.2044
337.5	-450.0	0.00426604	0.278
342.0	-450.0	0.00465906	0.1862
346.5	-450.0	0.00400212	0.3051
351.0	-450.0	0.00401317	0.3528
355.5	-450.0	0.00217219	0.238
360.0	-450.0	0.0059298	0.5398
364.5	-450.0	0.00271591	0.1819
369.0	-450.0	0.00151133	0.2075
373.5	-450.0	0.00132732	0.2656
378.0	-450.0	0.00273796	0.4277
382.5	-450.0	0.00172492	0.2009
387.0	-450.0	0.00149164	0.236
391.5	-450.0	0.00138918	0.2071
396.0	-450.0	0.00223232	0.2036
400.5	-450.0	0.00188251	0.2841
405.0	-450.0	0.00138288	0.2613
409.5	-450.0	0.00160159	0.2765
414.0	-450.0	0.00107069	0.4017
418.5	-450.0	0.00119366	0.2818
423.0	-450.0	0.00107186	0.2162
427.5	-450.0	0.000838128	0.2703
432.0	-450.0	0.0012426	0.3577
436.5	-450.0	0.000930504	0.2598
441.0	-450.0	0.000872622	0.2852
445.5	-450.0	0.000686001	0.3408
-450.0	-445.5	0.00052559	0.3399
-445.5	-445.5	0.000380222	0.2951
-441.0	-445.5	0.000226422	0.3529
-436.5	-445.5	0.000444603	0.324
-432.0	-445.5	0.000763486	0.3746
-427.5	-445.5	0.00115748	0.3553
-423.0	-445.5	0.000659986	0.2779
-418.5	-445.5	0.000743585	0.3141
-414.0	-445.5	0.000890595	0.3297
-409.5	-445.5	0.000925277	0.3302
-405.0	-445.5	0.000470165	0.358
-400.5	-445.5	0.000514868	0.3619
-396.0	-445.5	0.000701849	0.2265
-391.5	-445.5	0.000692078	0.293
-387.0	-445.5	0.00165426	0.3388
-382.5	-445.5	0.00128247	0.5448
-378.0	-445.5	0.000818383	0.3903
-373.5	-445.5	0.00133362	0.3789
-369.0	-445.5	0.00115605	0.2467
-364.5	-445.5	0.0012091	0.2537
-360.0	-445.5	0.00143901	0.2572
-355.5	-445.5	0.000931839	0.2491
-351.0	-445.5	0.00120759	0.2178
-346.5	-445.5	0.00159828	0.294
-342.0	-445.5	0.00204763	0.2437
-337.5	-445.5	0.00317659	0.3207
-333.0	-445.5	0.00161866	0.3043
-328.5	-445.5	0.00196085	0.2542
-324.0	-445.5	0.00214111	0.2038
-319.5	-445.5	0.00359412	0.2577
-315.0	-445.5	0.00240289	0.2647
-310.5	-445.5	0.00192801	0.2594
-306.0	-445.5	0.00357243	0.3093
-301.5	-445.5	0.00395786	0.2785
-297.0	-445.5	0.00392189	0.3292
-292.5	-445.5	0.00305641	0.2177
-288.0	-445.5	0.00254501	0.2602
-283.5	-445.5	0.00355142	0.2273
-279.0	-445.5	0.00374826	0.1871
-274.5	-445.5	0.00482338	0.2296
-270.0	-445.5	0.00234519	0.1571
-265.5	-445.5	0.00375692	0.2612
-261.0	-445.5	0.00422302	0.226
-256.5	-445.5	0.00418942	0.2036
-252.0	-445.5	0.00544773	0.2257
-247.5	-445.5	0.00473521	0.2743
-243.0	-445.5	0.00602162	0.291
-238.5	-445.5	0.00540333	0.2416
-234.0	-445.5	0.0141071	0.428
-229.5	-445.5	0.00682456	0.2396
-225.0	-445.5	0.00475899	0.1882
-220.5	-445.5	0.00832699	0.1827
-216.0	-445.5	0.00821621	0.219
-211.5	-445.5	0.0112598	0.2323
-207.0	-445.5	0.0111387	0.269
-202.5	-445.5	0.0082307	0.1648
-198.0	-445.5	0.0373196	0.6799
-193.5	-445.5	0.00853068	0.2148
-189.0	-445.5	0.00868509	0.1603
-184.5	-445.5	0.0193319	0.3264
-180.0	-445.5	0.00919614	0.1578
-175.5	-445.5	0.0411136	0.6696
-171.0	-445.5	0.0118049	0.1915
-166.5	-445.5	0.0204241	0.2897
-162.0	-445.5	0.0173608	0.2083
-157.5	-445.5	0.0216283	0.2152
-153.0	-445.5	0.0142329	0.1725
-148.5	-445.5	0.0133084	0.1413
-144.0	-445.5	0.0132186	0.1502
-139.5	-445.5	0.0179326	0.151
-135.0	-445.5	0.0237565	0.3092
-130.5	-445.5	0.030038	0.2576
-126.0	-445.5	0.0490835	0.2487
-121.5	-445.5	0.0344065	0.2894
-117.0	-445.5	0.0438038	0.342
-112.5	-445.5	0.0320291	0.2535
-108.0	-445.5	0.0366066	0.2881
-103.5	-445.5	0.022294	0.1485
-99.0	-445.5	0.0400335	0.31
-94.5	-445.5	0.0378442	0.2105
-90.0	-445.5	0.0363078	0.1804
-85.5	-445.5	0.0357304	0.3792
-81.0	-445.5	0.0218891	0.1364
-76.5	-445.5	0.045617	0.2715
-72.0	-445.5	0.0302745	0.1262
-67.5	-445.5	0.0790354	0.3085
-63.0	-445.5	0.0294392	0.1143
-58.5	-445.5	0.0369793	0.3149
-54.0	-445.5	0.0388283	0.2188
-49.5	-445.5	0.0536066	0.2582
-45.0	-445.5	0.0363156	0.2512
-40.5	-445.5	0.0294907	0.1581
-36.0	-445.5	0.0430319	0.3165
-31.5	-445.5	0.0419272	0.2623
-27.0	-445.5	0.0603677	0.3943
-22.5	-445.5	0.0491956	0.271
-18.0	-445.5	0.0340246	0.1385
-13.5	-445.5	0.0421038	0.2686
-9.0	-445.5	0.0410193	0.2175
-4.5	-445.5	0.0328799	0.1338
0.0	-445.5	0.0362349	0.2902
4.5	-445.5	0.0250121	0.1483
9.0	-445.5	0.0301045	0.1259
13.5	-445.5	0.0270942	0.1079
18.0	-445.5	0.0282667	0.2126
22.5	-445.5	0.0324565	0.1594
27.0	-445.5	0.033048	0.1243
31.5	-445.5	0.0303941	0.1813
36.0	-445.5	0.0244291	0.1095
40.5	-445.5	0.0283678	0.1998
45.0	-445.5	0.0491255	0.4067
49.5	-445.5	0.0331653	0.2931
54.0	-445.5	0.026678	0.1915
58.5	-445.5	0.0233618	0.1236
63.0	-445.5	0.025495	0.1705
67.5	-445.5	0.0209106	0.1309
72.0	-445.5	0.0331665	0.297
76.5	-445.5	0.0384085	0.4057
81.0	-445.5	0.0248912	0.1308
85.5	-445.5	0.022235	0.134
90.0	-445.5	0.0199157	0.1249
94.5	-445.5	0.0167095	0.1412
99.0	-445.5	0.0242082	0.1702
103.5	-445.5	0.0869055	0.74
108.0	-445.5	0.0209861	0.1559
112.5	-445.5	0.0184077	0.1319
117.0	-445.5	0.0157904	0.1988
121.5	-445.5	0.0273018	0.3406
126.0	-445.5	0.0216631	0.168
130.5	-445.5	0.0299271	0.2039
135.0	-445.5	0.0234302	0.1754
139.5	-445.5	0.0190003	0.1502
144.0	-445.5	0.0150715	0.1369
148.5	-445.5	0.0246993	0.2408
153.0	-445.5	0.0149618	0.1463
157.5	-445.5	0.0214297	0.2863
162.0	-445.5	0.0207515	0.1847
166.5	-445.5	0.0224074	0.2105
171.0	-445.5	0.0147511	0.1497
175.5	-445.5	0.0199589	0.2324
180.0	-445.5	0.0140109	0.1271
184.5	-445.5	0.0225267	0.5916
189.0	-445.5	0.0111126	0.1883
193.5	-445.5	0.0159302	0.1534
198.0	-445.5	0.0275293	0.4718
202.5	-445.5	0.0140479	0.171
207.0	-445.5	0.012436	0.2878
211.5	-445.5	0.0113838	0.1519
216.0	-445.5	0.00890602	0.1761
220.5	-445.5	0.00707119	0.1326
225.0	-445.5	0.0100607	0.1513
229.5	-445.5	0.00841382	0.152
234.0	-445.5	0.009562	0.1867
238.5	-445.5	0.011225	0.4131
243.0	-445.5	0.0113764	0.22
247.5	-445.5	0.0119929	0.2965
252.0	-445.5	0.00985578	0.3516
256.5	-445.5	0.00841929	0.1499
261.0	-445.5	0.00524063	0.1326
265.5	-445.5	0.0077293	0.1918
270.0	-445.5	0.00670574	0.1768
274.5	-445.5	0.00744335	0.2137
279.0	-445.5	0.00699887	0.1559
283.5	-445.5	0.00695323	0.1663
288.0	-445.5	0.0056077	0.3311
292.5	-445.5	0.00674873	0.3852
297.0	-445.5	0.00520954	0.1821
301.5	-445.5	0.00479815	0.1683
306.0	-445.5	0.00962027	0.5766
310.5	-445.5	0.00736886	0.2635
315.0	-445.5	0.00382693	0.215
319.5	-445.5	0.00309766	0.1915
324.0	-445.5	0.00377932	0.3143
328.5	-445.5	0.00344106	0.194
