2.50E-01	0.00E+00
5.00E-01	0.00E+00
1.00E+00	0.00E+00
2.00E+00	0.00E+00
3.00E+00	0.00E+00
4.00E+00	0.00E+00
5.00E+00	0.00E+00
6.00E+00	0.00E+00
7.00E+00	2.31E-02
8.00E+00	4.23E-02
9.00E+00	8.11E-02
1.00E+01	1.61E-01
1.10E+01	2.93E-01
1.20E+01	3.16E-01
1.25E+01	2.59E-01
1.30E+01	2.00E-01
1.35E+01	1.41E-01
1.40E+01	9.69E-02
1.45E+01	6.74E-02
1.50E+01	4.73E-02
1.55E+01	3.40E-02
1.60E+01	2.47E-02
1.65E+01	1.85E-02
1.70E+01	1.43E-02
1.75E+01	1.15E-02
1.80E+01	9.41E-03
1.90E+01	6.72E-03
2.00E+01	5.08E-03
2.20E+01	3.24E-03
2.40E+01	2.28E-03
2.60E+01	1.70E-03
2.80E+01	1.31E-03
3.00E+01	1.06E-03
3.50E+01	6.60E-04
4.00E+01	4.31E-04
4.50E+01	2.90E-04
5.00E+01	2.02E-04
5.50E+01	1.61E-04
6.00E+01	1.18E-04
6.50E+01	1.02E-04
7.00E+01	7.93E-05
7.50E+01	7.23E-05
8.00E+01	5.78E-05
9.00E+01	4.55E-05
1.00E+02	3.70E-05
1.10E+02	2.90E-05
1.20E+02	2.48E-05
1.30E+02	1.95E-05
1.40E+02	1.65E-05
1.50E+02	1.38E-05
1.60E+02	1.05E-05
1.80E+02	8.21E-06
2.00E+02	4.99E-06
