Nuclide,State,Energy,Intensity
Be7,0,477.6035,69217.2
V49,0,0.477,13194.499508640001
V49,0,4.505,165490.99105951478
V49,0,4.511,326026.3811259156
V49,0,4.947,65126.05181456953
V49,0,4.947,65126.05181456953
Cr51,0,320.0824,6332.49
Cr51,0,0.536,356.79405683441166
Cr51,0,4.945,4338.521732846889
Cr51,0,4.952,8535.356547013356
Cr51,0,5.444,1717.3753625333568
Cr51,0,5.444,1717.3753625333568
Mn52,0,200.58,35.263999999999996
Mn52,0,346.02,454.71999999999997
Mn52,0,398.09,41.296
Mn52,0,399.57,84.91199999999999
Mn52,0,502.06,97.44
Mn52,0,600.16,180.96
Mn52,0,647.47,185.60000000000002
Mn52,0,744.233,41760.0
Mn52,0,848.18,1540.48
Mn52,0,901.89,20.416
Mn52,0,935.544,43848.0
Mn52,0,1045.75,32.480000000000004
Mn52,0,1246.278,1953.44
Mn52,0,1247.88,176.32
Mn52,0,1333.649,2352.48
Mn52,0,1434.092,46400.0
Mn52,0,1441.0,1.3920000000000001
Mn52,0,1645.82,21.808
Mn52,0,1839.14,2.32
Mn52,0,1981.12,15.776000000000002
Mn52,0,2257.42,1.2528000000000001
Mn52,0,511.0,27284.29504
Mn52,0,0.597,210.36648537138527
Mn52,0,5.406,2491.1351432649853
Mn52,0,5.415,4893.213795452732
Mn52,0,5.966,993.9333671514046
Mn52,0,5.966,993.9333671514046
Mn54,0,834.848,4718867.2
Mn54,0,511.0,0.053808
Mn54,0,0.597,30498.18265914094
Mn54,0,5.406,360858.89882644964
Mn54,0,5.415,708817.3223854834
Mn54,0,5.966,143978.4193751262
Mn54,0,5.966,143978.4193751262
Fe55,0,126.0,0.0073728000000000005
Fe55,0,0.66,38047.80096
Fe55,0,5.888,486482.8266551072
Fe55,0,5.899,954074.9689254897
Fe55,0,6.512,195771.80441940314
Fe55,0,6.512,195771.80441940314
Co55,0,91.9,2.0692500000000003e-34
Co55,0,385.4,9.612e-35
Co55,0,411.5,1.90905e-34
Co55,0,477.2,3.59115e-33
Co55,0,520.0,1.4685e-34
Co55,0,803.7,3.32415e-34
Co55,0,827.0,3.738e-35
Co55,0,931.1,1.335e-32
Co55,0,984.6,9.211499999999999e-35
Co55,0,1212.8,4.6725000000000004e-35
Co55,0,1316.6,1.2615750000000001e-33
Co55,0,1370.0,5.19315e-34
Co55,0,1408.5,3.00375e-33
Co55,0,1556.0,8.1435e-36
Co55,0,1622.3,8.009999999999999e-36
Co55,0,1792.1,1.45515e-35
Co55,0,1940.6,2.5365e-36
Co55,0,2144.2,1.6019999999999998e-35
Co55,0,2177.6,5.2065e-35
Co55,0,2578.7,7.6095e-36
Co55,0,2872.4,2.09595e-35
Co55,0,2938.9,1.0146e-35
Co55,0,3108.3,9.345e-37
Co55,0,511.0,2.70191896e-32
Co55,0,0.728,3.578232009730257e-35
Co55,0,6.391,4.053026788304676e-34
Co55,0,6.404,7.936218500694488e-34
Co55,0,7.082,1.6401287555350856e-34
Co55,0,7.082,1.6401287555350856e-34
Co56,0,263.434,69038.48292
Co56,0,411.145,75314.70864000001
Co56,0,486.55,169458.09444
Co56,0,655.003,134938.85298
Co56,0,674.57,75314.70864000001
Co56,0,733.514,599379.55626
Co56,0,787.743,975953.0994599999
Co56,0,846.77,313811286.0
Co56,0,852.732,153767.53014000002
Co56,0,896.51,229082.23877999999
Co56,0,977.372,4462396.48692
Co56,0,996.948,348330.52746
Co56,0,1037.843,44121866.8116
Co56,0,1088.894,172596.2073
Co56,0,1140.368,414230.89752
Co56,0,1159.944,294982.60884
Co56,0,1175.101,7070168.273580001
Co56,0,1198.888,153767.53014000002
Co56,0,1238.288,208684505.18999997
Co56,0,1271.92,62762.2572
Co56,0,1335.4,384418.82535
Co56,0,1360.212,13449951.71796
Co56,0,1442.746,564860.3148
Co56,0,1462.322,232220.35163999998
Co56,0,1640.475,193307.752176
Co56,0,1771.357,48389700.301199995
Co56,0,1810.757,2008392.2304
Co56,0,1963.741,2218645.79202
Co56,0,2015.215,9470824.611480001
Co56,0,2034.791,24395689.373639997
Co56,0,2113.135,1183068.54822
Co56,0,2212.944,1217587.7896800002
Co56,0,2276.131,370297.31748
Co56,0,2373.24,251049.0288
Co56,0,2523.09,185148.65874
Co56,0,2598.5,53285156.362799995
Co56,0,2657.527,59624.144340000006
Co56,0,3009.645,3254223.0358200003
Co56,0,3202.029,10076480.39346
Co56,0,3253.503,24878958.75408
Co56,0,3273.079,5890237.83822
Co56,0,3369.86,31694.939886
Co56,0,3451.232,2981207.217
Co56,0,3548.05,613814.875416
Co56,0,3600.8,52406.484762
Co56,0,3611.53,26987.770596000002
Co56,0,511.0,123753428.80000001
Co56,0,0.728,2104732.7950092535
Co56,0,6.391,23817632.841268245
Co56,0,6.404,46637228.982314944
Co56,0,7.082,9638225.09746618
Co56,0,7.082,9638225.09746618
Co57,0,14.4129,446092.0
Co57,0,122.06065,4168719.9999999995
Co57,0,136.47356,520116.0
Co57,0,230.4,19.48
Co57,0,339.69,180.19
Co57,0,352.33,146.1
Co57,0,366.8,58.44
Co57,0,570.09,769.46
