4.88E-04,5.34E-04,6.10E-04,6.67E-04,7.30E-04,7.98E-04,8.72E-04
2.44E-03,4.55E-03,4.98E-03,5.44E-03,5.95E-03,6.51E-03,6.80E-03
7.11E-03,7.44E-03,7.78E-03,8.13E-03,9.72E-03,1.45E-02,1.74E-02
1.82E-02,1.99E-02,3.11E-02,3.88E-02,4.06E-02,4.25E-02,4.44E-02
4.64E-02,5.31E-02,5.80E-02,6.07E-02,6.64E-02,6.94E-02,7.26E-02
8.30E-02,9.07E-02,9.48E-02,9.92E-02,1.04E-01,1.08E-01,1.13E-01
1.19E-01,1.24E-01,1.30E-01,1.36E-01,1.42E-01,1.48E-01,1.55E-01
1.62E-01,1.70E-01,1.77E-01,1.85E-01,1.94E-01,2.03E-01,2.12E-01
2.22E-01,2.32E-01,2.42E-01,2.53E-01,2.65E-01,2.77E-01,2.90E-01
3.03E-01,3.17E-01,3.31E-01,3.46E-01,3.62E-01,3.79E-01,3.96E-01
4.14E-01,4.33E-01,4.53E-01,4.73E-01,4.95E-01,5.18E-01,5.41E-01
5.66E-01,5.92E-01,6.19E-01,6.47E-01,6.77E-01,7.08E-01,7.40E-01
7.74E-01,8.09E-01,8.46E-01,8.85E-01,9.25E-01,9.67E-01,1.01E+00
1.06E+00,1.11E+00,1.16E+00,1.21E+00,1.26E+00,1.32E+00,1.38E+00
1.45E+00,1.51E+00,1.58E+00,1.65E+00,1.73E+00,1.81E+00,1.89E+00
1.98E+00,2.07E+00,2.16E+00,2.26E+00,2.36E+00,2.47E+00,2.58E+00
2.70E+00,2.83E+00,2.95E+00,3.09E+00,3.23E+00,3.38E+00,3.53E+00
1.32E+02,3.57E+00,3.07E+02,3.80E+02,2.22E+04,5.64E-01,3.56E-04
1.13E-02,4.92E+03,1.43E+03,1.08E+04,1.73E+04,7.46E+05,1.75E+01
2.03E+05,1.05E-02,4.81E+00,2.91E-03,6.44E+04,4.46E+03,1.63E-01
2.60E-08,6.49E-02,5.42E-08,5.42E-08,2.99E+01,9.75E-08,4.06E-32
8.79E+03,2.61E+03,1.07E+05,2.17E-08,2.25E+04,3.47E+04,2.88E-32
1.49E+03,2.07E-36,1.05E-32,3.21E+03,2.69E+01,6.00E+03,2.96E+02
3.67E+00,4.17E+04,2.75E-02,5.20E+03,1.51E+02,1.09E-06,4.95E-06
2.87E+04,3.14E-06,1.17E-06,9.54E-08,3.10E+02,1.94E+02,3.82E+03
1.23E-04,7.60E-01,2.34E+03,5.22E+01,6.90E+02,3.04E-06,3.74E+03
6.23E-07,5.57E+02,1.18E-31,6.44E+02,9.56E+01,2.90E-01,1.26E+00
7.92E+02,2.22E-03,1.27E-03,6.92E+02,1.70E+03,1.25E+06,5.65E+00
7.70E+00,1.81E+00,2.62E-32,1.38E+03,7.53E+02,7.50E+01,6.41E+03
9.77E+03,5.54E+04,3.19E+06,3.22E+03,4.38E+02,4.46E+04,3.49E+03
4.41E+05,1.73E+03,7.79E+04,1.54E+03,2.09E+06,3.98E+03,1.35E+05
8.43E+03,2.76E-04,3.13E-08,2.22E+03,1.28E-08,5.04E+05,1.01E-07
1.17E+05,2.56E+05,1.30E-03,1.59E+04,2.51E+03,1.85E+03,5.33E+05
5.96E+02,2.10E-37,3.25E+04,9.35E-39,4.08E+05,3.01E+04,6.93E+03
