EnergyMid,Intensity
0.4875,13194.499508640001
0.5335000000000001,356.79405683441166
0.61,30708.549144512326
0.667,38047.80096
0.7295,2215950.958060239
0.7975,56.44884436866345
0.8714999999999999,0.035559893669382
2.4355,1.1285999999999998
4.5515,491517.3721854304
4.976,143125.9819089993
5.4415,1080495.3208757176
5.95,1730502.5010651522
6.5055,74569447.01592475
6.803,1752.596509517833
7.1135,20295074.372178715
7.438000000000001,1.0543917697981846
7.7780000000000005,480.91248221169343
8.1335,0.29059037175637437
9.724,6436588.0023709
14.534500000000001,446092.0
17.378,16.335
18.1715,2.60064e-06
19.8695,6.49242075852
31.0555,5.418e-06
38.826,5.418e-06
40.599000000000004,2992.0
42.453,9.752399999999998e-06
44.392,4.064968e-30
46.4195,878900.0
53.075,261052.00000000003
58.034,10690540.0046263
60.6845,2.1671999999999998e-06
66.3545,2247112.0018372815
69.38499999999999,3470872.001969548
72.554,2.8848159999999997e-30
82.956,149226.0001144206
90.707,2.0692500000000003e-34
94.85,1.049024e-30
99.182,320518.0006480684
103.7115,2692.8
108.4485,599522.000048762
113.402,29616.508115524783
118.5815,366.53186971599996
123.9975,4168723.0486767995
129.6605,2.751813122
135.5825,520116.0000503874
141.775,15146.999999999998
148.25,0.0001089018
155.02100000000002,0.0004946382
162.1015,2868580.0000100774
169.50549999999998,0.00031370219999999997
177.247,0.0001172514
185.34199999999998,9.53568e-06
193.807,30967.200148995
202.659,19371.0641098888
211.9155,382190.60006284877
221.594,0.0123135972
231.7145,75.96195556
242.298,234498.0238091688
253.36450000000002,5223.801880466
264.93600000000004,69041.0898333582
277.0365,0.00030394980000000003
289.69,374037.6543927876
302.92100000000005,6.2307e-05
316.756,55664.22779648621
331.22299999999996,1.180152e-29
346.351,64361.852957848794
362.16999999999996,9558.0400113778
378.7115,28.985540104
396.0085,126.20799999999998
414.095,79166.90864000001
433.008,0.22221539999999998
452.78499999999997,0.127403496
473.46500000000003,69249.085025312
495.0895,169555.53444
517.7015,125422762.57920578
541.3465,564.9350821200001
566.0715,769.732586576
591.9255,180.9925998576
618.9604999999999,2.62256e-30
647.2305,138477.1285871232
676.7909999999999,75314.70864000001
707.702,7499.894811904
740.0250000000001,641139.5562679296
773.8240000000001,977247.765826384
809.1669999999999,5544528.915619062
846.124,318723300.08816737
884.769,321645.2204612355
925.1790000000001,43848.00002345616
967.4345000000001,4462396.48693565
1011.6199999999999,349388.2496007168
1057.8235,44121903.78137585
1106.1375,172661.86410731226
1156.658,7790165.579978035
1209.4859999999999,153767.64151209817
1264.7269999999999,208749603.58153096
1322.4904999999999,397592.59808606113
1382.8925,13450129.127382232
1446.0535,843486.2021341064
1512.099,0.02755772226
1581.161,3.1298399999999995e-06
1653.377,221823.97447255268
1728.8915,1.2768e-06
1807.855,50398094.851609
1890.4250000000002,1.013376e-05
1976.7665000000002,11689486.179528428
2067.051,25578757.921901688
2161.459,0.12960497952
2260.1795,1587886.359960699
2363.4085,251049.028800168
2471.352,185148.658956
2584.2259999999997,53285156.362799995
2702.255,59624.144340000006
2825.675,2.09595e-35
2954.732,3254223.0358200003
3089.683,9.345e-37
3230.798,40845676.98576
3378.3585000000003,3012902.156886
3532.6580000000004,693209.1307740001
