Cor C	Cor B	Value	Error
-550.0	-400.0	0.00284999	0.2501
-544.5	-400.0	0.00358987	0.3375
-539.0	-400.0	0.00217432	0.2768
-533.5	-400.0	0.00143141	0.2
-528.0	-400.0	0.00439295	0.2611
-522.5	-400.0	0.00323993	0.2539
-517.0	-400.0	0.00294052	0.328
-511.5	-400.0	0.00303656	0.2348
-506.0	-400.0	0.00475672	0.2398
-500.5	-400.0	0.00360263	0.2264
-495.0	-400.0	0.00346017	0.1681
-489.5	-400.0	0.00395349	0.1685
-484.0	-400.0	0.00613416	0.2443
-478.5	-400.0	0.00548102	0.1751
-473.0	-400.0	0.00695591	0.2518
-467.5	-400.0	0.00556873	0.1904
-462.0	-400.0	0.00564002	0.2639
-456.5	-400.0	0.00915132	0.3447
-451.0	-400.0	0.00788058	0.2384
-445.5	-400.0	0.00621865	0.2195
-440.0	-400.0	0.00450578	0.1648
-434.5	-400.0	0.00994802	0.3823
-429.0	-400.0	0.0101255	0.1551
-423.5	-400.0	0.0119816	0.2683
-418.0	-400.0	0.00733774	0.1761
-412.5	-400.0	0.0085578	0.1518
-407.0	-400.0	0.00726737	0.1273
-401.5	-400.0	0.00806875	0.1688
-396.0	-400.0	0.0137673	0.3849
-390.5	-400.0	0.0112523	0.1834
-385.0	-400.0	0.0113153	0.1532
-379.5	-400.0	0.0125695	0.2106
-374.0	-400.0	0.0129685	0.2167
-368.5	-400.0	0.00991535	0.134
-363.0	-400.0	0.0134462	0.288
-357.5	-400.0	0.0131023	0.1626
-352.0	-400.0	0.0165836	0.1648
-346.5	-400.0	0.0210019	0.2286
-341.0	-400.0	0.0176289	0.1398
-335.5	-400.0	0.0223408	0.1492
-330.0	-400.0	0.0222283	0.1929
-324.5	-400.0	0.0261002	0.2156
-319.0	-400.0	0.0239339	0.1455
-313.5	-400.0	0.0225973	0.1811
-308.0	-400.0	0.0225458	0.1576
-302.5	-400.0	0.0218896	0.1387
-297.0	-400.0	0.0232895	0.1616
-291.5	-400.0	0.0263962	0.1267
-286.0	-400.0	0.0299412	0.1586
-280.5	-400.0	0.0790049	0.4668
-275.0	-400.0	0.0387419	0.1001
-269.5	-400.0	0.0404487	0.1337
-264.0	-400.0	0.0424694	0.1388
-258.5	-400.0	0.0477309	0.1671
-253.0	-400.0	0.0650524	0.2094
-247.5	-400.0	0.0678396	0.2355
-242.0	-400.0	0.0679101	0.1998
-236.5	-400.0	0.0651153	0.1152
-231.0	-400.0	0.0838769	0.1402
-225.5	-400.0	0.0585461	0.1285
-220.0	-400.0	0.0802624	0.128
-214.5	-400.0	0.0900697	0.1124
-209.0	-400.0	0.10401	0.257
-203.5	-400.0	0.0796058	0.1114
-198.0	-400.0	0.108517	0.1208
-192.5	-400.0	0.200617	0.4768
-187.0	-400.0	0.103123	0.0979
-181.5	-400.0	0.150637	0.3806
-176.0	-400.0	0.0985608	0.0925
-170.5	-400.0	0.110096	0.077
-165.0	-400.0	0.116175	0.0918
-159.5	-400.0	0.157531	0.1181
