Segments	Energy	Value	Error
8	0.0185662	7.16309e-05	0.0003
8	0.0206877	7.71236e-05	0.0003
8	0.0230516	8.44399e-05	0.0003
8	0.0256857	9.09391e-05	0.0003
8	0.0286207	9.78244e-05	0.0003
8	0.0318912	0.000105269	0.0003
8	0.0355353	0.000115198	0.0003
8	0.0395959	0.000123947	0.0003
8	0.0441204	0.000133148	0.0003
8	0.049162	0.00014289	0.0003
8	0.0547796	0.000155951	0.0004
8	0.0610392	0.0001673	0.0004
8	0.068014	0.000179245	0.0004
8	0.0757858	0.000191802	0.0004
8	0.0844457	0.000208677	0.0004
8	0.0940952	0.000223352	0.0004
8	0.104847	0.000238737	0.0004
8	0.116828	0.000254659	0.0004
8	0.130178	0.000275978	0.0004
8	0.145053	0.000294267	0.0005
8	0.161628	0.000313397	0.0005
8	0.180097	0.000332564	0.0005
8	0.200676	0.000358121	0.0005
8	0.223607	0.000379779	0.0005
8	0.249158	0.000401735	0.0005
8	0.277629	0.000422918	0.0005
8	0.309353	0.000451037	0.0006
8	0.344702	0.000474036	0.0006
8	0.38409	0.000497099	0.0006
8	0.42798	0.000519906	0.0006
8	0.476884	0.000550378	0.0006
8	0.531377	0.000575545	0.0007
8	0.592096	0.000600695	0.0007
8	0.659754	0.000623685	0.0007
8	0.735143	0.000655022	0.0007
8	0.819146	0.0006816	0.0008
8	0.912748	0.000708495	0.0008
8	1.01705	0.000732807	0.0008
8	1.13326	0.000766024	0.0008
8	1.26276	0.000795586	0.0009
8	1.40705	0.000826106	0.0009
8	1.56783	0.000854139	0.0009
8	1.74699	0.000893186	0.001
8	1.94661	0.000928314	0.001
8	2.16905	0.000966647	0.001
8	2.4169	0.00100258	0.001
8	2.69307	0.00105158	0.0011
8	3.00081	0.00109891	0.0011
8	3.3437	0.00115307	0.0011
8	3.72578	0.00120588	0.0011
8	4.15152	0.00127721	0.0011
8	4.6259	0.00135019	0.0012
8	5.1545	0.00143275	0.0012
8	5.74349	0.00151596	0.0012
8	6.39979	0.00162219	0.0012
8	7.13108	0.00174059	0.0012
8	7.94594	0.00187723	0.0012
8	8.8539	0.00201756	0.0012
8	9.86562	0.00219633	0.0012
8	10.9929	0.0023943	0.0012
8	12.2491	0.00263172	0.0012
8	13.6488	0.00290025	0.0012
8	15.2084	0.0032265	0.0011
8	16.9462	0.00360012	0.0011
8	18.8826	0.00405218	0.0011
8	21.0403	0.00455519	0.001
8	23.4446	0.00514771	0.001
8	26.1235	0.00574271	0.001
8	29.1086	0.00607319	0.0009
8	32.4348	0.0046332	0.0011
8	36.1411	0.000649178	0.0027
8	40.2708	1.62713e-05	0.0187
8	44.8725	5.25825e-06	0.0326
8	50.0	6.38038e-07	0.0846
9	0.001	0.0	0.0
9	0.00111427	1.06803e-05	0.0003
9	0.00124159	1.12513e-05	0.0003
9	0.00138347	1.18298e-05	0.0003
9	0.00154155	1.25118e-05	0.0003
9	0.0017177	1.33903e-05	0.0003
9	0.00191398	1.418e-05	0.0003
9	0.00213269	1.50025e-05	0.0003
9	0.00237639	1.59618e-05	0.0003
9	0.00264793	1.72036e-05	0.0003
9	0.00295051	1.83082e-05	0.0003
9	0.00328766	1.94631e-05	0.0003
9	0.00366333	2.07923e-05	0.0003
9	0.00408194	2.25227e-05	0.0003
9	0.00454837	2.40623e-05	0.0003
9	0.0050681	2.568e-05	0.0003
9	0.00564723	2.75168e-05	0.0003
9	0.00629252	2.99301e-05	0.0003
9	0.00701156	3.20802e-05	0.0003
9	0.00781276	3.43485e-05	0.0003
9	0.00870551	3.6896e-05	0.0003
9	0.00970027	4.02328e-05	0.0003
9	0.0108087	4.32175e-05	0.0003
9	0.0120438	4.63951e-05	0.0003
9	0.01342	4.99188e-05	0.0003
9	0.0149535	5.46078e-05	0.0003
9	0.0166622	5.87861e-05	0.0003
9	0.0185662	6.32217e-05	0.0003
9	0.0206877	6.80963e-05	0.0003
9	0.0230516	7.45826e-05	0.0003
9	0.0256857	8.03545e-05	0.0004
9	0.0286207	8.64736e-05	0.0004
9	0.0318912	9.30966e-05	0.0004
9	0.0355353	0.00010196	0.0004
9	0.0395959	0.000109778	0.0004
9	0.0441204	0.000117997	0.0004
9	0.049162	0.000126736	0.0004
9	0.0547796	0.00013843	0.0004
9	0.0610392	0.000148605	0.0004
9	0.068014	0.000159313	0.0004
9	0.0757858	0.000170581	0.0004
9	0.0844457	0.000185796	0.0004
9	0.0940952	0.000199099	0.0004
9	0.104847	0.000213116	0.0004
9	0.116828	0.000227569	0.0005
9	0.130178	0.000246959	0.0005
9	0.145053	0.000263801	0.0005
9	0.161628	0.000281285	0.0005
9	0.180097	0.000298916	0.0005
9	0.200676	0.000322458	0.0005
9	0.223607	0.000342469	0.0005
9	0.249158	0.000363004	0.0006
9	0.277629	0.000382977	0.0006
9	0.309353	0.000409338	0.0006
9	0.344702	0.000430762	0.0006
9	0.38409	0.000453001	0.0006
9	0.42798	0.00047486	0.0007
9	0.476884	0.000503947	0.0007
9	0.531377	0.000528511	0.0007
9	0.592096	0.000553393	0.0007
9	0.659754	0.000576173	0.0008
9	0.735143	0.000606855	0.0008
9	0.819146	0.000633776	0.0008
9	0.912748	0.000660642	0.0008
9	1.01705	0.000685171	0.0008
9	1.13326	0.000718413	0.0009
9	1.26276	0.000748588	0.0009
9	1.40705	0.00077992	0.0009
9	1.56783	0.000808746	0.001
9	1.74699	0.000848229	0.001
9	1.94661	0.000885687	0.001
9	2.16905	0.000925537	0.001
9	2.4169	0.000962917	0.0011
9	2.69307	0.00101379	0.0011
9	3.00081	0.00106394	0.0011
9	3.3437	0.00111991	0.0011
9	3.72578	0.00117296	0.0011
9	4.15152	0.00124562	0.0012
9	4.6259	0.0013197	0.0012
9	5.1545	0.00140355	0.0012
9	5.74349	0.00148377	0.0012
9	6.39979	0.00159489	0.0012
9	7.13108	0.00171407	0.0012
9	7.94594	0.00184528	0.0012
9	8.8539	0.00198273	0.0012
9	9.86562	0.00216037	0.0012
9	10.9929	0.00236044	0.0012
9	12.2491	0.00258865	0.0012
9	13.6488	0.00282872	0.0012
9	15.2084	0.00313336	0.0012
9	16.9462	0.00347082	0.0011
9	18.8826	0.00384225	0.0011
9	21.0403	0.00421606	0.0011
9	23.4446	0.00458016	0.0011
9	26.1235	0.0047177	0.0011
9	29.1086	0.00397195	0.0012
9	32.4348	0.00130234	0.0021
9	36.1411	4.17311e-05	0.011
9	40.2708	1.63319e-05	0.0188
9	44.8725	5.3808e-06	0.032
9	50.0	6.10887e-07	0.0896
10	0.001	0.0	0.0
10	0.00111427	9.13244e-06	0.0004
10	0.00124159	9.62095e-06	0.0004
10	0.00138347	1.01152e-05	0.0004
10	0.00154155	1.06994e-05	0.0004
10	0.0017177	1.14505e-05	0.0004
10	0.00191398	1.21248e-05	0.0004
10	0.00213269	1.28286e-05	0.0004
10	0.00237639	1.36507e-05	0.0004
10	0.00264793	1.47134e-05	0.0004
10	0.00295051	1.56589e-05	0.0004
10	0.00328766	1.66497e-05	0.0004
10	0.00366333	1.77869e-05	0.0004
10	0.00408194	1.92693e-05	0.0004
10	0.00454837	2.0588e-05	0.0004
10	0.0050681	2.1974e-05	0.0004
10	0.00564723	2.35496e-05	0.0004
10	0.00629252	2.56155e-05	0.0004
10	0.00701156	2.74566e-05	0.0004
10	0.00781276	2.94047e-05	0.0004
10	0.00870551	3.15931e-05	0.0004
10	0.00970027	3.44524e-05	0.0004
10	0.0108087	3.70193e-05	0.0004
10	0.0120438	3.97494e-05	0.0004
10	0.01342	4.27818e-05	0.0004
10	0.0149535	4.68194e-05	0.0004
10	0.0166622	5.04159e-05	0.0004
10	0.0185662	5.42477e-05	0.0004
10	0.0206877	5.84487e-05	0.0004
10	0.0230516	6.40591e-05	0.0004
10	0.0256857	6.90569e-05	0.0004
10	0.0286207	7.43587e-05	0.0004
10	0.0318912	8.01118e-05	0.0004
10	0.0355353	8.78037e-05	0.0004
10	0.0395959	9.46037e-05	0.0004
10	0.0441204	0.000101771	0.0004
10	0.049162	0.0001094	0.0004
10	0.0547796	0.000119586	0.0004
10	0.0610392	0.00012849	0.0004
10	0.068014	0.00013792	0.0005
10	0.0757858	0.00014785	0.0005
10	0.0844457	0.000161217	0.0005
10	0.0940952	0.000172901	0.0005
10	0.104847	0.000185197	0.0005
10	0.116828	0.000198062	0.0005
10	0.130178	0.000215213	0.0005
10	0.145053	0.000230287	0.0005
10	0.161628	0.000245986	0.0005
10	0.180097	0.000261871	0.0006
10	0.200676	0.000283035	0.0006
10	0.223607	0.000301108	0.0006
10	0.249158	0.000319815	0.0006
10	0.277629	0.000338281	0.0006
10	0.309353	0.000362274	0.0006
10	0.344702	0.000382345	0.0007
10	0.38409	0.000402887	0.0007
10	0.42798	0.000423429	0.0007
10	0.476884	0.000450299	0.0007
10	0.531377	0.000473736	0.0007
10	0.592096	0.000497484	0.0008
10	0.659754	0.000519684	0.0008
10	0.735143	0.000549089	0.0008
10	0.819146	0.000574919	0.0008
10	0.912748	0.000600897	0.0009
10	1.01705	0.000626461	0.0009
10	1.13326	0.0006587	0.0009
10	1.26276	0.000688698	0.0009
10	1.40705	0.000720007	0.001
10	1.56783	0.000749785	0.001
10	1.74699	0.000788152	0.001
10	1.94661	0.00082567	0.001
10	2.16905	0.000865382	0.0011
10	2.4169	0.000902428	0.0011
10	2.69307	0.000952749	0.0011
10	3.00081	0.00100215	0.0011
10	3.3437	0.00105725	0.0012
10	3.72578	0.00111133	0.0012
10	4.15152	0.00117964	0.0012
10	4.6259	0.00125281	0.0012
10	5.1545	0.00133188	0.0012
10	5.74349	0.0014127	0.0012
10	6.39979	0.00151759	0.0012
10	7.13108	0.00162916	0.0013
10	7.94594	0.00175714	0.0013
10	8.8539	0.00188814	0.0013
10	9.86562	0.00205488	0.0012
10	10.9929	0.00223121	0.0012
10	12.2491	0.00242732	0.0012
10	13.6488	0.00263858	0.0012
10	15.2084	0.002895	0.0012
10	16.9462	0.00315464	0.0012
10	18.8826	0.00338694	0.0012
10	21.0403	0.00357483	0.0012
10	23.4446	0.00359946	0.0012
10	26.1235	0.00310836	0.0013
10	29.1086	0.00152108	0.0019
10	32.4348	0.000138731	0.0057
10	36.1411	3.15501e-05	0.0135
10	40.2708	1.59051e-05	0.0191
10	44.8725	5.11305e-06	0.0336
10	50.0	4.53713e-07	0.1025
11	0.001	0.0	0.0
11	0.00111427	7.60414e-06	0.0004
11	0.00124159	8.01035e-06	0.0004
11	0.00138347	8.42214e-06	0.0004
11	0.00154155	8.90792e-06	0.0004
11	0.0017177	9.5336e-06	0.0004
11	0.00191398	1.00957e-05	0.0004
11	0.00213269	1.06823e-05	0.0004
11	0.00237639	1.13673e-05	0.0004
11	0.00264793	1.22516e-05	0.0004
11	0.00295051	1.304e-05	0.0004
11	0.00328766	1.38631e-05	0.0004
11	0.00366333	1.48107e-05	0.0004
11	0.00408194	1.60467e-05	0.0004
11	0.00454837	1.71476e-05	0.0004
11	0.0050681	1.83044e-05	0.0004
11	0.00564723	1.96206e-05	0.0004
11	0.00629252	2.1345e-05	0.0004
11	0.00701156	2.2882e-05	0.0004
11	0.00781276	2.45102e-05	0.0004
11	0.00870551	2.63431e-05	0.0004
11	0.00970027	2.8737e-05	0.0004
11	0.0108087	3.08802e-05	0.0004
11	0.0120438	3.31676e-05	0.0004
11	0.01342	3.57071e-05	0.0004
11	0.0149535	3.90811e-05	0.0004
11	0.0166622	4.21011e-05	0.0004
11	0.0185662	4.53211e-05	0.0004
11	0.0206877	4.88528e-05	0.0005
11	0.0230516	5.35749e-05	0.0005
11	0.0256857	5.77896e-05	0.0005
11	0.0286207	6.22761e-05	0.0005
11	0.0318912	6.71374e-05	0.0005
11	0.0355353	7.36424e-05	0.0005
11	0.0395959	7.9411e-05	0.0005
11	0.0441204	8.55206e-05	0.0005
11	0.049162	9.20156e-05	0.0005
11	0.0547796	0.000100698	0.0005
11	0.0610392	0.000108315	0.0005
11	0.068014	0.000116387	0.0005
11	0.0757858	0.000124908	0.0005
11	0.0844457	0.000136337	0.0005
11	0.0940952	0.000146389	0.0005
11	0.104847	0.000157138	0.0006
11	0.116828	0.000168232	0.0006
11	0.130178	0.000183137	0.0006
11	0.145053	0.000196325	0.0006
11	0.161628	0.000210132	0.0006
11	0.180097	0.000224192	0.0006
11	0.200676	0.000242651	0.0006
11	0.223607	0.000258948	0.0006
11	0.249158	0.000275751	0.0007
11	0.277629	0.00029236	0.0007
11	0.309353	0.000313865	0.0007
11	0.344702	0.000331848	0.0007
11	0.38409	0.00035048	0.0007
11	0.42798	0.000369408	0.0008
11	0.476884	0.000394423	0.0008
11	0.531377	0.000416221	0.0008
11	0.592096	0.000438324	0.0008
11	0.659754	0.000459183	0.0009
11	0.735143	0.000486806	0.0009
11	0.819146	0.000511379	0.0009
11	0.912748	0.0005365	0.0009
11	1.01705	0.000560292	0.0009
11	1.13326	0.000591524	0.001
11	1.26276	0.000620311	0.001
11	1.40705	0.000650141	0.001
11	1.56783	0.000678719	0.001
11	1.74699	0.000715712	0.0011
11	1.94661	0.000752036	0.0011
11	2.16905	0.00079009	0.0011
11	2.4169	0.00082616	0.0011
11	2.69307	0.000873648	0.0012
11	3.00081	0.000921721	0.0012
11	3.3437	0.000972661	0.0012
11	3.72578	0.0010226	0.0012
11	4.15152	0.0010893	0.0012
11	4.6259	0.00115712	0.0013
11	5.1545	0.0012331	0.0013
11	5.74349	0.00130812	0.0013
11	6.39979	0.00140756	0.0013
11	7.13108	0.00150994	0.0013
11	7.94594	0.00162047	0.0013
11	8.8539	0.0017287	0.0013
11	9.86562	0.00187108	0.0013
11	10.9929	0.00201629	0.0013
11	12.2491	0.00218029	0.0013
11	13.6488	0.00234115	0.0013
11	15.2084	0.00251356	0.0013
11	16.9462	0.00265335	0.0013
11	18.8826	0.0027447	0.0013
11	21.0403	0.00268532	0.0014
11	23.4446	0.00232109	0.0015
11	26.1235	0.00135961	0.002
11	29.1086	0.000264827	0.0043
11	32.4348	5.04181e-05	0.0106
11	36.1411	3.01503e-05	0.0138
11	40.2708	1.52879e-05	0.0194
11	44.8725	4.56971e-06	0.0344
11	50.0	5.79186e-07	0.0894
12	0.001	0.0	0.0
12	0.00111427	6.1855e-06	0.0005
12	0.00124159	6.51599e-06	0.0005
12	0.00138347	6.85172e-06	0.0005
12	0.00154155	7.24706e-06	0.0005
12	0.0017177	7.75552e-06	0.0005
12	0.00191398	8.21288e-06	0.0005
12	0.00213269	8.69056e-06	0.0005
12	0.00237639	9.24824e-06	0.0005
12	0.00264793	9.96903e-06	0.0005
12	0.00295051	1.06104e-05	0.0005
12	0.00328766	1.12826e-05	0.0005
12	0.00366333	1.20544e-05	0.0005
12	0.00408194	1.30614e-05	0.0005
12	0.00454837	1.39576e-05	0.0005
12	0.0050681	1.48998e-05	0.0005
12	0.00564723	1.59738e-05	0.0005
12	0.00629252	1.73812e-05	0.0005
12	0.00701156	1.8638e-05	0.0005
12	0.00781276	1.99672e-05	0.0005
12	0.00870551	2.14619e-05	0.0005
12	0.00970027	2.34166e-05	0.0005
12	0.0108087	2.51768e-05	0.0005
12	0.0120438	2.70521e-05	0.0005
12	0.01342	2.91293e-05	0.0005
12	0.0149535	3.18984e-05	0.0005
12	0.0166622	3.43796e-05	0.0005
12	0.0185662	3.70296e-05	0.0005
12	0.0206877	3.99404e-05	0.0005
12	0.0230516	4.38245e-05	0.0005
12	0.0256857	4.72932e-05	0.0005
12	0.0286207	5.1006e-05	0.0005
12	0.0318912	5.5035e-05	0.0005
12	0.0355353	6.04214e-05	0.0005
12	0.0395959	6.52161e-05	0.0005
12	0.0441204	7.03086e-05	0.0005
12	0.049162	7.57531e-05	0.0006
12	0.0547796	8.29716e-05	0.0006
12	0.0610392	8.93888e-05	0.0006
12	0.068014	9.61783e-05	0.0006
12	0.0757858	0.000103331	0.0006
12	0.0844457	0.000112947	0.0006
12	0.0940952	0.000121532	0.0006
12	0.104847	0.000130574	0.0006
12	0.116828	0.000140092	0.0006
12	0.130178	0.000152784	0.0006
12	0.145053	0.000164072	0.0007
12	0.161628	0.000175933	0.0007
12	0.180097	0.000188126	0.0007
12	0.200676	0.000204267	0.0007
12	0.223607	0.000218428	0.0007
12	0.249158	0.000233071	0.0007
12	0.277629	0.000247819	0.0008
12	0.309353	0.000266715	0.0008
12	0.344702	0.000282878	0.0008
12	0.38409	0.00029968	0.0008
12	0.42798	0.000316966	0.0008
12	0.476884	0.00033911	0.0009
12	0.531377	0.000358871	0.0009
12	0.592096	0.000379165	0.0009
12	0.659754	0.000398867	0.0009
12	0.735143	0.000423969	0.0009
12	0.819146	0.000446652	0.001
12	0.912748	0.000470267	0.001
12	1.01705	0.000492234	0.001
12	1.13326	0.000521117	0.001
12	1.26276	0.000547842	0.0011
12	1.40705	0.000576006	0.0011
12	1.56783	0.000603352	0.0011
12	1.74699	0.000637399	0.0011
12	1.94661	0.000670861	0.0012
12	2.16905	0.000707338	0.0012
12	2.4169	0.000741758	0.0012
12	2.69307	0.000785982	0.0012
12	3.00081	0.000829582	0.0013
12	3.3437	0.000877436	0.0013
12	3.72578	0.000924056	0.0013
12	4.15152	0.000984549	0.0013
12	4.6259	0.00104481	0.0013
12	5.1545	0.00111397	0.0013
12	5.74349	0.0011796	0.0014
12	6.39979	0.00125981	0.0014
12	7.13108	0.00134466	0.0014
12	7.94594	0.00143605	0.0014
12	8.8539	0.00152724	0.0014
12	9.86562	0.00163917	0.0014
12	10.9929	0.00174659	0.0014
12	12.2491	0.00185599	0.0014
12	13.6488	0.00194801	0.0014
12	15.2084	0.00202789	0.0015
12	16.9462	0.00205321	0.0015
12	18.8826	0.001963	0.0016
12	21.0403	0.00166899	0.0018
12	23.4446	0.00106211	0.0023
12	26.1235	0.000321809	0.004
12	29.1086	7.37099e-05	0.0086
12	32.4348	4.72803e-05	0.011
12	36.1411	2.84401e-05	0.0142
12	40.2708	1.43506e-05	0.0201
12	44.8725	4.76441e-06	0.0343
12	50.0	5.02339e-07	0.0931
13	0.001	0.0	0.0
13	0.00111427	4.9274e-06	0.0006
13	0.00124159	5.19138e-06	0.0006
13	0.00138347	5.45786e-06	0.0006
13	0.00154155	5.77333e-06	0.0006
13	0.0017177	6.17906e-06	0.0006
13	0.00191398	6.54394e-06	0.0006
13	0.00213269	6.92419e-06	0.0006
13	0.00237639	7.36902e-06	0.0006
13	0.00264793	7.94323e-06	0.0006
13	0.00295051	8.455e-06	0.0006
13	0.00328766	8.99218e-06	0.0006
13	0.00366333	9.60851e-06	0.0006
13	0.00408194	1.04122e-05	0.0006
13	0.00454837	1.1128e-05	0.0006
13	0.0050681	1.18819e-05	0.0006
13	0.00564723	1.27385e-05	0.0006
13	0.00629252	1.38643e-05	0.0006
13	0.00701156	1.48691e-05	0.0006
13	0.00781276	1.59337e-05	0.0006
13	0.00870551	1.71306e-05	0.0006
13	0.00970027	1.86985e-05	0.0006
13	0.0108087	2.01074e-05	0.0006
13	0.0120438	2.16162e-05	0.0006
13	0.01342	2.32889e-05	0.0006
13	0.0149535	2.55175e-05	0.0006
13	0.0166622	2.7514e-05	0.0006
13	0.0185662	2.96548e-05	0.0006
13	0.0206877	3.20057e-05	0.0006
13	0.0230516	3.51424e-05	0.0006
13	0.0256857	3.7955e-05	0.0006
13	0.0286207	4.09739e-05	0.0006
13	0.0318912	4.42672e-05	0.0006
13	0.0355353	4.86532e-05	0.0006
13	0.0395959	5.25661e-05	0.0006
13	0.0441204	5.67497e-05	0.0006
13	0.049162	6.12351e-05	0.0006
13	0.0547796	6.71666e-05	0.0006
13	0.0610392	7.24453e-05	0.0006
13	0.068014	7.80549e-05	0.0007
13	0.0757858	8.40141e-05	0.0007
13	0.0844457	9.19865e-05	0.0007
13	0.0940952	9.915e-05	0.0007
13	0.104847	0.000106791	0.0007
13	0.116828	0.000114798	0.0007
13	0.130178	0.000125449	0.0007
13	0.145053	0.000135009	0.0007
13	0.161628	0.00014504	0.0007
13	0.180097	0.00015552	0.0008
13	0.200676	0.000169245	0.0008
13	0.223607	0.000181491	0.0008
13	0.249158	0.000194173	0.0008
13	0.277629	0.000207017	0.0008
13	0.309353	0.000223321	0.0008
13	0.344702	0.000237466	0.0009
13	0.38409	0.000252214	0.0009
13	0.42798	0.000267713	0.0009
13	0.476884	0.000287479	0.0009
13	0.531377	0.000305197	0.001
13	0.592096	0.000323476	0.001
13	0.659754	0.000341067	0.001
13	0.735143	0.00036327	0.001
13	0.819146	0.00038417	0.001
13	0.912748	0.000405957	0.0011
13	1.01705	0.000426617	0.0011
13	1.13326	0.000452493	0.0011
13	1.26276	0.000476773	0.0011
13	1.40705	0.000502541	0.0012
13	1.56783	0.000527532	0.0012
13	1.74699	0.000558525	0.0012
13	1.94661	0.000588333	0.0012
13	2.16905	0.000620495	0.0013
13	2.4169	0.000651357	0.0013
13	2.69307	0.000691044	0.0013
13	3.00081	0.000730206	0.0013
13	3.3437	0.000771371	0.0014
13	3.72578	0.000811634	0.0014
13	4.15152	0.000862567	0.0014
13	4.6259	0.000913558	0.0014
13	5.1545	0.000968408	0.0014
13	5.74349	0.00102227	0.0015
13	6.39979	0.00109222	0.0015
13	7.13108	0.00115916	0.0015
13	7.94594	0.0012298	0.0015
13	8.8539	0.00129077	0.0015
13	9.86562	0.00136787	0.0015
13	10.9929	0.00143667	0.0016
13	12.2491	0.00148524	0.0016
13	13.6488	0.00150444	0.0016
13	15.2084	0.00149684	0.0017
13	16.9462	0.00139364	0.0018
13	18.8826	0.00116717	0.0021
13	21.0403	0.000770376	0.0026
13	23.4446	0.000306678	0.0041
13	26.1235	9.7431e-05	0.0073
13	29.1086	6.59647e-05	0.0092
13	32.4348	4.48399e-05	0.0112
13	36.1411	2.77309e-05	0.0144
13	40.2708	1.33913e-05	0.0207
13	44.8725	4.55634e-06	0.0354
13	50.0	4.53749e-07	0.1047
14	0.001	0.0	0.0
14	0.00111427	3.85297e-06	0.0007
14	0.00124159	4.05981e-06	0.0007
14	0.00138347	4.26839e-06	0.0007
14	0.00154155	4.51505e-06	0.0007
14	0.0017177	4.83262e-06	0.0007
14	0.00191398	5.1181e-06	0.0007
14	0.00213269	5.41568e-06	0.0007
14	0.00237639	5.76397e-06	0.0007
14	0.00264793	6.21371e-06	0.0007
14	0.00295051	6.61523e-06	0.0007
14	0.00328766	7.03552e-06	0.0007
14	0.00366333	7.51893e-06	0.0007
14	0.00408194	8.14763e-06	0.0007
14	0.00454837	8.70795e-06	0.0007
14	0.0050681	9.29913e-06	0.0007
14	0.00564723	9.97091e-06	0.0007
14	0.00629252	1.08558e-05	0.0007
14	0.00701156	1.16461e-05	0.0007
14	0.00781276	1.24823e-05	0.0007
14	0.00870551	1.34285e-05	0.0007
14	0.00970027	1.46591e-05	0.0007
14	0.0108087	1.57731e-05	0.0007
14	0.0120438	1.69607e-05	0.0007
14	0.01342	1.82855e-05	0.0007
14	0.0149535	2.00445e-05	0.0007
14	0.0166622	2.1631e-05	0.0007
14	0.0185662	2.33252e-05	0.0007
14	0.0206877	2.51959e-05	0.0007
14	0.0230516	2.76859e-05	0.0007
14	0.0256857	2.99432e-05	0.0007
14	0.0286207	3.23571e-05	0.0007
14	0.0318912	3.49976e-05	0.0007
14	0.0355353	3.8504e-05	0.0007
14	0.0395959	4.16655e-05	0.0007
14	0.0441204	4.5042e-05	0.0007
14	0.049162	4.86602e-05	0.0007
14	0.0547796	5.34793e-05	0.0007
14	0.0610392	5.77418e-05	0.0007
14	0.068014	6.23515e-05	0.0007
14	0.0757858	6.72315e-05	0.0007
14	0.0844457	7.37387e-05	0.0008
14	0.0940952	7.9601e-05	0.0008
14	0.104847	8.59238e-05	0.0008
14	0.116828	9.25576e-05	0.0008
14	0.130178	0.000101421	0.0008
14	0.145053	0.000109411	0.0008
14	0.161628	0.000117894	0.0008
14	0.180097	0.000126711	0.0008
14	0.200676	0.000138238	0.0009
14	0.223607	0.000148587	0.0009
14	0.249158	0.000159525	0.0009
14	0.277629	0.000170408	0.0009
14	0.309353	0.000184307	0.0009
14	0.344702	0.000196452	0.001
14	0.38409	0.000209216	0.001
14	0.42798	0.000222476	0.001
14	0.476884	0.000239466	0.001
14	0.531377	0.000254908	0.001
14	0.592096	0.000271188	0.0011
14	0.659754	0.000287083	0.0011
14	0.735143	0.000306739	0.0011
14	0.819146	0.000324873	0.0011
14	0.912748	0.000343696	0.0012
14	1.01705	0.000361961	0.0012
14	1.13326	0.000385187	0.0012
14	1.26276	0.000406758	0.0012
14	1.40705	0.000429412	0.0013
14	1.56783	0.00045131	0.0013
14	1.74699	0.000477799	0.0013
14	1.94661	0.000504722	0.0013
14	2.16905	0.000532824	0.0014
14	2.4169	0.000559034	0.0014
14	2.69307	0.000592674	0.0014
14	3.00081	0.000626139	0.0014
14	3.3437	0.000661651	0.0015
14	3.72578	0.000695031	0.0015
14	4.15152	0.000737617	0.0015
14	4.6259	0.000779301	0.0015
14	5.1545	0.000822261	0.0016
14	5.74349	0.000863224	0.0016
14	6.39979	0.000911428	0.0016
14	7.13108	0.000958433	0.0016
14	7.94594	0.00100265	0.0017
14	8.8539	0.00104172	0.0017
14	9.86562	0.00107896	0.0017
14	10.9929	0.00109601	0.0018
14	12.2491	0.00109945	0.0019
14	13.6488	0.0010578	0.002
14	15.2084	0.000966352	0.0021
14	16.9462	0.000794945	0.0024
14	18.8826	0.000536151	0.003
14	21.0403	0.00025953	0.0044
14	23.4446	0.000116037	0.0066
14	26.1235	8.3002e-05	0.0081
14	29.1086	6.22167e-05	0.0094
14	32.4348	4.35494e-05	0.0114
14	36.1411	2.63735e-05	0.0147
14	40.2708	1.29336e-05	0.0211
14	44.8725	4.47354e-06	0.0356
14	50.0	3.82366e-07	0.1077
15	0.001	0.0	0.0
15	0.00111427	2.97417e-06	0.0008
15	0.00124159	3.13358e-06	0.0008
15	0.00138347	3.29475e-06	0.0008
15	0.00154155	3.48553e-06	0.0008
15	0.0017177	3.7306e-06	0.0008
15	0.00191398	3.95119e-06	0.0008
15	0.00213269	4.18133e-06	0.0008
15	0.00237639	4.44982e-06	0.0008
15	0.00264793	4.79753e-06	0.0008
15	0.00295051	5.10733e-06	0.0008
15	0.00328766	5.4333e-06	0.0008
15	0.00366333	5.80743e-06	0.0008
15	0.00408194	6.2946e-06	0.0008
15	0.00454837	6.73004e-06	0.0008
15	0.0050681	7.1878e-06	0.0008
15	0.00564723	7.70954e-06	0.0008
15	0.00629252	8.39443e-06	0.0008
15	0.00701156	9.00893e-06	0.0008
15	0.00781276	9.65817e-06	0.0008
15	0.00870551	1.03935e-05	0.0008
15	0.00970027	1.13523e-05	0.0008
15	0.0108087	1.22218e-05	0.0008
15	0.0120438	1.3148e-05	0.0008
15	0.01342	1.41871e-05	0.0008
15	0.0149535	1.55631e-05	0.0008
15	0.0166622	1.68041e-05	0.0008
15	0.0185662	1.8134e-05	0.0008
15	0.0206877	1.9605e-05	0.0008
15	0.0230516	2.15659e-05	0.0008
15	0.0256857	2.33427e-05	0.0008
15	0.0286207	2.52593e-05	0.0008
15	0.0318912	2.73473e-05	0.0008
15	0.0355353	3.01355e-05	0.0008
15	0.0395959	3.26606e-05	0.0008
15	0.0441204	3.53543e-05	0.0008
15	0.049162	3.82693e-05	0.0008
15	0.0547796	4.21218e-05	0.0008
15	0.0610392	4.55943e-05	0.0008
15	0.068014	4.92973e-05	0.0008
15	0.0757858	5.32647e-05	0.0008
15	0.0844457	5.85337e-05	0.0009
15	0.0940952	6.33459e-05	0.0009
15	0.104847	6.85282e-05	0.0009
15	0.116828	7.39639e-05	0.0009
15	0.130178	8.12303e-05	0.0009
15	0.145053	8.78633e-05	0.0009
15	0.161628	9.49522e-05	0.0009
15	0.180097	0.000102334	0.001
15	0.200676	0.00011193	0.001
