Segments	Energy	Value	Error
2	0.906229	0.00588795	0.0012
2	1.05737	0.00573958	0.0012
2	1.23372	0.00562132	0.0012
2	1.43948	0.00551867	0.0012
2	1.67956	0.00540425	0.0012
2	1.95969	0.00529495	0.0012
2	2.28653	0.0052126	0.0012
2	2.66788	0.00510279	0.0013
2	3.11283	0.00500976	0.0013
2	3.63199	0.00492631	0.0013
2	4.23774	0.004815	0.0013
2	4.94452	0.00468733	0.0013
2	5.76918	0.0045903	0.0013
2	6.73138	0.00444355	0.0013
2	7.85405	0.00429784	0.0014
2	9.16396	0.00413089	0.0014
2	10.6923	0.00397026	0.0014
2	12.4756	0.00378801	0.0014
2	14.5563	0.00359249	0.0015
2	16.9841	0.00339059	0.0015
2	19.8167	0.00317976	0.0016
2	23.1218	0.00295595	0.0016
2	26.9781	0.00273136	0.0017
2	31.4775	0.00248969	0.0018
2	36.7274	0.00219797	0.0019
2	42.8529	0.00178108	0.0021
2	50.0	0.000862479	0.003
3	1e-05	0.0	0.0
3	1.16678e-05	0.0	0.0
3	1.36138e-05	0.0	0.0
3	1.58843e-05	0.0	0.0
3	1.85336e-05	0.0	0.0
3	2.16246e-05	0.0	0.0
3	2.52312e-05	0.0	0.0
3	2.94393e-05	0.0	0.0
3	3.43493e-05	0.0	0.0
3	4.00781e-05	0.0	0.0
3	4.67624e-05	0.0	0.0
3	5.45616e-05	0.0	0.0
3	6.36614e-05	0.0	0.0
3	7.4279e-05	0.0	0.0
3	8.66674e-05	0.0	0.0
3	0.000101122	0.0	0.0
3	0.000117987	0.0	0.0
3	0.000137665	0.0	0.0
3	0.000160626	0.0	0.0
3	0.000187415	0.0	0.0
3	0.000218672	0.0	0.0
3	0.000255143	0.0	0.0
3	0.000297696	0.0	0.0
3	0.000347347	0.0	0.0
3	0.000405278	0.0	0.0
3	0.000472871	0.0	0.0
3	0.000551737	0.0	0.0
3	0.000643757	0.0	0.0
3	0.000751124	0.0	0.0
3	0.000876398	0.0	0.0
3	0.00102257	1.59921e-07	0.0077
3	0.00119311	1.37535e-06	0.003
3	0.0013921	1.97593e-06	0.003
3	0.00162428	2.70978e-06	0.0029
3	0.00189518	4.22658e-07	0.003
3	0.00221126	6.15631e-07	0.003
3	0.00258006	8.9925e-07	0.0031
3	0.00301036	1.33737e-06	0.0031
3	0.00351244	2.0004e-06	0.0031
3	0.00409825	3.02357e-06	0.0031
3	0.00478176	4.57962e-06	0.0031
3	0.00557927	7.07259e-06	0.0031
3	0.0065098	1.13176e-05	0.0031
3	0.00759551	1.62845e-05	0.0032
3	0.00886231	2.93594e-05	0.0029
3	0.0103404	3.83985e-05	0.0032
3	0.012065	5.81163e-05	0.0032
3	0.0140772	9.08795e-05	0.0032
3	0.016425	0.00014333	0.0032
3	0.0191644	0.000228166	0.0031
3	0.0223607	0.000363183	0.003
3	0.02609	0.0005801	0.0028
3	0.0304414	0.000945854	0.0025
3	0.0355185	0.00150318	0.0023
3	0.0414423	0.00233731	0.002
3	0.0483541	0.00349727	0.0017
3	0.0564187	0.0050729	0.0015
3	0.0658283	0.00636689	0.0013
3	0.0768073	0.00639924	0.0014
3	0.0896174	0.00705983	0.0013
3	0.104564	0.00771608	0.0013
3	0.122003	0.00830424	0.0012
3	0.142351	0.00883109	0.0012
3	0.166093	0.00916515	0.0011
3	0.193794	0.0095925	0.0011
3	0.226116	0.00966168	0.0011
3	0.263828	0.00947887	0.0011
3	0.307829	0.00879585	0.0011
3	0.35917	0.00827389	0.0011
3	0.419073	0.00798517	0.0012
3	0.488966	0.00778721	0.0011
3	0.570517	0.0123174	0.001
3	0.665669	0.00707023	0.0011
3	0.776691	0.00689028	0.0011
3	0.906229	0.0067262	0.0011
3	1.05737	0.00656281	0.0011
3	1.23372	0.00641955	0.0011
3	1.43948	0.00628989	0.0011
3	1.67956	0.00615249	0.0012
3	1.95969	0.00601861	0.0012
3	2.28653	0.00592221	0.0012
3	2.66788	0.00578948	0.0012
3	3.11283	0.00568021	0.0012
3	3.63199	0.00558191	0.0012
3	4.23774	0.00545193	0.0012
3	4.94452	0.0053094	0.0012
3	5.76918	0.00519083	0.0012
3	6.73138	0.00501314	0.0013
3	7.85405	0.00484168	0.0013
3	9.16396	0.00464509	0.0013
3	10.6923	0.00445655	0.0013
3	12.4756	0.00424069	0.0014
3	14.5563	0.00401898	0.0014
3	16.9841	0.0037789	0.0014
3	19.8167	0.00352399	0.0015
3	23.1218	0.00325908	0.0015
3	26.9781	0.00298978	0.0016
3	31.4775	0.00269051	0.0017
3	36.7274	0.00233134	0.0018
3	42.8529	0.00181707	0.0021
3	50.0	0.000838006	0.0031
4	1e-05	0.0	0.0
4	1.16678e-05	0.0	0.0
4	1.36138e-05	0.0	0.0
4	1.58843e-05	0.0	0.0
4	1.85336e-05	0.0	0.0
4	2.16246e-05	0.0	0.0
4	2.52312e-05	0.0	0.0
4	2.94393e-05	0.0	0.0
4	3.43493e-05	0.0	0.0
4	4.00781e-05	0.0	0.0
4	4.67624e-05	0.0	0.0
4	5.45616e-05	0.0	0.0
4	6.36614e-05	0.0	0.0
4	7.4279e-05	0.0	0.0
4	8.66674e-05	0.0	0.0
4	0.000101122	0.0	0.0
4	0.000117987	0.0	0.0
4	0.000137665	0.0	0.0
4	0.000160626	0.0	0.0
4	0.000187415	0.0	0.0
4	0.000218672	0.0	0.0
4	0.000255143	0.0	0.0
4	0.000297696	0.0	0.0
4	0.000347347	0.0	0.0
4	0.000405278	0.0	0.0
4	0.000472871	0.0	0.0
4	0.000551737	0.0	0.0
4	0.000643757	0.0	0.0
4	0.000751124	0.0	0.0
4	0.000876398	0.0	0.0
4	0.00102257	1.57156e-07	0.0077
4	0.00119311	1.37231e-06	0.003
4	0.0013921	1.96184e-06	0.003
4	0.00162428	2.71838e-06	0.0029
4	0.00189518	4.19993e-07	0.003
4	0.00221126	6.10054e-07	0.003
4	0.00258006	8.94021e-07	0.0031
4	0.00301036	1.32034e-06	0.0031
4	0.00351244	1.98769e-06	0.0031
4	0.00409825	2.98998e-06	0.0031
4	0.00478176	4.5503e-06	0.0031
4	0.00557927	7.0248e-06	0.0031
4	0.0065098	1.12389e-05	0.0031
4	0.00759551	1.6238e-05	0.0032
4	0.00886231	2.92955e-05	0.0029
4	0.0103404	3.81489e-05	0.0032
4	0.012065	5.77178e-05	0.0032
4	0.0140772	9.02539e-05	0.0032
4	0.016425	0.000142879	0.0032
4	0.0191644	0.000225778	0.0031
4	0.0223607	0.000361659	0.003
4	0.02609	0.000577513	0.0028
4	0.0304414	0.000945991	0.0025
4	0.0355185	0.00154243	0.0022
4	0.0414423	0.00246859	0.0019
4	0.0483541	0.00376792	0.0017
4	0.0564187	0.00540601	0.0014
4	0.0658283	0.00682625	0.0013
4	0.0768073	0.00737351	0.0013
4	0.0896174	0.00816281	0.0012
4	0.104564	0.00882834	0.0012
4	0.122003	0.00940935	0.0011
4	0.142351	0.00986206	0.0011
4	0.166093	0.0101281	0.0011
4	0.193794	0.0105138	0.0011
4	0.226116	0.01055	0.001
4	0.263828	0.0103467	0.001
4	0.307829	0.00961669	0.0011
4	0.35917	0.00908132	0.0011
4	0.419073	0.00875062	0.0011
4	0.488966	0.00855609	0.0011
4	0.570517	0.0135013	0.001
4	0.665669	0.00780404	0.0011
4	0.776691	0.00760317	0.0011
4	0.906229	0.00743892	0.0011
4	1.05737	0.00727344	0.0011
4	1.23372	0.00712225	0.0011
4	1.43948	0.00698113	0.0011
4	1.67956	0.00683637	0.0011
4	1.95969	0.00667949	0.0011
4	2.28653	0.00656763	0.0011
4	2.66788	0.00641839	0.0011
4	3.11283	0.00629495	0.0011
4	3.63199	0.00616985	0.0011
4	4.23774	0.0060266	0.0012
4	4.94452	0.00586818	0.0012
4	5.76918	0.00572252	0.0012
4	6.73138	0.00552032	0.0012
4	7.85405	0.00532502	0.0012
4	9.16396	0.00510108	0.0013
4	10.6923	0.00487729	0.0013
4	12.4756	0.00463089	0.0013
4	14.5563	0.00437718	0.0013
4	16.9841	0.00409868	0.0014
4	19.8167	0.00380281	0.0014
4	23.1218	0.00350081	0.0015
4	26.9781	0.00318058	0.0016
4	31.4775	0.00282429	0.0017
4	36.7274	0.0023941	0.0018
4	42.8529	0.00179472	0.0021
4	50.0	0.000811039	0.0031
5	1e-05	0.0	0.0
5	1.16678e-05	0.0	0.0
5	1.36138e-05	0.0	0.0
5	1.58843e-05	0.0	0.0
5	1.85336e-05	0.0	0.0
5	2.16246e-05	0.0	0.0
5	2.52312e-05	0.0	0.0
5	2.94393e-05	0.0	0.0
5	3.43493e-05	0.0	0.0
5	4.00781e-05	0.0	0.0
5	4.67624e-05	0.0	0.0
5	5.45616e-05	0.0	0.0
5	6.36614e-05	0.0	0.0
5	7.4279e-05	0.0	0.0
5	8.66674e-05	0.0	0.0
5	0.000101122	0.0	0.0
5	0.000117987	0.0	0.0
5	0.000137665	0.0	0.0
5	0.000160626	0.0	0.0
5	0.000187415	0.0	0.0
5	0.000218672	0.0	0.0
5	0.000255143	0.0	0.0
5	0.000297696	0.0	0.0
5	0.000347347	0.0	0.0
5	0.000405278	0.0	0.0
5	0.000472871	0.0	0.0
5	0.000551737	0.0	0.0
5	0.000643757	0.0	0.0
5	0.000751124	0.0	0.0
5	0.000876398	0.0	0.0
5	0.00102257	1.55967e-07	0.0078
5	0.00119311	1.3379e-06	0.003
5	0.0013921	1.91801e-06	0.003
5	0.00162428	2.65533e-06	0.0029
5	0.00189518	4.10823e-07	0.0031
5	0.00221126	5.9628e-07	0.0031
5	0.00258006	8.75208e-07	0.0031
5	0.00301036	1.30218e-06	0.0031
5	0.00351244	1.94304e-06	0.0031
5	0.00409825	2.92169e-06	0.0032
5	0.00478176	4.46716e-06	0.0032
5	0.00557927	6.85515e-06	0.0032
5	0.0065098	1.10013e-05	0.0031
5	0.00759551	1.5648e-05	0.0032
5	0.00886231	2.86484e-05	0.003
5	0.0103404	3.72282e-05	0.0032
5	0.012065	5.63439e-05	0.0033
5	0.0140772	8.84623e-05	0.0032
5	0.016425	0.000139585	0.0032
5	0.0191644	0.000220492	0.0031
5	0.0223607	0.000354007	0.003
5	0.02609	0.000567148	0.0028
5	0.0304414	0.000926028	0.0026
5	0.0355185	0.00151718	0.0023
5	0.0414423	0.00247952	0.0019
5	0.0483541	0.00385781	0.0016
5	0.0564187	0.00553401	0.0014
5	0.0658283	0.00708736	0.0013
5	0.0768073	0.00797607	0.0012
5	0.0896174	0.00886022	0.0012
5	0.104564	0.00957697	0.0011
5	0.122003	0.0101551	0.0011
5	0.142351	0.010564	0.0011
5	0.166093	0.0107816	0.001
5	0.193794	0.0111561	0.001
5	0.226116	0.0111534	0.001
5	0.263828	0.0109559	0.001
5	0.307829	0.0102125	0.001
5	0.35917	0.00967391	0.0011
5	0.419073	0.00933284	0.0011
5	0.488966	0.00913619	0.0011
5	0.570517	0.0144544	0.001
5	0.665669	0.00835777	0.001
5	0.776691	0.00816509	0.001
5	0.906229	0.00800763	0.001
5	1.05737	0.00784028	0.001
5	1.23372	0.0076841	0.001
5	1.43948	0.0075404	0.0011
5	1.67956	0.00740133	0.0011
5	1.95969	0.00723241	0.0011
5	2.28653	0.00711107	0.0011
5	2.66788	0.00695555	0.0011
5	3.11283	0.00681738	0.0011
5	3.63199	0.00667326	0.0011
5	4.23774	0.00651399	0.0011
5	4.94452	0.0063362	0.0011
5	5.76918	0.00617124	0.0011
5	6.73138	0.005948	0.0012
5	7.85405	0.00572765	0.0012
5	9.16396	0.00546879	0.0012
5	10.6923	0.00522019	0.0012
5	12.4756	0.00494591	0.0013
5	14.5563	0.0046609	0.0013
5	16.9841	0.00434148	0.0014
5	19.8167	0.00401282	0.0014
5	23.1218	0.00367195	0.0015
5	26.9781	0.0033036	0.0015
5	31.4775	0.00289266	0.0016
5	36.7274	0.00239517	0.0018
5	42.8529	0.00174526	0.0021
5	50.0	0.000784674	0.0032
6	1e-05	0.0	0.0
6	1.16678e-05	0.0	0.0
6	1.36138e-05	0.0	0.0
6	1.58843e-05	0.0	0.0
6	1.85336e-05	0.0	0.0
6	2.16246e-05	0.0	0.0
6	2.52312e-05	0.0	0.0
6	2.94393e-05	0.0	0.0
6	3.43493e-05	0.0	0.0
6	4.00781e-05	0.0	0.0
6	4.67624e-05	0.0	0.0
6	5.45616e-05	0.0	0.0
6	6.36614e-05	0.0	0.0
6	7.4279e-05	0.0	0.0
6	8.66674e-05	0.0	0.0
6	0.000101122	0.0	0.0
6	0.000117987	0.0	0.0
6	0.000137665	0.0	0.0
6	0.000160626	0.0	0.0
6	0.000187415	0.0	0.0
6	0.000218672	0.0	0.0
6	0.000255143	0.0	0.0
6	0.000297696	0.0	0.0
6	0.000347347	0.0	0.0
6	0.000405278	0.0	0.0
6	0.000472871	0.0	0.0
6	0.000551737	0.0	0.0
6	0.000643757	0.0	0.0
6	0.000751124	0.0	0.0
6	0.000876398	0.0	0.0
6	0.00102257	1.50269e-07	0.008
6	0.00119311	1.28587e-06	0.0031
6	0.0013921	1.82915e-06	0.0031
6	0.00162428	2.54617e-06	0.003
6	0.00189518	3.93314e-07	0.0031
6	0.00221126	5.6951e-07	0.0032
6	0.00258006	8.3307e-07	0.0032
6	0.00301036	1.23519e-06	0.0032
6	0.00351244	1.85859e-06	0.0032
6	0.00409825	2.79104e-06	0.0032
6	0.00478176	4.26733e-06	0.0032
6	0.00557927	6.52652e-06	0.0032
6	0.0065098	1.05494e-05	0.0032
6	0.00759551	1.50749e-05	0.0033
6	0.00886231	2.74506e-05	0.003
6	0.0103404	3.5478e-05	0.0033
6	0.012065	5.38385e-05	0.0033
6	0.0140772	8.42317e-05	0.0033
6	0.016425	0.000133821	0.0033
6	0.0191644	0.00021144	0.0032
6	0.0223607	0.000336188	0.0031
6	0.02609	0.000545127	0.0029
6	0.0304414	0.000882702	0.0026
6	0.0355185	0.00145734	0.0023
6	0.0414423	0.00240711	0.002
6	0.0483541	0.00379476	0.0017
6	0.0564187	0.00548221	0.0014
6	0.0658283	0.00712143	0.0013
6	0.0768073	0.00823079	0.0012
6	0.0896174	0.00918908	0.0011
6	0.104564	0.00994747	0.0011
6	0.122003	0.0105231	0.0011
6	0.142351	0.0108903	0.001
6	0.166093	0.0111043	0.001
6	0.193794	0.0114819	0.001
6	0.226116	0.0114598	0.001
6	0.263828	0.0112842	0.001
6	0.307829	0.0105519	0.001
6	0.35917	0.0100262	0.001
6	0.419073	0.0096824	0.001
6	0.488966	0.00949369	0.001
6	0.570517	0.0150894	0.0009
6	0.665669	0.00871551	0.001
6	0.776691	0.00853222	0.001
6	0.906229	0.0083922	0.001
6	1.05737	0.00823612	0.001
6	1.23372	0.00807802	0.001
6	1.43948	0.00793793	0.001
6	1.67956	0.00780816	0.001
6	1.95969	0.00764074	0.001
6	2.28653	0.00751802	0.001
6	2.66788	0.00736182	0.0011
6	3.11283	0.00721087	0.0011
6	3.63199	0.0070578	0.0011
6	4.23774	0.00688925	0.0011
6	4.94452	0.0066932	0.0011
6	5.76918	0.00650624	0.0011
6	6.73138	0.00626812	0.0011
6	7.85405	0.00602598	0.0012
6	9.16396	0.00573829	0.0012
6	10.6923	0.00547444	0.0012
6	12.4756	0.00516744	0.0012
6	14.5563	0.004858	0.0013
6	16.9841	0.00450379	0.0013
6	19.8167	0.00414258	0.0014
6	23.1218	0.00376622	0.0014
6	26.9781	0.00335955	0.0015
6	31.4775	0.00289738	0.0016
6	36.7274	0.00234858	0.0018
6	42.8529	0.00168663	0.0022
6	50.0	0.000759003	0.0032
7	1e-05	0.0	0.0
7	1.16678e-05	0.0	0.0
7	1.36138e-05	0.0	0.0
7	1.58843e-05	0.0	0.0
7	1.85336e-05	0.0	0.0
7	2.16246e-05	0.0	0.0
7	2.52312e-05	0.0	0.0
7	2.94393e-05	0.0	0.0
7	3.43493e-05	0.0	0.0
7	4.00781e-05	0.0	0.0
7	4.67624e-05	0.0	0.0
7	5.45616e-05	0.0	0.0
7	6.36614e-05	0.0	0.0
7	7.4279e-05	0.0	0.0
7	8.66674e-05	0.0	0.0
7	0.000101122	0.0	0.0
7	0.000117987	0.0	0.0
7	0.000137665	0.0	0.0
7	0.000160626	0.0	0.0
7	0.000187415	0.0	0.0
7	0.000218672	0.0	0.0
7	0.000255143	0.0	0.0
7	0.000297696	0.0	0.0
7	0.000347347	0.0	0.0
7	0.000405278	0.0	0.0
7	0.000472871	0.0	0.0
7	0.000551737	0.0	0.0
7	0.000643757	0.0	0.0
7	0.000751124	0.0	0.0
7	0.000876398	0.0	0.0
7	0.00102257	1.37316e-07	0.0083
7	0.00119311	1.20171e-06	0.0032
7	0.0013921	1.70627e-06	0.0032
7	0.00162428	2.38613e-06	0.0031
7	0.00189518	3.67596e-07	0.0032
7	0.00221126	5.32005e-07	0.0033
7	0.00258006	7.83667e-07	0.0033
7	0.00301036	1.16501e-06	0.0033
7	0.00351244	1.73285e-06	0.0033
7	0.00409825	2.62134e-06	0.0033
7	0.00478176	3.96716e-06	0.0034
7	0.00557927	6.13607e-06	0.0034
7	0.0065098	9.84088e-06	0.0033
7	0.00759551	1.4013e-05	0.0034
7	0.00886231	2.55825e-05	0.0032
7	0.0103404	3.31493e-05	0.0034
7	0.012065	5.03251e-05	0.0035
7	0.0140772	7.88822e-05	0.0034
7	0.016425	0.000123795	0.0034
7	0.0191644	0.000196301	0.0033
7	0.0223607	0.000315148	0.0032
7	0.02609	0.000505726	0.003
7	0.0304414	0.000823653	0.0027
7	0.0355185	0.00136234	0.0024
7	0.0414423	0.00224926	0.002
7	0.0483541	0.00358799	0.0017
7	0.0564187	0.00526369	0.0015
7	0.0658283	0.00691646	0.0013
7	0.0768073	0.00815331	0.0012
7	0.0896174	0.0091685	0.0011
7	0.104564	0.00994894	0.0011
7	0.122003	0.0105123	0.0011
7	0.142351	0.0108852	0.001
7	0.166093	0.0110987	0.001
7	0.193794	0.0114701	0.001
7	0.226116	0.0114497	0.001
7	0.263828	0.0113014	0.001
7	0.307829	0.0106095	0.001
7	0.35917	0.010113	0.001
7	0.419073	0.00979123	0.001
7	0.488966	0.00961631	0.001
7	0.570517	0.0154022	0.0009
7	0.665669	0.00886846	0.001
7	0.776691	0.00869203	0.001
7	0.906229	0.00856424	0.001
7	1.05737	0.00842079	0.001
7	1.23372	0.00828129	0.001
7	1.43948	0.00815495	0.001
7	1.67956	0.00803185	0.001
7	1.95969	0.00787095	0.001
7	2.28653	0.00775133	0.001
7	2.66788	0.0076024	0.001
7	3.11283	0.00744741	0.001
7	3.63199	0.00728943	0.0011
7	4.23774	0.00711599	0.0011
7	4.94452	0.00690418	0.0011
7	5.76918	0.00670974	0.0011
7	6.73138	0.00645212	0.0011
7	7.85405	0.00619995	0.0011
7	9.16396	0.0058976	0.0012
7	10.6923	0.00561548	0.0012
7	12.4756	0.0052811	0.0012
7	14.5563	0.00495464	0.0013
7	16.9841	0.00457359	0.0013
7	19.8167	0.0041882	0.0014
7	23.1218	0.00378307	0.0014
7	26.9781	0.00334518	0.0015
7	31.4775	0.00284373	0.0017
7	36.7274	0.00227366	0.0019
7	42.8529	0.00162691	0.0022
7	50.0	0.000733444	0.0033
8	1e-05	0.0	0.0
8	1.16678e-05	0.0	0.0
8	1.36138e-05	0.0	0.0
8	1.58843e-05	0.0	0.0
8	1.85336e-05	0.0	0.0
8	2.16246e-05	0.0	0.0
8	2.52312e-05	0.0	0.0
8	2.94393e-05	0.0	0.0
8	3.43493e-05	0.0	0.0
8	4.00781e-05	0.0	0.0
8	4.67624e-05	0.0	0.0
8	5.45616e-05	0.0	0.0
8	6.36614e-05	0.0	0.0
8	7.4279e-05	0.0	0.0
8	8.66674e-05	0.0	0.0
8	0.000101122	0.0	0.0
8	0.000117987	0.0	0.0
8	0.000137665	0.0	0.0
8	0.000160626	0.0	0.0
8	0.000187415	0.0	0.0
8	0.000218672	0.0	0.0
8	0.000255143	0.0	0.0
8	0.000297696	0.0	0.0
8	0.000347347	0.0	0.0
8	0.000405278	0.0	0.0
8	0.000472871	0.0	0.0
8	0.000551737	0.0	0.0
8	0.000643757	0.0	0.0
8	0.000751124	0.0	0.0
8	0.000876398	0.0	0.0
8	0.00102257	1.24794e-07	0.0087
8	0.00119311	1.08552e-06	0.0034
8	0.0013921	1.55136e-06	0.0034
8	0.00162428	2.15654e-06	0.0033
8	0.00189518	3.31039e-07	0.0034
8	0.00221126	4.79689e-07	0.0034
8	0.00258006	7.03465e-07	0.0035
8	0.00301036	1.0449e-06	0.0035
8	0.00351244	1.55049e-06	0.0035
8	0.00409825	2.35581e-06	0.0035
8	0.00478176	3.61132e-06	0.0035
8	0.00557927	5.5195e-06	0.0036
8	0.0065098	8.8843e-06	0.0035
8	0.00759551	1.27411e-05	0.0036
8	0.00886231	2.29917e-05	0.0033
8	0.0103404	2.97747e-05	0.0036
8	0.012065	4.54995e-05	0.0036
8	0.0140772	7.12325e-05	0.0036
8	0.016425	0.000112071	0.0036
8	0.0191644	0.000178712	0.0035
8	0.0223607	0.000283948	0.0034
8	0.02609	0.000456693	0.0032
8	0.0304414	0.000746395	0.0029
8	0.0355185	0.00123008	0.0025
8	0.0414423	0.00204871	0.0021
8	0.0483541	0.00329523	0.0018
8	0.0564187	0.00489418	0.0015
8	0.0658283	0.00651633	0.0013
8	0.0768073	0.00779014	0.0012
8	0.0896174	0.00883225	0.0012
8	0.104564	0.0096337	0.0011
