Nuclide,State,Energy,Intensity
Tc96,0,1497.72,287608.08
Tc96,0,1625.7,3092.56
Tc96,0,2.44,11780000.0
Tc96,0,17.374,58589999.99999999
Tc96,0,17.479,111910000.0
Tc96,0,19.681,29450000.0
Tc96,0,19.794,33790000.0
Tc96,0,19.963,4526000.0
W185,0,125.358,5.529599999999999
W185,0,10.063,3.6653456793599997
W185,0,59.718,3.4448058075128545
W185,0,61.141,5.95987163929561
W185,0,69.395,1.9810949359369536
W185,0,70.206,2.5298582331914785
W185,0,71.195,0.5487632972545249
W187,0,7.1,75.5964
W187,0,16.45,192.4272
W187,0,29.23,123.70320000000001
W187,0,36.38,185.5548
W187,0,40.75,48.1068
W187,0,43.66,48.1068
W187,0,70.2,137.448
W187,0,72.002,280393.92
W187,0,77.37,178.68240000000003
W187,0,93.22,123.70320000000001
W187,0,100.38,219.9168
W187,0,103.8,219.9168
W187,0,106.596,639.1332
W187,0,106.596,639.1332
W187,0,113.746,1903.6548
W187,0,115.5,116.8308
W187,0,123.66,61.851600000000005
W187,0,134.247,214418.88
W187,0,138.5,109.9584
W187,0,141.22,164.93759999999997
W187,0,154.4,343.62
W187,0,165.7,20.617199999999997
W187,0,168.5,61.851600000000005
W187,0,178.8,274.896
W187,0,198.34,41.234399999999994
W187,0,206.247,3161.304
W187,0,208.29,20.617199999999997
W187,0,239.13,2061.72
W187,0,246.2,2817.6839999999997
W187,0,261.0,274.896
W187,0,262.7,274.896
W187,0,275.61,54.9792
W187,0,303.0,11.683079999999999
W187,0,352.86,39.17268
W187,0,374.31,61.851600000000005
W187,0,375.93,89.34120000000001
W187,0,454.92,749.0916
W187,0,479.53,550479.24
W187,0,484.15,432.9612
W187,0,491.2,618.516
W187,0,511.76,16699.932
W187,0,551.55,127001.952
W187,0,564.62,302.3856
W187,0,573.71,13.05756
W187,0,576.31,164.93759999999997
W187,0,578.72,24.0534
W187,0,582.0,2707.7256
W187,0,589.06,3106.3248
W187,0,612.9,54.9792
W187,0,618.37,156690.72
W187,0,625.52,27200.959199999998
W187,0,638.65,82.46879999999999
W187,0,638.65,82.46879999999999
W187,0,641.1,755.9639999999999
W187,0,647.3,20.617199999999997
W187,0,682.34,171.81
W187,0,685.81,687240.0000000001
W187,0,693.06,34.362
W187,0,727.22,893.4119999999999
W187,0,730.32,412.344
W187,0,745.21,7607.746800000001
W187,0,767.4,39.17268
W187,0,772.87,103910.68800000001
W187,0,794.8,549.792
W187,0,816.56,316.1304
W187,0,825.95,5.841539999999999
W187,0,826.65,5.841539999999999
W187,0,835.55,206.172
W187,0,844.7,6.18516
W187,0,864.55,8473.6692
W187,0,879.44,3532.4136
W187,0,933.8,274.896
W187,0,960.17,32.987519999999996
W187,0,968.78,962.136
W187,0,1000.82,103.086
W187,0,1056.24,5.635368
W187,0,1086.6,2.0617199999999998
W187,0,1095.9,2.0617199999999998
W187,0,1190.38,5.429196
W187,0,1220.8,4.329612
W187,0,1230.1,32.987519999999996
W187,0,10.063,190439.99999999997
W187,0,59.718,173880.0
W187,0,61.141,300150.0
W187,0,69.395,99981.0
W187,0,70.206,127719.0
W187,0,71.195,27738.0
Re181,0,19.7,42979.200000000004
Re181,0,31.1,299552.0
Re181,0,38.1,1041920.0
Re181,0,43.5,8074880.0
Re181,0,65.0,41676800.0
Re181,0,71.7,1953600.0
Re181,0,72.7,3776960.0
Re181,0,93.7,2083840.0
Re181,0,102.7,4558400.0
Re181,0,103.1,2995520.0
Re181,0,109.9,46886400.0
Re181,0,110.3,16931200.0
Re181,0,113.3,11721600.0
Re181,0,125.8,1823360.0
Re181,0,137.2,1172160.0
Re181,0,144.3,6512000.0
Re181,0,154.4,4688640.0
Re181,0,163.9,2214080.0
Re181,0,164.6,2214080.0
Re181,0,165.8,2214080.0
Re181,0,167.2,1693120.0
Re181,0,175.2,7814400.0
Re181,0,177.5,28652799.999999996
Re181,0,186.2,3256000.0
Re181,0,193.2,1432640.0
Re181,0,195.0,2865280.0
Re181,0,197.0,9116800.0
Re181,0,201.0,3256000.0
Re181,0,211.7,1562880.0
Re181,0,213.0,1953600.0
Re181,0,237.4,1693120.0
Re181,0,239.3,1562880.0
Re181,0,245.5,1953600.0
Re181,0,252.2,17191680.0
Re181,0,262.6,3776960.0
Re181,0,276.4,11200640.0
Re181,0,278.1,2865280.0
Re181,0,279.5,1823360.0
Re181,0,296.0,3646720.0
Re181,0,297.0,1953600.0
Re181,0,316.7,1562880.0
Re181,0,318.6,19536000.0
Re181,0,331.9,23443200.0
Re181,0,340.8,651200.0
Re181,0,350.4,6121280.0
Re181,0,353.6,7814400.0
Re181,0,356.1,29955200.0
Re181,0,360.7,347740800.0
Re181,0,365.5,993731200.0
Re181,0,376.8,2344320.0
Re181,0,382.3,4688640.0
Re181,0,398.0,11330880.0
Re181,0,409.0,4297920.0
Re181,0,412.3,18233600.0
Re181,0,420.0,1823360.0
Re181,0,441.8,18233600.0
Re181,0,441.8,7814400.0
Re181,0,475.6,18233600.0
Re181,0,487.1,13024000.0
Re181,0,489.0,13024000.0
Re181,0,515.7,2865280.0
Re181,0,522.1,4037440.0
Re181,0,524.4,3386240.0
Re181,0,533.3,1041920.0
Re181,0,544.8,5079360.0
Re181,0,557.8,37769600.0
Re181,0,570.1,8074880.0
Re181,0,587.4,12112320.0
Re181,0,628.8,2344320.0
Re181,0,632.7,2865280.0
Re181,0,639.0,113308800.0
Re181,0,643.9,10028480.0
Re181,0,651.2,18233600.0
Re181,0,659.2,4037440.0
Re181,0,661.8,52096000.0
Re181,0,668.2,5470080.0
Re181,0,691.8,2083840.0
Re181,0,693.9,4297920.0
Re181,0,696.9,1041920.0
Re181,0,699.9,2344320.0
Re181,0,719.9,2344320.0
Re181,0,730.1,1302400.0
Re181,0,738.0,5209600.0
Re181,0,769.7,2735040.0
Re181,0,773.4,1302400.0
Re181,0,789.4,1302400.0
Re181,0,791.6,2083840.0
Re181,0,803.6,26048000.0
Re181,0,805.2,54700800.0
Re181,0,817.5,2344320.0
Re181,0,822.7,2865280.0
Re181,0,826.7,2995520.0
Re181,0,835.7,8074880.0
Re181,0,840.4,4949120.0
Re181,0,848.5,2344320.0
Re181,0,854.4,3256000.0
Re181,0,862.7,3125760.0
Re181,0,877.2,7814400.0
Re181,0,879.8,9116800.0
Re181,0,883.2,4558400.0
Re181,0,889.5,2083840.0
Re181,0,891.7,1823360.0
Re181,0,907.4,18233600.0
Re181,0,946.9,3907200.0
Re181,0,953.6,62515200.0
Re181,0,965.1,3646720.0
Re181,0,973.2,2344320.0
Re181,0,980.7,3256000.0
Re181,0,989.4,15628800.0
Re181,0,993.7,1432640.0
Re181,0,993.7,3776960.0
Re181,0,1000.2,58608000.0
Re181,0,1009.4,42979200.0
Re181,0,1018.6,2344320.0
Re181,0,1057.1,5209600.0
Re181,0,1068.3,2735040.0
Re181,0,1075.6,18233600.0
Re181,0,1086.6,9898240.0
Re181,0,1103.5,12112320.0
Re181,0,1127.3,2083840.0
Re181,0,1132.3,3907200.0
Re181,0,1172.3,3386240.0
Re181,0,1200.8,3516480.0
Re181,0,1272.5,1953600.0
Re181,0,1384.2,4037440.0
Re181,0,1440.7,33862400.0
Re181,0,1469.2,14326399.999999998
Re181,0,1498.2,1432640.0
Re181,0,1538.0,3386240.0
Re181,0,511.0,140800.0
Re181,0,9.74,774400000.0
Re181,0,57.983,598400000.0
Re181,0,59.32,1038400000.0
Re181,0,67.335,344960000.0
Re181,0,68.117,438240000.0
Re181,0,69.068,95040000.0
Re182,0,18.05,449539.2
Re182,0,19.85,131115.6
Re182,0,31.7,936540.0
Re182,0,39.1,936540.0
Re182,0,42.7,1685772.0
Re182,0,60.65,374616.0
Re182,0,65.8,10489248.0
Re182,0,67.75,139392000.0
Re182,0,67.85,80542440.0
Re182,0,84.68,10020978.0
Re182,0,84.68,9757440.0
Re182,0,100.1,59751252.0
Re182,0,100.12,52272000.0
Re182,0,107.13,5150970.0
Re182,0,108.58,2903274.0
Re182,0,110.38,374616.0
Re182,0,111.07,758597.4
Re182,0,113.68,17700606.0
Re182,0,113.7,1510080.0
Re182,0,116.23,1873080.0
Re182,0,116.4,1277760.0
Re182,0,130.81,27159660.0
Re182,0,133.8,8709822.0
Re182,0,145.43,2435004.0
Re182,0,147.69,3277890.0
Re182,0,148.86,6368472.0
Re182,0,149.45,3277890.0
Re182,0,150.25,1873080.0
Re182,0,151.15,1592118.0
Re182,0,152.43,30905819.999999996
Re182,0,152.43,25555200.0
Re182,0,154.1,842886.0
Re182,0,156.38,1974720.0000000002
Re182,0,156.39,26223120.0
Re182,0,160.2,870982.2
Re182,0,160.2,870982.2
Re182,0,169.15,41207760.0
Re182,0,172.87,13017906.0
Re182,0,178.47,8241552.0
Re182,0,179.38,1068672.0
Re182,0,179.4,10957518.0
Re182,0,187.34,1170675.0
Re182,0,188.54,477635.4
Re182,0,189.65,1404810.0
Re182,0,191.39,24350040.0
Re182,0,198.34,14703678.0
Re182,0,198.36,638880.0
Re182,0,203.55,1779426.0
Re182,0,206.0,1873080.0
Re182,0,208.26,2247696.0
Re182,0,209.4,1779426.0
Re182,0,214.32,4027122.0
Re182,0,215.73,2809620.0
Re182,0,217.55,11894058.0
Re182,0,221.61,23413500.0
Re182,0,222.07,30905819.999999996
Re182,0,222.08,2520672.0
Re182,0,226.19,11144826.0
Re182,0,229.32,93654000.0
Re182,0,229.32,9292800.0
Re182,0,247.46,18356184.0
Re182,0,256.45,34651980.0
Re182,0,264.07,13017906.0
Re182,0,264.08,1045439.9999999999
Re182,0,276.31,31842360.0
Re182,0,281.45,20697534.0
Re182,0,286.56,25661196.0
Re182,0,295.67,749232.0
Re182,0,299.9,4589046.0
Re182,0,300.36,6181164.0
Re182,0,313.98,2903274.0
Re182,0,323.4,6368472.0
Re182,0,339.06,20229264.0
Re182,0,342.03,3839814.0000000005
Re182,0,345.46,1779426.0
Re182,0,351.07,37461600.0
Re182,0,357.04,1966733.9999999998
Re182,0,470.26,7318080.0
Re182,0,536.04,755040.0
Re182,0,555.0,406560.0
Re182,0,598.56,1428768.0
Re182,0,649.73,1231296.0
Re182,0,734.53,1370688.0
Re182,0,787.11,1103520.0
Re182,0,800.0,545952.0
Re182,0,810.24,1393920.0
Re182,0,835.98,1684320.0
Re182,0,891.9,121750.2
Re182,0,894.85,7666560.0
Re182,0,900.8,1289376.0
Re182,0,927.99,1881792.0
Re182,0,928.0,1348617.6
Re182,0,943.2,824155.2
Re182,0,959.7,730501.2
Re182,0,959.81,1974720.0000000002
Re182,0,1001.7,8990784.0
Re182,0,1001.8,813120.0
Re182,0,1044.4,1039559.4000000001
Re182,0,1044.5,638880.0
Re182,0,1076.2,38398140.0
Re182,0,1088.5,721135.8
Re182,0,1113.3,17138682.0
Re182,0,1113.4,1277760.0
Re182,0,1121.3,80074170.0
Re182,0,1121.4,116160000.0
Re182,0,1157.3,1348617.6
Re182,0,1158.1,3212332.1999999997
Re182,0,1180.8,2013561.0
Re182,0,1189.0,32872554.0
Re182,0,1189.2,54943680.0
Re182,0,1221.4,63403758.0
Re182,0,1221.5,90604800.0
Re182,0,1223.9,955270.8
Re182,0,1231.0,54225666.0
Re182,0,1231.1,4774176.0
Re182,0,1257.3,5099424.0
Re182,0,1257.5,3877275.5999999996
Re182,0,1273.8,1928256.0
Re182,0,1273.8,3437101.8000000003
Re182,0,1279.8,224769.6
Re182,0,1289.2,2753427.6
Re182,0,1289.3,4472160.0
Re182,0,1291.8,852251.3999999999
Re182,0,1294.0,5872105.800000001
Re182,0,1330.9,1367348.4000000001
Re182,0,1342.7,9365400.0
Re182,0,1373.8,1077021.0
Re182,0,1373.9,650496.0
Re182,0,1387.4,964636.2
Re182,0,1410.1,1011463.2
Re182,0,1410.4,139392.0
Re182,0,1427.3,35682174.0
Re182,0,1439.3,580654.7999999999
Re182,0,1453.1,140481.0
Re182,0,1521.3,346519.8
Re182,0,1523.0,58080.0
Re182,0,1537.0,58080.0
Re182,0,1543.0,58080.0
Re182,0,1558.0,278784.0
Re182,0,1560.4,262231.2
Re182,0,1631.4,45890.46
Re182,0,1756.0,220704.0
Re182,0,1771.0,1173216.0
Re182,0,1818.8,383328.0
Re182,0,1857.3,114998.4
Re182,0,1871.2,1057056.0
Re182,0,1877.6,220704.0
Re182,0,1879.6,197472.0
Re182,0,1911.8,161462.4
Re182,0,1957.4,1661088.0
Re182,0,2010.1,348480.0
Re182,0,2016.3,2904000.0
Re182,0,2033.3,81312.0
Re182,0,2047.3,418176.0
Re182,0,2057.4,3368640.0
Re182,0,2073.2,151008.0
Re182,0,2084.0,236966.40000000002
Re182,0,2099.0,92928.0
Re182,0,2106.8,952512.0000000001
Re182,0,2108.6,952512.0000000001
Re182,0,2109.3,952512.0000000001
Re182,0,2140.3,140553.59999999998
Re182,0,2148.0,102220.8
Re182,0,2175.2,170755.19999999998
Re182,0,2189.0,63888.00000000001
Re182,0,2207.7,383328.0
Re182,0,2216.0,81312.0
Re182,0,2230.0,39494.4
Re182,0,2316.0,29040.0
Re182,0,511.0,12503898.0
Re182,0,511.0,145200.0
Re182,0,9.74,152097000.0
Re182,0,9.74,257730000.0
Re182,0,57.983,110352000.0
Re182,0,57.983,181137000.0
Re182,0,59.32,192390000.0
Re182,0,59.32,315810000.0
Re182,0,67.335,63525000.0
Re182,0,67.335,104181000.0
Re182,0,68.117,80949000.0
Re182,0,68.117,132858000.0
Re182,0,69.068,17424000.0
Re182,0,69.068,28677000.0
Re183,0,40.976,7616.0
Re183,0,46.484,2237200.0
Re183,0,52.596,664496.0
Re183,0,82.919,87584.0
Re183,0,84.712,292264.0
Re183,0,99.08,815864.0
Re183,0,101.93,5236.0
Re183,0,103.1,1618.4
