Be7	3.21E+04	0
V49	3.30E+04	0
Cr51	2.34E+03	0
Mn52	1.11E+08	0
Mn54	6.28E+04	0
Fe55	5.78E+04	0
Fe59	4.86E+02	0
Co55	2.78E+07	0
Co56	7.58E+06	0
Co57	6.81E+04	0
Co58	1.37E+05	0
Co60	1.46E+02	0
Ni57	1.42E+04	0
Ni59	5.53E+01	0
Cu61	1.07E+07	0
Cu64	4.41E+06	0
Mo99	1.55E+04	0
Tc93	3.01E+06	0
Tc94	5.53E+07	0
Tc95	1.72E+07	0
Tc96	3.10E+06	0
W185	2.88E+02	0
W187	2.07E+04	0
Re181	1.76E+07	0
Re182	3.63E+06	0
Re183	2.80E+05	0
Re184	1.95E+04	0
Re186	1.90E+05	0
