Li6	3.75E-09
Rb85	5.62E-09
Sr84	3.75E-09
Sr85	1.72E-06
Sr86	6.46E-07
Sr87	1.22E-07
Sr88	2.04E-06
Y86	1.87E-09
Y87	6.25E-06
Y88	7.49E-05
Y89	3.91E-05
Y90	5.83E-07
Y91	2.62E-07
Y92	1.87E-09
Zr87	1.96E-05
Zr88	4.85E-04
Zr89	2.68E-04
Zr90	1.16E-03
Zr91	2.70E-04
Zr92	1.96E-04
Zr93	1.18E-06
Nb89	5.33E-06
Nb90	6.22E-04
Nb91	4.41E-03
Nb92	2.51E-03
Nb93	1.92E-02
Nb94	6.18E-06
Mo90	6.99E-04
Mo91	2.69E-03
Mo92	3.10E-03
Mo93	9.51E-04
