2.76E-01,3.00E-01,3.97E-01,4.82E-01,5.14E-01,7.25E-01,7.90E-01
8.61E-01,8.80E-01,9.79E-01,1.02E+00,1.07E+00,1.64E+00,1.75E+00
1.95E+00,2.17E+00,2.31E+00,2.75E+00,2.81E+00,3.88E+00,3.96E+00
6.09E+00,6.93E+00,7.08E+00,8.77E+00,,,
2.04E-01,1.46E+00,8.73E-02,4.01E+06,1.22E+11,1.70E+08,2.48E+00
1.73E+02,4.15E+05,2.81E+03,2.48E+06,2.48E+01,1.46E+06,9.99E+04
3.14E+04,4.35E+04,2.79E+09,6.77E+05,1.07E+05,9.52E+02,5.93E+04
5.53E+07,3.14E+04,4.05E+06,6.28E+04,,,
