Nuclide,State,Energy,Intensity
Re182,0,1279.8,97.8336
Re182,0,1289.2,1198.4615999999999
Re182,0,1289.3,1946.56
Re182,0,1291.8,370.95239999999995
Re182,0,1294.0,2555.9028000000003
Re182,0,1330.9,595.1544
Re182,0,1342.7,4076.4
Re182,0,1373.8,468.78600000000006
Re182,0,1373.9,283.136
Re182,0,1387.4,419.8692
Re182,0,1410.1,440.2512
Re182,0,1410.4,60.672
Re182,0,1427.3,15531.084
Re182,0,1439.3,252.7368
Re182,0,1453.1,61.146
Re182,0,1521.3,150.8268
Re182,0,1523.0,25.28
Re182,0,1537.0,25.28
Re182,0,1543.0,25.28
Re182,0,1558.0,121.344
Re182,0,1560.4,114.1392
Re182,0,1631.4,19.97436
Re182,0,1756.0,96.064
Re182,0,1771.0,510.656
Re182,0,1818.8,166.848
Re182,0,1857.3,50.0544
Re182,0,1871.2,460.096
Re182,0,1877.6,96.064
Re182,0,1879.6,85.952
Re182,0,1911.8,70.2784
Re182,0,1957.4,723.008
Re182,0,2010.1,151.68
Re182,0,2016.3,1264.0
Re182,0,2033.3,35.392
Re182,0,2047.3,182.016
Re182,0,2057.4,1466.24
Re182,0,2073.2,65.728
Re182,0,2084.0,103.14240000000001
Re182,0,2099.0,40.448
Re182,0,2106.8,414.59200000000004
Re182,0,2108.6,414.59200000000004
Re182,0,2109.3,414.59200000000004
Re182,0,2140.3,61.1776
Re182,0,2148.0,44.4928
Re182,0,2175.2,74.3232
Re182,0,2189.0,27.808000000000003
Re182,0,2207.7,166.848
Re182,0,2216.0,35.392
Re182,0,2230.0,17.1904
Re182,0,2316.0,12.64
Re182,0,511.0,5442.468
Re182,0,511.0,63.2
Re182,0,9.74,66202.0
Re182,0,9.74,112180.0
Re182,0,57.983,48032.0
Re182,0,57.983,78842.0
Re182,0,59.32,83740.0
Re182,0,59.32,137460.0
Re182,0,67.335,27650.0
Re182,0,67.335,45346.0
Re182,0,68.117,35234.0
Re182,0,68.117,57828.0
Re182,0,69.068,7584.0
Re182,0,69.068,12482.0
Re183,0,40.976,5984.0
Re183,0,46.484,1757800.0
Re183,0,52.596,522104.00000000006
Re183,0,82.919,68816.0
Re183,0,84.712,229636.0
Re183,0,99.08,641036.0
Re183,0,101.93,4114.0
Re183,0,103.1,1271.6000000000001
Re183,0,107.933,514624.0
Re183,0,109.731,684420.0
Re183,0,120.37,733.04
Re183,0,144.135,30293.999999999996
Re183,0,160.532,139128.0
Re183,0,161.342,85272.0
Re183,0,162.33,5512760.0
Re183,0,192.646,61934.4
Re183,0,203.269,9499.6
Re183,0,205.081,29172.0
Re183,0,208.812,702372.0
Re183,0,209.89,62009.2
Re183,0,244.266,97240.0
Re183,0,245.243,59840.00000000001
Re183,0,246.062,311916.0
Re183,0,291.723,748000.0
Re183,0,313.021,98661.20000000001
Re183,0,353.998,127159.99999999999
Re183,0,365.614,18999.2
Re183,0,406.593,7704.400000000001
Re183,0,9.74,12760000.0
Re183,0,57.983,7722000.0
Re183,0,59.32,13420000.0
Re183,0,67.335,4444000.0
Re183,0,68.117,5654000.0
Re183,0,69.068,1210000.0
Re184,0,111.2174,116744.142
Re184,0,124.06,11.988396
Re184,0,127.67,10.846644
Re184,0,226.748,122.73834000000001
Re184,0,230.45,99.9033
Re184,0,252.845,20551.536
Re184,0,256.3,39.96132
Re184,0,265.0,10.275768
Re184,0,295.01,148.42775999999998
Re184,0,380.34,31.398179999999996
Re184,0,384.25,37.106939999999994
Re184,0,385.4,45.67008
Re184,0,482.98,125.59271999999999
Re184,0,539.22,2226.4164
Re184,0,641.915,13215.7794
Re184,0,757.36,419.59386
Re184,0,769.778,4567.008
Re184,0,792.067,255467.00999999998
Re184,0,894.76,106468.374
Re184,0,903.282,258321.38999999998
Re184,0,1010.24,622.25484
Re184,0,1018.93,7.706826
Re184,0,1022.63,3539.4311999999995
Re184,0,1061.04,17.697156
Re184,0,1121.44,239.76792
Re184,0,1275.11,813.4983
Re184,0,1313.79,75.926508
Re184,0,1319.94,15.413652
Re184,0,1386.33,699.3231
Re184,0,1430.96,16.269966
Re184,0,9.74,223062.0
Re184,0,57.983,172212.0
Re184,0,59.32,298998.0
Re184,0,67.335,98988.0
Re184,0,68.117,126108.00000000001
Re184,0,69.068,27120.0
