Be7	3.20E+04	0
V49	3.29E+04	0
Cr51	2.32E+03	0
Mn52	1.08E+08	0
Mn54	6.27E+04	0
Fe55	5.78E+04	0
Fe59	4.84E+02	0
Co55	2.24E+07	0
Co56	7.56E+06	0
Co57	6.81E+04	0
Co58	1.37E+05	0
Co60	1.46E+02	0
Ni57	1.27E+04	0
Ni59	5.53E+01	0
Cu61	3.40E+06	0
Cu64	3.26E+06	0
Mo99	1.46E+04	0
Tc93	7.51E+05	0
Tc94	2.53E+07	0
Tc95	1.42E+07	0
Tc96	2.98E+06	0
W185	2.87E+02	0
W187	1.77E+04	0
Re181	1.45E+07	0
Re182	3.42E+06	0
Re183	2.79E+05	0
Re184	1.94E+04	0
Re186	1.82E+05	0
