Mn49	5.00E-15
Mn62	1.00E-14
Fe52	5.00E-15
Fe53	4.00E-15
Fe63	3.00E-15
Fe64	6.00E-15
Co53	1.00E-14
Co54	2.30E-14
Co55	3.30E-14
Co56	2.90E-14
Co57	1.80E-14
Co58	6.00E-15
Co59	2.00E-15
Co64	1.00E-15
Ni53	4.00E-15
Ni54	1.50E-14
Ni55	2.80E-14
Ni56	4.40E-14
Ni57	4.70E-14
Ni58	4.90E-14
Ni59	2.50E-14
Ni60	1.20E-14
Ni61	4.00E-15
Ni67	6.00E-15
Ni68	7.00E-15
Cu57	5.90E-14
Cu58	9.50E-14
Cu59	1.65E-13
Cu60	1.69E-13
Cu61	1.10E-13
Cu62	6.60E-14
Cu63	1.30E-14
Cu64	3.00E-15
Cu65	1.00E-15
Cu69	6.00E-15
Cu70	2.30E-14
Cu71	5.00E-14
Cu72	1.22E-13
Cu73	2.09E-13
Zn57	2.00E-13
Zn58	1.84E-13
Zn59	1.02E-13
Zn60	4.30E-14
Zn61	1.40E-14
Zn62	1.00E-15
Zn71	5.00E-15
Zn72	2.20E-14
Zn73	7.60E-14
Zn74	2.51E-13
Zn75	4.51E-13
Zn76	5.65E-13
Zn77	5.19E-13
Zn78	3.63E-13
Ga62	1.47E-13
Ga63	5.20E-14
Ga64	5.00E-15
Ga65	1.00E-15
Ga66	1.00E-15
Ga74	7.00E-15
Ga75	6.70E-14
Ga76	2.00E-13
Ga77	4.10E-13
Ga78	7.06E-13
Ga79	7.47E-13
Ga80	5.30E-13
Ga81	2.54E-13
Ga82	7.90E-14
Ga83	1.40E-14
Ge61	7.00E-15
Ge75	3.00E-15
Ge76	1.50E-14
Ge77	6.40E-14
Ge78	2.67E-13
Ge79	7.69E-13
Ge80	1.23E-12
Ge81	1.46E-12
Ge82	1.19E-12
Ge83	6.47E-13
Ge84	2.67E-13
As66	7.70E-14
As67	1.10E-14
As77	1.00E-15
As78	5.00E-15
As79	5.30E-14
As80	1.74E-13
As81	5.13E-13
As82	9.85E-13
As83	1.34E-12
As84	1.24E-12
As85	8.44E-13
As86	5.53E-13
As87	2.66E-13
Se68	2.90E-14
Se69	4.00E-15
Se80	3.00E-15
Se81	3.90E-14
Se82	2.08E-13
Se83	6.21E-13
Se84	1.29E-12
Se85	1.76E-12
Se86	1.91E-12
Se87	1.61E-12
Se88	1.05E-12
Se89	3.73E-13
Se90	7.00E-14
Se91	1.10E-14
Br82	1.00E-15
Br83	9.00E-15
Br84	8.60E-14
Br85	3.72E-13
Br86	8.88E-13
Br87	1.59E-12
Br88	1.90E-12
Br89	1.55E-12
Br90	8.63E-13
Br91	3.43E-13
Br92	5.30E-14
Kr71	8.00E-15
Kr72	1.00E-15
Kr84	1.00E-15
Kr85	1.10E-14
Kr86	1.03E-13
Kr87	3.20E-13
Kr88	1.01E-12
Kr89	2.15E-12
Kr90	2.67E-12
Kr91	2.22E-12
Kr92	1.13E-12
Kr93	3.15E-13
Kr94	5.90E-14
Kr95	3.00E-15
Kr96	1.00E-15
Rb87	5.00E-15
Rb88	3.60E-14
Rb89	2.35E-13
Rb90	6.43E-13
Rb91	1.40E-12
Rb92	1.68E-12
Rb93	1.51E-12
Rb94	6.53E-13
Rb95	2.29E-13
Rb96	5.30E-14
Rb97	1.20E-14
Rb98	1.00E-15
Rb100	1.00E-15
Sr89	4.00E-15
Sr90	5.10E-14
Sr91	1.91E-13
Sr92	7.00E-13
Sr93	1.42E-12
Sr94	1.80E-12
Sr95	1.78E-12
Sr96	1.24E-12
Sr97	5.40E-13
Sr98	2.05E-13
Sr99	5.90E-14
Sr100	2.70E-14
Y80	1.20E-14
Y81	4.00E-15
Y91	2.00E-15
Y92	1.50E-14
Y93	9.30E-14
Y94	3.67E-13
Y95	6.21E-13
Y96	1.12E-12
Y97	1.48E-12
Y98	1.02E-12
Y99	6.07E-13
Y100	2.40E-13
Y101	7.40E-14
Y102	1.50E-14
Zr81	1.00E-14
Zr83	1.00E-15
Zr94	6.00E-15
Zr95	3.70E-14
Zr96	2.35E-13
Zr97	6.83E-13
Zr98	1.48E-12
Zr99	1.90E-12
Zr100	2.13E-12
Zr101	1.38E-12
Zr102	6.96E-13
Nb84	1.71E-13
Nb85	3.10E-14
Nb86	7.00E-15
Nb87	3.00E-15
Nb96	2.00E-15
Nb97	1.40E-14
Nb98	8.30E-14
Nb99	3.37E-13
Nb100	7.74E-13
Nb101	1.51E-12
Nb102	1.74E-12
Nb103	1.39E-12
Nb104	5.85E-13
Nb105	1.87E-13
Nb106	5.40E-14
Mo87	1.30E-14
Mo88	7.00E-15
Mo99	5.00E-15
Mo100	5.60E-14
Mo101	2.69E-13
Mo102	8.99E-13
Mo103	1.65E-12
Mo104	2.18E-12
Mo105	1.63E-12
Mo106	9.20E-13
Mo107	2.77E-13
Mo108	6.20E-14
Tc90	1.50E-14
Tc91	4.00E-15
Tc93	1.00E-15
Tc101	3.00E-15
Tc102	1.30E-14
Tc103	9.70E-14
Tc104	2.97E-13
Tc105	7.19E-13
Tc106	9.40E-13
Tc107	8.68E-13
Tc108	3.78E-13
Tc109	1.17E-13
Tc110	4.40E-14
Ru92	3.60E-14
Ru93	2.10E-14
Ru94	2.00E-14
Ru95	1.00E-14
Ru96	1.60E-14
Ru97	1.30E-14
Ru98	6.00E-15
Ru102	1.00E-15
Ru104	7.00E-15
Ru105	4.50E-14
Ru106	1.98E-13
Ru107	3.77E-13
Ru108	4.98E-13
Ru109	4.01E-13
Ru110	2.86E-13
Ru111	2.14E-13
Ru112	1.90E-13
Ru113	2.49E-13
Rh94	3.49E-13
Rh95	4.38E-13
Rh96	4.31E-13
Rh97	2.86E-13
Rh98	1.12E-13
Rh99	3.00E-14
Rh100	1.00E-15
Rh101	1.00E-15
Rh107	9.00E-15
Rh108	2.40E-14
Rh109	3.00E-15
Rh110	1.90E-14
Rh111	2.60E-14
Rh112	2.50E-14
Rh113	5.00E-14
Rh114	9.50E-14
Pd96	2.68E-13
Pd97	6.37E-13
Pd98	8.88E-13
Pd99	8.14E-13
Pd100	4.90E-13
Pd101	1.85E-13
Pd102	5.70E-14
Pd103	7.00E-15
Pd104	1.00E-15
Pd112	1.00E-15
Pd114	1.00E-14
Pd115	4.80E-14
Pd116	1.83E-13
Pd117	6.46E-13
Pd118	1.33E-12
Ag96	1.85E-12
Ag97	1.88E-12
Ag98	1.27E-12
Ag99	5.58E-13
Ag100	1.57E-13
Ag101	3.40E-14
Ag115	1.00E-15
Ag116	1.10E-14
Ag117	4.20E-14
Ag118	1.34E-13
Ag119	4.28E-13
Ag120	1.03E-12
Ag121	1.51E-12
Ag122	1.65E-12
Ag123	1.09E-12
Cd97	5.38E-13
