X	Y	Value
-45	-198	1892.03
-40.5	-198	2165.99
-36	-198	1853.02
-31.5	-198	2065.85
-27	-198	1892.23
-22.5	-198	1202.96
-18	-198	892.382
-13.5	-198	845.054
-9	-198	823.537
-4.5	-198	672.259
0	-198	597.554
4.5	-198	467.418
9	-198	501.977
13.5	-198	580.327
18	-198	379.108
22.5	-198	499.63
27	-198	618.337
31.5	-198	532.799
36	-198	578.404
40.5	-198	586.009
45	-198	511.979
49.5	-198	651.438
54	-198	595.474
58.5	-198	536.887
63	-198	607.094
67.5	-198	582.679
72	-198	655.268
76.5	-198	675.315
81	-198	791.495
85.5	-198	798.83
90	-198	889.248
94.5	-198	1149.02
99	-198	1100.92
103.5	-198	1163.46
108	-198	1262.44
112.5	-198	1319.32
117	-198	1413.48
121.5	-198	1702.16
126	-198	1964.03
130.5	-198	2363.31
135	-198	2342.21
139.5	-198	2602.44
144	-198	2964.96
148.5	-198	3099.06
153	-198	3454.49
157.5	-198	3651.76
162	-198	3958.42
166.5	-198	3999.93
171	-198	4297.96
175.5	-198	3927.35
180	-198	3209.12
184.5	-198	2426.47
189	-198	1765.56
193.5	-198	1213.65
198	-198	925.736
202.5	-198	633.655
207	-198	404.123
211.5	-198	273.81
216	-198	197.705
220.5	-198	125.847
225	-198	86.3642
229.5	-198	61.2406
234	-198	39.9149
238.5	-198	26.5726
243	-198	18.2073
247.5	-198	9.69346
252	-198	8.05811
256.5	-198	7.35725
261	-198	6.97619
265.5	-198	6.66662
270	-198	11.5018
274.5	-198	6.69955
279	-198	6.45529
283.5	-198	5.79495
288	-198	5.99676
292.5	-198	6.01678
297	-198	5.4295
301.5	-198	5.63809
306	-198	4.96312
310.5	-198	5.37376
315	-198	5.38556
319.5	-198	5.00607
324	-198	5.34395
328.5	-198	4.63163
333	-198	4.83967
337.5	-198	4.71103
342	-198	4.83798
346.5	-198	4.46382
351	-198	4.22536
355.5	-198	2.66452
360	-198	1.99969
364.5	-198	1.40107
369	-198	0.911343
373.5	-198	0.625167
378	-198	0.448656
382.5	-198	0.329615
387	-198	0.2156
391.5	-198	0.125231
396	-198	0.0661794
400.5	-198	0.0449754
405	-198	0.0511272
409.5	-198	0.0392826
414	-198	0.0367074
418.5	-198	0.055611
423	-198	0.0621876
427.5	-198	0.049809
432	-198	0.0410808
436.5	-198	0.0298842
441	-198	0.0331692
445.5	-198	0.033522
-450	-193.5	0.013548
-427.5	-193.5	0.0149268
-423	-193.5	0.0076848
-418.5	-193.5	0.0060522
-409.5	-193.5	0.006936
-405	-193.5	0.0066096
-400.5	-193.5	0.0117696
-396	-193.5	0.0215922
-391.5	-193.5	0.021036
-387	-193.5	0.0278406
-382.5	-193.5	0.0451266
-378	-193.5	0.0623448
-373.5	-193.5	0.113241
-369	-193.5	0.171293
-364.5	-193.5	0.297173
-360	-193.5	0.398893
-355.5	-193.5	0.364187
-351	-193.5	0.519611
-346.5	-193.5	0.60164
-342	-193.5	0.592278
-337.5	-193.5	0.659053
-333	-193.5	0.654283
-328.5	-193.5	0.526249
-324	-193.5	0.616088
-319.5	-193.5	0.681982
-315	-193.5	0.523682
-310.5	-193.5	0.577213
-306	-193.5	0.507148
-301.5	-193.5	0.654725
-297	-193.5	0.535488
-292.5	-193.5	0.537199
-288	-193.5	0.56285
-283.5	-193.5	0.571598
-279	-193.5	0.491299
-274.5	-193.5	0.510337
-270	-193.5	0.609715
-265.5	-193.5	0.572043
-261	-193.5	0.599927
-256.5	-193.5	0.420928
-252	-193.5	0.556639
-247.5	-193.5	0.488251
-243	-193.5	0.532185
-238.5	-193.5	0.926103
-225	-193.5	2.54717
-166.5	-193.5	171.666
-157.5	-193.5	254.201
-153	-193.5	242.38
-148.5	-193.5	419.143
-139.5	-193.5	403.058
-135	-193.5	402.058
-130.5	-193.5	572.301
-126	-193.5	568.612
-121.5	-193.5	473.401
-117	-193.5	540.853
-112.5	-193.5	534.224
-108	-193.5	721.341
-103.5	-193.5	738.634
-99	-193.5	1072.19
-94.5	-193.5	1810.59
-90	-193.5	1731.88
-85.5	-193.5	2046.59
-81	-193.5	2145.01
-76.5	-193.5	1961.22
-72	-193.5	2212.87
-67.5	-193.5	2115.17
-63	-193.5	2709.32
-58.5	-193.5	2734.55
-54	-193.5	2438.19
-49.5	-193.5	2705.42
-45	-193.5	3014.89
-40.5	-193.5	3319.13
-36	-193.5	3230.9
-31.5	-193.5	3257.56
-27	-193.5	3138.64
-22.5	-193.5	1701.55
-18	-193.5	1543.43
-13.5	-193.5	1253.75
-9	-193.5	1473.33
-4.5	-193.5	1037.3
0	-193.5	935.915
4.5	-193.5	878.753
9	-193.5	858.283
13.5	-193.5	737.928
18	-193.5	658.022
22.5	-193.5	1019.39
27	-193.5	797.035
31.5	-193.5	936.664
36	-193.5	919.264
40.5	-193.5	1009.75
45	-193.5	948.802
49.5	-193.5	1029.33
54	-193.5	965.031
58.5	-193.5	956.34
63	-193.5	1007.79
67.5	-193.5	1184
72	-193.5	1081.98
76.5	-193.5	1025.27
81	-193.5	1279.72
85.5	-193.5	1613.71
90	-193.5	1534.52
94.5	-193.5	1812.25
99	-193.5	1644.56
103.5	-193.5	1887.87
108	-193.5	1716.25
112.5	-193.5	2144.48
117	-193.5	2140.11
121.5	-193.5	2655.37
126	-193.5	2943.31
130.5	-193.5	3288.58
135	-193.5	3297.74
139.5	-193.5	3822.15
144	-193.5	4206.2
148.5	-193.5	4676.36
153	-193.5	5172.53
157.5	-193.5	5774.33
162	-193.5	5984.53
166.5	-193.5	6506.32
171	-193.5	6495.41
175.5	-193.5	5726.08
180	-193.5	4223.28
184.5	-193.5	3096.99
189	-193.5	2181.58
193.5	-193.5	1565.36
198	-193.5	1084.06
202.5	-193.5	729.926
207	-193.5	479.825
211.5	-193.5	315.578
216	-193.5	222.365
220.5	-193.5	151.116
225	-193.5	101.858
229.5	-193.5	67.2082
234	-193.5	45.1786
238.5	-193.5	31.106
243	-193.5	18.7036
247.5	-193.5	9.38581
252	-193.5	8.50361
256.5	-193.5	8.21225
261	-193.5	8.02751
265.5	-193.5	7.7094
270	-193.5	6.89528
279	-193.5	6.66295
283.5	-193.5	6.42547
288	-193.5	5.59535
292.5	-193.5	5.31567
297	-193.5	5.31678
301.5	-193.5	6.20052
306	-193.5	5.74409
310.5	-193.5	5.19551
315	-193.5	4.88843
319.5	-193.5	5.63047
324	-193.5	5.02829
328.5	-193.5	4.08336
333	-193.5	4.24627
337.5	-193.5	4.37549
342	-193.5	4.14617
346.5	-193.5	4.60503
351	-193.5	4.21589
355.5	-193.5	2.52659
360	-193.5	1.95408
364.5	-193.5	1.44694
369	-193.5	1.03694
373.5	-193.5	1.26631
378	-193.5	0.541916
382.5	-193.5	0.341791
387	-193.5	0.213294
391.5	-193.5	0.124387
396	-193.5	0.0766836
400.5	-193.5	0.0463164
405	-193.5	0.045831
409.5	-193.5	0.0510738
414	-193.5	0.0680496
418.5	-193.5	0.0642792
423	-193.5	0.0403776
427.5	-193.5	0.035967
432	-193.5	0.0408234
436.5	-193.5	0.0397542
441	-193.5	0.0309738
445.5	-193.5	0.0376986
-441	-189	0.021249
-436.5	-189	0.0184062
-432	-189	0.0143892
-427.5	-189	0.0138498
-423	-189	0.0169932
-418.5	-189	0.0168612
-409.5	-189	0.0102552
-405	-189	0.0100296
-400.5	-189	0.0130914
-396	-189	0.019335
-391.5	-189	0.0270018
-387	-189	0.0294192
-382.5	-189	0.0378882
-378	-189	0.0572382
-373.5	-189	0.0856218
-369	-189	0.10513
-364.5	-189	0.21763
-360	-189	0.352563
-355.5	-189	0.472921
-351	-189	0.646484
-346.5	-189	0.641464
-342	-189	0.811604
-337.5	-189	0.633467
-333	-189	0.457478
-328.5	-189	0.546122
-324	-189	0.56422
-319.5	-189	0.47478
-315	-189	0.552984
-310.5	-189	0.585368
-306	-189	0.51688
-301.5	-189	0.631884
-297	-189	0.703705
-292.5	-189	2.96169
-288	-189	0.628105
-274.5	-189	0.5822
-270	-189	0.644215
-265.5	-189	0.62906
-261	-189	0.520439
-256.5	-189	0.599813
-252	-189	0.484238
-247.5	-189	0.503438
-243	-189	0.822063
-238.5	-189	0.895632
-234	-189	1.32827
-225	-189	3.27773
-162	-189	474.11
-139.5	-189	911.049
-135	-189	897.967
-130.5	-189	1183.11
-126	-189	1057.35
-121.5	-189	1128.94
-117	-189	1078.14
-112.5	-189	988.987
-108	-189	1091
-103.5	-189	1257.72
-99	-189	1414.38
-94.5	-189	2151.87
-90	-189	3584.15
-85.5	-189	2948.21
-81	-189	3873.76
-76.5	-189	3473.5
-72	-189	3986.43
-67.5	-189	3623.5
-63	-189	4096.37
-58.5	-189	4481.77
-54	-189	4278.22
-49.5	-189	3892.75
-45	-189	5300.24
-40.5	-189	5380.96
-36	-189	5236.45
-31.5	-189	5163
-27	-189	4999.37
-22.5	-189	3253.43
-18	-189	2561.25
-13.5	-189	2372.34
-9	-189	2240.6
-4.5	-189	1580.16
0	-189	1635.22
4.5	-189	1564.96
9	-189	1585.74
13.5	-189	1439.1
18	-189	1681.89
22.5	-189	1451.7
27	-189	1549.9
31.5	-189	1551.67
36	-189	1373.81
40.5	-189	1867.93
45	-189	1832.73
54	-189	1746.04
58.5	-189	1809.51
63	-189	2185.68
67.5	-189	1988.34
72	-189	1735.37
76.5	-189	1682.06
81	-189	2210.67
85.5	-189	2875.43
90	-189	2554.72
94.5	-189	3023.03
99	-189	2661.34
103.5	-189	3231.44
108	-189	2774.93
112.5	-189	3007.7
117	-189	3354.34
121.5	-189	4472.27
126	-189	4654.49
130.5	-189	4290.5
135	-189	4740.96
139.5	-189	6021.1
144	-189	6242.91
148.5	-189	6803.93
153	-189	7553.13
157.5	-189	8734.35
162	-189	9583.46
166.5	-189	10238
171	-189	9703.4
175.5	-189	7648.83
180	-189	5486.57
184.5	-189	3681.18
189	-189	2741.39
193.5	-189	1867.66
198	-189	1236.64
202.5	-189	839.906
207	-189	553.284
211.5	-189	353.582
216	-189	244.652
220.5	-189	170.473
225	-189	112.981
229.5	-189	74.4861
234	-189	52.8651
238.5	-189	33.2241
243	-189	22.1615
247.5	-189	12.1976
252	-189	8.85541
256.5	-189	8.76244
261	-189	7.66157
265.5	-189	7.08713
270	-189	7.12805
274.5	-189	6.32555
279	-189	5.74943
283.5	-189	5.71916
288	-189	5.20364
292.5	-189	5.5697
297	-189	5.67566
301.5	-189	5.54781
306	-189	4.59671
310.5	-189	5.4618
315	-189	5.0816
319.5	-189	4.72736
324	-189	4.53571
328.5	-189	4.31877
333	-189	4.61719
337.5	-189	4.91317
342	-189	4.86827
346.5	-189	5.04131
351	-189	4.61455
355.5	-189	3.20285
360	-189	2.35374
364.5	-189	1.62561
369	-189	1.15491
373.5	-189	0.771448
378	-189	0.487804
382.5	-189	0.32367
387	-189	0.233477
391.5	-189	0.143507
396	-189	0.0778716
400.5	-189	0.0483168
405	-189	0.0487836
409.5	-189	0.0541506
414	-189	0.0516168
418.5	-189	0.047319
423	-189	0.0528624
427.5	-189	0.0516036
432	-189	0.050292
436.5	-189	0.0422214
441	-189	0.042951
445.5	-189	0.0325704
-436.5	-184.5	0.0137424
-432	-184.5	0.017967
-418.5	-184.5	0.017616
-414	-184.5	0.0202056
-400.5	-184.5	0.013968
-396	-184.5	0.0199296
-391.5	-184.5	0.0289404
-387	-184.5	0.0433572
-382.5	-184.5	0.0531696
-378	-184.5	0.0748974
-373.5	-184.5	0.106143
-369	-184.5	0.151928
-364.5	-184.5	0.20482
-360	-184.5	0.267402
-355.5	-184.5	0.41239
-351	-184.5	0.699529
-346.5	-184.5	0.66651
-342	-184.5	1.81045
-337.5	-184.5	1.12109
-333	-184.5	0.719793
-328.5	-184.5	0.814612
-324	-184.5	0.825567
-319.5	-184.5	0.652168
-315	-184.5	0.638053
-306	-184.5	0.747134
-301.5	-184.5	0.593836
-297	-184.5	0.569456
-292.5	-184.5	0.617563
-288	-184.5	0.741496
-283.5	-184.5	0.567568
-279	-184.5	0.589002
-274.5	-184.5	0.742611
-270	-184.5	0.662972
-265.5	-184.5	0.551028
-261	-184.5	0.545343
-256.5	-184.5	0.625632
-252	-184.5	0.520929
-247.5	-184.5	0.585821
-243	-184.5	0.767826
-238.5	-184.5	1.44097
-229.5	-184.5	2.51633
-220.5	-184.5	7.91367
-184.5	-184.5	416.871
-162	-184.5	1218.98
-153	-184.5	987.591
-148.5	-184.5	1292.83
-139.5	-184.5	1462.66
-135	-184.5	1464.78
-126	-184.5	1726.84
-121.5	-184.5	2213.85
-117	-184.5	2127.05
-112.5	-184.5	1986.89
-108	-184.5	1465.37
-103.5	-184.5	2151.76
-99	-184.5	2383.07
-94.5	-184.5	2962
-90	-184.5	5259.46
-85.5	-184.5	4334.29
-81	-184.5	5430.89
-76.5	-184.5	5373.98
-72	-184.5	5056.91
-67.5	-184.5	5650.96
-63	-184.5	5407.1
-58.5	-184.5	6801.79
-54	-184.5	6846.21
-49.5	-184.5	5552.49
-45	-184.5	8183.86
-40.5	-184.5	8164.31
-36	-184.5	7605.96
-31.5	-184.5	7990.02
-27	-184.5	7470.8
-22.5	-184.5	5659.38
-18	-184.5	4039.82
-13.5	-184.5	3247.32
-9	-184.5	2947.16
-4.5	-184.5	2711.46
0	-184.5	2357.19
4.5	-184.5	2788.86
9	-184.5	2872.13
13.5	-184.5	2604.69
18	-184.5	3077.31
22.5	-184.5	2669.07
27	-184.5	2011.54
31.5	-184.5	2591.89
40.5	-184.5	2926
45	-184.5	2639.36
54	-184.5	3018.79
58.5	-184.5	3746.51
63	-184.5	3333.43
67.5	-184.5	3150.69
72	-184.5	3211.65
76.5	-184.5	3720.74
81	-184.5	3785.65
85.5	-184.5	4138.21
90	-184.5	4172.02
94.5	-184.5	4769.77
99	-184.5	3868.72
103.5	-184.5	4544.75
108	-184.5	4571.46
112.5	-184.5	5040.12
117	-184.5	5673.87
121.5	-184.5	6640.69
126	-184.5	6263.36
130.5	-184.5	6934
135	-184.5	7241.33
139.5	-184.5	8813.26
144	-184.5	8839.92
148.5	-184.5	10017.3
153	-184.5	10448.4
157.5	-184.5	11860.8
162	-184.5	13918
166.5	-184.5	15239
171	-184.5	12737.6
175.5	-184.5	8828.58
180	-184.5	5988.06
184.5	-184.5	3980.13
189	-184.5	3137.27
193.5	-184.5	2093.54
198	-184.5	1397.11
202.5	-184.5	951.04
207	-184.5	635.033
211.5	-184.5	410.521
216	-184.5	280.094
220.5	-184.5	189.621
225	-184.5	128.883
229.5	-184.5	85.2559
234	-184.5	57.2178
238.5	-184.5	36.3887
243	-184.5	25.0734
247.5	-184.5	13.3823
252	-184.5	10.0642
256.5	-184.5	9.11684
261	-184.5	8.7514
265.5	-184.5	8.31315
270	-184.5	7.75615
274.5	-184.5	7.74994
279	-184.5	6.87292
283.5	-184.5	6.91177
288	-184.5	6.94678
292.5	-184.5	5.34815
297	-184.5	5.19554
301.5	-184.5	4.74928
306	-184.5	9.32901
310.5	-184.5	4.86967
315	-184.5	3.87994
319.5	-184.5	5.05616
324	-184.5	5.13188
328.5	-184.5	5.26431
333	-184.5	4.97266
337.5	-184.5	4.87874
342	-184.5	4.83881
346.5	-184.5	4.83086
351	-184.5	4.52668
355.5	-184.5	3.29243
360	-184.5	2.45672
364.5	-184.5	1.90897
369	-184.5	1.28014
373.5	-184.5	0.776043
378	-184.5	0.579567
382.5	-184.5	0.365455
387	-184.5	0.220792
391.5	-184.5	0.153157
396	-184.5	0.0850092
400.5	-184.5	0.0587862
405	-184.5	0.0523686
409.5	-184.5	0.0549642
414	-184.5	0.0562326
418.5	-184.5	0.0641874
423	-184.5	0.0471744
427.5	-184.5	0.0424182
432	-184.5	0.0483348
436.5	-184.5	0.0516954
441	-184.5	0.0388218
445.5	-184.5	0.0357876
-441	-180	0.0127764
-432	-180	0.0122814
-427.5	-180	0.014739
-405	-180	0.02028
-400.5	-180	0.0190362
-396	-180	0.021141
-391.5	-180	0.0265542
-387	-180	0.041487
-382.5	-180	0.0669444
-378	-180	0.106382
-373.5	-180	0.138304
-369	-180	0.15022
-364.5	-180	0.218
-360	-180	0.324838
-355.5	-180	0.360834
-351	-180	0.607565
-346.5	-180	0.742677
-342	-180	0.67397
-337.5	-180	0.712123
-333	-180	0.75366
-328.5	-180	0.7303
-324	-180	0.779785
-319.5	-180	0.759595
-315	-180	0.633695
-310.5	-180	0.65868
-306	-180	0.745115
-301.5	-180	0.832962
-297	-180	0.702297
-292.5	-180	0.63607
-288	-180	0.605773
-283.5	-180	0.563564
-279	-180	0.739208
-274.5	-180	0.652517
-270	-180	0.549527
-265.5	-180	0.611414
-261	-180	0.524331
-256.5	-180	0.640625
-252	-180	0.521324
-247.5	-180	0.803624
-243	-180	0.840686
-238.5	-180	1.10214
-229.5	-180	2.50588
-225	-180	4.5542
-184.5	-180	516.204
-157.5	-180	1853.34
-153	-180	1390.57
-148.5	-180	1837.09
-139.5	-180	2016.55
-135	-180	2218
-121.5	-180	2859.63
-117	-180	2323.14
-112.5	-180	2417.84
-108	-180	2549.77
-103.5	-180	2535.35
-99	-180	2814.84
-94.5	-180	3841.59
-90	-180	5486
-85.5	-180	7310.52
-81	-180	7317.29
-76.5	-180	8448.25
-72	-180	8331.94
-67.5	-180	7778.77
-63	-180	8451.61
-58.5	-180	9647.12
-54	-180	9827.49
-49.5	-180	9192.68
-45	-180	11426.3
-40.5	-180	12000.3
-36	-180	11686
-31.5	-180	11241.3
-27	-180	11096.5
-22.5	-180	10795.4
-18	-180	6054.25
-13.5	-180	5107.07
-9	-180	4494.61
-4.5	-180	3762.53
0	-180	3446.79
4.5	-180	3874.22
9	-180	4096.57
13.5	-180	3519.33
18	-180	3371.22
22.5	-180	3604.91
27	-180	3154.83
31.5	-180	3107.23
40.5	-180	3982.64
45	-180	3515.26
54	-180	4299.01
58.5	-180	4976.09
63	-180	4795.87
67.5	-180	5167.03
72	-180	4648.8
76.5	-180	5135.33
81	-180	5111.93
85.5	-180	6590.17
90	-180	6022.04
94.5	-180	6318.99
99	-180	5601.98
103.5	-180	6518
108	-180	6741.15
112.5	-180	7127.69
117	-180	8835.51
121.5	-180	9602.33
126	-180	9166.57
130.5	-180	10077.2
135	-180	11469.1
139.5	-180	13137.6
144	-180	13645.7
148.5	-180	15356.3
153	-180	16303.1
157.5	-180	21407.6
162	-180	25985
166.5	-180	23543.2
171	-180	17215.3
175.5	-180	10302.9
180	-180	6893.27
184.5	-180	4837.81
189	-180	3428.33
193.5	-180	2452.15
198	-180	1597.41
202.5	-180	1048.62
207	-180	695.144
211.5	-180	435.722
216	-180	296.969
220.5	-180	208.195
225	-180	142.538
229.5	-180	91.9761
234	-180	66.0166
238.5	-180	44.0844
243	-180	24.9234
247.5	-180	14.4053
252	-180	10.3164
256.5	-180	11.0072
261	-180	9.95822
265.5	-180	8.31263
270	-180	8.8238
274.5	-180	7.50086
279	-180	7.0703
283.5	-180	5.70178
288	-180	6.30322
292.5	-180	6.01901
297	-180	5.59735
301.5	-180	5.14036
306	-180	10.7115
310.5	-180	5.72185
315	-180	5.50204
319.5	-180	5.73587
324	-180	4.81524
328.5	-180	5.53491
333	-180	4.77778
337.5	-180	4.8619
342	-180	4.94696
346.5	-180	5.41036
351	-180	5.12678
355.5	-180	4.12755
360	-180	2.41494
364.5	-180	1.71534
369	-180	1.1646
373.5	-180	0.744623
378	-180	0.538562
382.5	-180	0.366005
387	-180	0.238364
391.5	-180	0.144682
396	-180	0.0802686
400.5	-180	0.0547542
405	-180	0.056436
409.5	-180	0.0491568
414	-180	0.0533076
418.5	-180	0.046152
423	-180	0.0456006
427.5	-180	0.0445056
432	-180	0.0394182
436.5	-180	0.0388974
441	-180	0.0378018
445.5	-180	0.0402168
-450	-175.5	0.0132324
-445.5	-175.5	0.0105912
-436.5	-175.5	0.013392
-423	-175.5	0.019086
-418.5	-175.5	0.0172392
-409.5	-175.5	0.0194658
-405	-175.5	0.0239004
-400.5	-175.5	0.0295218
-396	-175.5	0.045702
-391.5	-175.5	0.0550392
-387	-175.5	0.0530838
-382.5	-175.5	0.058788
-378	-175.5	0.075762
-373.5	-175.5	0.11749
-369	-175.5	0.154328
-364.5	-175.5	0.245157
-360	-175.5	0.392674
-355.5	-175.5	0.638267
-351	-175.5	0.797708
-346.5	-175.5	0.61674
-342	-175.5	0.673147
-337.5	-175.5	0.736723
-333	-175.5	0.768894
-328.5	-175.5	0.835587
-324	-175.5	0.746128
-319.5	-175.5	0.737578
-315	-175.5	0.757946
-310.5	-175.5	0.700937
-306	-175.5	0.79147
-301.5	-175.5	0.660566
-297	-175.5	0.63434
-292.5	-175.5	0.696154
-288	-175.5	0.691626
-283.5	-175.5	0.674798
-279	-175.5	0.648725
-274.5	-175.5	0.605158
-270	-175.5	0.606005
-265.5	-175.5	0.575702
-261	-175.5	0.610444
-256.5	-175.5	0.605678
-252	-175.5	0.560636
-247.5	-175.5	0.543533
-243	-175.5	1.02544
-238.5	-175.5	1.37776
-234	-175.5	3.19017
-216	-175.5	20.0228
-148.5	-175.5	2626.93
-144	-175.5	2343.27
-139.5	-175.5	2202.9
-135	-175.5	2999.14
-130.5	-175.5	2693.8
-126	-175.5	2983.48
-117	-175.5	3221.02
-112.5	-175.5	3305.9
-108	-175.5	3769.81
-103.5	-175.5	3221.98
-99	-175.5	4083.43
-94.5	-175.5	4293.36
-90	-175.5	6240.79
-85.5	-175.5	10045.9
-81	-175.5	11120.9
-76.5	-175.5	13339.5
-72	-175.5	13792.4
-67.5	-175.5	12328.8
-63	-175.5	13791.1
-58.5	-175.5	15200.6
-54	-175.5	15574.3
-49.5	-175.5	15442
-45	-175.5	15581.2
-40.5	-175.5	21229.5
-36	-175.5	18422.8
-31.5	-175.5	17990
-27	-175.5	17847.4
-22.5	-175.5	17170.4
-18	-175.5	10104.6
-13.5	-175.5	7250.07
-9	-175.5	6645.44
-4.5	-175.5	5180.95
0	-175.5	5065.15
4.5	-175.5	5659.12
9	-175.5	5246.54
13.5	-175.5	5056.29
18	-175.5	4241.18
22.5	-175.5	4554.81
27	-175.5	4947.42
31.5	-175.5	4845.48
36	-175.5	5105.69
40.5	-175.5	6157.06
45	-175.5	5046.56
54	-175.5	5986.86
58.5	-175.5	5959.94
63	-175.5	5589.49
67.5	-175.5	6906.92
72	-175.5	7164.17
76.5	-175.5	6834.39
81	-175.5	7703.15
85.5	-175.5	8811.82
90	-175.5	9048.82
94.5	-175.5	9063.93
99	-175.5	9083.25
103.5	-175.5	9595.21
108	-175.5	9564
112.5	-175.5	11266.5
117	-175.5	12810.2
121.5	-175.5	13395.2
126	-175.5	13100.2
130.5	-175.5	15465.4
135	-175.5	18798.7
139.5	-175.5	21442.9
144	-175.5	22154.5
148.5	-175.5	25007.7
153	-175.5	29650.9
157.5	-175.5	39691.1
162	-175.5	42072.3
166.5	-175.5	33927.1
171	-175.5	21943
175.5	-175.5	12204.5
180	-175.5	8349.01
184.5	-175.5	5515.16
189	-175.5	4153.69
193.5	-175.5	2540.99
198	-175.5	1748.4
202.5	-175.5	1163.53
207	-175.5	789.468
211.5	-175.5	530.448
216	-175.5	335.956
220.5	-175.5	230.168
225	-175.5	153.741
229.5	-175.5	103.323
234	-175.5	72.2868
238.5	-175.5	46.1134
243	-175.5	29.1252
247.5	-175.5	15.9542
252	-175.5	12.8508
256.5	-175.5	11.2912
261	-175.5	10.2905
265.5	-175.5	9.02416
270	-175.5	8.50884
274.5	-175.5	7.9943
279	-175.5	7.64299
283.5	-175.5	7.11844
288	-175.5	6.72203
292.5	-175.5	9.50851
297	-175.5	6.08543
301.5	-175.5	6.20867
306	-175.5	6.07232
310.5	-175.5	6.11966
315	-175.5	5.439
319.5	-175.5	5.6579
324	-175.5	5.00963
328.5	-175.5	6.0944
333	-175.5	5.4263
337.5	-175.5	5.07598
342	-175.5	5.77415
346.5	-175.5	6.34271
351	-175.5	5.95993
355.5	-175.5	3.71162
360	-175.5	2.50957
364.5	-175.5	1.61849
369	-175.5	1.11882
373.5	-175.5	0.77716
378	-175.5	0.511071
382.5	-175.5	0.371655
387	-175.5	0.244817
391.5	-175.5	0.147866
396	-175.5	0.0840288
400.5	-175.5	0.054327
405	-175.5	0.0561996
409.5	-175.5	0.0638826
414	-175.5	0.0636594
418.5	-175.5	0.0582996
423	-175.5	0.0450588
427.5	-175.5	0.0390534
432	-175.5	0.0350094
436.5	-175.5	0.0365082
441	-175.5	0.0343332
445.5	-175.5	0.0375174
-441	-171	0.0134796
-432	-171	0.008712
-423	-171	0.0119406
-414	-171	0.0156894
-400.5	-171	0.0216396
-396	-171	0.0285306
-391.5	-171	0.0667248
-387	-171	0.0977574
-382.5	-171	0.0919884
-378	-171	0.0866184
-373.5	-171	0.109191
-369	-171	0.169382
-364.5	-171	0.237715
-360	-171	0.333202
-355.5	-171	0.423282
-351	-171	0.665644
-346.5	-171	0.697612
-342	-171	0.599719
-337.5	-171	0.870917
-333	-171	0.653374
-328.5	-171	0.71143
-324	-171	0.83453
-319.5	-171	0.903677
-315	-171	1.07562
-310.5	-171	0.709773
-306	-171	0.712835
-301.5	-171	0.765287
-297	-171	0.654594
-292.5	-171	0.665579
-288	-171	0.706436
-283.5	-171	0.648097
-279	-171	0.624821
-274.5	-171	0.596853
-270	-171	0.65035
-265.5	-171	0.685024
-261	-171	0.674944
-256.5	-171	0.690293
-252	-171	0.673567
-247.5	-171	0.980262
-243	-171	0.985806
-238.5	-171	2.22219
-225	-171	5.02325
-220.5	-171	11.695
-211.5	-171	39.7626
-207	-171	81.8255
-153	-171	2999.08
-144	-171	2864.69
-139.5	-171	3619.55
-135	-171	3600.99
-112.5	-171	4187.85
-108	-171	3821.73
-103.5	-171	4283.64
-99	-171	5248.24
-94.5	-171	5768.65
-90	-171	6888.88
-85.5	-171	11822.1
-81	-171	17230.3
-76.5	-171	20284.4
-72	-171	24216.2
-67.5	-171	21840.4
-63	-171	22743.8
-58.5	-171	24727.3
-54	-171	27295
-49.5	-171	26460.8
-45	-171	25154.2
-40.5	-171	36556.5
-36	-171	33467.8
-31.5	-171	33067.9
-27	-171	33266
-22.5	-171	29249.8
-18	-171	17684.9
-13.5	-171	11115.7
-9	-171	10000.8
-4.5	-171	8221.35
0	-171	7016.41
4.5	-171	7940.53
9	-171	6837.11
13.5	-171	6469.56
18	-171	6902.84
22.5	-171	7101.35
27	-171	7508.07
31.5	-171	7539.26
36	-171	6675.9
40.5	-171	7016.5
45	-171	7387.18
54	-171	7920.05
58.5	-171	9374.15
63	-171	7658.72
67.5	-171	8755.48
72	-171	8964.83
76.5	-171	9985.19
81	-171	10193.4
85.5	-171	11814.9
90	-171	13777.8
94.5	-171	12124.3
99	-171	14414.8
103.5	-171	14726.8
108	-171	15666.8
112.5	-171	18197
117	-171	18505.9
121.5	-171	20446.7
126	-171	22361.2
130.5	-171	25447.8
135	-171	31234.4
139.5	-171	34918.4
144	-171	36868.1
148.5	-171	45345.1
153	-171	54623.3
157.5	-171	72859
162	-171	64960.9
166.5	-171	45560.6
171	-171	23812.2
175.5	-171	14652.8
180	-171	9847.12
184.5	-171	6144.83
189	-171	4215.47
193.5	-171	2952.22
198	-171	1888.11
202.5	-171	1235.52
207	-171	829.864
211.5	-171	564.371
216	-171	376.067
220.5	-171	253.936
225	-171	170.425
229.5	-171	117.952
234	-171	79.426
238.5	-171	49.1137
243	-171	31.7859
247.5	-171	19.4913
252	-171	12.7133
256.5	-171	11.0752
261	-171	9.9361
265.5	-171	10.3172
270	-171	8.49394
274.5	-171	8.51432
279	-171	8.15544
283.5	-171	7.82552
288	-171	8.02674
292.5	-171	7.82775
297	-171	6.69274
301.5	-171	6.14029
306	-171	5.60185
310.5	-171	6.16907
315	-171	5.85427
319.5	-171	5.67377
324	-171	5.84441
328.5	-171	6.42828
