X	Y	Value
-121.5	-103.5	285057
-117	-103.5	296306
-112.5	-103.5	298471
-108	-103.5	298177
-103.5	-103.5	273995
-99	-103.5	301364
-94.5	-103.5	327714
-90	-103.5	385659
-85.5	-103.5	467568
-81	-103.5	517137
-76.5	-103.5	540448
-72	-103.5	535853
-67.5	-103.5	609620
-63	-103.5	660865
-58.5	-103.5	734382
-54	-103.5	1.04817e+06
-49.5	-103.5	1.69286e+06
-45	-103.5	2.42038e+06
-40.5	-103.5	2.55389e+06
-36	-103.5	2.95252e+06
-31.5	-103.5	3.42359e+06
-27	-103.5	3.66071e+06
-22.5	-103.5	4.59565e+06
-18	-103.5	4.98757e+06
-13.5	-103.5	5.61839e+06
-9	-103.5	5.97758e+06
-4.5	-103.5	3.00861e+06
0	-103.5	2.02743e+06
4.5	-103.5	1.6717e+06
9	-103.5	1.53294e+06
13.5	-103.5	1.35878e+06
18	-103.5	1.24481e+06
22.5	-103.5	1.06485e+06
27	-103.5	1.01976e+06
31.5	-103.5	956027
36	-103.5	970277
40.5	-103.5	898393
45	-103.5	940294
49.5	-103.5	953166
54	-103.5	851618
58.5	-103.5	875507
63	-103.5	883577
67.5	-103.5	947398
72	-103.5	1.03188e+06
76.5	-103.5	1.01602e+06
81	-103.5	1.14008e+06
85.5	-103.5	1.39505e+06
90	-103.5	1.3783e+06
94.5	-103.5	1.43503e+06
99	-103.5	1.46495e+06
103.5	-103.5	1.58661e+06
108	-103.5	1.65022e+06
112.5	-103.5	2.03725e+06
117	-103.5	3.56006e+06
121.5	-103.5	3.68688e+06
126	-103.5	3.55389e+06
130.5	-103.5	3.21902e+06
135	-103.5	3.38412e+06
139.5	-103.5	3.13343e+06
144	-103.5	2.45467e+06
148.5	-103.5	1.60773e+06
153	-103.5	541238
157.5	-103.5	201120
162	-103.5	86937
166.5	-103.5	42213.9
171	-103.5	24048.8
175.5	-103.5	16558.9
180	-103.5	10442.3
184.5	-103.5	7211.18
189	-103.5	4277.96
193.5	-103.5	2805.46
198	-103.5	1780.71
202.5	-103.5	1210.04
207	-103.5	823.481
211.5	-103.5	571.083
216	-103.5	352.783
220.5	-103.5	233.574
225	-103.5	163.759
229.5	-103.5	109.093
234	-103.5	67.8657
238.5	-103.5	43.4548
243	-103.5	26.7296
247.5	-103.5	15.0959
252	-103.5	12.8418
256.5	-103.5	11.9719
261	-103.5	11.2904
265.5	-103.5	10.5948
270	-103.5	10.3562
274.5	-103.5	9.3811
279	-103.5	9.67923
283.5	-103.5	12.9518
288	-103.5	8.61266
292.5	-103.5	8.3695
297	-103.5	8.1224
301.5	-103.5	7.80108
306	-103.5	7.55435
310.5	-103.5	7.33954
315	-103.5	7.30639
319.5	-103.5	7.54786
324	-103.5	7.53737
328.5	-103.5	7.30021
333	-103.5	6.73724
337.5	-103.5	7.61728
342	-103.5	7.87994
346.5	-103.5	7.75811
351	-103.5	5.93668
355.5	-103.5	4.23493
360	-103.5	3.18991
364.5	-103.5	2.00701
369	-103.5	1.44241
373.5	-103.5	1.02891
378	-103.5	0.7546
382.5	-103.5	0.483833
387	-103.5	0.312676
391.5	-103.5	0.205307
396	-103.5	0.129221
400.5	-103.5	0.0965148
405	-103.5	0.0983994
409.5	-103.5	0.0853368
414	-103.5	0.0656502
418.5	-103.5	0.0715602
423	-103.5	0.0715026
427.5	-103.5	0.0749304
432	-103.5	0.070323
436.5	-103.5	0.0562806
441	-103.5	0.065046
445.5	-103.5	0.064923
-445.5	-99	0.017085
-423	-99	0.0260184
-405	-99	0.0246282
-400.5	-99	0.0300936
-396	-99	0.0441366
-391.5	-99	0.0658698
-387	-99	0.0925242
-382.5	-99	0.128927
-378	-99	0.210831
-373.5	-99	0.373862
-369	-99	0.494601
-364.5	-99	0.617008
-360	-99	0.841982
-355.5	-99	1.11838
-351	-99	1.094
-346.5	-99	1.20067
-342	-99	1.32942
-337.5	-99	1.40878
-333	-99	1.52359
-328.5	-99	1.32698
-324	-99	1.3774
-319.5	-99	1.48035
-315	-99	1.38805
-310.5	-99	1.65802
-306	-99	1.73799
-301.5	-99	2.06583
-297	-99	1.93828
-292.5	-99	1.75424
-288	-99	1.73131
-283.5	-99	1.88209
-279	-99	1.58758
-274.5	-99	1.58506
-270	-99	1.7331
-265.5	-99	2.27279
-261	-99	2.27257
-256.5	-99	2.28969
-252	-99	2.14377
-247.5	-99	2.74663
-243	-99	4.57558
-238.5	-99	5.81594
-234	-99	9.53183
-229.5	-99	14.4773
-225	-99	24.7423
-220.5	-99	41.04
-216	-99	85.1072
-211.5	-99	133.269
-207	-99	161.41
-202.5	-99	360.837
-198	-99	757.679
-193.5	-99	1047.91
-189	-99	1826.61
-175.5	-99	4632.08
-171	-99	6109.42
-166.5	-99	6936.51
-162	-99	15998.6
-157.5	-99	48480.9
-153	-99	239064
-148.5	-99	308413
-144	-99	302673
-139.5	-99	315227
-135	-99	325321
-130.5	-99	309721
-126	-99	290813
-121.5	-99	316882
-117	-99	268955
-112.5	-99	287915
-108	-99	279894
-103.5	-99	284759
-99	-99	311856
-94.5	-99	304356
-90	-99	358676
-85.5	-99	441304
-81	-99	513727
-76.5	-99	550025
-72	-99	594020
-67.5	-99	601480
-63	-99	710155
-58.5	-99	752843
-54	-99	1.00938e+06
-49.5	-99	1.53651e+06
-45	-99	2.75273e+06
-40.5	-99	3.54907e+06
-36	-99	4.79935e+06
-31.5	-99	6.30382e+06
-27	-99	7.40867e+06
-22.5	-99	8.02658e+06
-18	-99	7.95176e+06
-13.5	-99	8.31559e+06
-9	-99	8.62124e+06
-4.5	-99	5.38203e+06
0	-99	3.33163e+06
4.5	-99	2.83257e+06
9	-99	2.76284e+06
13.5	-99	2.68212e+06
18	-99	2.27537e+06
22.5	-99	2.08874e+06
27	-99	1.72026e+06
31.5	-99	1.39706e+06
36	-99	1.17653e+06
40.5	-99	1.05838e+06
45	-99	1.11541e+06
49.5	-99	1.09012e+06
54	-99	1.04123e+06
58.5	-99	967302
63	-99	1.01519e+06
67.5	-99	1.07333e+06
72	-99	1.08553e+06
76.5	-99	1.14278e+06
81	-99	1.36763e+06
85.5	-99	1.44107e+06
90	-99	1.54587e+06
94.5	-99	1.51571e+06
99	-99	1.72515e+06
103.5	-99	1.82068e+06
108	-99	1.88195e+06
112.5	-99	3.16684e+06
117	-99	3.98207e+06
121.5	-99	3.87755e+06
126	-99	3.52836e+06
130.5	-99	3.63509e+06
135	-99	3.31418e+06
139.5	-99	2.753e+06
144	-99	2.14854e+06
148.5	-99	1.48796e+06
153	-99	468823
157.5	-99	172284
162	-99	67375.3
166.5	-99	38311.1
171	-99	24755
175.5	-99	16183.2
180	-99	10506.5
184.5	-99	6652
189	-99	4331.64
193.5	-99	2856.69
198	-99	1880.9
202.5	-99	1214.3
207	-99	830.06
211.5	-99	520.782
216	-99	341.171
220.5	-99	230.563
225	-99	150.51
229.5	-99	101.6
234	-99	66.8485
238.5	-99	43.4647
243	-99	26.4724
247.5	-99	14.6718
252	-99	12.042
256.5	-99	11.423
261	-99	10.97
265.5	-99	11.0679
270	-99	10.6709
274.5	-99	10.1192
279	-99	9.20078
288	-99	8.57593
292.5	-99	8.00665
297	-99	8.0573
301.5	-99	7.45878
306	-99	7.37965
310.5	-99	7.03463
315	-99	6.66988
319.5	-99	7.08636
324	-99	7.45048
328.5	-99	7.55759
333	-99	6.54242
337.5	-99	6.0475
342	-99	6.73706
346.5	-99	6.67769
351	-99	5.91596
355.5	-99	3.83558
360	-99	2.59265
364.5	-99	2.09242
369	-99	1.43179
373.5	-99	1.01053
378	-99	0.691103
382.5	-99	0.44917
387	-99	0.298006
391.5	-99	0.182887
396	-99	0.104272
400.5	-99	0.0712278
405	-99	0.0847104
409.5	-99	0.0753126
414	-99	0.079266
418.5	-99	0.0732684
423	-99	0.0671058
427.5	-99	0.069807
432	-99	0.0729804
436.5	-99	0.0677916
441	-99	0.0686514
445.5	-99	0.0786432
-445.5	-94.5	0.047727
-441	-94.5	0.0413742
-436.5	-94.5	0.023868
-432	-94.5	0.026256
-427.5	-94.5	0.0231462
-423	-94.5	0.0193044
-418.5	-94.5	0.022929
-414	-94.5	0.0253476
-409.5	-94.5	0.0227844
-405	-94.5	0.023913
-400.5	-94.5	0.038685
-396	-94.5	0.0572664
-391.5	-94.5	0.0761694
-387	-94.5	0.110844
-382.5	-94.5	0.164055
-378	-94.5	0.228758
-373.5	-94.5	0.349435
-369	-94.5	0.461567
-364.5	-94.5	0.652282
-360	-94.5	0.976984
-355.5	-94.5	1.28619
-351	-94.5	1.54639
-346.5	-94.5	1.48087
-342	-94.5	1.61173
-337.5	-94.5	1.81954
-333	-94.5	1.52849
-328.5	-94.5	1.79393
-324	-94.5	1.46433
-319.5	-94.5	1.61797
-315	-94.5	1.6537
-310.5	-94.5	1.6877
-306	-94.5	1.5993
-301.5	-94.5	1.58737
-297	-94.5	2.30684
-292.5	-94.5	2.00329
-288	-94.5	2.14799
-283.5	-94.5	2.05795
-279	-94.5	2.21329
-274.5	-94.5	2.14405
-270	-94.5	2.14149
-265.5	-94.5	2.20691
-261	-94.5	2.18939
-256.5	-94.5	2.65132
-252	-94.5	2.67381
-247.5	-94.5	3.81479
-243	-94.5	5.68064
-238.5	-94.5	7.74797
-234	-94.5	12.3417
-229.5	-94.5	19.171
-225	-94.5	33.6518
-220.5	-94.5	60.3214
-216	-94.5	71.6189
-211.5	-94.5	115.504
-207	-94.5	198.926
-202.5	-94.5	417.287
-198	-94.5	583.855
-193.5	-94.5	1322.05
-189	-94.5	2066.17
-184.5	-94.5	2633.66
-171	-94.5	5487.47
-166.5	-94.5	7589.19
-162	-94.5	14357.2
-157.5	-94.5	52190.5
-153	-94.5	274794
-148.5	-94.5	355909
-144	-94.5	326377
-139.5	-94.5	329323
-135	-94.5	324647
-130.5	-94.5	305857
-126	-94.5	299271
-121.5	-94.5	302298
-117	-94.5	297975
-112.5	-94.5	286600
-108	-94.5	279103
-103.5	-94.5	268406
-99	-94.5	299402
-94.5	-94.5	319764
-90	-94.5	364087
-85.5	-94.5	399577
-81	-94.5	489373
-76.5	-94.5	633574
-72	-94.5	670293
-67.5	-94.5	674697
-63	-94.5	719605
-58.5	-94.5	790095
-54	-94.5	1.03682e+06
-49.5	-94.5	1.64051e+06
-45	-94.5	4.14596e+06
-40.5	-94.5	6.71088e+06
-36	-94.5	7.51859e+06
-31.5	-94.5	8.78555e+06
-27	-94.5	8.87873e+06
-22.5	-94.5	8.74133e+06
-18	-94.5	8.59662e+06
-13.5	-94.5	8.80231e+06
-9	-94.5	9.21853e+06
-4.5	-94.5	7.70616e+06
0	-94.5	5.74938e+06
4.5	-94.5	5.41486e+06
9	-94.5	4.87636e+06
13.5	-94.5	4.66769e+06
18	-94.5	4.13411e+06
22.5	-94.5	3.54904e+06
27	-94.5	3.06028e+06
31.5	-94.5	2.4418e+06
36	-94.5	2.17263e+06
40.5	-94.5	1.65593e+06
45	-94.5	1.33537e+06
49.5	-94.5	1.25383e+06
54	-94.5	1.22678e+06
58.5	-94.5	1.15876e+06
63	-94.5	1.11551e+06
67.5	-94.5	1.1995e+06
72	-94.5	1.21863e+06
76.5	-94.5	1.31704e+06
81	-94.5	1.48761e+06
85.5	-94.5	1.59164e+06
90	-94.5	1.79514e+06
94.5	-94.5	1.73717e+06
99	-94.5	1.85776e+06
103.5	-94.5	1.96371e+06
108	-94.5	2.55875e+06
112.5	-94.5	4.24858e+06
117	-94.5	4.13609e+06
121.5	-94.5	3.90691e+06
126	-94.5	3.88089e+06
130.5	-94.5	3.69463e+06
135	-94.5	3.08535e+06
139.5	-94.5	2.36267e+06
144	-94.5	1.93313e+06
148.5	-94.5	1.31964e+06
153	-94.5	447200
157.5	-94.5	153266
162	-94.5	80392.7
166.5	-94.5	40128.4
171	-94.5	27210.4
175.5	-94.5	16338.3
180	-94.5	9790.53
184.5	-94.5	6678.18
189	-94.5	4607.47
193.5	-94.5	2959.42
198	-94.5	1876.04
202.5	-94.5	1302.43
207	-94.5	803.461
211.5	-94.5	478.727
216	-94.5	308.96
220.5	-94.5	215.226
225	-94.5	149.079
229.5	-94.5	99.2835
234	-94.5	65.9563
238.5	-94.5	40.6214
243	-94.5	25.0413
247.5	-94.5	14.2064
252	-94.5	11.0275
256.5	-94.5	10.7611
261	-94.5	11.3369
265.5	-94.5	11.1747
270	-94.5	10.437
274.5	-94.5	9.21613
279	-94.5	9.31994
283.5	-94.5	8.57092
288	-94.5	8.63164
292.5	-94.5	8.0116
297	-94.5	7.42046
301.5	-94.5	7.0714
306	-94.5	7.35323
310.5	-94.5	7.48057
315	-94.5	6.92198
319.5	-94.5	6.43412
324	-94.5	7.08075
328.5	-94.5	10.0609
333	-94.5	6.65295
337.5	-94.5	6.29564
342	-94.5	6.73713
346.5	-94.5	6.30259
351	-94.5	5.36475
355.5	-94.5	4.2234
360	-94.5	3.31527
364.5	-94.5	2.01813
369	-94.5	1.31782
373.5	-94.5	0.958066
378	-94.5	0.633151
382.5	-94.5	0.427385
387	-94.5	0.287531
391.5	-94.5	0.184066
396	-94.5	0.115598
400.5	-94.5	0.0827082
405	-94.5	0.0908532
409.5	-94.5	0.0827544
414	-94.5	0.074709
418.5	-94.5	0.0730392
423	-94.5	0.0746862
427.5	-94.5	0.0742692
432	-94.5	0.075603
436.5	-94.5	0.0648024
441	-94.5	0.0552966
445.5	-94.5	0.063714
-450	-90	0.019992
-436.5	-90	0.0465522
-432	-90	0.0446808
-427.5	-90	0.0464514
-423	-90	0.048075
-414	-90	0.023712
-409.5	-90	0.02571
-405	-90	0.0275634
-400.5	-90	0.0392892
-396	-90	0.0450366
-391.5	-90	0.067905
-387	-90	0.0919212
-382.5	-90	0.151976
-378	-90	0.209167
-373.5	-90	0.307414
-369	-90	0.42084
-364.5	-90	0.548563
-360	-90	0.795703
-355.5	-90	1.09527
-351	-90	1.45925
-346.5	-90	1.73896
-342	-90	2.06075
-337.5	-90	1.57324
-333	-90	1.64367
-328.5	-90	1.65877
-324	-90	1.5685
-319.5	-90	1.4551
-315	-90	2.14603
-310.5	-90	1.70645
-306	-90	1.82719
-301.5	-90	1.72721
-297	-90	1.56037
-292.5	-90	1.75805
-288	-90	1.54991
-283.5	-90	1.71729
-279	-90	2.06236
-274.5	-90	1.96951
-270	-90	2.17058
-265.5	-90	2.10008
-261	-90	1.96079
-256.5	-90	2.20611
-252	-90	2.91506
-247.5	-90	5.2008
-243	-90	7.14556
-238.5	-90	10.0414
-234	-90	15.0183
-229.5	-90	18.4601
-225	-90	26.9203
-220.5	-90	39.7288
-216	-90	65.9745
-211.5	-90	109.144
-207	-90	196.069
-202.5	-90	252.417
-198	-90	596.499
-193.5	-90	1288.52
-189	-90	1690.64
-184.5	-90	2464.41
-180	-90	4496.2
-166.5	-90	9053.6
-162	-90	15911.4
-157.5	-90	65256.1
-153	-90	261382
-148.5	-90	352590
-144	-90	334619
-139.5	-90	355068
-135	-90	356036
-130.5	-90	342306
-126	-90	297377
-121.5	-90	311762
-117	-90	306068
-112.5	-90	293399
-108	-90	282101
-103.5	-90	264232
-99	-90	248354
-94.5	-90	258015
-90	-90	293560
-85.5	-90	395353
-81	-90	463785
-76.5	-90	562319
-72	-90	696173
-67.5	-90	764477
-63	-90	788582
-58.5	-90	886423
-54	-90	1.32011e+06
-49.5	-90	2.44206e+06
-45	-90	5.94931e+06
-40.5	-90	8.39642e+06
-36	-90	8.15754e+06
-31.5	-90	8.98087e+06
-27	-90	9.35211e+06
-22.5	-90	9.36113e+06
-18	-90	9.61224e+06
-13.5	-90	9.67405e+06
-9	-90	1.0045e+07
-4.5	-90	1.01755e+07
0	-90	9.40854e+06
4.5	-90	9.50244e+06
9	-90	8.77543e+06
13.5	-90	8.22773e+06
18	-90	7.37336e+06
22.5	-90	6.02223e+06
27	-90	5.13053e+06
31.5	-90	4.29134e+06
36	-90	3.64908e+06
40.5	-90	3.03635e+06
45	-90	2.13575e+06
49.5	-90	1.70403e+06
54	-90	1.36913e+06
58.5	-90	1.30601e+06
63	-90	1.26364e+06
67.5	-90	1.35613e+06
72	-90	1.41529e+06
76.5	-90	1.5237e+06
81	-90	1.70725e+06
85.5	-90	1.7997e+06
90	-90	1.96299e+06
94.5	-90	1.9636e+06
99	-90	2.13806e+06
103.5	-90	2.31432e+06
108	-90	4.02478e+06
112.5	-90	4.72928e+06
117	-90	4.43386e+06
121.5	-90	4.16541e+06
126	-90	4.00127e+06
130.5	-90	3.46217e+06
135	-90	2.70876e+06
139.5	-90	2.14876e+06
144	-90	1.83503e+06
148.5	-90	1.37021e+06
153	-90	375079
157.5	-90	168100
162	-90	81214.9
166.5	-90	48893.5
171	-90	24532.6
175.5	-90	14844.7
180	-90	9323.06
184.5	-90	6283.18
189	-90	4214.9
193.5	-90	2761.57
198	-90	1881.89
202.5	-90	1119.43
207	-90	662.753
211.5	-90	459.194
216	-90	320.227
220.5	-90	222.446
225	-90	145.039
229.5	-90	97.7057
234	-90	65.4023
238.5	-90	41.1178
243	-90	26.5351
247.5	-90	14.1142
252	-90	11.3282
256.5	-90	10.629
261	-90	10.2336
265.5	-90	10.7468
270	-90	10.2773
274.5	-90	9.89807
279	-90	8.53205
283.5	-90	8.32753
288	-90	8.33721
292.5	-90	8.43218
297	-90	8.06383
301.5	-90	7.18838
306	-90	6.63816
310.5	-90	6.71236
315	-90	6.78506
319.5	-90	7.19338
324	-90	6.68005
328.5	-90	6.97688
333	-90	6.43194
337.5	-90	6.47458
342	-90	7.19277
346.5	-90	7.08563
351	-90	5.47323
355.5	-90	3.82508
360	-90	3.0363
364.5	-90	2.38664
369	-90	1.43822
373.5	-90	0.96484
378	-90	0.776594
382.5	-90	0.536431
387	-90	0.329402
391.5	-90	0.216943
396	-90	0.132251
400.5	-90	0.106447
405	-90	0.0912828
409.5	-90	0.0824118
414	-90	0.0747366
418.5	-90	0.0795486
423	-90	0.0938784
427.5	-90	0.0835398
432	-90	0.065223
436.5	-90	0.0629376
441	-90	0.0606864
445.5	-90	0.078339
-450	-85.5	0.0269952
-445.5	-85.5	0.0271176
-441	-85.5	0.0278742
-432	-85.5	0.0275916
-427.5	-85.5	0.028083
-423	-85.5	0.0255174
-418.5	-85.5	0.0379866
-414	-85.5	0.0429966
-409.5	-85.5	0.0475836
-400.5	-85.5	0.0458082
-396	-85.5	0.0754422
-391.5	-85.5	0.0913542
-387	-85.5	0.120533
-382.5	-85.5	0.15313
-378	-85.5	0.209684
-373.5	-85.5	0.317525
-369	-85.5	0.476566
-364.5	-85.5	0.574557
-360	-85.5	0.953213
-355.5	-85.5	1.35596
-351	-85.5	2.46637
-346.5	-85.5	1.47931
-342	-85.5	1.52802
-337.5	-85.5	1.91181
-333	-85.5	2.14381
-328.5	-85.5	1.5629
-324	-85.5	1.33946
-319.5	-85.5	1.50039
-315	-85.5	1.70827
-310.5	-85.5	1.62531
-306	-85.5	1.51892
-301.5	-85.5	1.62458
-297	-85.5	1.67915
-292.5	-85.5	1.66882
-288	-85.5	1.82402
-283.5	-85.5	1.9081
-279	-85.5	2.16718
-274.5	-85.5	1.9376
-270	-85.5	2.41882
-265.5	-85.5	2.21232
-261	-85.5	2.10008
-256.5	-85.5	1.96626
-252	-85.5	2.36237
-247.5	-85.5	4.24845
-243	-85.5	7.89617
-238.5	-85.5	13.2754
-234	-85.5	20.1057
-229.5	-85.5	23.9881
-225	-85.5	38.1494
-220.5	-85.5	48.2946
-216	-85.5	62.311
-211.5	-85.5	111.242
-207	-85.5	176.244
-202.5	-85.5	396.055
-198	-85.5	628.164
-193.5	-85.5	1315.73
-189	-85.5	1934.62
-184.5	-85.5	2559
-180	-85.5	3632.04
-175.5	-85.5	5695.59
-157.5	-85.5	62609.5
-153	-85.5	302029
-148.5	-85.5	390619
-144	-85.5	383411
-139.5	-85.5	366219
-135	-85.5	376472
-130.5	-85.5	367148
-126	-85.5	339913
-121.5	-85.5	343859
-117	-85.5	328201
-112.5	-85.5	291563
-108	-85.5	269042
-103.5	-85.5	247275
-99	-85.5	248741
-94.5	-85.5	234828
-90	-85.5	307867
-85.5	-85.5	372949
-81	-85.5	509290
-76.5	-85.5	597256
-72	-85.5	709281
-67.5	-85.5	811907
-63	-85.5	879739
-58.5	-85.5	1.36936e+06
-54	-85.5	2.09199e+06
-49.5	-85.5	3.35294e+06
-45	-85.5	6.26748e+06
-40.5	-85.5	8.95941e+06
-36	-85.5	9.14508e+06
-31.5	-85.5	9.28164e+06
-27	-85.5	1.01406e+07
-22.5	-85.5	1.03943e+07
-18	-85.5	1.06823e+07
-13.5	-85.5	1.08609e+07
-9	-85.5	1.15491e+07
-4.5	-85.5	1.20238e+07
0	-85.5	1.26289e+07
4.5	-85.5	1.36795e+07
9	-85.5	1.30094e+07
13.5	-85.5	1.30878e+07
18	-85.5	1.20555e+07
22.5	-85.5	1.05353e+07
27	-85.5	8.78198e+06
31.5	-85.5	7.49166e+06
36	-85.5	5.8019e+06
40.5	-85.5	4.91357e+06
45	-85.5	3.75821e+06
49.5	-85.5	2.93564e+06
54	-85.5	2.2086e+06
58.5	-85.5	1.6587e+06
63	-85.5	1.55305e+06
67.5	-85.5	1.54094e+06
72	-85.5	1.62584e+06
76.5	-85.5	1.81164e+06
81	-85.5	1.88648e+06
85.5	-85.5	2.0069e+06
90	-85.5	2.12262e+06
94.5	-85.5	2.2962e+06
99	-85.5	2.4509e+06
103.5	-85.5	3.56275e+06
108	-85.5	5.18032e+06
112.5	-85.5	5.09774e+06
117	-85.5	4.52218e+06
121.5	-85.5	4.50565e+06
126	-85.5	3.97563e+06
130.5	-85.5	3.22276e+06
135	-85.5	2.34698e+06
139.5	-85.5	1.87062e+06
144	-85.5	1.84256e+06
148.5	-85.5	1.32863e+06
153	-85.5	403180
157.5	-85.5	166464
162	-85.5	82858.1
166.5	-85.5	46086.8
171	-85.5	25921.3
175.5	-85.5	16559.1
180	-85.5	10914.4
184.5	-85.5	7128.38
189	-85.5	4353.97
193.5	-85.5	2454.34
198	-85.5	1542.34
202.5	-85.5	1019.5
207	-85.5	684.503
211.5	-85.5	435.3
216	-85.5	332.797
220.5	-85.5	216.021
225	-85.5	146.562
229.5	-85.5	93.5945
234	-85.5	60.5528
238.5	-85.5	39.0848
243	-85.5	24.8124
247.5	-85.5	13.5784
252	-85.5	11.8871
256.5	-85.5	11.2067
261	-85.5	10.9022
265.5	-85.5	12.2235
270	-85.5	10.2788
274.5	-85.5	9.09823
279	-85.5	9.22133
283.5	-85.5	9.35829
288	-85.5	9.26782
292.5	-85.5	8.99503
297	-85.5	9.44372
301.5	-85.5	7.98023
306	-85.5	7.36616
310.5	-85.5	7.00673
315	-85.5	7.07027
319.5	-85.5	7.14604
324	-85.5	6.71086
328.5	-85.5	6.50111
333	-85.5	6.28755
337.5	-85.5	5.92745
342	-85.5	6.22063
346.5	-85.5	6.22684
351	-85.5	5.81053
355.5	-85.5	3.97274
360	-85.5	3.0214
364.5	-85.5	1.91864
369	-85.5	1.66324
373.5	-85.5	1.07031
378	-85.5	0.701477
382.5	-85.5	0.496727
387	-85.5	0.306437
391.5	-85.5	0.207352
396	-85.5	0.134158
400.5	-85.5	0.0902616
405	-85.5	0.0879468
409.5	-85.5	0.0856836
414	-85.5	0.101426
418.5	-85.5	0.0959442
423	-85.5	0.0942624
427.5	-85.5	0.118835
432	-85.5	0.0885834
436.5	-85.5	0.0707208
441	-85.5	0.0791028
445.5	-85.5	0.0610812
-450	-81	0.0213072
-445.5	-81	0.0296016
-436.5	-81	0.0335628
-432	-81	0.0263904
-423	-81	0.0259458
-418.5	-81	0.0317808
-414	-81	0.0289932
-409.5	-81	0.0284028
-405	-81	0.0260742
-400.5	-81	0.0498732
-396	-81	0.0832962
-391.5	-81	0.136786
-387	-81	0.219171
-382.5	-81	0.242404
-378	-81	0.243959
-373.5	-81	0.352178
-369	-81	0.470328
-364.5	-81	0.655447
-360	-81	0.989628
-355.5	-81	1.08684
-351	-81	1.33516
-346.5	-81	1.34153
-342	-81	1.53606
-337.5	-81	1.59028
-333	-81	1.56356
-328.5	-81	1.92601
-324	-81	2.4219
-319.5	-81	2.16481
-315	-81	1.67365
-310.5	-81	1.74257
-306	-81	1.73179
-301.5	-81	2.22783
-297	-81	2.16379
-292.5	-81	1.90033
-288	-81	1.79846
-283.5	-81	1.89574
-279	-81	1.91525
-274.5	-81	2.26378
-270	-81	2.15596
-265.5	-81	2.26262
-261	-81	2.42416
-256.5	-81	2.29953
-252	-81	2.38465
-247.5	-81	3.473
-243	-81	5.82375
-238.5	-81	11.1636
-234	-81	20.3392
-229.5	-81	36.1065
-225	-81	55.5724
-220.5	-81	87.0543
-216	-81	118.451
-211.5	-81	146.371
-207	-81	248.884
-202.5	-81	521.17
-198	-81	908.289
-193.5	-81	1400.85
-175.5	-81	4452.8
-171	-81	6058.05
-166.5	-81	9964.12
-162	-81	19981.6
-157.5	-81	68054.8
-153	-81	303657
-148.5	-81	436596
-144	-81	456293
-139.5	-81	392395
-135	-81	385887
-130.5	-81	411331
-126	-81	369333
-121.5	-81	365510
-117	-81	331089
-112.5	-81	316775
-108	-81	287419
-103.5	-81	231017
-99	-81	237191
-94.5	-81	302929
-90	-81	347885
-85.5	-81	407741
-81	-81	586648
-76.5	-81	669759
-72	-81	822259
-67.5	-81	986560
-63	-81	1.50411e+06
-58.5	-81	2.07619e+06
-54	-81	3.04865e+06
-49.5	-81	4.40622e+06
-45	-81	7.20943e+06
-40.5	-81	1.00067e+07
-36	-81	1.02025e+07
-31.5	-81	1.00481e+07
-27	-81	1.11413e+07
-22.5	-81	1.17603e+07
-18	-81	1.20908e+07
-13.5	-81	1.22782e+07
-9	-81	1.29493e+07
-4.5	-81	1.33852e+07
0	-81	1.29782e+07
4.5	-81	1.37129e+07
9	-81	1.36505e+07
13.5	-81	1.36612e+07
18	-81	1.33656e+07
22.5	-81	1.36813e+07
27	-81	1.36864e+07
31.5	-81	1.22628e+07
36	-81	1.00318e+07
40.5	-81	8.0903e+06
45	-81	6.17039e+06
49.5	-81	4.87714e+06
54	-81	3.77572e+06
58.5	-81	2.63223e+06
63	-81	1.8968e+06
67.5	-81	1.72613e+06
72	-81	1.79751e+06
76.5	-81	1.99975e+06
81	-81	2.12182e+06
85.5	-81	2.34856e+06
90	-81	2.45639e+06
94.5	-81	2.79882e+06
99	-81	3.07321e+06
103.5	-81	5.35515e+06
108	-81	5.53246e+06
112.5	-81	5.14149e+06
117	-81	4.95415e+06
121.5	-81	4.5433e+06
126	-81	3.64949e+06
130.5	-81	2.64465e+06
135	-81	2.06468e+06
139.5	-81	1.89516e+06
144	-81	1.80085e+06
148.5	-81	1.36132e+06
153	-81	449696
157.5	-81	177575
162	-81	74872.8
166.5	-81	41064.3
171	-81	27133.2
175.5	-81	16363.6
180	-81	10097.7
184.5	-81	7228.5
189	-81	4616.74
193.5	-81	2497.85
198	-81	1649.44
202.5	-81	1099.17
207	-81	721.911
211.5	-81	456.53
216	-81	300.961
220.5	-81	200.91
225	-81	137.306
229.5	-81	89.2472
234	-81	58.034
238.5	-81	36.9302
243	-81	23.4245
247.5	-81	13.4658
252	-81	10.8197
256.5	-81	10.9238
261	-81	10.8233
265.5	-81	11.001
270	-81	9.91089
274.5	-81	9.74318
279	-81	8.85953
283.5	-81	8.19788
288	-81	8.65547
292.5	-81	8.40537
297	-81	8.21297
301.5	-81	7.94059
306	-81	7.93932
310.5	-81	7.75146
315	-81	8.09325
319.5	-81	8.18558
324	-81	8.25609
328.5	-81	7.18901
333	-81	7.14265
337.5	-81	10.2776
342	-81	7.79053
346.5	-81	6.86308
351	-81	5.84361
355.5	-81	4.11024
360	-81	2.72968
364.5	-81	1.93468
369	-81	1.42749
373.5	-81	0.993726
378	-81	0.676518
382.5	-81	0.460964
