Cor C	Cor B	Value	Error
-450.0	-450.0	0.00261687	0.5988
-445.5	-450.0	0.000978236	0.6519
-441.0	-450.0	0.000547399	0.3501
-436.5	-450.0	0.00117813	0.4098
-432.0	-450.0	0.00107721	0.3242
-427.5	-450.0	0.00112837	0.3112
-423.0	-450.0	0.000917235	0.4055
-418.5	-450.0	0.00116256	0.337
-414.0	-450.0	0.00163915	0.2964
-409.5	-450.0	0.00125548	0.3047
-405.0	-450.0	0.00115237	0.2913
-400.5	-450.0	0.00081771	0.2508
-396.0	-450.0	0.00177783	0.337
-391.5	-450.0	0.00176281	0.2712
-387.0	-450.0	0.0016133	0.2463
-382.5	-450.0	0.00307287	0.341
-378.0	-450.0	0.000729766	0.2688
-373.5	-450.0	0.00159027	0.2255
-369.0	-450.0	0.00244365	0.2059
-364.5	-450.0	0.00283763	0.2489
-360.0	-450.0	0.00443793	0.2962
-355.5	-450.0	0.00272844	0.2348
-351.0	-450.0	0.00429293	0.2599
-346.5	-450.0	0.00235667	0.2215
-342.0	-450.0	0.00372387	0.2241
-337.5	-450.0	0.00336209	0.1934
-333.0	-450.0	0.0040972	0.219
-328.5	-450.0	0.00530449	0.2367
-324.0	-450.0	0.0053953	0.2309
-319.5	-450.0	0.00463431	0.1926
-315.0	-450.0	0.0192587	0.6927
-310.5	-450.0	0.00359918	0.2728
-306.0	-450.0	0.0064272	0.2175
-301.5	-450.0	0.00525634	0.1669
-297.0	-450.0	0.00594666	0.1993
-292.5	-450.0	0.0066428	0.23
-288.0	-450.0	0.019068	0.5352
-283.5	-450.0	0.00712381	0.2168
-279.0	-450.0	0.0115057	0.1819
-274.5	-450.0	0.0105225	0.2488
-270.0	-450.0	0.0107624	0.1982
-265.5	-450.0	0.0109981	0.2002
-261.0	-450.0	0.00964379	0.1919
-256.5	-450.0	0.0124294	0.1636
-252.0	-450.0	0.0143214	0.2169
-247.5	-450.0	0.0135483	0.1587
-243.0	-450.0	0.0150955	0.2333
-238.5	-450.0	0.0148583	0.2989
-234.0	-450.0	0.0109397	0.1475
-229.5	-450.0	0.0175296	0.1587
-225.0	-450.0	0.0122756	0.1853
-220.5	-450.0	0.0211673	0.2146
-216.0	-450.0	0.0146314	0.16
-211.5	-450.0	0.0185983	0.1375
-207.0	-450.0	0.0163049	0.1526
-202.5	-450.0	0.0343637	0.3843
-198.0	-450.0	0.0233301	0.1445
-193.5	-450.0	0.0220983	0.1211
-189.0	-450.0	0.0372107	0.3149
-184.5	-450.0	0.0207613	0.1284
-180.0	-450.0	0.025031	0.1153
-175.5	-450.0	0.0614576	0.2945
-171.0	-450.0	0.0305094	0.2269
-166.5	-450.0	0.0373476	0.1478
-162.0	-450.0	0.0411987	0.1141
-157.5	-450.0	0.0415935	0.1088
-153.0	-450.0	0.0737024	0.3849
-148.5	-450.0	0.0574786	0.1899
-144.0	-450.0	0.0501659	0.0837
-139.5	-450.0	0.0610283	0.1167
-135.0	-450.0	0.069917	0.0945
-130.5	-450.0	0.113254	0.2164
-126.0	-450.0	0.102253	0.1035
-121.5	-450.0	0.177287	0.1659
-117.0	-450.0	0.205234	0.1725
-112.5	-450.0	0.287951	0.1537
-108.0	-450.0	0.41914	0.2022
-103.5	-450.0	0.197187	0.1166
-99.0	-450.0	0.275665	0.1509
-94.5	-450.0	0.322806	0.146
-90.0	-450.0	0.252583	0.1247
