Cor C	Cor A	Value	Error
-450.0	-65.0	0.00275337	0.947
-445.5	-65.0	0.000315398	0.6566
-441.0	-65.0	0.000104722	0.7864
-436.5	-65.0	4.25341e-05	0.6523
-432.0	-65.0	0.000105787	0.7281
-427.5	-65.0	0.0	0.0
-423.0	-65.0	0.0	0.0
-418.5	-65.0	1.45847e-05	1.0
-414.0	-65.0	2.49856e-05	1.0
-409.5	-65.0	3.05223e-05	1.0
-405.0	-65.0	2.34381e-06	1.0
-400.5	-65.0	2.68889e-06	1.0
-396.0	-65.0	5.40359e-06	1.0
-391.5	-65.0	2.82044e-05	0.9323
-387.0	-65.0	0.0	0.0
-382.5	-65.0	0.00176625	0.9948
-378.0	-65.0	0.00223911	0.8808
-373.5	-65.0	0.0	0.0
-369.0	-65.0	0.000116622	0.6257
-364.5	-65.0	0.000123901	0.5984
-360.0	-65.0	3.44089e-06	1.0
-355.5	-65.0	0.000162175	0.5962
-351.0	-65.0	0.000418301	0.3745
-346.5	-65.0	0.000309759	0.4511
-342.0	-65.0	0.000273004	0.502
-337.5	-65.0	0.000302926	0.3924
-333.0	-65.0	0.000413365	0.3857
-328.5	-65.0	0.00143796	0.885
-324.0	-65.0	0.00286604	0.9357
-319.5	-65.0	0.000332886	0.3609
-315.0	-65.0	0.000162337	0.6091
-310.5	-65.0	0.00403437	0.9549
-306.0	-65.0	0.00014794	0.4199
-301.5	-65.0	0.000248677	0.3696
-297.0	-65.0	0.000356736	0.3273
-292.5	-65.0	0.00313721	0.8654
-288.0	-65.0	0.00296036	0.9403
-283.5	-65.0	0.00327119	0.5193
-279.0	-65.0	0.000421751	0.4436
-274.5	-65.0	0.000639589	0.5927
-270.0	-65.0	0.00141932	0.8418
-265.5	-65.0	0.00100444	0.4885
-261.0	-65.0	0.00277573	0.5362
-256.5	-65.0	0.00146519	0.8793
-252.0	-65.0	0.00032973	0.3218
-247.5	-65.0	0.000965233	0.4952
-243.0	-65.0	0.00201181	0.5855
-238.5	-65.0	0.00163416	0.5877
-234.0	-65.0	0.00598886	0.4757
-229.5	-65.0	0.00444912	0.5122
-225.0	-65.0	0.00524747	0.5292
-220.5	-65.0	0.00407595	0.4895
-216.0	-65.0	0.00658186	0.5492
-211.5	-65.0	0.00567329	0.6011
-207.0	-65.0	0.00316209	0.6106
-202.5	-65.0	0.00641868	0.5331
-198.0	-65.0	0.00804987	0.4303
-193.5	-65.0	0.00833007	0.6075
-189.0	-65.0	0.0107779	0.5464
-184.5	-65.0	0.0100967	0.3371
-180.0	-65.0	0.015269	0.3112
-175.5	-65.0	0.00574224	0.4591
-171.0	-65.0	0.0126942	0.4533
-166.5	-65.0	0.00965908	0.3398
-162.0	-65.0	0.00728413	0.5014
-157.5	-65.0	0.0100949	0.3652
-153.0	-65.0	0.0170815	0.3542
-148.5	-65.0	0.0106199	0.4259
-144.0	-65.0	0.0173025	0.3599
-139.5	-65.0	0.0158707	0.3668
-135.0	-65.0	0.0249384	0.2718
-130.5	-65.0	0.0339191	0.3632
-126.0	-65.0	0.0194784	0.2814
-121.5	-65.0	0.0150719	0.2657
-117.0	-65.0	0.0163934	0.2766
-112.5	-65.0	0.0177498	0.256
-108.0	-65.0	0.0389425	0.2196
-103.5	-65.0	0.0362565	0.2262
-99.0	-65.0	0.0257904	0.2245
-94.5	-65.0	0.0297175	0.2299
-90.0	-65.0	0.0409796	0.204
-85.5	-65.0	0.0486848	0.1696
-81.0	-65.0	0.0534024	0.1926
-76.5	-65.0	0.0529988	0.1792
-72.0	-65.0	0.055383	0.1779
-67.5	-65.0	0.0691029	0.1619
-63.0	-65.0	0.0539213	0.167
-58.5	-65.0	0.0571186	0.1845
-54.0	-65.0	0.0524048	0.1948
-49.5	-65.0	0.0611322	0.1758
-45.0	-65.0	0.0610203	0.1855
-40.5	-65.0	0.156795	0.6488
-36.0	-65.0	0.0793714	0.1576
-31.5	-65.0	0.0807503	0.1578
-27.0	-65.0	0.0838284	0.1626
-22.5	-65.0	0.0671641	0.1711
-18.0	-65.0	0.0642016	0.1792
-13.5	-65.0	0.0632794	0.1991
-9.0	-65.0	0.0544901	0.1963
-4.5	-65.0	0.0504791	0.1791
0.0	-65.0	0.0806257	0.1392
4.5	-65.0	0.0703927	0.1689
9.0	-65.0	0.0660813	0.1581
13.5	-65.0	0.0837836	0.1496
18.0	-65.0	0.0661206	0.1648
22.5	-65.0	0.0665603	0.1388
27.0	-65.0	0.072302	0.17
31.5	-65.0	0.0776158	0.1476
36.0	-65.0	0.0743176	0.1846
40.5	-65.0	0.0658866	0.1562
45.0	-65.0	0.0742367	0.1437
49.5	-65.0	0.059559	0.1662
54.0	-65.0	0.0701269	0.1458
58.5	-65.0	0.0544798	0.1844
63.0	-65.0	0.0398094	0.1865
67.5	-65.0	0.042856	0.1871
72.0	-65.0	0.0423121	0.1855
76.5	-65.0	0.0412011	0.179
81.0	-65.0	0.045528	0.1676
85.5	-65.0	0.0323699	0.2132
90.0	-65.0	0.0487024	0.1961
94.5	-65.0	0.0361699	0.246
99.0	-65.0	0.0431327	0.2183
103.5	-65.0	0.0331806	0.2209
108.0	-65.0	0.0288785	0.2265
112.5	-65.0	0.0285216	0.2477
117.0	-65.0	0.0258384	0.2344
121.5	-65.0	0.0300988	0.2139
126.0	-65.0	0.0274696	0.2212
130.5	-65.0	0.0236064	0.2489
135.0	-65.0	0.0227506	0.2649
139.5	-65.0	0.0297273	0.2508
144.0	-65.0	0.0256863	0.2664
148.5	-65.0	0.0298538	0.2608
153.0	-65.0	0.018981	0.2941
157.5	-65.0	0.0169233	0.2869
162.0	-65.0	0.0173606	0.317
166.5	-65.0	0.00618432	0.3887
171.0	-65.0	0.00616217	0.3779
175.5	-65.0	0.00975354	0.3524
180.0	-65.0	0.00990292	0.3816
184.5	-65.0	0.0111306	0.4735
189.0	-65.0	0.00778415	0.4272
193.5	-65.0	0.00959025	0.3212
198.0	-65.0	0.00737288	0.3899
202.5	-65.0	0.0061224	0.5226
207.0	-65.0	0.0069252	0.5054
211.5	-65.0	0.00952809	0.3802
216.0	-65.0	0.0096902	0.5043
220.5	-65.0	0.00996925	0.7079
