Cor C	Cor A	Value	Error
103.5	-65.0	0.414449	0.0694
108.0	-65.0	0.363897	0.0636
112.5	-65.0	0.339689	0.0511
117.0	-65.0	0.356082	0.0771
121.5	-65.0	0.324721	0.0645
126.0	-65.0	0.267942	0.0525
130.5	-65.0	0.29585	0.0713
135.0	-65.0	1.4094	0.8271
139.5	-65.0	0.29764	0.0883
144.0	-65.0	0.262787	0.0794
148.5	-65.0	0.236647	0.064
153.0	-65.0	0.271054	0.1483
157.5	-65.0	0.235249	0.0975
162.0	-65.0	0.231163	0.0829
166.5	-65.0	0.2009	0.0758
171.0	-65.0	0.189267	0.0772
175.5	-65.0	0.154315	0.0631
180.0	-65.0	0.178456	0.0784
184.5	-65.0	0.153945	0.0639
189.0	-65.0	0.168639	0.1038
193.5	-65.0	0.169479	0.1165
198.0	-65.0	0.123605	0.063
202.5	-65.0	0.114435	0.056
207.0	-65.0	0.126571	0.1289
211.5	-65.0	0.106233	0.0672
216.0	-65.0	0.12428	0.0823
220.5	-65.0	0.127014	0.0707
225.0	-65.0	0.141299	0.153
229.5	-65.0	0.108529	0.0718
234.0	-65.0	0.111546	0.0661
238.5	-65.0	0.112457	0.0744
243.0	-65.0	0.0993417	0.0693
247.5	-65.0	0.103309	0.0707
252.0	-65.0	0.119134	0.0951
256.5	-65.0	0.101086	0.0808
261.0	-65.0	0.115956	0.1541
265.5	-65.0	0.101739	0.0981
270.0	-65.0	0.107234	0.0766
274.5	-65.0	0.112233	0.0755
279.0	-65.0	0.110074	0.0823
283.5	-65.0	0.102131	0.0708
288.0	-65.0	0.142908	0.1524
292.5	-65.0	0.119035	0.1308
297.0	-65.0	0.119238	0.1043
301.5	-65.0	0.128466	0.1115
306.0	-65.0	0.121793	0.0925
310.5	-65.0	0.13201	0.1492
315.0	-65.0	0.109203	0.1117
319.5	-65.0	0.114916	0.1208
324.0	-65.0	0.10926	0.1105
328.5	-65.0	0.109021	0.1448
333.0	-65.0	0.104945	0.0894
337.5	-65.0	0.11778	0.1237
342.0	-65.0	0.10751	0.0915
346.5	-65.0	0.0923463	0.0868
351.0	-65.0	0.10657	0.1352
355.5	-65.0	0.0911581	0.1094
360.0	-65.0	0.0990148	0.1016
364.5	-65.0	0.114815	0.2235
369.0	-65.0	0.0957912	0.119
373.5	-65.0	0.0881102	0.082
378.0	-65.0	0.0812266	0.0924
382.5	-65.0	0.127221	0.2974
387.0	-65.0	0.0861741	0.2556
391.5	-65.0	0.0661369	0.1509
396.0	-65.0	0.0541625	0.1122
400.5	-65.0	0.0469058	0.0916
405.0	-65.0	0.0487683	0.1022
409.5	-65.0	0.0520609	0.128
414.0	-65.0	0.0469907	0.1393
418.5	-65.0	0.0374832	0.1109
423.0	-65.0	0.0470811	0.2067
427.5	-65.0	0.0430003	0.1498
432.0	-65.0	0.0878522	0.2632
436.5	-65.0	0.0518398	0.2322
441.0	-65.0	0.0463596	0.1165
445.5	-65.0	0.0715854	0.2098
-450.0	-62.4333	0.00600454	0.2204
-445.5	-62.4333	0.00539745	0.2456
-441.0	-62.4333	0.00932236	0.3558
-436.5	-62.4333	0.00496336	0.2244
-432.0	-62.4333	0.00463171	0.2227
-427.5	-62.4333	0.0176413	0.5739
-423.0	-62.4333	0.00401221	0.192
-418.5	-62.4333	0.00412705	0.238
-414.0	-62.4333	0.00555359	0.2745
-409.5	-62.4333	0.00525992	0.2049
-405.0	-62.4333	0.00651597	0.2247
-400.5	-62.4333	0.00990463	0.275
-396.0	-62.4333	0.0100333	0.2339
-391.5	-62.4333	0.00977335	0.1997
-387.0	-62.4333	0.0101185	0.3571
-382.5	-62.4333	0.0105462	0.1675
-378.0	-62.4333	0.00806282	0.1879
-373.5	-62.4333	0.00836812	0.1883
-369.0	-62.4333	0.0155046	0.2368
-364.5	-62.4333	0.0140057	0.1971
-360.0	-62.4333	0.0104136	0.1409
-355.5	-62.4333	0.0203109	0.3039
-351.0	-62.4333	0.0187161	0.2965
-346.5	-62.4333	0.0164053	0.2553
-342.0	-62.4333	0.0172806	0.2663
-337.5	-62.4333	0.0199948	0.4283
-333.0	-62.4333	0.0272106	0.4788
-328.5	-62.4333	0.0221781	0.4128
-324.0	-62.4333	0.0261591	0.369
-319.5	-62.4333	0.0245419	0.4304
-315.0	-62.4333	0.0316283	0.2861
-310.5	-62.4333	0.0349687	0.3333
-306.0	-62.4333	0.0210494	0.2575
-301.5	-62.4333	0.0220883	0.162
-297.0	-62.4333	0.0239315	0.1498
-292.5	-62.4333	0.0239007	0.1326
-288.0	-62.4333	0.0221661	0.0942
-283.5	-62.4333	0.0317502	0.1562
-279.0	-62.4333	0.0273869	0.1321
-274.5	-62.4333	0.0324725	0.1229
-270.0	-62.4333	0.0329864	0.1108
-265.5	-62.4333	0.0298896	0.1035
-261.0	-62.4333	0.0359243	0.161
-256.5	-62.4333	0.0324024	0.093
-252.0	-62.4333	0.0349073	0.0918
-247.5	-62.4333	0.0353321	0.1123
-243.0	-62.4333	0.0381872	0.1044
-238.5	-62.4333	0.0386837	0.0918
-234.0	-62.4333	0.0491251	0.1049
-229.5	-62.4333	0.0530985	0.0986
-225.0	-62.4333	0.0547298	0.0841
-220.5	-62.4333	0.0659416	0.1502
-216.0	-62.4333	0.0591602	0.098
-211.5	-62.4333	0.0696116	0.0979
-207.0	-62.4333	0.0698745	0.0808
-202.5	-62.4333	0.0670089	0.0677
-198.0	-62.4333	0.0914865	0.1476
-193.5	-62.4333	0.0893627	0.0735
-189.0	-62.4333	0.0863824	0.0845
-184.5	-62.4333	0.0969148	0.0641
-180.0	-62.4333	0.131606	0.1763
-175.5	-62.4333	0.140172	0.12
-171.0	-62.4333	0.141059	0.0879
-166.5	-62.4333	0.163857	0.0897
-162.0	-62.4333	0.178319	0.0617
-157.5	-62.4333	0.18103	0.0741
-153.0	-62.4333	0.240444	0.1622
-148.5	-62.4333	0.272683	0.0981
-144.0	-62.4333	0.249545	0.0573
-139.5	-62.4333	0.241808	0.0512
-135.0	-62.4333	0.268449	0.0498
-130.5	-62.4333	0.312956	0.0557
-126.0	-62.4333	0.347901	0.0659
-121.5	-62.4333	0.343064	0.0545
-117.0	-62.4333	0.360466	0.044
-112.5	-62.4333	0.425993	0.0507
-108.0	-62.4333	0.429949	0.0502
-103.5	-62.4333	0.438367	0.0502
-99.0	-62.4333	0.548937	0.0805
-94.5	-62.4333	0.59033	0.0558
-90.0	-62.4333	0.636085	0.0746
-85.5	-62.4333	0.558979	0.0471
-81.0	-62.4333	0.627441	0.0765
-76.5	-62.4333	0.55583	0.0511
-72.0	-62.4333	0.619135	0.0485
-67.5	-62.4333	0.569039	0.0609
-63.0	-62.4333	0.593485	0.0493
-58.5	-62.4333	0.608886	0.0432
-54.0	-62.4333	0.628591	0.0481
-49.5	-62.4333	0.608567	0.0499
-45.0	-62.4333	0.667892	0.0514
-40.5	-62.4333	0.628672	0.0503
-36.0	-62.4333	0.64987	0.0443
-31.5	-62.4333	0.727415	0.0846
-27.0	-62.4333	0.695238	0.0648
-22.5	-62.4333	0.642504	0.06
-18.0	-62.4333	0.758542	0.0723
-13.5	-62.4333	0.663629	0.0526
-9.0	-62.4333	2.12956	0.6756
-4.5	-62.4333	0.66816	0.0531
0.0	-62.4333	0.706239	0.0944
4.5	-62.4333	0.666729	0.0461
9.0	-62.4333	0.765135	0.0845
13.5	-62.4333	0.631683	0.0431
18.0	-62.4333	0.624886	0.0449
22.5	-62.4333	0.640308	0.0486
27.0	-62.4333	0.59573	0.0435
31.5	-62.4333	0.5739	0.0654
36.0	-62.4333	0.570738	0.0452
40.5	-62.4333	0.56348	0.0557
45.0	-62.4333	0.595844	0.0685
49.5	-62.4333	0.513785	0.0452
54.0	-62.4333	0.520685	0.0695
58.5	-62.4333	0.503268	0.0447
63.0	-62.4333	0.490619	0.0395
67.5	-62.4333	0.532274	0.0973
72.0	-62.4333	0.472841	0.0505
76.5	-62.4333	0.489485	0.045
81.0	-62.4333	0.488643	0.068
85.5	-62.4333	0.46446	0.0559
90.0	-62.4333	0.494579	0.0866
94.5	-62.4333	0.443706	0.0602
99.0	-62.4333	0.534973	0.1163
103.5	-62.4333	0.440037	0.111
108.0	-62.4333	0.364712	0.0489
112.5	-62.4333	0.363234	0.0573
117.0	-62.4333	0.328705	0.0489
121.5	-62.4333	0.348161	0.0832
126.0	-62.4333	0.335768	0.0939
130.5	-62.4333	0.363078	0.1055
135.0	-62.4333	0.294797	0.0619
139.5	-62.4333	0.273408	0.0858
144.0	-62.4333	0.276402	0.0654
148.5	-62.4333	0.289047	0.0834
153.0	-62.4333	0.271763	0.0911
157.5	-62.4333	3.2156	0.9261
162.0	-62.4333	0.336759	0.3828
166.5	-62.4333	0.217205	0.107
171.0	-62.4333	0.179528	0.0616
175.5	-62.4333	0.188924	0.084
180.0	-62.4333	0.162533	0.059
184.5	-62.4333	0.149074	0.0566
189.0	-62.4333	0.151744	0.1055
193.5	-62.4333	0.154096	0.0688
198.0	-62.4333	0.126651	0.0476
202.5	-62.4333	0.132112	0.0679
207.0	-62.4333	0.123085	0.0649
211.5	-62.4333	0.132306	0.0759
216.0	-62.4333	0.127237	0.0681
220.5	-62.4333	0.121304	0.0596
225.0	-62.4333	0.121229	0.0737
229.5	-62.4333	0.10854	0.073
234.0	-62.4333	0.112865	0.0751
238.5	-62.4333	0.108849	0.0728
243.0	-62.4333	0.116913	0.1135
247.5	-62.4333	0.0985815	0.0678
252.0	-62.4333	0.105831	0.0691
256.5	-62.4333	0.117791	0.1234
261.0	-62.4333	0.108324	0.0717
265.5	-62.4333	0.105845	0.0561
270.0	-62.4333	0.106889	0.0586
274.5	-62.4333	0.102832	0.0647
279.0	-62.4333	0.112527	0.089
283.5	-62.4333	0.100918	0.0603
288.0	-62.4333	0.120117	0.0969
292.5	-62.4333	0.14314	0.189
297.0	-62.4333	0.130278	0.1295
301.5	-62.4333	0.116173	0.0689
306.0	-62.4333	0.114247	0.0739
310.5	-62.4333	0.125721	0.0991
315.0	-62.4333	0.127038	0.1135
319.5	-62.4333	0.119961	0.1043
324.0	-62.4333	2.31597	0.9495
328.5	-62.4333	0.116134	0.1632
333.0	-62.4333	0.118148	0.1046
337.5	-62.4333	0.115029	0.0877
342.0	-62.4333	0.116826	0.0814
346.5	-62.4333	0.0980049	0.0907
351.0	-62.4333	0.131214	0.1267
355.5	-62.4333	0.0929252	0.0847
360.0	-62.4333	0.0891916	0.0977
364.5	-62.4333	0.144567	0.1789
369.0	-62.4333	0.112132	0.18
373.5	-62.4333	0.0973825	0.1344
378.0	-62.4333	0.0943297	0.1646
382.5	-62.4333	0.089999	0.1122
387.0	-62.4333	0.0937906	0.1835
391.5	-62.4333	0.0738276	0.1066
396.0	-62.4333	0.0635872	0.1098
400.5	-62.4333	0.0553779	0.1112
405.0	-62.4333	0.0925386	0.336
409.5	-62.4333	0.0595812	0.1807
414.0	-62.4333	0.0846725	0.3214
418.5	-62.4333	0.0463563	0.1088
423.0	-62.4333	0.0391945	0.1211
427.5	-62.4333	0.0475205	0.0995
432.0	-62.4333	0.0484336	0.1144
436.5	-62.4333	0.0464	0.1513
441.0	-62.4333	0.0757207	0.2905
445.5	-62.4333	0.0783162	0.2127
-450.0	-59.8667	0.0142568	0.5337
-445.5	-59.8667	0.0138396	0.5879
-441.0	-59.8667	0.00386161	0.203
-436.5	-59.8667	0.00446877	0.23
-432.0	-59.8667	0.00676571	0.2341
-427.5	-59.8667	0.00425903	0.2045
-423.0	-59.8667	0.00655864	0.2518
-418.5	-59.8667	0.0078479	0.2138
-414.0	-59.8667	0.00782355	0.2921
-409.5	-59.8667	0.00752453	0.2233
-405.0	-59.8667	0.00756836	0.2068
-400.5	-59.8667	0.0146518	0.5324
-396.0	-59.8667	0.0115786	0.2637
-391.5	-59.8667	0.00863817	0.1759
-387.0	-59.8667	0.0160015	0.2765
-382.5	-59.8667	0.0140009	0.296
-378.0	-59.8667	0.0110647	0.1895
-373.5	-59.8667	0.0138223	0.3326
-369.0	-59.8667	0.0190252	0.2924
-364.5	-59.8667	0.0142193	0.2078
-360.0	-59.8667	0.0117132	0.1766
-355.5	-59.8667	0.0132059	0.1448
-351.0	-59.8667	0.022482	0.2225
-346.5	-59.8667	0.0245265	0.3112
-342.0	-59.8667	0.0222961	0.2726
-337.5	-59.8667	0.0296624	0.3843
-333.0	-59.8667	0.0289852	0.4444
-328.5	-59.8667	0.0320266	0.4557
-324.0	-59.8667	0.0329854	0.4509
-319.5	-59.8667	0.0335243	0.407
-315.0	-59.8667	0.0304961	0.291
-310.5	-59.8667	0.0461949	0.3326
-306.0	-59.8667	0.0321662	0.3619
-301.5	-59.8667	0.0280041	0.2301
-297.0	-59.8667	0.0269235	0.1063
-292.5	-59.8667	0.0275394	0.1468
-288.0	-59.8667	0.0280672	0.1221
-283.5	-59.8667	0.0273468	0.0948
-279.0	-59.8667	0.0316645	0.13
-274.5	-59.8667	0.0280817	0.1149
-270.0	-59.8667	0.0240646	0.0989
-265.5	-59.8667	0.0381858	0.1131
-261.0	-59.8667	0.0374925	0.0854
-256.5	-59.8667	0.0304828	0.0903
-252.0	-59.8667	0.0358618	0.1048
-247.5	-59.8667	0.0486455	0.1886
-243.0	-59.8667	0.0440332	0.0975
-238.5	-59.8667	0.0438776	0.0875
-234.0	-59.8667	0.048729	0.1945
-229.5	-59.8667	0.0411857	0.0785
-225.0	-59.8667	0.0710108	0.1371
-220.5	-59.8667	0.0517411	0.0953
-216.0	-59.8667	0.0601273	0.0747
-211.5	-59.8667	0.0728679	0.0911
-207.0	-59.8667	0.0628598	0.0652
-202.5	-59.8667	0.084112	0.0928
-198.0	-59.8667	0.076114	0.0701
-193.5	-59.8667	0.0987267	0.0874
-189.0	-59.8667	0.106598	0.1225
-184.5	-59.8667	0.106468	0.0768
-180.0	-59.8667	0.112732	0.0769
-175.5	-59.8667	0.141994	0.085
-171.0	-59.8667	0.157286	0.0811
-166.5	-59.8667	0.154504	0.0908
-162.0	-59.8667	0.157688	0.0525
-157.5	-59.8667	0.179746	0.0611
-153.0	-59.8667	0.202664	0.0584
-148.5	-59.8667	0.21988	0.064
-144.0	-59.8667	0.229161	0.0511
-139.5	-59.8667	0.28048	0.0603
-135.0	-59.8667	0.28344	0.0498
-130.5	-59.8667	0.315106	0.0557
-126.0	-59.8667	0.367195	0.0773
-121.5	-59.8667	0.583508	0.4231
-117.0	-59.8667	0.351857	0.0402
-112.5	-59.8667	0.435953	0.0607
-108.0	-59.8667	0.441389	0.038
-103.5	-59.8667	0.470129	0.0444
-99.0	-59.8667	0.625374	0.1926
-94.5	-59.8667	0.590012	0.0597
-90.0	-59.8667	0.544851	0.0457
-85.5	-59.8667	0.631959	0.0721
-81.0	-59.8667	0.686647	0.0629
-76.5	-59.8667	0.594688	0.051
-72.0	-59.8667	0.591091	0.0453
-67.5	-59.8667	0.650474	0.0521
-63.0	-59.8667	0.629861	0.0433
-58.5	-59.8667	0.599089	0.0336
-54.0	-59.8667	0.638138	0.0434
-49.5	-59.8667	0.676195	0.0434
-45.0	-59.8667	0.682789	0.0627
-40.5	-59.8667	0.643626	0.0351
-36.0	-59.8667	0.65279	0.0345
-31.5	-59.8667	0.711624	0.0506
-27.0	-59.8667	0.6756	0.0531
-22.5	-59.8667	0.707388	0.0436
-18.0	-59.8667	0.720257	0.0458
-13.5	-59.8667	0.779123	0.0759
-9.0	-59.8667	0.735639	0.055
-4.5	-59.8667	0.757974	0.0551
0.0	-59.8667	0.684512	0.046
4.5	-59.8667	0.707874	0.0529
9.0	-59.8667	0.762275	0.0767
13.5	-59.8667	0.811432	0.1222
18.0	-59.8667	1.73041	0.61
22.5	-59.8667	0.656492	0.0568
27.0	-59.8667	0.672415	0.0698
31.5	-59.8667	0.628269	0.0862
36.0	-59.8667	0.621663	0.0509
40.5	-59.8667	0.652829	0.0756
45.0	-59.8667	0.622155	0.0834
49.5	-59.8667	0.590402	0.0438
54.0	-59.8667	0.584893	0.0553
58.5	-59.8667	0.539879	0.0496
63.0	-59.8667	0.508493	0.0465
67.5	-59.8667	0.767761	0.2931
72.0	-59.8667	0.55556	0.0576
76.5	-59.8667	0.524068	0.0531
81.0	-59.8667	0.519875	0.0644
85.5	-59.8667	0.507184	0.0715
90.0	-59.8667	0.516621	0.063
94.5	-59.8667	0.49868	0.0715
99.0	-59.8667	0.429006	0.0618
103.5	-59.8667	0.454962	0.1112
108.0	-59.8667	0.384166	0.0435
112.5	-59.8667	0.40491	0.063
117.0	-59.8667	0.488835	0.2039
121.5	-59.8667	0.372889	0.0607
126.0	-59.8667	0.36907	0.0724
130.5	-59.8667	0.301156	0.0518
135.0	-59.8667	0.298735	0.0657
139.5	-59.8667	0.403194	0.1443
144.0	-59.8667	0.271368	0.0693
148.5	-59.8667	0.252086	0.0575
153.0	-59.8667	0.277358	0.0704
157.5	-59.8667	1.4683	0.8399
162.0	-59.8667	0.246346	0.1467
166.5	-59.8667	0.220476	0.0565
171.0	-59.8667	0.204908	0.0591
175.5	-59.8667	0.195039	0.0721
180.0	-59.8667	0.191585	0.1286
184.5	-59.8667	0.164363	0.0791
189.0	-59.8667	0.165379	0.0673
193.5	-59.8667	0.147811	0.0617
198.0	-59.8667	0.145105	0.0759
202.5	-59.8667	0.126258	0.0522
207.0	-59.8667	0.156192	0.0925
211.5	-59.8667	0.129818	0.0701
216.0	-59.8667	0.136363	0.0862
220.5	-59.8667	0.138936	0.0943
225.0	-59.8667	0.124377	0.0639
229.5	-59.8667	0.113944	0.0642
234.0	-59.8667	0.142229	0.1501
238.5	-59.8667	0.111297	0.0543
243.0	-59.8667	0.104146	0.057
247.5	-59.8667	0.133558	0.0785
252.0	-59.8667	0.10934	0.0597
256.5	-59.8667	0.108009	0.0585
261.0	-59.8667	0.110631	0.0586
265.5	-59.8667	0.112419	0.0583
270.0	-59.8667	0.124484	0.1084
274.5	-59.8667	0.107	0.061
279.0	-59.8667	0.118651	0.0714
283.5	-59.8667	0.117218	0.0623
288.0	-59.8667	0.112336	0.0818
292.5	-59.8667	0.125184	0.0709
297.0	-59.8667	0.1204	0.0804
301.5	-59.8667	0.122708	0.0733
306.0	-59.8667	0.119025	0.0778
310.5	-59.8667	0.136776	0.0991
315.0	-59.8667	0.127562	0.1124
319.5	-59.8667	0.135418	0.1093
324.0	-59.8667	0.14219	0.1121
328.5	-59.8667	0.121641	0.0909
333.0	-59.8667	0.148853	0.1363
337.5	-59.8667	0.115955	0.1137
342.0	-59.8667	0.124163	0.078
346.5	-59.8667	0.134701	0.1256
351.0	-59.8667	0.117357	0.0923
355.5	-59.8667	0.11336	0.0798
360.0	-59.8667	0.131979	0.2388
364.5	-59.8667	0.12088	0.1464
369.0	-59.8667	0.101077	0.1608
373.5	-59.8667	0.10759	0.1382
378.0	-59.8667	0.104391	0.1322
382.5	-59.8667	0.107699	0.1824
387.0	-59.8667	0.105223	0.1768
391.5	-59.8667	0.0733871	0.1058
396.0	-59.8667	0.0604817	0.086
400.5	-59.8667	0.0846041	0.2851
405.0	-59.8667	0.0637514	0.1373
409.5	-59.8667	0.0555859	0.1438
414.0	-59.8667	0.0470838	0.1416
418.5	-59.8667	0.0545654	0.1686
423.0	-59.8667	0.0428494	0.1445
427.5	-59.8667	0.0348214	0.0969
432.0	-59.8667	0.04521	0.1616
436.5	-59.8667	0.0804107	0.2427
441.0	-59.8667	0.0656099	0.1753
445.5	-59.8667	0.0514482	0.1093
-450.0	-57.3	0.00680682	0.1686
-445.5	-57.3	0.0137302	0.354
-441.0	-57.3	0.00646493	0.1914
-436.5	-57.3	0.00854478	0.1996
-432.0	-57.3	0.00960048	0.2296
-427.5	-57.3	0.00713248	0.1833
-423.0	-57.3	0.00626878	0.2219
-418.5	-57.3	0.00629657	0.1931
-414.0	-57.3	0.00593986	0.1865
-409.5	-57.3	0.00754446	0.2919
-405.0	-57.3	0.00694337	0.2246
-400.5	-57.3	0.0095183	0.272
-396.0	-57.3	0.0115254	0.3876
-391.5	-57.3	0.0129165	0.4004
-387.0	-57.3	0.00875532	0.1799
-382.5	-57.3	0.0115945	0.3106
-378.0	-57.3	0.0119112	0.2077
-373.5	-57.3	0.0174872	0.2338
-369.0	-57.3	0.0173505	0.2935
-364.5	-57.3	0.0107522	0.1423
-360.0	-57.3	0.0147798	0.2364
-355.5	-57.3	0.0125484	0.1737
-351.0	-57.3	0.0200869	0.2799
-346.5	-57.3	0.0198795	0.2317
-342.0	-57.3	0.020691	0.4565
-337.5	-57.3	0.0261347	0.4635
-333.0	-57.3	0.0315343	0.4767
-328.5	-57.3	0.0360719	0.4898
-324.0	-57.3	0.0453591	0.5328
-319.5	-57.3	0.0335953	0.3052
-315.0	-57.3	0.0365562	0.3937
-310.5	-57.3	0.0372212	0.2746
-306.0	-57.3	0.0317733	0.2553
-301.5	-57.3	0.0348556	0.2059
-297.0	-57.3	0.0386856	0.3404
-292.5	-57.3	0.0304327	0.1803
-288.0	-57.3	0.0254071	0.1209
-283.5	-57.3	0.0343558	0.1241
-279.0	-57.3	0.0357183	0.1215
-274.5	-57.3	0.0304956	0.1209
-270.0	-57.3	0.0337382	0.0973
-265.5	-57.3	0.0441537	0.1118
-261.0	-57.3	0.0391917	0.1151
-256.5	-57.3	0.0414405	0.1059
-252.0	-57.3	0.0460407	0.1593
-247.5	-57.3	0.0463224	0.0948
-243.0	-57.3	0.0481854	0.1053
-238.5	-57.3	0.0471843	0.1091
-234.0	-57.3	0.0501775	0.0718
-229.5	-57.3	0.0494598	0.0949
-225.0	-57.3	0.0529653	0.086
-220.5	-57.3	0.0625391	0.0847
-216.0	-57.3	0.0568093	0.0811
-211.5	-57.3	0.0697335	0.0801
-207.0	-57.3	0.0793416	0.1215
-202.5	-57.3	0.0724867	0.0685
-198.0	-57.3	0.07829	0.0657
-193.5	-57.3	0.0991628	0.0748
-189.0	-57.3	0.127197	0.0914
-184.5	-57.3	0.12068	0.0766
-180.0	-57.3	0.126944	0.0822
-175.5	-57.3	0.140431	0.0627
-171.0	-57.3	0.132636	0.0523
-166.5	-57.3	0.164511	0.065
-162.0	-57.3	0.172599	0.0515
-157.5	-57.3	0.190526	0.0839
-153.0	-57.3	0.214603	0.0888
-148.5	-57.3	0.230805	0.0468
-144.0	-57.3	0.267242	0.0735
-139.5	-57.3	0.240286	0.0417
-135.0	-57.3	0.269278	0.0441
-130.5	-57.3	0.355605	0.1247
-126.0	-57.3	0.360185	0.0936
-121.5	-57.3	0.351759	0.0462
-117.0	-57.3	0.372498	0.0452
-112.5	-57.3	0.418142	0.0427
-108.0	-57.3	0.445686	0.0422
-103.5	-57.3	0.472456	0.0453
-99.0	-57.3	0.510438	0.042
-94.5	-57.3	0.515541	0.0402
-90.0	-57.3	0.573886	0.0555
-85.5	-57.3	0.671852	0.0721
-81.0	-57.3	1.08278	0.4319
