Cor C	Cor B	Value	Error
-450.0	-450.0	2.74381e-05	0.6947
-445.5	-450.0	9.87223e-05	0.5287
-441.0	-450.0	5.90689e-05	0.5904
-436.5	-450.0	6.88249e-06	1.0
-432.0	-450.0	2.4519e-05	0.7081
-427.5	-450.0	7.53122e-05	0.4887
-423.0	-450.0	3.64777e-05	1.0
-418.5	-450.0	0.000123125	0.724
-414.0	-450.0	0.000101386	0.5916
-409.5	-450.0	1.34562e-05	0.7579
-405.0	-450.0	3.94988e-05	0.6609
-400.5	-450.0	5.52522e-05	0.8529
-396.0	-450.0	9.89335e-05	0.4583
-391.5	-450.0	8.61463e-05	0.5808
-387.0	-450.0	0.000140934	0.4078
-382.5	-450.0	7.51981e-05	0.5339
-378.0	-450.0	5.46295e-05	0.4961
-373.5	-450.0	0.000149159	0.4325
-369.0	-450.0	7.04373e-05	0.5226
-364.5	-450.0	7.90135e-05	0.4969
-360.0	-450.0	1.86899e-05	0.7071
-355.5	-450.0	6.12874e-05	0.5541
-351.0	-450.0	0.000102734	0.4703
-346.5	-450.0	0.000150826	0.4141
-342.0	-450.0	0.000172943	0.3859
-337.5	-450.0	0.000183341	0.3434
-333.0	-450.0	0.000125648	0.421
-328.5	-450.0	0.000197819	0.3794
-324.0	-450.0	0.00167933	0.9
-319.5	-450.0	0.0023191	0.9052
-315.0	-450.0	0.00020306	0.2963
-310.5	-450.0	0.000123459	0.3959
-306.0	-450.0	0.000212439	0.2837
-301.5	-450.0	0.00124606	0.8805
-297.0	-450.0	0.00460384	0.6762
-292.5	-450.0	0.00400472	0.7777
-288.0	-450.0	0.00144741	0.8451
-283.5	-450.0	0.000276936	0.3197
-279.0	-450.0	0.00112901	0.7921
-274.5	-450.0	0.00184615	0.9186
-270.0	-450.0	0.00234632	0.8704
-265.5	-450.0	0.000148114	0.3381
-261.0	-450.0	0.0106522	0.6839
-256.5	-450.0	0.00122647	0.7837
-252.0	-450.0	0.000149791	0.4397
-247.5	-450.0	0.000581293	0.4719
-243.0	-450.0	0.00210106	0.7005
-238.5	-450.0	0.000260995	0.3263
-234.0	-450.0	0.000762375	0.3848
-229.5	-450.0	0.00205005	0.8444
-225.0	-450.0	0.00248514	0.5684
-220.5	-450.0	0.000711175	0.5819
-216.0	-450.0	0.00152453	0.8674
-211.5	-450.0	0.000253109	0.3003
-207.0	-450.0	0.000857194	0.5454
-202.5	-450.0	0.00311937	0.8917
-198.0	-450.0	0.00301329	0.7151
-193.5	-450.0	0.00434286	0.4654
-189.0	-450.0	0.00192575	0.6533
-184.5	-450.0	0.000767535	0.4729
-180.0	-450.0	0.000897278	0.67
-175.5	-450.0	0.00439526	0.5712
-171.0	-450.0	0.00299296	0.4687
-166.5	-450.0	0.00156029	0.5227
-162.0	-450.0	0.00122713	0.4738
-157.5	-450.0	0.00209281	0.4914
-153.0	-450.0	0.00402917	0.6096
-148.5	-450.0	0.00188518	0.7595
-144.0	-450.0	0.00217901	0.7031
-139.5	-450.0	0.00520464	0.488
-135.0	-450.0	0.00793949	0.3259
-130.5	-450.0	0.00378688	0.4702
-126.0	-450.0	0.00503058	0.5605
-121.5	-450.0	0.00503966	0.4441
-117.0	-450.0	0.00583595	0.3986
-112.5	-450.0	0.00878533	0.4204
-108.0	-450.0	0.00490136	0.4486
-103.5	-450.0	0.00511527	0.4986
-99.0	-450.0	0.00804268	0.3932
-94.5	-450.0	0.00892494	0.325
-90.0	-450.0	0.00414972	0.4413
-85.5	-450.0	0.00650882	0.3587
-81.0	-450.0	0.00684413	0.426
-76.5	-450.0	0.00617107	0.3543
-72.0	-450.0	0.00672604	0.3714
-67.5	-450.0	0.010092	0.3661
-63.0	-450.0	0.00499676	0.4353
-58.5	-450.0	0.00475839	0.4951
-54.0	-450.0	0.00442051	0.5922
-49.5	-450.0	0.0134746	0.368
-45.0	-450.0	0.00863938	0.3866
-40.5	-450.0	0.00763708	0.317
-36.0	-450.0	0.00839415	0.4205
-31.5	-450.0	0.00947137	0.3401
-27.0	-450.0	0.00801942	0.3225
-22.5	-450.0	0.0105693	0.3789
-18.0	-450.0	0.00943972	0.3791
-13.5	-450.0	0.0117896	0.3113
-9.0	-450.0	0.0145521	0.3363
-4.5	-450.0	0.00661455	0.4406
0.0	-450.0	0.0110373	0.3349
4.5	-450.0	0.0139059	0.2795
9.0	-450.0	0.00692371	0.398
13.5	-450.0	0.0136523	0.3321
18.0	-450.0	0.00915958	0.3162
22.5	-450.0	0.0100254	0.357
27.0	-450.0	0.0170649	0.2879
31.5	-450.0	0.0168687	0.2359
36.0	-450.0	0.0163001	0.2875
40.5	-450.0	0.0155574	0.291
45.0	-450.0	0.015825	0.2321
49.5	-450.0	0.0193204	0.2438
54.0	-450.0	0.015518	0.2896
58.5	-450.0	0.0221639	0.2839
63.0	-450.0	0.017216	0.2408
67.5	-450.0	0.0124801	0.226
72.0	-450.0	0.0208481	0.2441
76.5	-450.0	0.0198588	0.2497
81.0	-450.0	0.0173699	0.2818
85.5	-450.0	0.0283378	0.2167
90.0	-450.0	0.0229016	0.2384
94.5	-450.0	0.0257341	0.2497
99.0	-450.0	0.014786	0.2965
103.5	-450.0	0.0236855	0.2511
108.0	-450.0	0.0201027	0.3412
112.5	-450.0	0.0268612	0.2913
117.0	-450.0	0.01949	0.2245
121.5	-450.0	0.0205535	0.2232
126.0	-450.0	0.0171736	0.2585
130.5	-450.0	0.0247725	0.1992
135.0	-450.0	0.0262797	0.2612
139.5	-450.0	0.0323913	0.204
144.0	-450.0	0.0340481	0.1958
148.5	-450.0	0.0320344	0.2285
153.0	-450.0	0.0335388	0.2175
157.5	-450.0	0.0258571	0.1934
162.0	-450.0	0.0299737	0.2175
166.5	-450.0	0.0338524	0.2515
171.0	-450.0	0.0220461	0.2345
175.5	-450.0	0.0182753	0.2122
180.0	-450.0	0.0266714	0.263
184.5	-450.0	0.0231341	0.2037
189.0	-450.0	0.0205337	0.2228
193.5	-450.0	0.0257705	0.2104
198.0	-450.0	0.0272631	0.2199
202.5	-450.0	0.0248304	0.2675
207.0	-450.0	0.0243269	0.2425
211.5	-450.0	0.0308341	0.2157
216.0	-450.0	0.0387865	0.3057
220.5	-450.0	0.0252411	0.2089
225.0	-450.0	0.0199872	0.2255
229.5	-450.0	0.0324102	0.249
234.0	-450.0	0.0228566	0.2458
238.5	-450.0	0.0222418	0.2528
243.0	-450.0	0.0273399	0.2498
247.5	-450.0	0.022653	0.2463
252.0	-450.0	0.017514	0.2779
256.5	-450.0	0.0212968	0.2794
261.0	-450.0	0.0213628	0.2844
265.5	-450.0	0.0194788	0.2615
270.0	-450.0	0.0141922	0.257
274.5	-450.0	0.0143971	0.2951
279.0	-450.0	0.0111523	0.3128
283.5	-450.0	0.0170576	0.3893
288.0	-450.0	0.0108272	0.3204
292.5	-450.0	0.0111863	0.3749
297.0	-450.0	0.00904343	0.2767
301.5	-450.0	0.00594793	0.4113
306.0	-450.0	0.00515597	0.4076
310.5	-450.0	0.00636147	0.3466
315.0	-450.0	0.0159111	0.3334
319.5	-450.0	0.00821092	0.3988
324.0	-450.0	0.00452096	0.413
328.5	-450.0	0.00257331	0.5055
333.0	-450.0	0.0054996	0.3968
337.5	-450.0	0.00583966	0.4362
342.0	-450.0	0.00818439	0.364
346.5	-450.0	0.00467031	0.3708
351.0	-450.0	0.00521533	0.379
355.5	-450.0	0.00352821	0.4621
360.0	-450.0	0.00525481	0.4803
364.5	-450.0	0.00148071	0.4166
369.0	-450.0	0.00570942	0.4869
373.5	-450.0	0.00401923	0.4399
378.0	-450.0	0.000886609	0.4281
382.5	-450.0	0.000706364	0.2096
387.0	-450.0	0.0023666	0.5137
391.5	-450.0	0.00321239	0.4642
396.0	-450.0	0.00160319	0.5509
400.5	-450.0	0.000747562	0.5322
405.0	-450.0	0.00163175	0.4823
409.5	-450.0	0.00355274	0.4947
414.0	-450.0	0.0022963	0.5758
418.5	-450.0	0.00174332	0.6259
423.0	-450.0	0.000722515	0.4032
427.5	-450.0	0.00236565	0.614
