X	Z	Value
-2.72727	-3.0303	63.9946
-2.72727	-2.62626	71.4246
-2.72727	-2.22222	92.0117
-2.72727	-1.81818	206.989
-2.72727	-1.41414	431.133
-2.72727	-1.0101	299.278
-2.72727	-0.606061	391.327
-2.72727	-0.20202	357.175
-2.72727	0.20202	349.111
-2.72727	0.606061	422.296
-2.72727	1.0101	371.027
-2.72727	1.41414	175.555
-2.72727	1.81818	25.0187
-2.72727	2.22222	93.1343
-2.72727	2.62626	61.5419
-2.72727	3.0303	28.3605
-2.72727	3.43434	60.7998
-2.72727	3.83838	38.715
-2.72727	4.24242	57.6793
-2.72727	4.64646	21.0787
-2.72727	5.05051	12.5448
-2.72727	5.45455	30.0585
-2.72727	5.85859	24.062
-2.72727	6.26263	17.0792
-2.72727	6.66667	9.96517
-2.72727	7.07071	17.23
-2.72727	7.47475	28.4146
-2.72727	7.87879	29.7752
-2.72727	8.28283	8.76402
-2.72727	8.68687	19.1436
-2.72727	9.09091	21.3135
-2.72727	9.49495	23.2994
-2.72727	9.89899	32.345
-2.72727	10.303	34.9212
-2.72727	10.7071	16.1056
-2.72727	11.1111	56.6436
-2.72727	11.5152	29.7373
-2.72727	11.9192	77.3878
-2.72727	12.3232	37.8126
-2.72727	12.7273	33.7095
-2.72727	13.1313	28.7255
-2.72727	13.5354	30.5694
-2.72727	13.9394	32.6108
-2.72727	14.3434	66.9309
-2.72727	14.7475	42.5747
-2.72727	15.1515	44.867
-2.72727	15.5556	32.3172
-2.72727	15.9596	29.9267
-2.72727	16.3636	59.303
-2.72727	16.7677	50.933
-2.72727	17.1717	46.1343
-2.72727	17.5758	7.99582
-2.72727	17.9798	45.4069
-2.72727	18.3838	30.9492
-2.72727	18.7879	36.2733
-2.72727	19.1919	32.5968
-2.72727	19.596	41.9427
-2.72727	20	41.9427
-2.42424	-20	35.013
-2.42424	-19.596	49.9063
-2.42424	-19.1919	29.8661
-2.42424	-18.7879	20.1456
-2.42424	-18.3838	13.8075
-2.42424	-17.9798	0.0944799
-2.42424	-17.5758	26.0055
-2.42424	-17.1717	29.104
-2.42424	-16.7677	43.3487
-2.42424	-16.3636	22.5251
-2.42424	-15.9596	27.1597
-2.42424	-15.5556	26.4052
-2.42424	-15.1515	45.9698
-2.42424	-14.7475	31.5289
-2.42424	-14.3434	49.3849
-2.42424	-13.9394	51.118
-2.42424	-13.5354	48.892
-2.42424	-13.1313	24.9227
-2.42424	-12.7273	7.08178
-2.42424	-12.3232	0.0589241
-2.42424	-11.9192	35.1882
-2.42424	-11.5152	14.6698
-2.42424	-11.1111	24.8735
-2.42424	-10.7071	30.6034
-2.42424	-10.303	20.9524
-2.42424	-9.89899	15.3336
-2.42424	-9.49495	33.1688
-2.42424	-9.09091	17.1098
-2.42424	-8.68687	16.0479
-2.42424	-8.28283	22.8745
-2.42424	-7.87879	28.1499
-2.42424	-7.47475	46.2896
-2.42424	-7.07071	9.97372
-2.42424	-6.66667	7.04006
-2.42424	-6.26263	41.1642
-2.42424	-5.85859	10.5783
-2.42424	-5.45455	3.64951
-2.42424	-5.05051	32.4454
-2.42424	-4.64646	40.0855
-2.42424	-4.24242	20.9587
-2.42424	-3.83838	31.8763
-2.42424	-3.43434	83.3128
-2.42424	-3.0303	62.8467
-2.42424	-2.62626	64.7085
-2.42424	-2.22222	90.27
-2.42424	-1.81818	208.682
-2.42424	-1.41414	423.348
-2.42424	-1.0101	352.94
-2.42424	-0.606061	411.395
-2.42424	-0.20202	353.925
-2.42424	0.20202	348.942
-2.42424	0.606061	456.877
-2.42424	1.0101	349.344
-2.42424	1.41414	173.995
-2.42424	1.81818	56.0304
-2.42424	2.22222	109.9
-2.42424	2.62626	53.6756
-2.42424	3.0303	41.1779
-2.42424	3.43434	58.0479
-2.42424	3.83838	52.3454
-2.42424	4.24242	59.4675
-2.42424	4.64646	21.246
-2.42424	5.05051	0.00223301
-2.42424	5.45455	41.1151
-2.42424	5.85859	17.3965
-2.42424	6.26263	10.1668
-2.42424	6.66667	7.66276
-2.42424	7.07071	39.3745
-2.42424	7.47475	14.425
-2.42424	7.87879	15.0198
-2.42424	8.28283	15.9504
-2.42424	8.68687	14.7728
-2.42424	9.09091	8.06455
-2.42424	9.49495	48.4746
-2.42424	9.89899	37.742
-2.42424	10.303	29.0672
-2.42424	10.7071	70.717
-2.42424	11.1111	62.7506
-2.42424	11.5152	39.9631
-2.42424	11.9192	51.5037
-2.42424	12.3232	22.5726
-2.42424	12.7273	51.3978
-2.42424	13.1313	38.7269
-2.42424	13.5354	11.779
-2.42424	13.9394	59.3689
-2.42424	14.3434	43.4266
-2.42424	14.7475	52.2213
-2.42424	15.1515	50.1624
-2.42424	15.5556	35.3304
-2.42424	15.9596	95.3229
-2.42424	16.3636	37.3878
-2.42424	16.7677	22.2766
-2.42424	17.1717	20.3142
-2.42424	17.5758	26.3246
-2.42424	17.9798	54.7528
-2.42424	18.3838	43.8073
-2.42424	18.7879	31.5804
-2.42424	19.1919	38.0115
-2.42424	19.596	65.8513
-2.42424	20	65.8513
-2.12121	-20	47.3814
-2.12121	-19.596	38.7819
-2.12121	-19.1919	31.8182
-2.12121	-18.7879	29.5374
-2.12121	-18.3838	16.5983
-2.12121	-17.9798	10.9542
-2.12121	-17.5758	13.53
-2.12121	-17.1717	32.8422
-2.12121	-16.7677	40.2519
-2.12121	-16.3636	43.9481
-2.12121	-15.9596	42.8946
-2.12121	-15.5556	34.4136
-2.12121	-15.1515	8.47186
-2.12121	-14.7475	25.1282
-2.12121	-14.3434	31.1545
-2.12121	-13.9394	55.8534
-2.12121	-13.5354	51.8664
-2.12121	-13.1313	21.9671
-2.12121	-12.7273	27.199
-2.12121	-12.3232	0.877466
-2.12121	-11.9192	28.1375
-2.12121	-11.5152	67.2919
-2.12121	-11.1111	33.7412
-2.12121	-10.7071	23.5258
-2.12121	-10.303	17.428
-2.12121	-9.89899	15.3071
-2.12121	-9.49495	27.9338
-2.12121	-9.09091	40.9369
-2.12121	-8.68687	26.4511
-2.12121	-8.28283	25.2149
-2.12121	-7.87879	10.45
-2.12121	-7.47475	48.6287
-2.12121	-7.07071	16.0662
-2.12121	-6.66667	3.04829
-2.12121	-6.26263	25.1273
-2.12121	-5.85859	20.5803
-2.12121	-5.45455	15.0024
-2.12121	-5.05051	21.0622
-2.12121	-4.64646	57.9366
-2.12121	-4.24242	23.3124
-2.12121	-3.83838	43.8441
-2.12121	-3.43434	66.6837
-2.12121	-3.0303	86.5346
-2.12121	-2.62626	60.6572
-2.12121	-2.22222	100.611
-2.12121	-1.81818	200.748
-2.12121	-1.41414	424.99
-2.12121	-1.0101	363.035
-2.12121	-0.606061	454.98
-2.12121	-0.20202	359.135
-2.12121	0.20202	342.44
-2.12121	0.606061	487.552
-2.12121	1.0101	395.254
-2.12121	1.41414	165.952
-2.12121	1.81818	89.6371
-2.12121	2.22222	95.6923
-2.12121	2.62626	68.7181
-2.12121	3.0303	64.6557
-2.12121	3.43434	68.5065
-2.12121	3.83838	54.2749
-2.12121	4.24242	58.1531
-2.12121	4.64646	17.5504
-2.12121	5.05051	6.13822
-2.12121	5.45455	46.3403
-2.12121	5.85859	9.69053
-2.12121	6.26263	27.5866
-2.12121	6.66667	8.54852
-2.12121	7.07071	45.164
-2.12121	7.47475	8.59511
-2.12121	7.87879	16.7776
-2.12121	8.28283	9.25509
-2.12121	8.68687	20.3818
-2.12121	9.09091	7.64931
-2.12121	9.49495	53.2028
-2.12121	9.89899	61.2962
-2.12121	10.303	28.9596
-2.12121	10.7071	82.8454
-2.12121	11.1111	42.7596
-2.12121	11.5152	62.7565
-2.12121	11.9192	20.8631
-2.12121	12.3232	56.1182
-2.12121	12.7273	47.7063
-2.12121	13.1313	18.2221
-2.12121	13.5354	32.2755
-2.12121	13.9394	60.3195
-2.12121	14.3434	40.9965
-2.12121	14.7475	69.1611
-2.12121	15.1515	40.6879
-2.12121	15.5556	75.2502
-2.12121	15.9596	77.926
-2.12121	16.3636	13.5998
-2.12121	16.7677	19.0649
-2.12121	17.1717	14.6672
-2.12121	17.5758	50.8612
-2.12121	17.9798	37.0889
-2.12121	18.3838	45.4234
-2.12121	18.7879	25.9163
-2.12121	19.1919	64.535
-2.12121	19.596	16.941
-2.12121	20	16.941
-1.81818	-20	23.7643
-1.81818	-19.596	39.4359
-1.81818	-19.1919	33.096
-1.81818	-18.7879	29.5705
-1.81818	-18.3838	17.9792
-1.81818	-17.9798	20.4674
-1.81818	-17.5758	36.1959
-1.81818	-17.1717	15.0863
-1.81818	-16.7677	34.725
-1.81818	-16.3636	34.1198
-1.81818	-15.9596	57.694
-1.81818	-15.5556	50.1465
-1.81818	-15.1515	35.893
-1.81818	-14.7475	1.78931
-1.81818	-14.3434	18.8005
-1.81818	-13.9394	45.2319
-1.81818	-13.5354	63.2651
-1.81818	-13.1313	50.4164
-1.81818	-12.7273	25.7792
-1.81818	-12.3232	17.6072
-1.81818	-11.9192	3.61208
-1.81818	-11.5152	63.1394
-1.81818	-11.1111	38.8612
-1.81818	-10.7071	50.9497
-1.81818	-10.303	20.6489
-1.81818	-9.89899	11.0894
-1.81818	-9.49495	27.8529
-1.81818	-9.09091	43.5028
-1.81818	-8.68687	60.5822
-1.81818	-8.28283	9.22585
-1.81818	-7.87879	8.90213
-1.81818	-7.47475	31.5133
-1.81818	-7.07071	32.0531
-1.81818	-6.66667	11.7844
-1.81818	-6.26263	25.3035
-1.81818	-5.85859	10.959
-1.81818	-5.45455	27.06
-1.81818	-5.05051	21.6791
-1.81818	-4.64646	29.9172
-1.81818	-4.24242	19.9413
-1.81818	-3.83838	17.2629
-1.81818	-3.43434	80.5059
-1.81818	-3.0303	116.754
-1.81818	-2.62626	63.1659
-1.81818	-2.22222	112.872
-1.81818	-1.81818	152.598
-1.81818	-1.41414	437.218
-1.81818	-1.0101	337.223
-1.81818	-0.606061	533.979
-1.81818	-0.20202	371.876
-1.81818	0.20202	373.653
-1.81818	0.606061	506.491
-1.81818	1.0101	424.774
-1.81818	1.41414	135.562
-1.81818	1.81818	106.313
-1.81818	2.22222	114.427
-1.81818	2.62626	61.1713
-1.81818	3.0303	68.1101
-1.81818	3.43434	71.1865
-1.81818	3.83838	70.3931
-1.81818	4.24242	79.6542
-1.81818	4.64646	25.0625
-1.81818	5.05051	20.0873
-1.81818	5.45455	36.1165
-1.81818	5.85859	27.3605
-1.81818	6.26263	32.805
-1.81818	6.66667	14.243
-1.81818	7.07071	26.2555
-1.81818	7.47475	33.1204
-1.81818	7.87879	23.9132
-1.81818	8.28283	24.6714
-1.81818	8.68687	7.9447
-1.81818	9.09091	38.7577
-1.81818	9.49495	45.4223
-1.81818	9.89899	43.3381
-1.81818	10.303	49.575
-1.81818	10.7071	94.0427
-1.81818	11.1111	29.9183
-1.81818	11.5152	20.9663
-1.81818	11.9192	8.10768
-1.81818	12.3232	69.164
-1.81818	12.7273	42.223
-1.81818	13.1313	21.2557
-1.81818	13.5354	52.8387
-1.81818	13.9394	51.6308
-1.81818	14.3434	54.5091
-1.81818	14.7475	74.1476
-1.81818	15.1515	67.6315
-1.81818	15.5556	96.9252
-1.81818	15.9596	10.2094
-1.81818	16.3636	13.9888
-1.81818	16.7677	22.6106
-1.81818	17.1717	32.5246
-1.81818	17.5758	28.9334
-1.81818	17.9798	66.9791
-1.81818	18.3838	40.8536
-1.81818	18.7879	55.0797
-1.81818	19.1919	16.7124
-1.81818	19.596	9.52498
-1.81818	20	9.52498
-1.51515	-20	31.1311
-1.51515	-19.596	33.1357
-1.51515	-19.1919	44.8581
-1.51515	-18.7879	40.9009
-1.51515	-18.3838	37.9304
-1.51515	-17.9798	10.0078
-1.51515	-17.5758	22.5089
-1.51515	-17.1717	25.6777
-1.51515	-16.7677	22.1297
-1.51515	-16.3636	33.2729
-1.51515	-15.9596	36.7989
-1.51515	-15.5556	40.5943
-1.51515	-15.1515	47.454
-1.51515	-14.7475	29.345
-1.51515	-14.3434	0
-1.51515	-13.9394	29.6396
-1.51515	-13.5354	49.2677
-1.51515	-13.1313	44.063
-1.51515	-12.7273	39.4485
-1.51515	-12.3232	59.5978
-1.51515	-11.9192	5.39326
-1.51515	-11.5152	39.5203
-1.51515	-11.1111	37.7292
-1.51515	-10.7071	36.5147
-1.51515	-10.303	49.2593
-1.51515	-9.89899	9.26492
-1.51515	-9.49495	43.9281
-1.51515	-9.09091	27.9618
-1.51515	-8.68687	19.7063
-1.51515	-8.28283	36.5722
-1.51515	-7.87879	17.3274
-1.51515	-7.47475	36.8519
-1.51515	-7.07071	27.1979
-1.51515	-6.66667	21.2561
-1.51515	-6.26263	36.9155
-1.51515	-5.85859	17.9157
-1.51515	-5.45455	27.4697
-1.51515	-5.05051	9.09601
-1.51515	-4.64646	26.6166
-1.51515	-4.24242	42.622
-1.51515	-3.83838	14.4705
-1.51515	-3.43434	67.1345
-1.51515	-3.0303	90.403
-1.51515	-2.62626	76.5286
-1.51515	-2.22222	112.941
-1.51515	-1.81818	149.707
-1.51515	-1.41414	403.145
-1.51515	-1.0101	346.32
-1.51515	-0.606061	524.061
-1.51515	-0.20202	466.078
-1.51515	0.20202	402.941
-1.51515	0.606061	543.178
-1.51515	1.0101	421.81
-1.51515	1.41414	143.078
-1.51515	1.81818	122.572
-1.51515	2.22222	136.471
-1.51515	2.62626	69.8774
-1.51515	3.0303	100.825
-1.51515	3.43434	97.2089
-1.51515	3.83838	95.8769
-1.51515	4.24242	29.8597
-1.51515	4.64646	21.2814
-1.51515	5.05051	20.1411
-1.51515	5.45455	41.433
-1.51515	5.85859	43.8006
-1.51515	6.26263	18.5223
-1.51515	6.66667	40.5377
-1.51515	7.07071	12.1749
-1.51515	7.47475	38.9749
-1.51515	7.87879	29.5999
-1.51515	8.28283	29.5459
-1.51515	8.68687	8.00774
-1.51515	9.09091	34.6923
-1.51515	9.49495	22.7015
-1.51515	9.89899	57.24
-1.51515	10.303	92.0718
-1.51515	10.7071	57.1848
-1.51515	11.1111	42.1931
-1.51515	11.5152	6.22336
-1.51515	11.9192	35.737
-1.51515	12.3232	87.4625
-1.51515	12.7273	19.4091
-1.51515	13.1313	42.5051
-1.51515	13.5354	48.3269
-1.51515	13.9394	20.8995
-1.51515	14.3434	52.2317
-1.51515	14.7475	52.1792
-1.51515	15.1515	86.9227
-1.51515	15.5556	33.0293
-1.51515	15.9596	9.49272
-1.51515	16.3636	23.4763
-1.51515	16.7677	17.3307
-1.51515	17.1717	34.5812
-1.51515	17.5758	82.1741
-1.51515	17.9798	46.2391
-1.51515	18.3838	51.2183
-1.51515	18.7879	19.7692
-1.51515	19.1919	28.0472
-1.51515	19.596	41.9304
-1.51515	20	41.9304
-1.21212	-20	52.2754
-1.21212	-19.596	39.5282
-1.21212	-19.1919	45.0935
-1.21212	-18.7879	43.5809
-1.21212	-18.3838	34.6323
-1.21212	-17.9798	39.5044
-1.21212	-17.5758	3.66969
-1.21212	-17.1717	21.016
-1.21212	-16.7677	9.60313
-1.21212	-16.3636	36.4096
-1.21212	-15.9596	28.1939
-1.21212	-15.5556	47.6511
-1.21212	-15.1515	17.5662
-1.21212	-14.7475	46.8262
-1.21212	-14.3434	11.6703
-1.21212	-13.9394	14.5142
-1.21212	-13.5354	28.9051
-1.21212	-13.1313	51.8469
-1.21212	-12.7273	41.3025
-1.21212	-12.3232	34.5213
-1.21212	-11.9192	64.8013
-1.21212	-11.5152	22.9407
-1.21212	-11.1111	41.7607
-1.21212	-10.7071	49.7077
-1.21212	-10.303	45.2698
-1.21212	-9.89899	23.2898
-1.21212	-9.49495	17.4885
-1.21212	-9.09091	38.9904
-1.21212	-8.68687	33.202
-1.21212	-8.28283	51.3778
-1.21212	-7.87879	8.72347
-1.21212	-7.47475	54.551
-1.21212	-7.07071	36.4368
-1.21212	-6.66667	6.96756
-1.21212	-6.26263	34.5304
-1.21212	-5.85859	44.5541
-1.21212	-5.45455	22.1263
-1.21212	-5.05051	6.77056
-1.21212	-4.64646	17.9581
-1.21212	-4.24242	36.2106
-1.21212	-3.83838	10.1702
-1.21212	-3.43434	56.3625
-1.21212	-3.0303	74.857
-1.21212	-2.62626	90.3639
-1.21212	-2.22222	125.307
-1.21212	-1.81818	145.627
-1.21212	-1.41414	392.671
-1.21212	-1.0101	377.167
-1.21212	-0.606061	551.074
-1.21212	-0.20202	531.006
-1.21212	0.20202	427.944
-1.21212	0.606061	548.041
-1.21212	1.0101	465.012
-1.21212	1.41414	118.685
-1.21212	1.81818	171.935
-1.21212	2.22222	145.471
-1.21212	2.62626	97.1912
-1.21212	3.0303	82.2631
-1.21212	3.43434	98.3008
-1.21212	3.83838	63.2974
-1.21212	4.24242	44.8473
-1.21212	4.64646	19.0613
-1.21212	5.05051	35.6753
-1.21212	5.45455	38.2507
-1.21212	5.85859	31.3685
-1.21212	6.26263	25.8046
-1.21212	6.66667	24.8019
-1.21212	7.07071	32.8395
-1.21212	7.47475	48.0863
-1.21212	7.87879	59.7729
-1.21212	8.28283	23.5671
-1.21212	8.68687	4.00711
-1.21212	9.09091	26.2819
-1.21212	9.49495	18.0723
-1.21212	9.89899	70.692
-1.21212	10.303	95.7644
-1.21212	10.7071	26.7289
-1.21212	11.1111	20.1932
-1.21212	11.5152	19.5621
-1.21212	11.9192	82.3378
-1.21212	12.3232	35.7626
-1.21212	12.7273	31.2433
-1.21212	13.1313	39.9689
-1.21212	13.5354	44.7011
-1.21212	13.9394	32.4636
-1.21212	14.3434	34.5791
-1.21212	14.7475	74.4295
-1.21212	15.1515	22.5724
-1.21212	15.5556	16.1595
-1.21212	15.9596	14.1223
-1.21212	16.3636	24.0007
-1.21212	16.7677	57.6646
-1.21212	17.1717	102.402
-1.21212	17.5758	44.9036
-1.21212	17.9798	60.0653
-1.21212	18.3838	33.4966
-1.21212	18.7879	29.2722
-1.21212	19.1919	43.2208
-1.21212	19.596	15.0977
-1.21212	20	15.0977
-0.909091	-20	68.4554
-0.909091	-19.596	60.3511
-0.909091	-19.1919	78.65
-0.909091	-18.7879	56.3336
-0.909091	-18.3838	32.7715
-0.909091	-17.9798	20.3229
-0.909091	-17.5758	34.9318
-0.909091	-17.1717	7.52876
-0.909091	-16.7677	26.366
-0.909091	-16.3636	28.079
-0.909091	-15.9596	28.1409
-0.909091	-15.5556	38.8638
-0.909091	-15.1515	44.2215
-0.909091	-14.7475	22.0778
-0.909091	-14.3434	40.9061
-0.909091	-13.9394	10.1426
-0.909091	-13.5354	30.2079
-0.909091	-13.1313	44.1055
-0.909091	-12.7273	37.9124
-0.909091	-12.3232	57.4222
-0.909091	-11.9192	52.8212
-0.909091	-11.5152	49.6588
-0.909091	-11.1111	36.5794
-0.909091	-10.7071	62.0434
-0.909091	-10.303	56.7994
-0.909091	-9.89899	35.974
-0.909091	-9.49495	31.076
-0.909091	-9.09091	16.1926
-0.909091	-8.68687	43.3798
-0.909091	-8.28283	44.5586
-0.909091	-7.87879	22.7389
-0.909091	-7.47475	37.342
-0.909091	-7.07071	34.8801
-0.909091	-6.66667	52.7532
-0.909091	-6.26263	18.4951
-0.909091	-5.85859	32.4741
-0.909091	-5.45455	11.5923
-0.909091	-5.05051	45.0759
-0.909091	-4.64646	33.1261
-0.909091	-4.24242	38.71
-0.909091	-3.83838	21.5487
-0.909091	-3.43434	34.9819
-0.909091	-3.0303	75.525
-0.909091	-2.62626	111.259
-0.909091	-2.22222	122.938
-0.909091	-1.81818	144.913
-0.909091	-1.41414	427.249
-0.909091	-1.0101	397.545
-0.909091	-0.606061	589.572
-0.909091	-0.20202	514.915
-0.909091	0.20202	417.861
-0.909091	0.606061	524.34
-0.909091	1.0101	473.984
-0.909091	1.41414	97.1504
-0.909091	1.81818	175.773
-0.909091	2.22222	131.52
-0.909091	2.62626	79.3711
-0.909091	3.0303	67.0996
-0.909091	3.43434	70.2353
-0.909091	3.83838	74.3543
-0.909091	4.24242	16.2842
-0.909091	4.64646	26.0241
-0.909091	5.05051	20.3825
-0.909091	5.45455	21.1449
-0.909091	5.85859	12.7486
-0.909091	6.26263	35.6596
-0.909091	6.66667	39.3485
-0.909091	7.07071	42.7925
-0.909091	7.47475	10.8089
-0.909091	7.87879	81.2157
-0.909091	8.28283	12.4683
-0.909091	8.68687	16.746
-0.909091	9.09091	12.7506
-0.909091	9.49495	41.3106
-0.909091	9.89899	68.4611
-0.909091	10.303	52.1997
-0.909091	10.7071	38.1301
-0.909091	11.1111	15.3716
-0.909091	11.5152	59.4066
-0.909091	11.9192	76.9748
-0.909091	12.3232	35.461
-0.909091	12.7273	55.9427
-0.909091	13.1313	38.6286
-0.909091	13.5354	18.5972
-0.909091	13.9394	38.4714
-0.909091	14.3434	95.6198
-0.909091	14.7475	15.7982
-0.909091	15.1515	25.5209
-0.909091	15.5556	2.67939
-0.909091	15.9596	29.6783
-0.909091	16.3636	56.9743
-0.909091	16.7677	99.8948
-0.909091	17.1717	42.7282
-0.909091	17.5758	64.5849
-0.909091	17.9798	16.0955
-0.909091	18.3838	13.68
-0.909091	18.7879	46.6511
-0.909091	19.1919	13.0505
-0.909091	19.596	61.7595
-0.909091	20	61.7595
-0.606061	-20	51.6465
-0.606061	-19.596	64.6556
-0.606061	-19.1919	55.659
-0.606061	-18.7879	88.046
-0.606061	-18.3838	69.3487
-0.606061	-17.9798	45.264
-0.606061	-17.5758	19.2196
-0.606061	-17.1717	35.5909
-0.606061	-16.7677	24.0059
-0.606061	-16.3636	23.9142
-0.606061	-15.9596	34.8467
-0.606061	-15.5556	38.6481
-0.606061	-15.1515	60.5905
-0.606061	-14.7475	33.1497
-0.606061	-14.3434	32.7357
-0.606061	-13.9394	21.3921
-0.606061	-13.5354	11.4267
-0.606061	-13.1313	15.2745
-0.606061	-12.7273	37.7559
-0.606061	-12.3232	45.1903
-0.606061	-11.9192	56.043
-0.606061	-11.5152	72.536
-0.606061	-11.1111	45.5369
-0.606061	-10.7071	22.4336
-0.606061	-10.303	59.7037
-0.606061	-9.89899	37.4124
-0.606061	-9.49495	45.8046
-0.606061	-9.09091	19.0446
-0.606061	-8.68687	44.485
-0.606061	-8.28283	32.091
-0.606061	-7.87879	36.2334
-0.606061	-7.47475	20.7468
-0.606061	-7.07071	43.5344
-0.606061	-6.66667	45.2701
-0.606061	-6.26263	60.1194
-0.606061	-5.85859	32.937
-0.606061	-5.45455	28.0909
-0.606061	-5.05051	20.524
-0.606061	-4.64646	21.6798
-0.606061	-4.24242	37.0261
-0.606061	-3.83838	42.0222
-0.606061	-3.43434	62.7448
-0.606061	-3.0303	83.2513
-0.606061	-2.62626	102.232
-0.606061	-2.22222	130.149
-0.606061	-1.81818	150.742
-0.606061	-1.41414	404.616
-0.606061	-1.0101	439.77
-0.606061	-0.606061	640.084
-0.606061	-0.20202	590.104
-0.606061	0.20202	490.142
-0.606061	0.606061	587.138
-0.606061	1.0101	443.019
-0.606061	1.41414	101.332
-0.606061	1.81818	166.196
-0.606061	2.22222	87.8067
-0.606061	2.62626	82.7253
-0.606061	3.0303	48.6199
-0.606061	3.43434	85.706
-0.606061	3.83838	56.2359
-0.606061	4.24242	16.9934
-0.606061	4.64646	35.3587
-0.606061	5.05051	3.28121
-0.606061	5.45455	42.3875
-0.606061	5.85859	28.5138
-0.606061	6.26263	44.8315
-0.606061	6.66667	27.5584
-0.606061	7.07071	20.1021
-0.606061	7.47475	53.1477
-0.606061	7.87879	31.399
-0.606061	8.28283	29.3554
-0.606061	8.68687	20.6632
-0.606061	9.09091	19.1886
-0.606061	9.49495	47.2785
-0.606061	9.89899	43.368
-0.606061	10.303	86.9035
-0.606061	10.7071	38.7696
-0.606061	11.1111	33.1234
-0.606061	11.5152	68.6722
-0.606061	11.9192	36.3026
-0.606061	12.3232	77.6503
-0.606061	12.7273	34.724
-0.606061	13.1313	24.2148
-0.606061	13.5354	17.0197
-0.606061	13.9394	87.1401
-0.606061	14.3434	35.4652
-0.606061	14.7475	35.4695
-0.606061	15.1515	17.9221
-0.606061	15.5556	41.3822
-0.606061	15.9596	59.0244
-0.606061	16.3636	78.2817
-0.606061	16.7677	57.1783
-0.606061	17.1717	77.808
-0.606061	17.5758	19.936
-0.606061	17.9798	11.4948
-0.606061	18.3838	63.1455
-0.606061	18.7879	33.565
-0.606061	19.1919	78.9002
-0.606061	19.596	46.788
-0.606061	20	46.788
-0.30303	-20	14.7973
-0.30303	-19.596	41.5324
-0.30303	-19.1919	55.4644
-0.30303	-18.7879	60.8021
-0.30303	-18.3838	76.8457
-0.30303	-17.9798	57.9856
-0.30303	-17.5758	75.1376
-0.30303	-17.1717	41.3635
-0.30303	-16.7677	44.1722
-0.30303	-16.3636	17.2123
-0.30303	-15.9596	39.4052
-0.30303	-15.5556	24.9471
-0.30303	-15.1515	50.8337
-0.30303	-14.7475	51.8141
-0.30303	-14.3434	43.9805
-0.30303	-13.9394	42.7284
-0.30303	-13.5354	6.20854
-0.30303	-13.1313	14.4932
-0.30303	-12.7273	20.5504
-0.30303	-12.3232	51.5636
-0.30303	-11.9192	79.1375
-0.30303	-11.5152	57.5912
-0.30303	-11.1111	66.7324
-0.30303	-10.7071	22.865
-0.30303	-10.303	19.1309
-0.30303	-9.89899	71.5203
-0.30303	-9.49495	32.7427
-0.30303	-9.09091	46.9608
-0.30303	-8.68687	24.5915
-0.30303	-8.28283	32.3503
-0.30303	-7.87879	31.1757
-0.30303	-7.47475	32.841
-0.30303	-7.07071	32.5382
-0.30303	-6.66667	40.2561
-0.30303	-6.26263	46.2317
-0.30303	-5.85859	44.5392
-0.30303	-5.45455	27.2219
-0.30303	-5.05051	21.3248
-0.30303	-4.64646	10.7152
-0.30303	-4.24242	29.7615
-0.30303	-3.83838	42.1351
-0.30303	-3.43434	60.0691
-0.30303	-3.0303	86.8884
-0.30303	-2.62626	79.1426
-0.30303	-2.22222	170.06
-0.30303	-1.81818	139.236
-0.30303	-1.41414	463.299
-0.30303	-1.0101	503.097
-0.30303	-0.606061	661.635
-0.30303	-0.20202	597.412
-0.30303	0.20202	564.902
-0.30303	0.606061	592.899
-0.30303	1.0101	424.506
-0.30303	1.41414	139.138
-0.30303	1.81818	178.099
-0.30303	2.22222	56.4763
-0.30303	2.62626	96.2875
-0.30303	3.0303	64.3635
-0.30303	3.43434	82.1417
-0.30303	3.83838	20.7478
-0.30303	4.24242	18.7097
-0.30303	4.64646	29.5188
-0.30303	5.05051	44.3303
-0.30303	5.45455	50.3591
-0.30303	5.85859	27.5954
-0.30303	6.26263	24.3334
-0.30303	6.66667	20.1403
-0.30303	7.07071	25.9549
-0.30303	7.47475	43.7122
-0.30303	7.87879	28.1693
-0.30303	8.28283	7.27688
-0.30303	8.68687	32.2464
-0.30303	9.09091	9.22553
-0.30303	9.49495	61.3928
-0.30303	9.89899	74.3482
-0.30303	10.303	50.6582
-0.30303	10.7071	33.4721
-0.30303	11.1111	44.0072
-0.30303	11.5152	41.3312
-0.30303	11.9192	99.3685
-0.30303	12.3232	33.5726
-0.30303	12.7273	54.3979
-0.30303	13.1313	17.2073
-0.30303	13.5354	78.1818
-0.30303	13.9394	65.5428
-0.30303	14.3434	43.7503
-0.30303	14.7475	30.6914
-0.30303	15.1515	35.5831
-0.30303	15.5556	64.3841
-0.30303	15.9596	78.3384
-0.30303	16.3636	74.0318
-0.30303	16.7677	75.7718
-0.30303	17.1717	37.93
-0.30303	17.5758	27.3274
-0.30303	17.9798	71.0906
-0.30303	18.3838	49.1804
-0.30303	18.7879	75.9228
-0.30303	19.1919	64.1868
-0.30303	19.596	82.5714
-0.30303	20	82.5714
0	-20	61.8287
0	-19.596	30.9893
0	-19.1919	56.5853
0	-18.7879	61.2155
0	-18.3838	54.0863
0	-17.9798	67.8285
0	-17.5758	47.6861
0	-17.1717	84.4261
0	-16.7677	45.9738
0	-16.3636	52.115
