X	Z	Value
5.15152	2.22222	392.99
5.15152	2.62626	322.917
5.15152	3.0303	286.255
5.15152	3.43434	225.263
5.15152	3.83838	197.487
5.15152	4.24242	257.51
5.15152	4.64646	175.108
5.15152	5.05051	119.256
5.15152	5.45455	81.5003
5.15152	5.85859	146.127
5.15152	6.26263	183.609
5.15152	6.66667	168.362
5.15152	7.07071	199.998
5.15152	7.47475	105.851
5.15152	7.87879	147.618
5.15152	8.28283	173.604
5.15152	8.68687	168.636
5.15152	9.09091	154.369
5.15152	9.49495	181.863
5.15152	9.89899	151.83
5.15152	10.303	70.8263
5.15152	10.7071	136.662
5.15152	11.1111	125.495
5.15152	11.5152	108.536
5.15152	11.9192	160.072
5.15152	12.3232	125.362
5.15152	12.7273	123.412
5.15152	13.1313	104.553
5.15152	13.5354	115.589
5.15152	13.9394	91.8196
5.15152	14.3434	89.4807
5.15152	14.7475	71.6877
5.15152	15.1515	71.9965
5.15152	15.5556	110.958
5.15152	15.9596	185.174
5.15152	16.3636	85.6426
5.15152	16.7677	39.3977
5.15152	17.1717	91.6624
5.15152	17.5758	88.9217
5.15152	17.9798	83.781
5.15152	18.3838	52.7856
5.15152	18.7879	75.5448
5.15152	19.1919	98.3649
5.15152	19.596	90.309
5.15152	20	90.309
5.45455	-20	112.216
5.45455	-19.596	113.5
5.45455	-19.1919	106.641
5.45455	-18.7879	70.2782
5.45455	-18.3838	43.0613
5.45455	-17.9798	61.7243
5.45455	-17.5758	67.9757
5.45455	-17.1717	69.6756
5.45455	-16.7677	103.67
5.45455	-16.3636	126.969
5.45455	-15.9596	150.829
5.45455	-15.5556	111.842
5.45455	-15.1515	77.0868
5.45455	-14.7475	92.6933
5.45455	-14.3434	104.583
5.45455	-13.9394	139.264
5.45455	-13.5354	139.599
5.45455	-13.1313	88.9355
5.45455	-12.7273	167.47
5.45455	-12.3232	163.302
5.45455	-11.9192	217.506
5.45455	-11.5152	133.02
5.45455	-11.1111	96.6976
5.45455	-10.7071	160.561
5.45455	-10.303	146.581
5.45455	-9.89899	253.452
5.45455	-9.49495	119.174
5.45455	-9.09091	150.937
5.45455	-8.68687	180.63
5.45455	-8.28283	177.003
5.45455	-7.87879	185.756
5.45455	-7.47475	183.516
5.45455	-7.07071	229.809
5.45455	-6.66667	150.218
5.45455	-6.26263	159.08
5.45455	-5.85859	131.896
5.45455	-5.45455	129.419
5.45455	-5.05051	203.204
5.45455	-4.64646	264.281
5.45455	-4.24242	224.584
5.45455	-3.83838	298.14
5.45455	-3.43434	261.604
5.45455	-3.0303	409.937
5.45455	-2.62626	489.271
5.45455	-2.22222	702.135
5.45455	-1.81818	932.996
5.45455	-1.41414	919.062
5.45455	-1.0101	1976.59
5.45455	-0.606061	2558.12
5.45455	-0.20202	2360.18
5.45455	0.20202	2148.58
5.45455	0.606061	1791.58
5.45455	1.0101	1165.22
5.45455	1.41414	626.045
5.45455	1.81818	590.004
5.45455	2.22222	511.18
5.45455	2.62626	476.339
5.45455	3.0303	283.753
5.45455	3.43434	316.393
5.45455	3.83838	302.122
5.45455	4.24242	310.993
5.45455	4.64646	247.761
5.45455	5.05051	170.154
5.45455	5.45455	122.986
5.45455	5.85859	202.327
5.45455	6.26263	142.027
5.45455	6.66667	205.93
5.45455	7.07071	134.049
5.45455	7.47475	149.055
5.45455	7.87879	175.675
5.45455	8.28283	194.262
5.45455	8.68687	105.23
5.45455	9.09091	133.043
5.45455	9.49495	178.603
5.45455	9.89899	97.6714
5.45455	10.303	153.623
5.45455	10.7071	116.3
5.45455	11.1111	117.249
5.45455	11.5152	136.27
5.45455	11.9192	127.165
5.45455	12.3232	94.1066
5.45455	12.7273	76.2574
5.45455	13.1313	97.6429
5.45455	13.5354	87.3816
5.45455	13.9394	60.1373
5.45455	14.3434	101.877
5.45455	14.7475	108.795
5.45455	15.1515	178.707
5.45455	15.5556	134.064
5.45455	15.9596	71.1402
5.45455	16.3636	59.3719
5.45455	16.7677	69.0452
5.45455	17.1717	55.9702
5.45455	17.5758	41.0326
5.45455	17.9798	49.5119
5.45455	18.3838	83.9886
5.45455	18.7879	102.941
5.45455	19.1919	100.587
5.45455	19.596	62.7987
5.45455	20	62.7987
5.75758	-20	82.9403
5.75758	-19.596	109.873
5.75758	-19.1919	116.323
5.75758	-18.7879	112.995
5.75758	-18.3838	130.388
5.75758	-17.9798	81.8906
5.75758	-17.5758	91.2146
5.75758	-17.1717	117.014
5.75758	-16.7677	103.433
5.75758	-16.3636	97.4139
5.75758	-15.9596	146.895
5.75758	-15.5556	150.19
5.75758	-15.1515	121.474
5.75758	-14.7475	85.8492
5.75758	-14.3434	81.8467
5.75758	-13.9394	104.729
5.75758	-13.5354	154.518
5.75758	-13.1313	137.043
5.75758	-12.7273	99.6377
5.75758	-12.3232	174.707
5.75758	-11.9192	150.824
5.75758	-11.5152	124.933
5.75758	-11.1111	124.066
5.75758	-10.7071	105.763
5.75758	-10.303	161.187
5.75758	-9.89899	136.868
5.75758	-9.49495	222.811
5.75758	-9.09091	129.243
5.75758	-8.68687	191.39
5.75758	-8.28283	177.111
5.75758	-7.87879	187.1
5.75758	-7.47475	256.689
5.75758	-7.07071	226.56
5.75758	-6.66667	228.58
5.75758	-6.26263	194.939
5.75758	-5.85859	203.847
5.75758	-5.45455	174.079
5.75758	-5.05051	263.259
5.75758	-4.64646	285.182
5.75758	-4.24242	335.926
5.75758	-3.83838	352.043
5.75758	-3.43434	364.884
5.75758	-3.0303	417.114
5.75758	-2.62626	510.526
5.75758	-2.22222	659.781
5.75758	-1.81818	866.399
5.75758	-1.41414	1144.15
5.75758	-1.0101	1944.02
5.75758	-0.606061	2636.98
5.75758	-0.20202	2858.42
5.75758	0.20202	2525.77
5.75758	0.606061	1749.28
5.75758	1.0101	1157.56
5.75758	1.41414	698.385
5.75758	1.81818	733.378
5.75758	2.22222	557.463
5.75758	2.62626	550.2
5.75758	3.0303	331.333
5.75758	3.43434	260.434
5.75758	3.83838	275.893
5.75758	4.24242	326.755
5.75758	4.64646	265.41
5.75758	5.05051	219.168
5.75758	5.45455	218.563
5.75758	5.85859	169.684
5.75758	6.26263	206.107
5.75758	6.66667	179.713
5.75758	7.07071	180.245
5.75758	7.47475	172.833
5.75758	7.87879	203.162
5.75758	8.28283	161.257
5.75758	8.68687	164.862
5.75758	9.09091	156.163
5.75758	9.49495	117.454
5.75758	9.89899	103.33
5.75758	10.303	123.79
5.75758	10.7071	112.955
5.75758	11.1111	113.977
5.75758	11.5152	111.337
5.75758	11.9192	101.889
5.75758	12.3232	94.4304
5.75758	12.7273	86.6777
5.75758	13.1313	69.6309
5.75758	13.5354	47.2894
5.75758	13.9394	106.692
5.75758	14.3434	157.771
5.75758	14.7475	160.532
5.75758	15.1515	94.9041
5.75758	15.5556	106.694
5.75758	15.9596	72.6954
5.75758	16.3636	56.4886
5.75758	16.7677	46.9338
5.75758	17.1717	58.8877
5.75758	17.5758	87.093
5.75758	17.9798	106.773
5.75758	18.3838	98.7433
5.75758	18.7879	55.9174
5.75758	19.1919	68.8086
5.75758	19.596	95.7714
5.75758	20	95.7714
6.06061	-20	64.8467
6.06061	-19.596	92.9132
6.06061	-19.1919	86.5092
6.06061	-18.7879	94.7796
6.06061	-18.3838	58.4145
6.06061	-17.9798	104.798
6.06061	-17.5758	126.353
6.06061	-17.1717	124.799
6.06061	-16.7677	129.249
6.06061	-16.3636	96.5998
6.06061	-15.9596	78.8247
6.06061	-15.5556	119.984
6.06061	-15.1515	156.027
6.06061	-14.7475	147.739
6.06061	-14.3434	100.606
6.06061	-13.9394	85.1676
6.06061	-13.5354	108.127
6.06061	-13.1313	146.997
6.06061	-12.7273	136.92
6.06061	-12.3232	119.595
6.06061	-11.9192	166.966
6.06061	-11.5152	152.788
6.06061	-11.1111	132.443
6.06061	-10.7071	171.438
6.06061	-10.303	103.703
6.06061	-9.89899	148.229
6.06061	-9.49495	141.102
6.06061	-9.09091	226.209
6.06061	-8.68687	146.122
6.06061	-8.28283	165.24
6.06061	-7.87879	158.314
6.06061	-7.47475	196.106
6.06061	-7.07071	217.174
6.06061	-6.66667	232.759
6.06061	-6.26263	240.256
6.06061	-5.85859	243.765
6.06061	-5.45455	165.369
6.06061	-5.05051	204.243
6.06061	-4.64646	357.308
6.06061	-4.24242	291.163
6.06061	-3.83838	337.46
6.06061	-3.43434	414.708
6.06061	-3.0303	448.427
6.06061	-2.62626	636.693
6.06061	-2.22222	674.043
6.06061	-1.81818	978.975
6.06061	-1.41414	1156.44
6.06061	-1.0101	2157.68
6.06061	-0.606061	2784.24
6.06061	-0.20202	3075.59
6.06061	0.20202	2808.55
6.06061	0.606061	1983.24
6.06061	1.0101	1293.44
6.06061	1.41414	784.442
6.06061	1.81818	681.951
6.06061	2.22222	612.392
6.06061	2.62626	471.393
6.06061	3.0303	359.228
6.06061	3.43434	267.222
6.06061	3.83838	212.247
6.06061	4.24242	327.748
6.06061	4.64646	355.079
6.06061	5.05051	248.249
6.06061	5.45455	162.72
6.06061	5.85859	231.153
6.06061	6.26263	199.657
6.06061	6.66667	186.378
6.06061	7.07071	184.049
6.06061	7.47475	212.539
6.06061	7.87879	177.53
6.06061	8.28283	221.754
6.06061	8.68687	190.34
6.06061	9.09091	125.869
6.06061	9.49495	149.21
6.06061	9.89899	139.361
6.06061	10.303	106.051
6.06061	10.7071	126.61
6.06061	11.1111	140.322
6.06061	11.5152	112.65
6.06061	11.9192	106.852
6.06061	12.3232	86.475
6.06061	12.7273	78.6204
6.06061	13.1313	24.6507
6.06061	13.5354	100.928
6.06061	13.9394	178.55
6.06061	14.3434	66.163
6.06061	14.7475	105.562
6.06061	15.1515	124.76
6.06061	15.5556	80.2358
6.06061	15.9596	63.9783
6.06061	16.3636	61.2727
6.06061	16.7677	103.778
6.06061	17.1717	118.565
6.06061	17.5758	83.2527
6.06061	17.9798	50.5285
6.06061	18.3838	51.817
6.06061	18.7879	104.374
6.06061	19.1919	90.42
6.06061	19.596	90.8231
6.06061	20	90.8231
6.36364	-20	79.8102
6.36364	-19.596	48.7716
6.36364	-19.1919	74.3934
6.36364	-18.7879	122.923
6.36364	-18.3838	144.838
6.36364	-17.9798	108.488
6.36364	-17.5758	65.451
6.36364	-17.1717	106.656
6.36364	-16.7677	134.945
6.36364	-16.3636	99.3535
6.36364	-15.9596	139.088
6.36364	-15.5556	120.702
6.36364	-15.1515	111.539
6.36364	-14.7475	162.655
6.36364	-14.3434	202.301
6.36364	-13.9394	169.047
6.36364	-13.5354	120.002
6.36364	-13.1313	119.229
6.36364	-12.7273	182.035
6.36364	-12.3232	176.984
6.36364	-11.9192	177.812
6.36364	-11.5152	135.303
6.36364	-11.1111	145.707
6.36364	-10.7071	162.905
6.36364	-10.303	233.999
6.36364	-9.89899	224.581
6.36364	-9.49495	164.319
6.36364	-9.09091	123.488
6.36364	-8.68687	216.134
6.36364	-8.28283	182.74
6.36364	-7.87879	171.246
6.36364	-7.47475	181.492
6.36364	-7.07071	152.625
6.36364	-6.66667	250.202
6.36364	-6.26263	292.574
6.36364	-5.85859	325.744
6.36364	-5.45455	233.824
6.36364	-5.05051	266.603
6.36364	-4.64646	363.309
6.36364	-4.24242	277.155
6.36364	-3.83838	319.426
6.36364	-3.43434	561.605
6.36364	-3.0303	469.015
6.36364	-2.62626	818.136
6.36364	-2.22222	879.05
6.36364	-1.81818	1125.86
6.36364	-1.41414	1193.85
6.36364	-1.0101	2349.69
6.36364	-0.606061	3112.4
6.36364	-0.20202	3489.37
6.36364	0.20202	3172.7
6.36364	0.606061	2270.96
6.36364	1.0101	1428.24
6.36364	1.41414	1038.49
6.36364	1.81818	825.239
6.36364	2.22222	706.805
6.36364	2.62626	539.205
6.36364	3.0303	523.873
6.36364	3.43434	321.621
6.36364	3.83838	302.839
6.36364	4.24242	345.156
6.36364	4.64646	404.826
6.36364	5.05051	195.643
6.36364	5.45455	201.679
6.36364	5.85859	234.994
6.36364	6.26263	165.721
6.36364	6.66667	154.081
6.36364	7.07071	207.167
6.36364	7.47475	178.149
6.36364	7.87879	245.464
6.36364	8.28283	204.943
6.36364	8.68687	140.967
6.36364	9.09091	190.016
6.36364	9.49495	138.819
6.36364	9.89899	100.984
6.36364	10.303	129.448
6.36364	10.7071	170.521
6.36364	11.1111	128.003
6.36364	11.5152	102.918
6.36364	11.9192	77.5105
6.36364	12.3232	87.9952
6.36364	12.7273	88.0756
6.36364	13.1313	153.972
6.36364	13.5354	109.598
6.36364	13.9394	68.5756
6.36364	14.3434	138.508
6.36364	14.7475	148.38
6.36364	15.1515	88.834
6.36364	15.5556	45.2319
6.36364	15.9596	91.1472
6.36364	16.3636	121.888
6.36364	16.7677	77.6635
6.36364	17.1717	49.0629
6.36364	17.5758	72.5879
6.36364	17.9798	132.637
6.36364	18.3838	140.469
6.36364	18.7879	150.252
6.36364	19.1919	123.261
6.36364	19.596	84.0398
6.36364	20	84.0398
6.66667	-20	118.005
6.66667	-19.596	114.02
6.66667	-19.1919	92.9347
6.66667	-18.7879	55.2986
6.66667	-18.3838	85.2386
6.66667	-17.9798	129.129
6.66667	-17.5758	146.162
6.66667	-17.1717	169.857
6.66667	-16.7677	133.853
6.66667	-16.3636	146.464
6.66667	-15.9596	131.458
6.66667	-15.5556	113.104
6.66667	-15.1515	121.173
6.66667	-14.7475	135.186
6.66667	-14.3434	146.776
6.66667	-13.9394	202.648
6.66667	-13.5354	191.393
6.66667	-13.1313	96.6369
6.66667	-12.7273	111.679
6.66667	-12.3232	171.876
6.66667	-11.9192	196.113
6.66667	-11.5152	215.702
6.66667	-11.1111	149.228
6.66667	-10.7071	125.119
6.66667	-10.303	121.676
6.66667	-9.89899	207.699
6.66667	-9.49495	264.136
6.66667	-9.09091	173.095
6.66667	-8.68687	190.302
6.66667	-8.28283	284.103
6.66667	-7.87879	215.845
6.66667	-7.47475	190.631
6.66667	-7.07071	185.187
6.66667	-6.66667	201.468
6.66667	-6.26263	232.366
6.66667	-5.85859	345.525
6.66667	-5.45455	324.104
6.66667	-5.05051	288.548
6.66667	-4.64646	303.311
6.66667	-4.24242	449.293
6.66667	-3.83838	492.401
6.66667	-3.43434	493.648
6.66667	-3.0303	655.17
6.66667	-2.62626	904.432
6.66667	-2.22222	1142.19
6.66667	-1.81818	1314.48
6.66667	-1.41414	1596.11
6.66667	-1.0101	2572.13
6.66667	-0.606061	3439.73
6.66667	-0.20202	3692.03
6.66667	0.20202	3510.45
6.66667	0.606061	2381.85
6.66667	1.0101	1612.92
6.66667	1.41414	1381.41
6.66667	1.81818	1088.29
6.66667	2.22222	854.138
6.66667	2.62626	713.734
6.66667	3.0303	570.808
6.66667	3.43434	482.642
6.66667	3.83838	331.172
6.66667	4.24242	363.17
6.66667	4.64646	399.238
6.66667	5.05051	318.081
6.66667	5.45455	304.881
6.66667	5.85859	216.203
6.66667	6.26263	248.165
6.66667	6.66667	251.382
6.66667	7.07071	213.582
6.66667	7.47475	257.355
6.66667	7.87879	150.731
6.66667	8.28283	136.88
6.66667	8.68687	237.655
6.66667	9.09091	196.496
6.66667	9.49495	159.105
6.66667	9.89899	168.633
6.66667	10.303	188.023
6.66667	10.7071	172.197
6.66667	11.1111	130.649
6.66667	11.5152	73.8016
6.66667	11.9192	114.317
6.66667	12.3232	147.689
6.66667	12.7273	136.148
6.66667	13.1313	56.0854
6.66667	13.5354	120.943
6.66667	13.9394	188.979
6.66667	14.3434	177.386
6.66667	14.7475	86.3468
6.66667	15.1515	89.0384
6.66667	15.5556	150.536
6.66667	15.9596	118.933
6.66667	16.3636	77.6139
6.66667	16.7677	116.123
6.66667	17.1717	166.103
6.66667	17.5758	127.734
6.66667	17.9798	148.15
6.66667	18.3838	127.574
6.66667	18.7879	97.3661
6.66667	19.1919	80.3321
6.66667	19.596	87.7172
6.66667	20	87.7172
6.9697	-20	136.142
6.9697	-19.596	137.689
6.9697	-19.1919	123.175
6.9697	-18.7879	167.137
6.9697	-18.3838	129.047
6.9697	-17.9798	63.8235
6.9697	-17.5758	74.3161
6.9697	-17.1717	107.698
6.9697	-16.7677	184.5
6.9697	-16.3636	164.919
6.9697	-15.9596	169.614
6.9697	-15.5556	205.956
6.9697	-15.1515	147.706
6.9697	-14.7475	168.503
6.9697	-14.3434	138.432
6.9697	-13.9394	127.481
6.9697	-13.5354	121.209
6.9697	-13.1313	170.646
6.9697	-12.7273	126.565
6.9697	-12.3232	123.306
6.9697	-11.9192	176.124
6.9697	-11.5152	227.448
6.9697	-11.1111	200.777
6.9697	-10.7071	175.786
6.9697	-10.303	158.418
6.9697	-9.89899	191.169
6.9697	-9.49495	215.464
6.9697	-9.09091	240.541
6.9697	-8.68687	132.658
6.9697	-8.28283	281.284
6.9697	-7.87879	323.404
6.9697	-7.47475	291.942
6.9697	-7.07071	222.267
6.9697	-6.66667	205.508
6.9697	-6.26263	219.114
6.9697	-5.85859	334.369
6.9697	-5.45455	354.946
6.9697	-5.05051	465.961
6.9697	-4.64646	343.239
6.9697	-4.24242	521.667
6.9697	-3.83838	593.294
6.9697	-3.43434	682.385
6.9697	-3.0303	876.534
6.9697	-2.62626	1108.46
6.9697	-2.22222	1606.96
6.9697	-1.81818	1689.15
6.9697	-1.41414	2078.31
6.9697	-1.0101	3022.91
6.9697	-0.606061	3956.51
6.9697	-0.20202	4273.06
6.9697	0.20202	3925.08
6.9697	0.606061	3027.61
6.9697	1.0101	2082.49
6.9697	1.41414	1900.33
6.9697	1.81818	1228.74
6.9697	2.22222	1068.47
6.9697	2.62626	850.924
6.9697	3.0303	763.317
6.9697	3.43434	615.082
6.9697	3.83838	444.146
6.9697	4.24242	457.725
6.9697	4.64646	395.727
6.9697	5.05051	380.327
6.9697	5.45455	276.593
6.9697	5.85859	295.107
6.9697	6.26263	281.177
6.9697	6.66667	299.4
6.9697	7.07071	245.838
6.9697	7.47475	255.757
6.9697	7.87879	131.342
6.9697	8.28283	249.274
6.9697	8.68687	203.099
6.9697	9.09091	182.875
6.9697	9.49495	251.252
6.9697	9.89899	218.788
6.9697	10.303	165.608
6.9697	10.7071	51.4523
6.9697	11.1111	42.7145
6.9697	11.5152	130.58
6.9697	11.9192	202.934
6.9697	12.3232	93.8199
6.9697	12.7273	118.076
6.9697	13.1313	200.893
6.9697	13.5354	213.688
6.9697	13.9394	139.718
6.9697	14.3434	119.193
6.9697	14.7475	153.398
6.9697	15.1515	114.959
6.9697	15.5556	65.3637
6.9697	15.9596	140.203
6.9697	16.3636	163.91
6.9697	16.7677	126.051
6.9697	17.1717	107.386
6.9697	17.5758	138.08
6.9697	17.9798	92.178
6.9697	18.3838	90.6085
6.9697	18.7879	101.936
6.9697	19.1919	137.546
6.9697	19.596	151.57
6.9697	20	151.57
7.27273	-20	152.004
7.27273	-19.596	161.123
7.27273	-19.1919	134.324
7.27273	-18.7879	83.8193
7.27273	-18.3838	122.641
7.27273	-17.9798	174.135
7.27273	-17.5758	169.832
7.27273	-17.1717	151.778
7.27273	-16.7677	89.4799
7.27273	-16.3636	119.744
7.27273	-15.9596	139.856
7.27273	-15.5556	154.969
7.27273	-15.1515	170.302
7.27273	-14.7475	158.411
7.27273	-14.3434	208.945
7.27273	-13.9394	188.72
7.27273	-13.5354	178.418
7.27273	-13.1313	138.432
7.27273	-12.7273	168.69
7.27273	-12.3232	197.53
7.27273	-11.9192	171.012
7.27273	-11.5152	174.303
7.27273	-11.1111	150.313
7.27273	-10.7071	159.239
7.27273	-10.303	175.074
7.27273	-9.89899	154.492
7.27273	-9.49495	170.314
7.27273	-9.09091	210.278
7.27273	-8.68687	276.209
7.27273	-8.28283	216.401
7.27273	-7.87879	306.941
7.27273	-7.47475	404.821
7.27273	-7.07071	346.151
7.27273	-6.66667	239.346
7.27273	-6.26263	229.604
7.27273	-5.85859	256.067
7.27273	-5.45455	407.629
7.27273	-5.05051	469.354
7.27273	-4.64646	428.221
7.27273	-4.24242	523.895
7.27273	-3.83838	669.631
7.27273	-3.43434	863.731
7.27273	-3.0303	912.909
7.27273	-2.62626	1151.97
7.27273	-2.22222	1567.08
7.27273	-1.81818	1906.25
7.27273	-1.41414	2328.47
7.27273	-1.0101	3327.38
7.27273	-0.606061	4567.82
7.27273	-0.20202	5102
7.27273	0.20202	4306.11
7.27273	0.606061	3319.87
7.27273	1.0101	2121.31
7.27273	1.41414	1852.81
7.27273	1.81818	1410.02
7.27273	2.22222	1293.38
7.27273	2.62626	1049.78
7.27273	3.0303	763.678
7.27273	3.43434	553.338
7.27273	3.83838	453.494
7.27273	4.24242	558.526
7.27273	4.64646	562.734
7.27273	5.05051	366.976
7.27273	5.45455	367.551
7.27273	5.85859	293.432
7.27273	6.26263	266.257
7.27273	6.66667	230.191
7.27273	7.07071	222.15
7.27273	7.47475	201.645
7.27273	7.87879	237.916
7.27273	8.28283	206.287
7.27273	8.68687	287.562
7.27273	9.09091	299.715
7.27273	9.49495	266.234
7.27273	9.89899	186.931
7.27273	10.303	96.5265
7.27273	10.7071	110.115
7.27273	11.1111	200.085
7.27273	11.5152	242.424
7.27273	11.9192	171.688
7.27273	12.3232	191.586
7.27273	12.7273	228.21
7.27273	13.1313	182.8
7.27273	13.5354	132.325
7.27273	13.9394	177.737
7.27273	14.3434	113.879
7.27273	14.7475	107.999
7.27273	15.1515	160.041
7.27273	15.5556	189.142
7.27273	15.9596	151.729
7.27273	16.3636	174.401
7.27273	16.7677	161.721
7.27273	17.1717	125.511
7.27273	17.5758	129.079
7.27273	17.9798	132.378
7.27273	18.3838	152.58
7.27273	18.7879	151.308
7.27273	19.1919	167.438
7.27273	19.596	140.065
7.27273	20	140.065
7.57576	-20	106.955
7.57576	-19.596	147.439
7.57576	-19.1919	158.534
7.57576	-18.7879	106.566
7.57576	-18.3838	102.514
7.57576	-17.9798	112.66
7.57576	-17.5758	111.918
7.57576	-17.1717	181.391
7.57576	-16.7677	257.307
7.57576	-16.3636	186.729
7.57576	-15.9596	117.869
7.57576	-15.5556	120.045
7.57576	-15.1515	148.307
7.57576	-14.7475	225.341
7.57576	-14.3434	163.956
7.57576	-13.9394	157.148
7.57576	-13.5354	187.693
7.57576	-13.1313	177.728
7.57576	-12.7273	120.315
7.57576	-12.3232	137.986
7.57576	-11.9192	179.276
7.57576	-11.5152	210.926
7.57576	-11.1111	198.562
7.57576	-10.7071	268.264
7.57576	-10.303	189.19
7.57576	-9.89899	172.856
7.57576	-9.49495	136.645
7.57576	-9.09091	140.048
7.57576	-8.68687	256.081
7.57576	-8.28283	286.299
7.57576	-7.87879	237.906
7.57576	-7.47475	325.837
7.57576	-7.07071	355.945
7.57576	-6.66667	358.87
7.57576	-6.26263	309.491
7.57576	-5.85859	285.375
7.57576	-5.45455	356.298
7.57576	-5.05051	589.595
7.57576	-4.64646	615.127
7.57576	-4.24242	461.64
7.57576	-3.83838	696.625
7.57576	-3.43434	823.221
7.57576	-3.0303	1038.68
7.57576	-2.62626	1280.06
7.57576	-2.22222	1699.42
7.57576	-1.81818	2272.1
7.57576	-1.41414	2765.16
7.57576	-1.0101	3466.44
7.57576	-0.606061	5193.05
7.57576	-0.20202	5802.62
7.57576	0.20202	5127.69
7.57576	0.606061	3719.27
7.57576	1.0101	2442.13
7.57576	1.41414	2072.16
7.57576	1.81818	1667.63
7.57576	2.22222	1279.65
7.57576	2.62626	935.034
7.57576	3.0303	752.904
7.57576	3.43434	572.572
7.57576	3.83838	505.834
7.57576	4.24242	597.753
7.57576	4.64646	692.204
7.57576	5.05051	427.661
7.57576	5.45455	322.586
7.57576	5.85859	346.533
7.57576	6.26263	316.737
7.57576	6.66667	267.723
7.57576	7.07071	230.644
7.57576	7.47475	319.256
7.57576	7.87879	273.687
7.57576	8.28283	362.68
7.57576	8.68687	311.277
7.57576	9.09091	260.598
7.57576	9.49495	246.483
7.57576	9.89899	122.609
7.57576	10.303	140.864
7.57576	10.7071	226.843
7.57576	11.1111	212.997
7.57576	11.5152	249.679
7.57576	11.9192	203.566
7.57576	12.3232	160.77
7.57576	12.7273	160.422
7.57576	13.1313	149.281
7.57576	13.5354	174.691
7.57576	13.9394	139.536
7.57576	14.3434	161.317
7.57576	14.7475	162.88
7.57576	15.1515	165.7
7.57576	15.5556	164.154
7.57576	15.9596	158.736
7.57576	16.3636	136.396
7.57576	16.7677	124.809
7.57576	17.1717	152.655
7.57576	17.5758	153.245
7.57576	17.9798	147.475
7.57576	18.3838	131.458
7.57576	18.7879	139.185
7.57576	19.1919	105.589
7.57576	19.596	131.445
7.57576	20	131.445
7.87879	-20	117.646
7.87879	-19.596	100.382
7.87879	-19.1919	102.591
7.87879	-18.7879	163.722
7.87879	-18.3838	188.622
7.87879	-17.9798	191.265
7.87879	-17.5758	182.308
7.87879	-17.1717	146.114
7.87879	-16.7677	138.738
7.87879	-16.3636	189.985
7.87879	-15.9596	229.133
7.87879	-15.5556	205.35
7.87879	-15.1515	188.489
7.87879	-14.7475	131.149
7.87879	-14.3434	185.438
7.87879	-13.9394	232.764
7.87879	-13.5354	194.964
7.87879	-13.1313	169.139
7.87879	-12.7273	216.991
7.87879	-12.3232	200.673
7.87879	-11.9192	187.446
7.87879	-11.5152	121.182
7.87879	-11.1111	199.763
7.87879	-10.7071	183.658
7.87879	-10.303	226.289
7.87879	-9.89899	178.928
7.87879	-9.49495	240.203
7.87879	-9.09091	196.514
7.87879	-8.68687	212.454
7.87879	-8.28283	197.32
7.87879	-7.87879	305.469
7.87879	-7.47475	332.331
7.87879	-7.07071	342.811
7.87879	-6.66667	368.528
7.87879	-6.26263	442.409
7.87879	-5.85859	368.084
7.87879	-5.45455	454.086
7.87879	-5.05051	620.459
7.87879	-4.64646	699.91
7.87879	-4.24242	656.372
7.87879	-3.83838	782.879
7.87879	-3.43434	1054.81
7.87879	-3.0303	1297.11
7.87879	-2.62626	1454.49
7.87879	-2.22222	2331.21
7.87879	-1.81818	2362.01
7.87879	-1.41414	3004.23
7.87879	-1.0101	4222.26
7.87879	-0.606061	6139.66
7.87879	-0.20202	6530.45
7.87879	0.20202	6131.02
7.87879	0.606061	4093.26
7.87879	1.0101	3137.73
7.87879	1.41414	2260.48
7.87879	1.81818	1995.44
7.87879	2.22222	1595.82
7.87879	2.62626	1213.78
7.87879	3.0303	924.074
7.87879	3.43434	726.906
7.87879	3.83838	565.926
7.87879	4.24242	735.647
7.87879	4.64646	589.79
7.87879	5.05051	426.835
7.87879	5.45455	416.774
7.87879	5.85859	361.348
7.87879	6.26263	275.811
7.87879	6.66667	254.551
7.87879	7.07071	250.694
7.87879	7.47475	260.285
7.87879	7.87879	370.723
7.87879	8.28283	401.854
7.87879	8.68687	308.278
7.87879	9.09091	271.568
7.87879	9.49495	171.361
7.87879	9.89899	201.429
7.87879	10.303	264.58
7.87879	10.7071	217.043
7.87879	11.1111	263.348
7.87879	11.5152	179.482
7.87879	11.9192	190.05
7.87879	12.3232	199.38
7.87879	12.7273	157.42
7.87879	13.1313	187.214
7.87879	13.5354	188.57
7.87879	13.9394	260.536
7.87879	14.3434	218.054
7.87879	14.7475	197.836
7.87879	15.1515	122.526
7.87879	15.5556	148.283
7.87879	15.9596	206.1
7.87879	16.3636	225.179
7.87879	16.7677	207.792
7.87879	17.1717	180.831
7.87879	17.5758	184.656
7.87879	17.9798	155.479
7.87879	18.3838	175.3
7.87879	18.7879	148.243
7.87879	19.1919	124.329
7.87879	19.596	116.333
7.87879	20	116.333
8.18182	-20	103.282
8.18182	-19.596	93.8908
8.18182	-19.1919	136.789
8.18182	-18.7879	121.099
8.18182	-18.3838	108.941
8.18182	-17.9798	80.2212
8.18182	-17.5758	126.666
8.18182	-17.1717	163.788
8.18182	-16.7677	168.48
8.18182	-16.3636	167.742
8.18182	-15.9596	175.88
8.18182	-15.5556	243.055
8.18182	-15.1515	210.504
