Parent,Nuclide,Atoms_EOB,Atoms_after_cooling,Activity_EOB_Bq,Activity_after_cooling_Bq
La139,"Nuclide: La-139, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
La140,"Nuclide: La-140, decay dataset: icrp107_ame2020_nubase2020",1784512759.905385,1180680139.2211258,8531.267092479371,5644.508599095256
La140,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",-1784512759.905385,-2965192899.1265106,-0.0,-0.0
La141,"Nuclide: La-141, decay dataset: icrp107_ame2020_nubase2020",25656978149.98564,368268620.1339697,1260208.479758409,18088.46058209769
La141,"Nuclide: Ce-141, decay dataset: icrp107_ame2020_nubase2020",-25786540151.895493,-25612659024.14885,-6363.770998635301,-6320.8594769093925
La141,"Nuclide: Pr-141, decay dataset: icrp107_ame2020_nubase2020",129562001.90985323,25373952405.924736,0.0,0.0
La142,"Nuclide: La-142, decay dataset: icrp107_ame2020_nubase2020",48204316071.16214,840936.6329664384,6112822.13237221,106.63974682953904
La142,"Nuclide: Ce-142, decay dataset: icrp107_ame2020_nubase2020",-48204316071.16214,-48205157007.795105,-0.0,-0.0
La143,"Nuclide: La-143, decay dataset: icrp107_ame2020_nubase2020",90554397405.2763,2.6910642643495255e-20,73670804.28259635,2.1893234830275783e-23
La143,"Nuclide: Ce-143, decay dataset: icrp107_ame2020_nubase2020",-91207741396.59503,-55126348520.17913,-531529.9830359613,-321258.9923299995
La143,"Nuclide: Pr-143, decay dataset: icrp107_ame2020_nubase2020",653819111.6504678,61971342490.31785,386.5355852342533,36637.24218274803
La143,"Nuclide: Nd-143, decay dataset: icrp107_ame2020_nubase2020",-475120.33173531207,-6845469090.470454,-0.0,-0.0
Ce135,"Nuclide: Ce-135, decay dataset: icrp107_ame2020_nubase2020",764062.3775947324,298505.6462577081,8.311482780943457,3.2471492009534644
Ce135,"Nuclide: La-135, decay dataset: icrp107_ame2020_nubase2020",-8277342.355319118,-6760705.612657275,-81.72958000169322,-66.7544734189343
Ce135,"Nuclide: Ba-135, decay dataset: icrp107_ame2020_nubase2020",7513279.977724385,13975479.944123954,0.0,0.0
Ce136,"Nuclide: Ce-136, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ce137,"Nuclide: Ce-137, decay dataset: icrp107_ame2020_nubase2020",43035926.7628452,6777733.753780351,920.6861511867421,144.99898277835877
Ce137,"Nuclide: La-137, decay dataset: icrp107_ame2020_nubase2020",-43035927.4992731,-49813660.0078258,-1.5754719863652495e-05,-1.8235932264264102e-05
Ce137,"Nuclide: Ba-137, decay dataset: icrp107_ame2020_nubase2020",0.7364278988237188,43035926.99047335,0.0,0.0
Ce138,"Nuclide: Ce-138, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ce139,"Nuclide: Ce-139, decay dataset: icrp107_ame2020_nubase2020",1833128.5335329073,1823920.275404905,0.10684564295131581,0.1063089308538548
Ce139,"Nuclide: La-139, decay dataset: icrp107_ame2020_nubase2020",-1833128.5335329073,-3657048.808937812,-0.0,-0.0
Ce140,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ce141,"Nuclide: Ce-141, decay dataset: icrp107_ame2020_nubase2020",31800919.914704192,31130027.27219693,7.8480389649420434,7.682471691611205
Ce141,"Nuclide: Pr-141, decay dataset: icrp107_ame2020_nubase2020",-31800919.914704192,-62930947.18690112,-0.0,-0.0
Ce142,"Nuclide: Ce-142, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ce143,"Nuclide: Ce-143, decay dataset: icrp107_ame2020_nubase2020",1679886632.6298647,1015330656.8799785,9789.850068334486,5917.02720145917
Ce143,"Nuclide: Pr-143, decay dataset: icrp107_ame2020_nubase2020",-1869544863.8900607,-2906408490.578195,-1105.2684224253205,-1718.2585929608497
Ce143,"Nuclide: Nd-143, decay dataset: icrp107_ame2020_nubase2020",189658231.26019624,2080736064.958413,0.0,0.0
Ce144,"Nuclide: Ce-144, decay dataset: icrp107_ame2020_nubase2020",13475091.191601178,13442347.978190314,0.37943355842254717,0.3785115703037271
Ce144,"Nuclide: Pr-144, decay dataset: icrp107_ame2020_nubase2020",568.5672737321896,566.1962377352027,0.3801126569696391,0.3785275133389315
Ce144,"Nuclide: Nd-144, decay dataset: icrp107_ame2020_nubase2020",-13475659.758874916,-26918573.93330297,-1.29254396222097e-16,-2.581947068393069e-16
Ce144,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",4.590302067784804e-09,13475659.758874923,0.0,0.0
Ce145,"Nuclide: Ce-145, decay dataset: icrp107_ame2020_nubase2020",51492449864.249954,4.98188237880896e-134,197629271.55885488,1.9120585408375988e-136
Ce145,"Nuclide: Pr-145, decay dataset: icrp107_ame2020_nubase2020",-51927784734.95683,-3221515616.595716,-1670825.7938650798,-103655.32469795168
Ce145,"Nuclide: Nd-145, decay dataset: icrp107_ame2020_nubase2020",435334870.7068759,3656850487.302592,0.0,0.0
Pr137,"Nuclide: Pr-137, decay dataset: icrp107_ame2020_nubase2020",1676113.9582685078,3.8018162626805965,252.1253612133216,0.0005718789547491328
Pr137,"Nuclide: Ce-137, decay dataset: icrp107_ame2020_nubase2020",-1954018.7205103782,-307743.09690167726,-41.80316564454075,-6.583680862783445
Pr137,"Nuclide: La-137, decay dataset: icrp107_ame2020_nubase2020",277904.76291820663,585644.0544796188,1.017361991007411e-07,2.1439431085331845e-07
Pr137,"Nuclide: Ba-137, decay dataset: icrp107_ame2020_nubase2020",-0.0006763365605092607,-277904.76007054077,-0.0,-0.0
Pr138,"Nuclide: Pr-138, decay dataset: icrp107_ame2020_nubase2020",16477583.956576418,1.8321743750493266e-292,131280.35473495096,1.4597316119076098e-294
Pr138,"Nuclide: Ce-138, decay dataset: icrp107_ame2020_nubase2020",-16477583.95657642,-16477583.95657642,-0.0,-0.0
Pr139,"Nuclide: Pr-139, decay dataset: icrp107_ame2020_nubase2020",37291179.976466976,857724.1650510358,1628.135314968605,37.44829218337482
Pr139,"Nuclide: Ce-139, decay dataset: icrp107_ame2020_nubase2020",-37341030.051766776,-38012327.57280882,-2.176457510405015,-2.215584725946812
Pr139,"Nuclide: La-139, decay dataset: icrp107_ame2020_nubase2020",49850.075299795084,37204453.48305757,0.0,0.0
Pr140,"Nuclide: Pr-140, decay dataset: icrp107_ame2020_nubase2020",486837707.7971884,6.549914159104591e-120,1659047.1216808634,2.2320818742836834e-122
Pr140,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",-486837707.7971884,-486837707.7971884,-0.0,-0.0
Pr141,"Nuclide: Pr-141, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Pr142,"Nuclide: Pr-142, decay dataset: icrp107_ame2020_nubase2020",261914355.41881406,109722926.7188308,2637.511579014505,1104.9241239240914
Pr142,"Nuclide: Nd-142, decay dataset: icrp107_ame2020_nubase2020",-261914355.4188141,-371637282.1376449,-0.0,-0.0
Pr143,"Nuclide: Pr-143, decay dataset: icrp107_ame2020_nubase2020",39899411.42096236,37912550.03934253,23.588393286901717,22.41376774714795
Pr143,"Nuclide: Nd-143, decay dataset: icrp107_ame2020_nubase2020",-39899411.42096236,-77811961.46030489,-0.0,-0.0
Pr144,"Nuclide: Pr-144, decay dataset: icrp107_ame2020_nubase2020",13248382480.247683,1.0872511750103943e-15,8857136.345643764,7.268760479542268e-19
Pr144,"Nuclide: Nd-144, decay dataset: icrp107_ame2020_nubase2020",-13248382480.247683,-13248382480.247683,-1.270744222579564e-13,-1.270744222579564e-13
Pr144,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",1.9007616952378998e-10,13248382480.247683,0.0,0.0
Pr145,"Nuclide: Pr-145, decay dataset: icrp107_ame2020_nubase2020",5253065560.2144,325891674.82508975,169022.37366120587,10485.874163183744
Pr145,"Nuclide: Nd-145, decay dataset: icrp107_ame2020_nubase2020",-5253065560.2144,-5578957235.03949,-0.0,-0.0
Pr146,"Nuclide: Pr-146, decay dataset: icrp107_ame2020_nubase2020",26011747429.264565,2.9211568722582517e-08,12443043.058683325,1.3973717391160218e-11
Pr146,"Nuclide: Nd-146, decay dataset: icrp107_ame2020_nubase2020",-26011747429.264565,-26011747429.264565,-0.0,-0.0
Pr147,"Nuclide: Pr-147, decay dataset: icrp107_ame2020_nubase2020",40176626534.56414,1.7967241145222355e-22,34637208.21746644,1.5489978286382485e-25
Pr147,"Nuclide: Nd-147, decay dataset: icrp107_ame2020_nubase2020",-40210705127.49988,-37750740762.76977,-29379.9510130518,-27582.578092073196
Pr147,"Nuclide: Pm-147, decay dataset: icrp107_ame2020_nubase2020",34078923.901234,38222405594.38279,0.28533308176303146,320.02526876286913
Pr147,"Nuclide: Sm-147, decay dataset: icrp107_ame2020_nubase2020",-330.96549164757175,-471665162.5794743,-6.858160070057548e-17,-9.773693228067045e-11
Pr147,"Nuclide: Nd-143, decay dataset: icrp107_ame2020_nubase2020",7.958101395291811e-14,330.9664585678798,0.0,0.0
Pr148,"Nuclide: Pr-148, decay dataset: icrp107_ame2020_nubase2020",32143771733.472923,1.6335249146637606e-179,162156948.687185,8.240707343330501e-182
Pr148,"Nuclide: Nd-148, decay dataset: icrp107_ame2020_nubase2020",-32143771733.472923,-32143771733.472923,-0.0,-0.0
Nd134,"Nuclide: Nd-134, decay dataset: icrp107_ame2020_nubase2020",2533910.129903149,2.5454725197798798e-45,3443.8679653620634,3.459582549565183e-48
Nd134,"Nuclide: Pr-134m, decay dataset: icrp107_ame2020_nubase2020",-5067819.267306662,-1.606237351935265e-19,-3443.8672909029224,-1.0915283252980407e-22
Nd134,"Nuclide: Ce-134, decay dataset: icrp107_ame2020_nubase2020",2538651.2720758193,2038639.2911516686,6.445070659225097,5.1756515062430575
Nd134,"Nuclide: La-134, decay dataset: icrp107_ame2020_nubase2020",14921.32741232005,2893.7869976404368,26.72526104925444,5.182998187481907
Nd134,"Nuclide: Ba-134, decay dataset: icrp107_ame2020_nubase2020",-19663.462084626328,-2061196.540233935,-0.0,-0.0
Nd140,"Nuclide: Nd-140, decay dataset: icrp107_ame2020_nubase2020",43063.8978348226,35057.98317565728,0.10251682660226678,0.08345814854079034
Nd140,"Nuclide: Pr-140, decay dataset: icrp107_ame2020_nubase2020",31.103994848845844,24.50742728816045,0.1059962946589408,0.08351649030268575
Nd140,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",-43095.00182967144,-78177.49243261688,-0.0,-0.0
Nd141,"Nuclide: Nd-141, decay dataset: icrp107_ame2020_nubase2020",10818592.1720936,13573.030200479965,836.5547369159498,1.0495434644263362
Nd141,"Nuclide: Pr-141, decay dataset: icrp107_ame2020_nubase2020",-10818592.1720936,-10832165.20229408,-0.0,-0.0
Nd142,"Nuclide: Nd-142, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Nd143,"Nuclide: Nd-143, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Nd144,"Nuclide: Nd-144, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Nd144,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Nd145,"Nuclide: Nd-145, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Nd146,"Nuclide: Nd-146, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Nd147,"Nuclide: Nd-147, decay dataset: icrp107_ame2020_nubase2020",43719069.04715917,41044474.02142719,31.943337050892147,29.98914424112673
Nd147,"Nuclide: Pm-147, decay dataset: icrp107_ame2020_nubase2020",-44225865.086951755,-85714149.43021542,-0.3702905178422921,-0.7176600551854503
Nd147,"Nuclide: Sm-147, decay dataset: icrp107_ame2020_nubase2020",506796.03979273094,45176471.44967484,1.0501663924137707e-13,9.361322567495172e-12
Nd147,"Nuclide: Nd-143, decay dataset: icrp107_ame2020_nubase2020",-1.4373043410500468e-07,-506796.0408867575,-0.0,-0.0
Nd148,"Nuclide: Nd-148, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Nd149,"Nuclide: Nd-149, decay dataset: icrp107_ame2020_nubase2020",8332862421.070289,549315.7477250178,928481.882259322,61.20702510493414
Nd149,"Nuclide: Pm-149, decay dataset: icrp107_ame2020_nubase2020",-8613264085.314829,-6296466655.344886,-31243.5093577525,-22839.624202681574
Nd149,"Nuclide: Sm-149, decay dataset: icrp107_ame2020_nubase2020",280401664.2445407,6576319003.8417015,0.0,0.0
Nd151,"Nuclide: Nd-151, decay dataset: icrp107_ame2020_nubase2020",16644033480.96233,2.373245597732066e-25,15456544.58798817,2.2039234925566503e-28
Nd151,"Nuclide: Pm-151, decay dataset: icrp107_ame2020_nubase2020",-16766436337.746944,-9333600725.682922,-113669.87554330114,-63278.15950195008
Nd151,"Nuclide: Sm-151, decay dataset: icrp107_ame2020_nubase2020",122402888.95276621,9456337040.758114,0.029873074862627563,2.3078692566955223
Nd151,"Nuclide: Eu-151, decay dataset: icrp107_ame2020_nubase2020",-32.16815092191049,-122736347.24334286,-0.0,-0.0
Nd152,"Nuclide: Nd-152, decay dataset: icrp107_ame2020_nubase2020",17713866693.57286,1.6729070620144252e-28,17950755.49044554,1.6952789669212287e-31
Nd152,"Nuclide: Pm-152, decay dataset: icrp107_ame2020_nubase2020",10024880602.30772,9.467550955356365e-29,28109699.534545638,2.654695085563463e-31
Nd152,"Nuclide: Sm-152, decay dataset: icrp107_ame2020_nubase2020",-27738747295.88058,-27738747295.88058,-0.0,-0.0
Pm136,"Nuclide: Pm-136, decay dataset: icrp107_ame2020_nubase2020",17725885.77146857,1.4925189666221241e-236,114828.48360206626,9.66855433314363e-239
Pm136,"Nuclide: Nd-136, decay dataset: icrp107_ame2020_nubase2020",-18372770.97373465,-0.050789044939665906,-4190.534517774851,-1.1584166930984462e-05
Pm136,"Nuclide: Pr-136, decay dataset: icrp107_ame2020_nubase2020",748826.6151609388,-0.017718681456980648,660.3652125026106,-1.562551411596173e-05
Pm136,"Nuclide: Ce-136, decay dataset: icrp107_ame2020_nubase2020",-101941.41289485699,-101941.3443871306,-0.0,-0.0
Pm143,"Nuclide: Pm-143, decay dataset: icrp107_ame2020_nubase2020",2210.517623715624,2204.7432390484423,6.692060003741067e-05,6.674578791077173e-05
Pm143,"Nuclide: Nd-143, decay dataset: icrp107_ame2020_nubase2020",-2210.517623715624,-4415.260862764066,-0.0,-0.0
Pm144,"Nuclide: Pm-144, decay dataset: icrp107_ame2020_nubase2020",8044.103726609034,8028.758195562539,0.000177779940128265,0.00017744079388110038
Pm144,"Nuclide: Nd-144, decay dataset: icrp107_ame2020_nubase2020",-8044.103726609038,-16072.861922171582,-7.715657629646025e-20,-1.541659629646861e-19
Pm144,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",3.4911447403512378e-12,8044.103726609045,0.0,0.0
Pm145,"Nuclide: Pm-145, decay dataset: icrp107_ame2020_nubase2020",1664.6464162303616,1664.4679442828747,2.0657582805401085e-06,2.065536804135407e-06
Pm145,"Nuclide: Nd-145, decay dataset: icrp107_ame2020_nubase2020",-1664.6464162303616,-3329.1143605132365,-0.0,-0.0
Pm146,"Nuclide: Pm-146, decay dataset: icrp107_ame2020_nubase2020",11155.821258213202,11151.99348314889,4.431055446625898e-05,4.4295350669824276e-05
Pm146,"Nuclide: Nd-146, decay dataset: icrp107_ame2020_nubase2020",-11155.821258213202,-22307.81474136209,-0.0,-0.0
Pm147,"Nuclide: Pm-147, decay dataset: icrp107_ame2020_nubase2020",66031.686171995,65983.93595946865,0.0005528644203692842,0.0005524646214984494
Pm147,"Nuclide: Sm-147, decay dataset: icrp107_ame2020_nubase2020",-66031.68617362923,-132015.62213472975,-1.3682872834270535e-14,-2.735585102365616e-14
Pm147,"Nuclide: Nd-143, decay dataset: icrp107_ame2020_nubase2020",1.6342219373104738e-06,66031.68617689532,0.0,0.0
Pm148,"Nuclide: Pm-148, decay dataset: icrp107_ame2020_nubase2020",19038453.18804389,16732200.00827055,28.453183968948196,25.006462465109223
Pm148,"Nuclide: Sm-148, decay dataset: icrp107_ame2020_nubase2020",-19038453.18804389,-35770653.19631444,-5.973988592669816e-17,-1.1224308615645814e-16
Pm148,"Nuclide: Nd-144, decay dataset: icrp107_ame2020_nubase2020",3.9972855864417627e-11,-9256487.85575807,3.8340737614909737e-34,-8.878539309700363e-17
Pm148,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",-2.5654363992203715e-28,28294941.043801956,-0.0,0.0
Pm149,"Nuclide: Pm-149, decay dataset: icrp107_ame2020_nubase2020",98953316.99032438,72330311.59541608,358.9404498393299,262.3689166843809
Pm149,"Nuclide: Sm-149, decay dataset: icrp107_ame2020_nubase2020",-98953316.99032438,-171283628.58574045,-0.0,-0.0
Pm150,"Nuclide: Pm-150, decay dataset: icrp107_ame2020_nubase2020",1890505915.297901,3808790.056258803,135820.77581059688,273.63723972227865
Pm150,"Nuclide: Sm-150, decay dataset: icrp107_ame2020_nubase2020",-1890505915.297901,-1894314705.3541598,-0.0,-0.0
Pm151,"Nuclide: Pm-151, decay dataset: icrp107_ame2020_nubase2020",431159732.14401084,240019566.93472117,2923.0942166138725,1627.2387138108475
Pm151,"Nuclide: Sm-151, decay dataset: icrp107_ame2020_nubase2020",-431175253.77900773,-671194369.5250983,-0.10523060971235063,-0.1638085491261131
Pm151,"Nuclide: Eu-151, decay dataset: icrp107_ame2020_nubase2020",15521.634996886967,431190324.2253741,0.0,0.0
Pm152,"Nuclide: Pm-152, decay dataset: icrp107_ame2020_nubase2020",8800527779.970547,5.372065529556768e-96,24676622.241610266,1.5063236551761902e-98
Pm152,"Nuclide: Sm-152, decay dataset: icrp107_ame2020_nubase2020",-8800527779.970547,-8800527779.970547,-0.0,-0.0
Pm153,"Nuclide: Pm-153, decay dataset: icrp107_ame2020_nubase2020",11515582726.725092,3.112135785919612e-73,25339662.53820414,6.848152842952028e-76
Pm153,"Nuclide: Sm-153, decay dataset: icrp107_ame2020_nubase2020",-11537292686.051245,-8067399983.808547,-47772.05434068876,-33404.39398581985
Pm153,"Nuclide: Eu-153, decay dataset: icrp107_ame2020_nubase2020",21709959.326155286,8089109943.134703,0.0,0.0
Pm154,"Nuclide: Pm-154, decay dataset: icrp107_ame2020_nubase2020",7957924069.937473,2.1502041750066235e-241,53140776.80334571,1.43584582036037e-243
Pm154,"Nuclide: Sm-154, decay dataset: icrp107_ame2020_nubase2020",-7957924069.937473,-7957924069.937473,-0.0,-0.0
Sm139,"Nuclide: Sm-139, decay dataset: icrp107_ame2020_nubase2020",3807320.5354210325,8.130477161510897e-163,17114.35469918982,3.654745344428214e-165
Sm139,"Nuclide: Pm-139, decay dataset: icrp107_ame2020_nubase2020",-10000239.646833725,-3.517456859230656e-98,-27837.903277616784,-9.791627729787026e-101
Sm139,"Nuclide: Nd-139, decay dataset: icrp107_ame2020_nubase2020",6779569.52648458,1.7211090560073997e-08,2637.059204653709,6.694623398472043e-12
Sm139,"Nuclide: Pr-139, decay dataset: icrp107_ame2020_nubase2020",-592404.1430015987,-13625.724615048332,-25.864402965078654,-0.5949000125980723
Sm139,"Nuclide: Ce-139, decay dataset: icrp107_ame2020_nubase2020",5753.802615123031,19368.839042140073,0.0003353658669220352,0.0011289312357653364
Sm139,"Nuclide: La-139, decay dataset: icrp107_ame2020_nubase2020",-0.07468541335536863,-5743.1891125223065,-0.0,-0.0
Sm140,"Nuclide: Sm-140, decay dataset: icrp107_ame2020_nubase2020",1262399.3815221263,7.100985926177291e-24,984.0627215954571,5.53534455007382e-27
Sm140,"Nuclide: Pm-140, decay dataset: icrp107_ame2020_nubase2020",13198.811715913136,7.423758013730804e-26,994.425992133344,5.593214061279138e-27
Sm140,"Nuclide: Nd-140, decay dataset: icrp107_ame2020_nubase2020",-1279505.664608246,-1041635.5768595013,-3.0459588414031917,-2.4796913234665054
Sm140,"Nuclide: Pr-140, decay dataset: icrp107_ame2020_nubase2020",-1157.9138174768252,-728.159632935493,-3.945942467627652,-2.481424761882014
Sm140,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",5065.385187683242,1047429.1216801202,0.0,0.0
Sm145,"Nuclide: Sm-145, decay dataset: icrp107_ame2020_nubase2020",646.7669940954665,645.4497939291878,1.526091770276768e-05,1.5229837447406529e-05
Sm145,"Nuclide: Pm-145, decay dataset: icrp107_ame2020_nubase2020",-682.6704019074461,-1363.8773007614723,-8.471661139988278e-07,-1.692516080423179e-06
Sm145,"Nuclide: Nd-145, decay dataset: icrp107_ame2020_nubase2020",35.90340781197952,754.3309146442639,0.0,0.0
Sm146,"Nuclide: Sm-146, decay dataset: icrp107_ame2020_nubase2020",1.169181263024862e-05,1.1691812630033198e-05,2.493304900799666e-21,2.4933049007537265e-21
Sm146,"Nuclide: Nd-142, decay dataset: icrp107_ame2020_nubase2020",-1.169181263024862e-05,-2.338362526028182e-05,-0.0,-0.0
Sm147,"Nuclide: Sm-147, decay dataset: icrp107_ame2020_nubase2020",4.5491951399062496e-08,4.549195139906168e-08,9.426695304121688e-27,9.426695304121519e-27
Sm147,"Nuclide: Nd-143, decay dataset: icrp107_ame2020_nubase2020",-4.5491951399062496e-08,-9.098390279812418e-08,-0.0,-0.0
Sm148,"Nuclide: Sm-148, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Sm148,"Nuclide: Nd-144, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Sm148,"Nuclide: Ce-140, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Sm149,"Nuclide: Sm-149, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Sm150,"Nuclide: Sm-150, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Sm151,"Nuclide: Sm-151, decay dataset: icrp107_ame2020_nubase2020",1732.8743253790951,1732.8377857201092,4.229171786096562e-07,4.229082609118986e-07
Sm151,"Nuclide: Eu-151, decay dataset: icrp107_ame2020_nubase2020",-1732.8743253790951,-3465.7121110992043,-0.0,-0.0
Sm152,"Nuclide: Sm-152, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Sm153,"Nuclide: Sm-153, decay dataset: icrp107_ame2020_nubase2020",80573700.41379896,56340797.36917487,333.6286336266813,233.2883204715815
Sm153,"Nuclide: Eu-153, decay dataset: icrp107_ame2020_nubase2020",-80573700.41379896,-136914497.78297383,-0.0,-0.0
Sm154,"Nuclide: Sm-154, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Sm155,"Nuclide: Sm-155, decay dataset: icrp107_ame2020_nubase2020",3898719093.9322543,1.4197559742284886e-10,2019720.5887551317,7.355006357396226e-14
Sm155,"Nuclide: Eu-155, decay dataset: icrp107_ame2020_nubase2020",-3898753813.9493065,-3897200080.668721,-17.986608334933038,-17.979440302964758
Sm155,"Nuclide: Gd-155, decay dataset: icrp107_ame2020_nubase2020",34720.017052764546,3897234800.685774,0.0,0.0
Sm156,"Nuclide: Sm-156, decay dataset: icrp107_ame2020_nubase2020",637591500.3279217,108631379.81973712,13059.833061503676,2225.10445160719
Sm156,"Nuclide: Eu-156, decay dataset: icrp107_ame2020_nubase2020",-654466599.1615024,-736779763.0963079,-345.6538764991064,-389.1272397500718
Sm156,"Nuclide: Gd-156, decay dataset: icrp107_ame2020_nubase2020",16875098.83358058,645023482.1101513,0.0,0.0
Sm157,"Nuclide: Sm-157, decay dataset: icrp107_ame2020_nubase2020",2846037840.773584,2.959903568431005e-45,4094485.481733342,4.2582997367938407e-48
Sm157,"Nuclide: Eu-157, decay dataset: icrp107_ame2020_nubase2020",-2871352908.6010704,-959731659.4245654,-36419.817248379266,-12173.094968237725
Sm157,"Nuclide: Gd-157, decay dataset: icrp107_ame2020_nubase2020",25315067.827486597,985046727.252052,0.0,0.0
Eu142,"Nuclide: Eu-142, decay dataset: icrp107_ame2020_nubase2020",13949772.781419808,0.0,4132156.2704670965,0.0
Eu142,"Nuclide: Sm-142, decay dataset: icrp107_ame2020_nubase2020",-13957281.18968212,-14.618320496483229,-2224.318320897255,-0.0023296656174780456
Eu142,"Nuclide: Pm-142, decay dataset: icrp107_ame2020_nubase2020",7970.560344032658,-0.1373997957965074,136.41410938146035,-0.0023515624954533665
Eu142,"Nuclide: Nd-142, decay dataset: icrp107_ame2020_nubase2020",-462.15208171754097,-447.39636142526126,-0.0,-0.0
Eu143,"Nuclide: Eu-143, decay dataset: icrp107_ame2020_nubase2020",2534052.684231041,1.0858933226209267e-161,11302.9052346532,4.8435257076162575e-164
Eu143,"Nuclide: Sm-143, decay dataset: icrp107_ame2020_nubase2020",-3599505.653811677,-1.0358728030776244e-43,-4752.356562569803,-1.3676425007085386e-46
Eu143,"Nuclide: Pm-143, decay dataset: icrp107_ame2020_nubase2020",1065460.2012864263,1062676.972153216,0.032255447873887066,0.03217118916378325
Eu143,"Nuclide: Nd-143, decay dataset: icrp107_ame2020_nubase2020",-7.231705790570276,-1062684.2038590065,-0.0,-0.0
Eu149,"Nuclide: Eu-149, decay dataset: icrp107_ame2020_nubase2020",1571.7209990591434,1560.0626907487879,0.00013543705234374452,0.0001344324421655931
Eu149,"Nuclide: Sm-149, decay dataset: icrp107_ame2020_nubase2020",-1571.7209990591434,-3131.7836898079313,-0.0,-0.0
Eu150,"Nuclide: Eu-150, decay dataset: icrp107_ame2020_nubase2020",70.62029075153531,70.61665882982557,4.2037211872272735e-08,4.2035049945993604e-08
Eu150,"Nuclide: Sm-150, decay dataset: icrp107_ame2020_nubase2020",-70.6202907515353,-141.23694958136088,-0.0,-0.0
Eu151,"Nuclide: Eu-151, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Eu152,"Nuclide: Eu-152, decay dataset: icrp107_ame2020_nubase2020",1895.8381285450125,1895.5723665387561,3.076164762684335e-06,3.0757335403628733e-06
Eu152,"Nuclide: Sm-152, decay dataset: icrp107_ame2020_nubase2020",-1895.8381285450125,-3791.410495083769,-0.0,-0.0
Eu153,"Nuclide: Eu-153, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Eu154,"Nuclide: Eu-154, decay dataset: icrp107_ame2020_nubase2020",11659.236324774783,11656.661653141764,2.9802730938677698e-05,2.9796149697522882e-05
Eu154,"Nuclide: Gd-154, decay dataset: icrp107_ame2020_nubase2020",-11659.236324774783,-23315.897977916546,-0.0,-0.0
Eu155,"Nuclide: Eu-155, decay dataset: icrp107_ame2020_nubase2020",43433.25546076313,43415.9464185117,0.00020037606680594472,0.0002002962128376035
Eu155,"Nuclide: Gd-155, decay dataset: icrp107_ame2020_nubase2020",-43433.25546076313,-86849.20187927483,-0.0,-0.0
Eu156,"Nuclide: Eu-156, decay dataset: icrp107_ame2020_nubase2020",5578808.9043401675,5329958.6836243095,2.94642526677982,2.814996033311989
Eu156,"Nuclide: Gd-156, decay dataset: icrp107_ame2020_nubase2020",-5578808.9043401675,-10908767.587964477,-0.0,-0.0
Eu157,"Nuclide: Eu-157, decay dataset: icrp107_ame2020_nubase2020",171322400.33142447,57263435.32143015,2173.0280844036215,726.3209768376902
Eu157,"Nuclide: Gd-157, decay dataset: icrp107_ame2020_nubase2020",-171322400.33142447,-228585835.65285462,-0.0,-0.0
Eu158,"Nuclide: Eu-158, decay dataset: icrp107_ame2020_nubase2020",1336896904.2303398,0.48086107420954577,336480.1451948363,0.00012102668766498667
