Parent,Nuclide,Atoms_EOB,Atoms_after_cooling,Activity_EOB_Bq,Activity_after_cooling_Bq
Y94,"Nuclide: Zr-94, decay dataset: icrp107_ame2020_nubase2020",-132313713759.7508,-132313713759.7508,-0.0,-0.0
Y95,"Nuclide: Y-95, decay dataset: icrp107_ame2020_nubase2020",161604799410.7761,1.326500102524578e-31,181255519.5413187,1.4877990389601774e-34
Y95,"Nuclide: Zr-95, decay dataset: icrp107_ame2020_nubase2020",-161622853701.69754,-159882719817.92444,-20249.645388059766,-20031.624896111338
Y95,"Nuclide: Nb-95, decay dataset: icrp107_ame2020_nubase2020",18057982.29525818,-192622227660.7887,4.14023113700124,-44163.325204342094
Y95,"Nuclide: Mo-95, decay dataset: icrp107_ame2020_nubase2020",-3691.373831369458,352504943787.3393,-0.0,0.0
Zr85,"Nuclide: Zr-85, decay dataset: icrp107_ame2020_nubase2020",1266994.2123284375,8.958619151187602e-50,1862.1998856260072,1.3167178978702325e-52
Zr85,"Nuclide: Y-85m, decay dataset: icrp107_ame2020_nubase2020",-1302091.4989041563,-42469.15535773233,-51.58556534616421,-1.6825203073259292
Zr85,"Nuclide: Sr-85, decay dataset: icrp107_ame2020_nubase2020",35100.241503182806,77329.21941269969,0.00434288987616675,0.00956780551178938
Zr85,"Nuclide: Rb-85, decay dataset: icrp107_ame2020_nubase2020",-2.95492746386092,-34863.01898243124,-0.0,-0.0
Zr89,"Nuclide: Zr-89, decay dataset: icrp107_ame2020_nubase2020",266341.6294870865,215426.32140320883,0.6540192915611515,0.5289934223916833
Zr89,"Nuclide: Y-89, decay dataset: icrp107_ame2020_nubase2020",-266341.6294870865,-481767.9508902953,-0.0,-0.0
Zr90,"Nuclide: Zr-90, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Zr91,"Nuclide: Zr-91, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Zr92,"Nuclide: Zr-92, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Zr93,"Nuclide: Zr-93, decay dataset: icrp107_ame2020_nubase2020",1.896745121967934,1.8967451196152585,2.723004214565401e-14,2.723004211187854e-14
Zr93,"Nuclide: Nb-93m, decay dataset: icrp107_ame2020_nubase2020",2.980114501718408e-05,4.9794254216663404e-05,4.0581617390326604e-14,6.780717223086856e-14
Zr93,"Nuclide: Nb-93, decay dataset: icrp107_ame2020_nubase2020",-1.8967749231129514,-3.7935698369824267,-0.0,-0.0
Zr94,"Nuclide: Zr-94, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Zr95,"Nuclide: Zr-95, decay dataset: icrp107_ame2020_nubase2020",77382647.12084526,76549496.59053987,9.695232620249312,9.590847612763328
Zr95,"Nuclide: Nb-95, decay dataset: icrp107_ame2020_nubase2020",93237016.81944141,183641398.28437543,21.37685118111589,42.10425189192195
Zr95,"Nuclide: Mo-95, decay dataset: icrp107_ame2020_nubase2020",-170619663.94028667,-430810558.815202,-0.0,-0.0
Zr97,"Nuclide: Zr-97, decay dataset: icrp107_ame2020_nubase2020",10737159442.9835,3975651254.391923,123467.64006885725,45716.4002009239
Zr97,"Nuclide: Nb-97, decay dataset: icrp107_ame2020_nubase2020",830151196.1711535,307381139.7479183,133013.6294647483,49251.125837626474
Zr97,"Nuclide: Mo-97, decay dataset: icrp107_ame2020_nubase2020",-11567310639.154655,-15850343033.294497,-0.0,-0.0
Nb87,"Nuclide: Nb-87, decay dataset: icrp107_ame2020_nubase2020",390094317.06297183,9.90036687773215e-108,1201745.6712206947,3.049960616804048e-110
Nb87,"Nuclide: Zr-87, decay dataset: icrp107_ame2020_nubase2020",-405167512.67821544,-20286.452377661924,-46435.304078602996,-2.3249830140773744
Nb87,"Nuclide: Y-87m, decay dataset: icrp107_ame2020_nubase2020",15143988.401060691,4387076.73029267,218.08802590018556,63.178132354826474
Nb87,"Nuclide: Y-87, decay dataset: icrp107_ame2020_nubase2020",-70848.27560462925,-5302662.716714802,-0.17094222529547032,-12.794227623054876
Nb87,"Nuclide: Sr-87m, decay dataset: icrp107_ame2020_nubase2020",57.12880891106436,-236186.69079123432,0.003907506692860878,-16.154740359949443
Nb87,"Nuclide: Sr-87, decay dataset: icrp107_ame2020_nubase2020",-1.639021291391031,1172057.490569736,-0.0,0.0
Nb88,"Nuclide: Nb-88, decay dataset: icrp107_ame2020_nubase2020",42927463.43822423,5.461885029354834e-23,34201.20718482214,4.351597940965376e-26
Nb88,"Nuclide: Zr-88, decay dataset: icrp107_ame2020_nubase2020",-42932646.98553765,-42577307.4014935,-4.12984101774148,-4.09565966409918
Nb88,"Nuclide: Y-88, decay dataset: icrp107_ame2020_nubase2020",5184.03482634607,195311379.88687196,0.0003899588394677927,14.691915001894579
Nb88,"Nuclide: Sr-88, decay dataset: icrp107_ame2020_nubase2020",-0.48751293454456973,-152734072.9728914,-0.0,-0.0
Nb89,"Nuclide: Nb-89, decay dataset: icrp107_ame2020_nubase2020",13172975.503575714,3636.709122992533,1249.426769278699,0.3449335899177485
Nb89,"Nuclide: Zr-89, decay dataset: icrp107_ame2020_nubase2020",-13523082.062016698,-10941669.834291864,-33.20681249474856,-26.86798592957676
Nb89,"Nuclide: Y-89, decay dataset: icrp107_ame2020_nubase2020",350106.5584409853,11288139.683609856,0.0,0.0
Nb90,"Nuclide: Nb-90, decay dataset: icrp107_ame2020_nubase2020",573855.9527189255,183636.52357250135,7.567858365195291,2.421749211607862
Nb90,"Nuclide: Zr-90, decay dataset: icrp107_ame2020_nubase2020",-573855.9527189254,-757492.4762914268,-0.0,-0.0
Nb91,"Nuclide: Nb-91, decay dataset: icrp107_ame2020_nubase2020",2.0612575172168714,2.0612517645762356,6.658158175169594e-11,6.658139593313152e-11
Nb91,"Nuclide: Zr-91, decay dataset: icrp107_ame2020_nubase2020",-2.0612575172168714,-4.122509281793107,-0.0,-0.0
Nb92,"Nuclide: Nb-92, decay dataset: icrp107_ame2020_nubase2020",0.00032286386290359607,0.0003228638628859384,2.0437168815023372e-19,2.0437168813905646e-19
Nb92,"Nuclide: Zr-92, decay dataset: icrp107_ame2020_nubase2020",-0.00032286386290359607,-0.0006457277257895344,-0.0,-0.0
Nb93,"Nuclide: Nb-93, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Nb94,"Nuclide: Nb-94, decay dataset: icrp107_ame2020_nubase2020",24.06922087134756,24.069218621202662,2.604334492275765e-11,2.6043342488058994e-11
Nb94,"Nuclide: Mo-94, decay dataset: icrp107_ame2020_nubase2020",-24.06922087134756,-48.13843949255022,-0.0,-0.0
Nb95,"Nuclide: Nb-95, decay dataset: icrp107_ame2020_nubase2020",22597145.379522268,22153916.29318408,5.180944547288037,5.07932351155561
Nb95,"Nuclide: Mo-95, decay dataset: icrp107_ame2020_nubase2020",-22597145.379522268,-44751061.67270635,-0.0,-0.0
Nb96,"Nuclide: Nb-96, decay dataset: icrp107_ame2020_nubase2020",1852836562.22385,908714099.2804267,15278.235060002895,7493.131285406829
Nb96,"Nuclide: Mo-96, decay dataset: icrp107_ame2020_nubase2020",-1852836562.22385,-2761550661.5042768,-0.0,-0.0
Nb97,"Nuclide: Nb-97, decay dataset: icrp107_ame2020_nubase2020",53191434447.49712,51712.09537122426,8522767.641521448,8.285735808463036
Nb97,"Nuclide: Mo-97, decay dataset: icrp107_ame2020_nubase2020",-53191434447.49712,-53191486159.59249,-0.0,-0.0
Nb99,"Nuclide: Nb-99, decay dataset: icrp107_ame2020_nubase2020",148859991425.88922,0.0,6878792223.668849,0.0
Nb99,"Nuclide: Mo-99, decay dataset: icrp107_ame2020_nubase2020",-148869398298.1701,-115675231006.48463,-434689.8009218487,-337764.80400012294
Nb99,"Nuclide: Tc-99m, decay dataset: icrp107_ame2020_nubase2020",9413393.286241136,-11610363183.85564,301.32386699270165,-371649.1413210736
Nb99,"Nuclide: Tc-99, decay dataset: icrp107_ame2020_nubase2020",-6521.005319524207,127285592205.09041,-6.785113075833603e-10,0.0132440796122368
Nb99,"Nuclide: Ru-99, decay dataset: icrp107_ame2020_nubase2020",1.5418448077877926e-08,1985.2498805517032,0.0,0.0
Mo89,"Nuclide: Mo-89, decay dataset: icrp107_ame2020_nubase2020",252156966.60821486,9.10749725542289e-198,1380583.6529465434,4.986442373265257e-200
Mo89,"Nuclide: Nb-89, decay dataset: icrp107_ame2020_nubase2020",-256602209.6553743,-70841.06370504029,-24338.136035587668,-6.71911378968475
Mo89,"Nuclide: Zr-89, decay dataset: icrp107_ame2020_nubase2020",4447237.625443726,3669803.4518475514,10.920482865551532,9.011442403382807
Mo89,"Nuclide: Y-89, decay dataset: icrp107_ame2020_nubase2020",-1994.5782843186228,-3600956.96642683,-0.0,-0.0
Mo90,"Nuclide: Mo-90, decay dataset: icrp107_ame2020_nubase2020",11432221.99244702,573747.2220903024,395.8939069544391,19.868668532473716
Mo90,"Nuclide: Nb-90, decay dataset: icrp107_ame2020_nubase2020",-18463544.277749468,-6835045.575115396,-243.49226901190553,-90.13874751502979
Mo90,"Nuclide: Zr-90, decay dataset: icrp107_ame2020_nubase2020",7031322.285302443,13292620.638327535,0.0,0.0
Mo91,"Nuclide: Mo-91, decay dataset: icrp107_ame2020_nubase2020",10095236.852661507,1.0456929931143739e-21,7529.034819783925,7.798785774785007e-25
Mo91,"Nuclide: Nb-91, decay dataset: icrp107_ame2020_nubase2020",-10095237.289896954,-10095209.115701456,-0.00032609068071591356,-0.0003260897706488864
Mo91,"Nuclide: Zr-91, decay dataset: icrp107_ame2020_nubase2020",0.4372354471774426,10095209.552936902,0.0,0.0
Mo92,"Nuclide: Mo-92, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Mo93,"Nuclide: Mo-93, decay dataset: icrp107_ame2020_nubase2020",0.15052987690656752,0.15052980548865974,8.265963508558474e-13,8.265959586826578e-13
Mo93,"Nuclide: Nb-93m, decay dataset: icrp107_ame2020_nubase2020",0.0006192739437852558,0.0012286702123155636,8.4329438456142e-13,1.673137875283994e-12
Mo93,"Nuclide: Nb-93, decay dataset: icrp107_ame2020_nubase2020",-0.1511491508503528,-0.3029076265513281,-0.0,-0.0
Mo94,"Nuclide: Mo-94, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Mo95,"Nuclide: Mo-95, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Mo96,"Nuclide: Mo-96, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Mo97,"Nuclide: Mo-97, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Mo98,"Nuclide: Mo-98, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Mo99,"Nuclide: Mo-99, decay dataset: icrp107_ame2020_nubase2020",908943623.9528139,706271838.769872,2654.061395169144,2062.2718201404687
Mo99,"Nuclide: Tc-99m, decay dataset: icrp107_ame2020_nubase2020",91235643.06068017,76634157.86685088,2920.4640599466147,2453.068738339034
Mo99,"Nuclide: Tc-99, decay dataset: icrp107_ame2020_nubase2020",-1000179302.654207,-1783085318.011774,-0.00010406876443266491,-0.00018553021986265374
Mo99,"Nuclide: Ru-99, decay dataset: icrp107_ame2020_nubase2020",35.64071277183457,1000179357.015764,0.0,0.0
Mo101,"Nuclide: Mo-101, decay dataset: icrp107_ame2020_nubase2020",114456882054.16142,2.4453122875961567e-19,90503610.6451337,1.933562990800669e-22
Mo101,"Nuclide: Tc-101, decay dataset: icrp107_ame2020_nubase2020",3964116402852.4653,9.64717276483951e-18,3225018906.1603503,7.848486622445068e-21
Mo101,"Nuclide: Ru-101, decay dataset: icrp107_ame2020_nubase2020",-4078573284906.6265,-4078573284906.6265,-0.0,-0.0
Mo102,"Nuclide: Mo-102, decay dataset: icrp107_ame2020_nubase2020",203655734208.95416,8.862414585809875e-28,208205601.7283218,9.060409562105384e-31
Mo102,"Nuclide: Tc-102, decay dataset: icrp107_ame2020_nubase2020",1598439584.516586,6.95587302489537e-30,209839752.1407352,9.131522302157583e-31
Mo102,"Nuclide: Ru-102, decay dataset: icrp107_ame2020_nubase2020",-205254173793.4707,-205254173793.4707,-0.0,-0.0
Tc91,"Nuclide: Tc-91, decay dataset: icrp107_ame2020_nubase2020",2877335683.3174033,2.5528070928491537e-129,10586078.112611366,9.392096809563807e-132
Tc91,"Nuclide: Mo-91, decay dataset: icrp107_ame2020_nubase2020",-3608901192.088589,-3.7382012373629686e-19,-2691521.0740430723,-2.7879531397071666e-22
Tc91,"Nuclide: Nb-91, decay dataset: icrp107_ame2020_nubase2020",731565515.1940761,731563473.5115229,0.02363061808132687,0.023630552132044607
Tc91,"Nuclide: Zr-91, decay dataset: icrp107_ame2020_nubase2020",-6.422890705992685,-731563479.9344136,-0.0,-0.0
Tc92,"Nuclide: Tc-92, decay dataset: icrp107_ame2020_nubase2020",889415040.2959465,8.975504718279071e-94,2417629.5197205706,2.439743446893186e-96
Tc92,"Nuclide: Mo-92, decay dataset: icrp107_ame2020_nubase2020",-889415040.2959465,-889415040.2959465,-0.0,-0.0
Tc93,"Nuclide: Tc-93, decay dataset: icrp107_ame2020_nubase2020",68209493.48097053,160943.6896143252,4775.678595328959,11.26845097829136
Tc93,"Nuclide: Mo-93, decay dataset: icrp107_ame2020_nubase2020",-68209498.83062048,-68370410.1713105,-0.0003745550317701561,-0.0003754386352763773
Tc93,"Nuclide: Nb-93m, decay dataset: icrp107_ame2020_nubase2020",5.34976385423927,-276162.9605387223,7.285024442388056e-09,-0.0003760640604748568
Tc93,"Nuclide: Nb-93, decay dataset: icrp107_ame2020_nubase2020",-0.00011389371558398131,68485629.44212103,-0.0,0.0
Tc94,"Nuclide: Tc-94, decay dataset: icrp107_ame2020_nubase2020",6887523.997935276,228348.57194903184,271.5624482484527,9.003365690066055
Tc94,"Nuclide: Mo-94, decay dataset: icrp107_ame2020_nubase2020",-6887523.997935275,-7115872.569884307,-0.0,-0.0
Tc95,"Nuclide: Tc-95, decay dataset: icrp107_ame2020_nubase2020",679209.6853953244,295643.18710854143,6.5387816450107845,2.846170022167248
Tc95,"Nuclide: Mo-95, decay dataset: icrp107_ame2020_nubase2020",-679209.6853953244,-974852.8725038657,-0.0,-0.0
Tc96,"Nuclide: Tc-96, decay dataset: icrp107_ame2020_nubase2020",102075.75265024717,86813.7426720516,0.19133329047965664,0.1627258052283153
Tc96,"Nuclide: Mo-96, decay dataset: icrp107_ame2020_nubase2020",-102075.75265024717,-188889.49532229878,-0.0,-0.0
Tc97,"Nuclide: Tc-97, decay dataset: icrp107_ame2020_nubase2020",0.006852624593966445,0.006852624588964624,5.789144116525947e-17,5.789144112300375e-17
Tc97,"Nuclide: Mo-97, decay dataset: icrp107_ame2020_nubase2020",-0.006852624593966445,-0.013705249182931069,-0.0,-0.0
Tc98,"Nuclide: Tc-98, decay dataset: icrp107_ame2020_nubase2020",0.022444325256739797,0.022444325246598305,1.1737835853364555e-16,1.1737835848060802e-16
Tc98,"Nuclide: Ru-98, decay dataset: icrp107_ame2020_nubase2020",-0.022444325256739797,-0.044888650503338096,-0.0,-0.0
Tc99,"Nuclide: Tc-99, decay dataset: icrp107_ame2020_nubase2020",2.7353977068889592,2.735397682297927,2.8461842674852663e-13,2.846184241898271e-13
Tc99,"Nuclide: Ru-99, decay dataset: icrp107_ame2020_nubase2020",-2.7353977068889592,-5.470795389186886,-0.0,-0.0
Tc101,"Nuclide: Tc-101, decay dataset: icrp107_ame2020_nubase2020",37030836052.32949,1.1004695788920741e-20,30126548.830340095,8.952903590387692e-24
Tc101,"Nuclide: Ru-101, decay dataset: icrp107_ame2020_nubase2020",-37030836052.32949,-37030836052.32949,-0.0,-0.0
Tc102,"Nuclide: Tc-102, decay dataset: icrp107_ame2020_nubase2020",63039241652.05372,0.0,8275657692.378428,0.0
Tc102,"Nuclide: Ru-102, decay dataset: icrp107_ame2020_nubase2020",-63039241652.05372,-63039241652.05372,-0.0,-0.0
Tc104,"Nuclide: Tc-104, decay dataset: icrp107_ame2020_nubase2020",150367051209.1618,3.08706992555012e-13,94923950.45058599,1.948810396253612e-16
Tc104,"Nuclide: Ru-104, decay dataset: icrp107_ame2020_nubase2020",-150367051209.1618,-150367051209.1618,-0.0,-0.0
Tc105,"Nuclide: Tc-105, decay dataset: icrp107_ame2020_nubase2020",224066219567.47952,2.056430566305543e-46,340594009.5436931,3.12589703739469e-49
Tc105,"Nuclide: Ru-105, decay dataset: icrp107_ame2020_nubase2020",-230646216741.52682,-5441982859.758394,-10001987.915490951,-235991.93417774516
Tc105,"Nuclide: Rh-105, decay dataset: icrp107_ame2020_nubase2020",6603652793.027734,10348823954.632555,35957.95087735657,56351.00982171301
Tc105,"Nuclide: Pd-105, decay dataset: icrp107_ame2020_nubase2020",-23655618.980445832,-4930496713.854607,-0.0,-0.0
Ru92,"Nuclide: Ru-92, decay dataset: icrp107_ame2020_nubase2020",15198074594.384823,2.625848916489829e-109,48102751.392865635,8.310957867768549e-112
Ru92,"Nuclide: Tc-92, decay dataset: icrp107_ame2020_nubase2020",-107653028375.89252,-1.0863772483579145e-91,-292625070.9705478,-2.9530169675441565e-94
Ru92,"Nuclide: Mo-92, decay dataset: icrp107_ame2020_nubase2020",92454953781.50769,92454953781.50769,0.0,0.0
Ru94,"Nuclide: Ru-94, decay dataset: icrp107_ame2020_nubase2020",2372074819.4289045,10.156099790548437,529020.9051365465,0.0022650167102008043
Ru94,"Nuclide: Tc-94m, decay dataset: icrp107_ame2020_nubase2020",-616739453050.7194,-5484.303551259216,-137016414.43018875,-1.2184069050930195
Ru94,"Nuclide: Mo-94, decay dataset: icrp107_ame2020_nubase2020",614367378231.2905,614367383705.438,0.0,0.0
Ru95,"Nuclide: Ru-95, decay dataset: icrp107_ame2020_nubase2020",158824108.40542725,6362.725813570484,18612.3762335445,0.745638983288085
Ru95,"Nuclide: Tc-95, decay dataset: icrp107_ame2020_nubase2020",-173039285.66101384,-75326656.00886175,-1665.8568469727597,-725.1730449104358
Ru95,"Nuclide: Mo-95, decay dataset: icrp107_ame2020_nubase2020",14215177.25558662,89535470.5386348,0.0,0.0
Ru96,"Nuclide: Ru-96, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ru97,"Nuclide: Ru-97, decay dataset: icrp107_ame2020_nubase2020",324953.9239524254,255869.39299194384,0.8989499369393141,0.7078350428797513
Ru97,"Nuclide: Tc-97, decay dataset: icrp107_ame2020_nubase2020",-324953.92494477675,-580823.318480912,-2.7452329788974866e-09,-4.906835112323845e-09
Ru97,"Nuclide: Mo-97, decay dataset: icrp107_ame2020_nubase2020",0.0009923513394015928,324953.9264813195,0.0,0.0
Ru98,"Nuclide: Ru-98, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ru99,"Nuclide: Ru-99, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ru100,"Nuclide: Ru-100, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ru101,"Nuclide: Ru-101, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ru102,"Nuclide: Ru-102, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ru103,"Nuclide: Ru-103, decay dataset: icrp107_ame2020_nubase2020",27115746.619446218,26641211.266326264,5.540934168119178,5.443965820207372
Ru103,"Nuclide: Rh-103m, decay dataset: icrp107_ame2020_nubase2020",26941.62243188033,26469.37546329856,5.546598480583701,5.4493747768138645
Ru103,"Nuclide: Rh-103, decay dataset: icrp107_ame2020_nubase2020",-27142688.241878092,-53810368.883667655,-0.0,-0.0
Ru104,"Nuclide: Ru-104, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Ru105,"Nuclide: Ru-105, decay dataset: icrp107_ame2020_nubase2020",24103920403.43489,568720022.9929293,1045268.047302442,24662.580109205217
Ru105,"Nuclide: Rh-105, decay dataset: icrp107_ame2020_nubase2020",-27565156062.880623,-17870715535.22535,-150096.70536922282,-97308.91848785717
Ru105,"Nuclide: Pd-105, decay dataset: icrp107_ame2020_nubase2020",3461235659.4457364,20763231171.678158,0.0,0.0
Ru106,"Nuclide: Ru-106, decay dataset: icrp107_ame2020_nubase2020",29768720.82552358,29713540.07976973,0.6392587025080909,0.6380737415505549
Ru106,"Nuclide: Rh-106, decay dataset: icrp107_ame2020_nubase2020",28.483235099808887,27.432290841322793,0.6625192651898859,0.6380743306363524
Ru106,"Nuclide: Pd-106, decay dataset: icrp107_ame2020_nubase2020",-29768749.308758676,-59482316.820819244,-0.0,-0.0
Ru107,"Nuclide: Ru-107, decay dataset: icrp107_ame2020_nubase2020",173201876775.9595,4.395762893713075e-105,533575078.02198845,1.3541825138609974e-107
Ru107,"Nuclide: Rh-107, decay dataset: icrp107_ame2020_nubase2020",-209386112870.23727,-2.2118915550170597e-09,-111471116.57788898,-1.177547154427364e-12
Ru107,"Nuclide: Pd-107, decay dataset: icrp107_ame2020_nubase2020",36184236094.3175,36184236083.75296,0.0001222747603485192,0.00012227476031281923
Ru107,"Nuclide: Ag-107, decay dataset: icrp107_ame2020_nubase2020",-0.039691167854849885,-36184236083.79265,-0.0,-0.0
Ru108,"Nuclide: Ru-108, decay dataset: icrp107_ame2020_nubase2020",239361870252.5948,1.2823996027093407e-84,607739946.8833022,3.2560134394475217e-87
Ru108,"Nuclide: Rh-108, decay dataset: icrp107_ame2020_nubase2020",15695860345.432447,8.4091777226842e-86,647591746.7201874,3.46952251744408e-87
Ru108,"Nuclide: Pd-108, decay dataset: icrp107_ame2020_nubase2020",-255057730598.02722,-255057730598.02722,-0.0,-0.0
Rh94,"Nuclide: Rh-94, decay dataset: icrp107_ame2020_nubase2020",10111244700.626438,0.0,99271682.09902132,0.0
Rh94,"Nuclide: Ru-94, decay dataset: icrp107_ame2020_nubase2020",-10346266058.839565,-44.29780616213328,-2307427.653799132,-0.009879311276149823
Rh94,"Nuclide: Tc-94m, decay dataset: icrp107_ame2020_nubase2020",240462388.94975013,11518.538347712623,53421.7394010347,2.558987942271992
Rh94,"Nuclide: Mo-94, decay dataset: icrp107_ame2020_nubase2020",-5441030.7366227405,-5452504.977164291,-0.0,-0.0
Rh95,"Nuclide: Rh-95, decay dataset: icrp107_ame2020_nubase2020",3370414685.550745,1.5012379085052246e-77,7756286.310117309,3.454776970883484e-80
Rh95,"Nuclide: Ru-95, decay dataset: icrp107_ame2020_nubase2020",-3551255661.0546365,-142268.48991653792,-416166.70874882763,-16.672246342762097
Rh95,"Nuclide: Tc-95, decay dataset: icrp107_ame2020_nubase2020",181600671.66530055,79201285.4022346,1748.2776882304918,762.4742732400342
Rh95,"Nuclide: Mo-95, decay dataset: icrp107_ame2020_nubase2020",-759696.161409198,-79818713.07372727,-0.0,-0.0
Rh96,"Nuclide: Rh-96, decay dataset: icrp107_ame2020_nubase2020",680171779.0477393,1.1128520270608924e-35,793702.2743154588,1.2986031059556861e-38
Rh96,"Nuclide: Ru-96, decay dataset: icrp107_ame2020_nubase2020",-680171779.0477393,-680171779.0477393,-0.0,-0.0
Rh97,"Nuclide: Rh-97, decay dataset: icrp107_ame2020_nubase2020",131375337.39647643,9.96644114379009e-07,49436.72351328946,3.7503857649482827e-10
Rh97,"Nuclide: Ru-97, decay dataset: icrp107_ame2020_nubase2020",-132348300.21613303,-104211325.8025333,-366.1272794808182,-288.28937844204916
Rh97,"Nuclide: Tc-97, decay dataset: icrp107_ame2020_nubase2020",972962.8196784408,105184288.93974338,8.219656433681362e-09,8.886040656635777e-07
Rh97,"Nuclide: Mo-97, decay dataset: icrp107_ame2020_nubase2020",-2.184327989710265e-05,-972963.1372329319,-0.0,-0.0
Rh98,"Nuclide: Rh-98, decay dataset: icrp107_ame2020_nubase2020",53361143.19258921,7.972062052341654e-43,70856.56313294776,1.0585847384730936e-45
Rh98,"Nuclide: Ru-98, decay dataset: icrp107_ame2020_nubase2020",-53361143.19258921,-53361143.19258921,-0.0,-0.0
Rh99,"Nuclide: Rh-99, decay dataset: icrp107_ame2020_nubase2020",18105.650546905417,17342.696288316452,0.00902194087070905,0.00864176517968856
Rh99,"Nuclide: Ru-99, decay dataset: icrp107_ame2020_nubase2020",-18105.650546905417,-35448.34683522187,-0.0,-0.0
Rh100,"Nuclide: Rh-100, decay dataset: icrp107_ame2020_nubase2020",163386.26479293322,73429.95155795626,1.5124296044797316,0.6797244109381776
Rh100,"Nuclide: Ru-100, decay dataset: icrp107_ame2020_nubase2020",-163386.26479293322,-236816.21635088947,-0.0,-0.0
Rh101,"Nuclide: Rh-101, decay dataset: icrp107_ame2020_nubase2020",486.0510551046613,485.77161573715796,3.235182009575182e-06,3.2333220460898255e-06
Rh101,"Nuclide: Ru-101, decay dataset: icrp107_ame2020_nubase2020",-486.0510551046613,-971.8226708418192,-0.0,-0.0
Rh102,"Nuclide: Rh-102, decay dataset: icrp107_ame2020_nubase2020",18720.237216388447,18657.65664263217,0.0007255255661764744,0.000723100179912329
Rh102,"Nuclide: Ru-102, decay dataset: icrp107_ame2020_nubase2020",-18720.237216388447,-37377.893859020616,-0.0,-0.0
Rh103,"Nuclide: Rh-103, decay dataset: icrp107_ame2020_nubase2020",0.0,0.0,0.0,0.0
Rh104,"Nuclide: Rh-104, decay dataset: icrp107_ame2020_nubase2020",2877335683.326412,0.0,47149340.813764215,0.0
Rh104,"Nuclide: Pd-104, decay dataset: icrp107_ame2020_nubase2020",-2877335683.326412,-2877335683.326412,-0.0,-0.0
Rh105,"Nuclide: Rh-105, decay dataset: icrp107_ame2020_nubase2020",538720712.743289,336546185.1359438,2933.420870626375,1832.5480718575982
Rh105,"Nuclide: Pd-105, decay dataset: icrp107_ame2020_nubase2020",-538720712.743289,-875266897.8792328,-0.0,-0.0
Rh106,"Nuclide: Rh-106, decay dataset: icrp107_ame2020_nubase2020",31207545372.30382,0.0,725886647.2150658,0.0
Rh106,"Nuclide: Pd-106, decay dataset: icrp107_ame2020_nubase2020",-31207545372.30382,-31207545372.30382,-0.0,-0.0
Rh107,"Nuclide: Rh-107, decay dataset: icrp107_ame2020_nubase2020",87627183346.24219,9.256670567909235e-10,46650180.55058154,4.927983952011147e-13
Rh107,"Nuclide: Pd-107, decay dataset: icrp107_ame2020_nubase2020",-87627183346.79842,-87627183321.21432,-0.0002961121748105161,-0.0002961121747240616
Rh107,"Nuclide: Ag-107, decay dataset: icrp107_ame2020_nubase2020",0.5562138350977321,87627183321.77055,0.0,0.0
Rh108,"Nuclide: Rh-108, decay dataset: icrp107_ame2020_nubase2020",118900747868.47754,0.0,4905697509.018103,0.0
Rh108,"Nuclide: Pd-108, decay dataset: icrp107_ame2020_nubase2020",-118900747868.47754,-118900747868.47754,-0.0,-0.0
Rh109,"Nuclide: Rh-109, decay dataset: icrp107_ame2020_nubase2020",212835459439.11203,0.0,1844078732.9175136,0.0
Rh109,"Nuclide: Pd-109, decay dataset: icrp107_ame2020_nubase2020",-213181221889.48984,-63305773162.30432,-2995803.3461185875,-889626.41919075
Rh109,"Nuclide: Ag-109, decay dataset: icrp107_ame2020_nubase2020",345762450.37783396,63651535612.68215,0.0,0.0
Pd96,"Nuclide: Pd-96, decay dataset: icrp107_ame2020_nubase2020",34640375363.25724,2.2445363531334835e-203,196810479.64409792,1.2752410203596522e-205
Pd96,"Nuclide: Rh-96m, decay dataset: icrp107_ame2020_nubase2020",99949618087.34091,6.476273681334189e-203,764677659.771343,4.954758104582087e-205
Pd96,"Nuclide: Rh-96, decay dataset: icrp107_ame2020_nubase2020",-169378084977.00497,-2.7712520720904876e-33,-197649734.0916731,-3.23381407473136e-36
