parent_nuclide,parent_original,production_rate,nuclide,original_nuclide,atom_number_after_irradiation,atom_number_after_cooling,activity_after_cooling_Bq,is_stable,decay_constant,half_life,half_life_seconds,cooling_time_hours
Zr85,Zr85,4.06e-09,Y85,Y-85,5857117471.53331,6.453181423531559e-18,4.636198703734156e-22,False,7.184361324211705e-05,2.68 小时,9648.0,240.0
Zr85,Zr85,4.06e-09,Sr85,Sr-85,9684849074210.072,8702945609504.494,1076799.838454664,False,1.2372820499747694e-07,64.84 天,5602176.0,240.0
Zr85,Zr85,4.06e-09,Sr85m,Sr-85m,6.361423494077186e+58,5.096436324095609e-06,8.705654465351084e-10,False,0.00017081846827343518,1.13 小时,4057.7999999999997,240.0
Zr85,Zr85,4.06e-09,Rb85,Rb-85,,,0.0,True,0.0,稳定,inf,240.0
Zr89,Zr89,4.87e-08,Zr89,Zr89,54475182935871.05,6528235733551.456,16030509.829889463,False,2.45556540605629e-06,3.27 天,282276.0,240.0
Zr89,Zr89,4.87e-08,Y89,Y-89,,,0.0,True,0.0,稳定,inf,240.0
Zr90,Zr90,7.71e-07,Zr90,Zr90,2078868888000000.0,2078868888000000.0,0.0,True,0.0,稳定,inf,240.0
Zr91,Zr91,3.8e-06,Zr91,Zr91,1.02460464e+16,1.02460464e+16,0.0,True,0.0,稳定,inf,240.0
Zr92,Zr92,2.14e-05,Zr92,Zr92,5.770141919999999e+16,5.770141919999999e+16,0.0,True,0.0,稳定,inf,240.0
Zr93,Zr93,5.88e-05,Zr93,Zr93,1.5854408603062166e+17,1.5854408406408013e+17,2276.0897291934616,False,1.4356194635893918e-14,1531015.25 年,48282096902400.0,240.0
Zr93,Zr93,5.88e-05,Nb93m,Nb-93m,2876825830.4042287,2873443093.248303,3.912902277272889,False,1.3617469183457963e-09,16.14 年,509013217.6704,240.0
Zr93,Zr93,5.88e-05,Nb93,Nb-93,,,0.0,True,0.0,稳定,inf,240.0
Zr94,Zr94,0.000175,Zr94,Zr94,4.718574e+17,4.718574e+17,0.0,True,0.0,稳定,inf,240.0
Zr95,Zr95,0.000275,Zr95,Zr95,7.027667821054173e+17,6.30665094590589e+17,79015709917.21986,False,1.2528949294159802e-07,64.03 天,5532364.8,240.0
Zr95,Zr95,0.000275,Nb95,Nb-95,1.1482062031503544e+17,9.418661662448978e+16,21594570005.748024,False,2.292742937337145e-07,34.99 天,3023222.4,240.0
Zr95,Zr95,0.000275,Nb95m,Nb-95m,2563775804024900.0,375839083315766.2,835230715.0423133,False,2.2223093662150703e-06,3.61 天,311904.0,240.0
Zr95,Zr95,0.000275,Mo95,Mo-95,,,0.0,True,0.0,稳定,inf,240.0
Zr97,Zr97,0.000433,Zr97,Zr97,1.175065548864027e+17,5691816365899.526,65450749.62653638,False,1.149909719833216e-05,16.74 小时,60278.4,240.0
Zr97,Zr97,0.000433,Nb97,Nb-97,5.83464372156042e+71,440066871106.17865,70511121.35115224,False,0.00016022819707811958,1.20 小时,4326.0,240.0
Zr97,Zr97,0.000433,Mo97,Mo-97,,,0.0,True,0.0,稳定,inf,240.0
Nb87,Nb87,1.25e-06,Nb87,Nb87,1266269216865.2532,0.0,0.0,False,0.003080654135821979,3.75 分钟,225.0,240.0
Nb87,Nb87,1.25e-06,Zr87,Zr-87,35352514252171.77,3.500541342483799e-30,4.011888826018801e-34,False,0.0001146076687433772,1.68 小时,6048.0,240.0
Nb87,Nb87,1.25e-06,Y87m,Y-87m,308890963192255.3,1219341627.0724652,17559.6944017422,False,1.440096361173326e-05,13.37 小时,48132.0,240.0
Nb87,Nb87,1.25e-06,Y87,Y-87,1669099354233608.5,207552906130029.53,500782204.4731723,False,2.412793026176362e-06,3.33 天,287280.0,240.0
Nb87,Nb87,1.25e-06,Sr87,Sr-87,,,0.0,True,0.0,稳定,inf,240.0
Nb88,Nb88,1.38e-07,Nb88,Nb88,540545003295.4392,6.010424260066276e-288,4.788630609004637e-291,False,0.0007967208971953394,14.50 分钟,870.0,240.0
Nb88,Nb88,1.38e-07,Zr88,Zr-88,357093440189516.8,328614822305801.56,31610605.622651007,False,9.619348695487293e-08,83.40 天,7205760.000000001,240.0
Nb88,Nb88,1.38e-07,Y88,Y-88,44086765277735.18,41312574752207.93,3107657.306606599,False,7.522303621224945e-08,106.65 天,9214560.0,240.0
Nb88,Nb88,1.38e-07,Sr88,Sr-88,,,0.0,True,0.0,稳定,inf,240.0
Nb89,Nb89,8.53e-08,Nb89,Nb89,2806603664936.58,7.218183293584184e-24,6.846282702124764e-28,False,9.484772585658803e-05,2.03 小时,7307.999999999999,240.0
Nb89,Nb89,8.53e-08,Zr89,Zr-89,96749643725877.94,11594352645372.158,28470691.261593103,False,2.45556540605629e-06,3.27 天,282276.0,240.0
Nb89,Nb89,8.53e-08,Zr89m,Zr-89m,inf,3.134742895515648e-27,8.703189136453541e-30,False,0.0027763645780659514,4.16 分钟,249.65999999999997,240.0
Nb89,Nb89,8.53e-08,Y89,Y-89,,,0.0,True,0.0,稳定,inf,240.0
Nb90,Nb90,2.03e-08,Nb90,Nb90,4803745848637.428,54093083.347843975,713.365072495285,False,1.3187731745813266e-05,14.60 小时,52560.0,240.0
Nb90,Nb90,2.03e-08,Zr90,Zr-90,,,0.0,True,0.0,稳定,inf,240.0
Nb91,Nb91,2.84e-08,Nb91,Nb91,76574646655347.86,76572509606055.52,2473.4021662426267,False,3.2301437930761316e-11,680.45 年,21458709734.4,240.0
Nb91,Nb91,2.84e-08,Zr91,Zr-91,,,0.0,True,0.0,稳定,inf,240.0
Nb92,Nb92,2.27e-07,Nb92,Nb92,612066462057599.0,612066461722854.4,0.3874359146839252,False,6.329964781820661e-16,34723025.59 年,1095025334976000.1,240.0
Nb92,Nb92,2.27e-07,Zr92,Zr-92,,,0.0,True,0.0,稳定,inf,240.0
Nb93,Nb93,2.12e-06,Nb93,Nb93,5716215360000000.0,5716215360000000.0,0.0,True,0.0,稳定,inf,240.0
Nb94,Nb94,9.9e-06,Nb94,Nb94,2.669363472316652e+16,2.6693609768257932e+16,28882.982550374207,False,1.0820186104885565e-12,20313.47 年,640605599424.0,240.0
Nb94,Nb94,9.9e-06,Mo94,Mo-94,,,0.0,True,0.0,稳定,inf,240.0
Nb95,Nb95,4.39e-05,Nb95,Nb95,1.0738206471406482e+17,8.808481728996008e+16,20195584272.818882,False,2.292742937337145e-07,34.99 天,3023222.4,240.0
Nb95,Nb95,4.39e-05,Mo95,Mo-95,,,0.0,True,0.0,稳定,inf,240.0
Nb96,Nb96,0.000103,Nb96,Nb96,3.895025412679653e+16,31362584108714.945,258611548.29918998,False,8.245862247917504e-06,23.35 小时,84060.0,240.0
Nb96,Nb96,0.000103,Mo96,Mo-96,,,0.0,True,0.0,稳定,inf,240.0
Nb97,Nb97,0.000249,Nb97,Nb97,4849750319671509.0,3.657831652920969e-45,5.8608777096280495e-49,False,0.00016022819707811958,1.20 小时,4326.0,240.0
Nb97,Nb97,0.000249,Mo97,Mo-97,,,0.0,True,0.0,稳定,inf,240.0
Nb99,Nb99,0.000477,Nb99,Nb99,32213888877052.035,0.0,0.0,False,0.046209812037329684,15.00 秒,15.0,240.0
Nb99,Nb99,0.000477,Mo99,Mo-99,4.6893097674216986e+17,3.7623426584156824e+16,109858170979.56221,False,2.9199406049268075e-06,2.75 天,237384.0,240.0
Nb99,Nb99,0.000477,Tc99m,Tc-99m,3.399195353984609e+27,3312868730380168.5,106045332041.57289,False,3.20101219432874e-05,6.01 小时,21654.0,240.0
Nb99,Nb99,0.000477,Tc99,Tc-99,1.1776089321964823e+18,1.1776088263302764e+18,122530.32552860442,False,1.0405010797213499e-13,211240.08 年,6661667095488.0,240.0
Nb99,Nb99,0.000477,Ru99,Ru-99,,,0.0,True,0.0,稳定,inf,240.0
Mo89,Mo89,8.08e-07,Mo89,Mo89,460551906655.83624,0.0,0.0,False,0.005475096212953754,2.11 分钟,126.6,240.0
Mo89,Mo89,8.08e-07,Nb89,Nb-89,27054084297931.293,6.957923619292308e-23,6.599432319737157e-27,False,9.484772585658803e-05,2.03 小时,7307.999999999999,240.0
Mo89,Mo89,8.08e-07,Zr89,Zr-89,916456179724611.5,109826927754521.72,269687204.44744694,False,2.45556540605629e-06,3.27 天,282276.0,240.0
Mo89,Mo89,8.08e-07,Zr89m,Zr-89m,inf,2.969369589187155e-26,8.244052546605463e-29,False,0.0027763645780659514,4.16 分钟,249.65999999999997,240.0
Mo89,Mo89,8.08e-07,Y89,Y-89,,,0.0,True,0.0,稳定,inf,240.0
Mo90,Mo90,1.66e-07,Mo90,Mo90,14959562705892.293,1.5164160285151558,5.251296436456784e-05,False,3.462965530375426e-05,5.56 小时,20016.0,240.0
Mo90,Mo90,1.66e-07,Nb90,Nb-90,63441946024486.03,714394679.1076293,9421.245388707765,False,1.3187731745813266e-05,14.60 小时,52560.0,240.0
Mo90,Mo90,1.66e-07,Zr90,Zr-90,,,0.0,True,0.0,稳定,inf,240.0
Mo91,Mo91,3.25e-08,Mo91,Mo91,135993937173.41652,1.9337325129804797e-269,1.4421790825581207e-272,False,0.0007458007107380518,15.49 分钟,929.4,240.0
Mo91,Mo91,3.25e-08,Nb91,Nb-91,87602590958174.12,87600146140428.4,2829.6106832806686,False,3.2301437930761316e-11,680.45 年,21458709734.4,240.0
Mo91,Mo91,3.25e-08,Nb91m,Nb-91m,28357534803.75078,25304966878.694454,3335.68893052396,False,1.3181953355301354e-07,60.86 天,5258304.0,240.0
Mo91,Mo91,3.25e-08,Zr91,Zr-91,,,0.0,True,0.0,稳定,inf,240.0
Mo92,Mo92,1.62e-08,Mo92,Mo92,43680513600000.0,43680513600000.0,0.0,True,0.0,稳定,inf,240.0
Mo93,Mo93,1.22e-08,Mo93,Mo93,32895123565776.484,32894967497364.45,180.63430764458988,False,5.491244448229424e-12,4002.65 年,126227704320.00002,240.0
Mo93,Mo93,1.22e-08,Nb93m,Nb-93m,206064423.86416787,205822121.47110927,0.2802776396406772,False,1.3617469183457963e-09,16.14 年,509013217.6704,240.0
Mo93,Mo93,1.22e-08,Nb93,Nb-93,,,0.0,True,0.0,稳定,inf,240.0
Mo94,Mo94,1.3e-07,Mo94,Mo94,350522640000000.0,350522640000000.0,0.0,True,0.0,稳定,inf,240.0
Mo95,Mo95,8e-07,Mo95,Mo95,2157062400000000.0,2157062400000000.0,0.0,True,0.0,稳定,inf,240.0
Mo96,Mo96,7.12e-06,Mo96,Mo96,1.919785536e+16,1.919785536e+16,0.0,True,0.0,稳定,inf,240.0
Mo97,Mo97,2.11e-05,Mo97,Mo97,5.689252080000001e+16,5.689252080000001e+16,0.0,True,0.0,稳定,inf,240.0
Mo98,Mo98,8.44e-05,Mo98,Mo98,2.2757008320000003e+17,2.2757008320000003e+17,0.0,True,0.0,稳定,inf,240.0
Mo99,Mo99,0.00014,Mo99,Mo99,1.3762303643752274e+17,1.104181737719321e+16,32241450911.852875,False,2.9199406049268075e-06,2.75 天,237384.0,240.0
Mo99,Mo99,0.00014,Tc99m,Tc-99m,9.976728990368324e+26,972335804852308.6,31124587683.146896,False,3.20101219432874e-05,6.01 小时,21654.0,240.0
Mo99,Mo99,0.00014,Tc99,Tc-99,3.4562954160608096e+17,3.4562951053423085e+17,35962.78788944289,False,1.0405010797213499e-13,211240.08 年,6661667095488.0,240.0
Mo99,Mo99,0.00014,Ru99,Ru-99,,,0.0,True,0.0,稳定,inf,240.0
Mo101,Mo101,0.000368,Mo101,Mo101,1452388505406228.0,2.8774447581071804e-282,2.2752597778906982e-285,False,0.0007907223141226847,14.61 分钟,876.5999999999999,240.0
Mo101,Mo101,0.000368,Tc101,Tc-101,1.855095359534967e+25,9.965784257911556e-281,8.107693967652677e-284,False,0.0008135530288262268,14.20 分钟,852.0,240.0
Mo101,Mo101,0.000368,Ru101,Ru-101,,,0.0,True,0.0,稳定,inf,240.0
Mo102,Mo102,0.000653,Mo102,Mo102,1993317103856430.2,0.0,0.0,False,0.0010223409742772054,11.30 分钟,678.0,240.0
Mo102,Mo102,0.000653,Tc102,Tc-102,,0.0,0.0,False,0.13127787510605024,5.28 秒,5.28,240.0
Mo102,Mo102,0.000653,Ru102,Ru-102,,,0.0,True,0.0,稳定,inf,240.0
Tc91,Tc91,9.22e-06,Tc91,Tc91,7820694793306.147,0.0,0.0,False,0.0036791251622077773,3.14 分钟,188.4,240.0
Tc91,Tc91,9.22e-06,Mo91,Mo-91,48061845545035.41,6.834036523684693e-267,5.096829296573848e-270,False,0.0007458007107380518,15.49 分钟,929.4,240.0
Tc91,Tc91,9.22e-06,Mo91m,Mo-91m,,0.0,0.0,False,0.010729832516407823,1.08 分钟,64.6,240.0
Tc91,Tc91,9.22e-06,Nb91,Nb-91,2.467871296405223e+16,2.467802422922446e+16,797135.6678941178,False,3.2301437930761316e-11,680.45 年,21458709734.4,240.0
Tc91,Tc91,9.22e-06,Nb91m,Nb-91m,7998019171669.52,7137066449354.79,940804.770290811,False,1.3181953355301354e-07,60.86 天,5258304.0,240.0
Tc91,Tc91,9.22e-06,Zr91,Zr-91,,,0.0,True,0.0,稳定,inf,240.0
Tc92,Tc92,2.85e-06,Tc92,Tc92,3272039656379.8135,0.0,0.0,False,0.0027182242374899817,4.25 分钟,255.0,240.0
Tc92,Tc92,2.85e-06,Mo92,Mo-92,,,0.0,True,0.0,稳定,inf,240.0
Tc93,Tc93,5.52e-07,Tc93,Tc93,24604117391378.61,1.3161308769779343e-13,9.214872794193368e-18,False,7.00148667232268e-05,2.75 小时,9900.0,240.0
Tc93,Tc93,5.52e-07,Mo93,Mo-93,1488369642003571.2,1488362580546997.5,8172.9627573811185,False,5.491244448229424e-12,4002.65 年,126227704320.00002,240.0
Tc93,Tc93,5.52e-07,Nb93m,Nb-93m,9220786199.123459,9209943868.749138,12.5416126814069,False,1.3617469183457963e-09,16.14 年,509013217.6704,240.0
Tc93,Tc93,5.52e-07,Nb93,Nb-93,,,0.0,True,0.0,稳定,inf,240.0
Tc94,Tc94,8.93e-08,Tc94,Tc94,7068118918902.956,0.011341110885791117,4.471592170024924e-07,False,3.942816726734615e-05,4.88 小时,17580.0,240.0
Tc94,Tc94,8.93e-08,Mo94,Mo-94,,,0.0,True,0.0,稳定,inf,240.0
Tc95,Tc95,3.25e-08,Tc95,Tc95,10532787774972.146,2571481390.374061,24755.76493889095,False,9.627044174443684e-06,20.00 小时,72000.0,240.0
Tc95,Tc95,3.25e-08,Mo95,Mo-95,,,0.0,True,0.0,稳定,inf,240.0
Tc96,Tc96,2.44e-08,Tc96,Tc96,32580427608993.27,6450831064149.141,12091595.719711319,False,1.8744244887935522e-06,4.28 天,369792.0,240.0
Tc96,Tc96,2.44e-08,Mo96,Mo-96,,,0.0,True,0.0,稳定,inf,240.0
Tc97,Tc97,3.61e-07,Tc97,Tc97,973374407383585.0,973374400278797.6,8.223133494737835,False,8.448068381891422e-15,2601725.26 年,82048007808000.0,240.0
Tc97,Tc97,3.61e-07,Mo97,Mo-97,,,0.0,True,0.0,稳定,inf,240.0
Tc98,Tc98,1.91e-06,Tc98,Tc98,5149986434559290.0,5149986411289026.0,26.933175513759842,False,5.2297566173613555e-15,4202786.96 年,132539089536000.02,240.0
Tc98,Tc98,1.91e-06,Ru98,Ru-98,,,0.0,True,0.0,稳定,inf,240.0
Tc99,Tc99,1.17e-05,Tc99,Tc99,3.1547036177796468e+16,3.154703334174034e+16,3282.4722254086246,False,1.0405010797213499e-13,211240.08 年,6661667095488.0,240.0
Tc99,Tc99,1.17e-05,Ru99,Ru-99,,,0.0,True,0.0,稳定,inf,240.0
Tc101,Tc101,0.000119,Tc101,Tc101,456478234167232.94,2.4522532368812857e-291,1.9950380483136886e-294,False,0.0008135530288262268,14.20 分钟,852.0,240.0
Tc101,Tc101,0.000119,Ru101,Ru-101,,,0.0,True,0.0,稳定,inf,240.0
Tc102,Tc102,0.000202,Tc102,Tc102,4801963007785.971,0.0,0.0,False,0.13127787510605024,5.28 秒,5.28,240.0
Tc102,Tc102,0.000202,Ru102,Ru-102,,,0.0,True,0.0,稳定,inf,240.0
Tc104,Tc104,0.000487,Tc104,Tc104,2407491816026628.5,3.2025996927442534e-222,2.0217422108268e-225,False,0.000631281585209422,18.30 分钟,1098.0,240.0
Tc104,Tc104,0.000487,Ru104,Ru-104,,,0.0,True,0.0,稳定,inf,240.0
Tc105,Tc105,0.000718,Tc105,Tc105,1474085944019266.8,0.0,0.0,False,0.001520059606491108,7.60 分钟,456.0,240.0
Tc105,Tc105,0.000718,Ru105,Ru-105,5.318796591437483e+16,2.8439484777371105,0.00012332800731989653,False,4.336506384884542e-05,4.44 小时,15984.000000000002,240.0
Tc105,Tc105,0.000718,Rh105,Rh-105,4.6633258006346694e+17,4221878613704154.5,22988807643.251675,False,5.445160732151406e-06,1.47 天,127296.0,240.0
Tc105,Tc105,0.000718,Pd105,Pd-105,,,0.0,True,0.0,稳定,inf,240.0
Ru92,Ru92,4.87e-05,Ru92,Ru92,48018279390695.05,0.0,0.0,False,0.003165055618995184,3.65 分钟,219.0,240.0
Ru92,Ru92,4.87e-05,Tc92,Tc-92,,0.0,0.0,False,0.0027182242374899817,4.25 分钟,255.0,240.0
Ru92,Ru92,4.87e-05,Mo92,Mo-92,,,0.0,True,0.0,稳定,inf,240.0
Ru94,Ru94,9.51e-06,Ru94,Ru94,133074561935728.47,2.754741213836274e-70,6.143632900717164e-74,False,0.00022302032836549077,51.80 分钟,3108.0,240.0
Ru94,Ru94,9.51e-06,Tc94m,Tc-94m,1.8243500553757956e+16,7.924201834860883e-68,1.760460948724925e-71,False,0.00022216255787177734,52.00 分钟,3120.0,240.0
Ru94,Ru94,9.51e-06,Mo94,Mo-94,,,0.0,True,0.0,稳定,inf,240.0
Ru95,Ru95,8.93e-07,Ru95,Ru95,23780722287558.176,2.532170056028149e-31,2.9674148492497295e-35,False,0.0001171886083316334,1.64 小时,5914.8,240.0
Ru95,Ru95,8.93e-07,Tc95,Tc-95,422803939902001.2,103223618140.13708,993738.3316810061,False,9.627044174443684e-06,20.00 小时,72000.0,240.0
Ru95,Ru95,8.93e-07,Tc95m,Tc-95m,59542479135715.336,53146875018010.89,6989717.39797853,False,1.3151699691862958e-07,61.00 天,5270400.0,240.0
Ru95,Ru95,8.93e-07,Mo95,Mo-95,,,0.0,True,0.0,稳定,inf,240.0
Ru96,Ru96,3.13e-07,Ru96,Ru96,843950664000000.0,843950664000000.0,0.0,True,0.0,稳定,inf,240.0
Ru97,Ru97,5.28e-08,Ru97,Ru97,54106475079870.71,4956952687194.911,13712874.278808257,False,2.766392004150484e-06,2.90 天,250560.0,240.0
Ru97,Ru97,5.28e-08,Tc97,Tc-97,137354130074332.61,137354129071766.81,1.1603770749334266,False,8.448068381891422e-15,2601725.26 年,82048007808000.0,240.0
Ru97,Ru97,5.28e-08,Tc97m,Tc-97m,57385982069.13048,53136771508.24696,4731.317486100759,False,8.9040364173545e-08,90.10 天,7784639.999999999,240.0
Ru97,Ru97,5.28e-08,Mo97,Mo-97,,,0.0,True,0.0,稳定,inf,240.0
Ru98,Ru98,2.84e-08,Ru98,Ru98,76575715200000.0,76575715200000.0,0.0,True,0.0,稳定,inf,240.0
Ru99,Ru99,8.53e-08,Ru99,Ru99,229996778400000.0,229996778400000.0,0.0,True,0.0,稳定,inf,240.0
Ru100,Ru100,9.95e-07,Ru100,Ru100,2682846360000000.0,2682846360000000.0,0.0,True,0.0,稳定,inf,240.0
Ru101,Ru101,3.93e-06,Ru101,Ru101,1.0596569039999998e+16,1.0596569039999998e+16,0.0,True,0.0,稳定,inf,240.0
Ru102,Ru102,2.6e-05,Ru102,Ru102,7.0104528e+16,7.0104528e+16,0.0,True,0.0,稳定,inf,240.0
Ru103,Ru103,5.91e-05,Ru103,Ru103,1.4607843624094832e+17,1.2243627442494699e+17,25019091153.91565,False,2.0434378023526244e-07,39.26 天,3392064.0,240.0
Ru103,Ru103,5.91e-05,Rh103m,Rh-103m,2.1385146921119058e+91,120132058517995.9,24732151708.01441,False,0.00020587470166682863,56.11 分钟,3366.8399999999997,240.0
Ru103,Ru103,5.91e-05,Rh103,Rh-103,,,0.0,True,0.0,稳定,inf,240.0
Ru104,Ru104,0.00021,Ru104,Ru104,5.6622888e+17,5.6622888e+17,0.0,True,0.0,稳定,inf,240.0
Ru105,Ru105,0.000288,Ru105,Ru105,2.0725808294271184e+16,1.1082042701774661,4.805734893380896e-05,False,4.336506384884542e-05,4.44 小时,15984.000000000002,240.0
Ru105,Ru105,0.000288,Rh105,Rh-105,1.8705262264384186e+17,1693455488505287.2,9221137327.655266,False,5.445160732151406e-06,1.47 天,127296.0,240.0
Ru105,Ru105,0.000288,Pd105,Pd-105,,,0.0,True,0.0,稳定,inf,240.0
Ru106,Ru106,0.000617,Ru106,Ru106,1.648296107483449e+18,1.6179960956173445e+18,34745130326.88595,False,2.1474174394487017e-08,1.02 年,32278175.999999996,240.0
Ru106,Ru106,0.000617,Rh106,Rh-106,inf,1493774870175.0686,34745162404.468025,False,0.023259972502011585,29.80 秒,29.8,240.0
Ru106,Ru106,0.000617,Pd106,Pd-106,,,0.0,True,0.0,稳定,inf,240.0
Ru107,Ru107,0.000555,Ru107,Ru107,562223532288172.4,0.0,0.0,False,0.003080654135821979,3.75 分钟,225.0,240.0
Ru107,Ru107,0.000555,Rh107,Rh-107,3933079875493816.5,6.806005971658222e-185,3.6233209294385927e-188,False,0.0005323711064208489,21.70 分钟,1302.0,240.0
Ru107,Ru107,0.000555,Pd107,Pd-107,1.496462027680973e+18,1.4964620233118241e+18,5056.885401536754,False,3.3792273527565687e-15,6504313.15 年,205120019520000.0,240.0
Ru107,Ru107,0.000555,Ag107,Ag-107,,,0.0,True,0.0,稳定,inf,240.0
Ru108,Ru108,0.000767,Ru108,Ru108,942739120315136.6,0.0,0.0,False,0.002539000661391741,4.55 分钟,273.0,240.0
Ru108,Ru108,0.000767,Rh108,Rh-108,,0.0,0.0,False,0.04125876074761579,16.80 秒,16.8,240.0
Ru108,Ru108,0.000767,Pd108,Pd-108,,,0.0,True,0.0,稳定,inf,240.0
Rh94,Rh94,3.24e-05,Rh94,Rh94,10298719493071.125,0.0,0.0,False,0.009817948733143702,1.18 分钟,70.6,240.0
Rh94,Rh94,3.24e-05,Ru94,Ru-94,463915154871522.4,9.603384585741073e-70,2.1417499837320665e-73,False,0.00022302032836549077,51.80 分钟,3108.0,240.0
Rh94,Rh94,3.24e-05,Tc94m,Tc-94m,6.2154512927629624e+16,2.6997280699210578e-67,5.997784935718988e-71,False,0.00022216255787177734,52.00 分钟,3120.0,240.0
Rh94,Rh94,3.24e-05,Mo94,Mo-94,,,0.0,True,0.0,稳定,inf,240.0
Rh95,Rh95,1.08e-05,Rh95,Rh95,14645771063800.865,0.0,0.0,False,0.0023012854600263787,5.02 分钟,301.2,240.0
Rh95,Rh95,1.08e-05,Ru95,Ru-95,303037195784332.25,3.226738463824082e-30,3.7813699002569676e-34,False,0.0001171886083316334,1.64 小时,5914.8,240.0
Rh95,Rh95,1.08e-05,Tc95,Tc-95,5113418310124987.0,1248393142120.359,12018335.926265247,False,9.627044174443684e-06,20.00 小时,72000.0,240.0
Rh95,Rh95,1.08e-05,Tc95m,Tc-95m,720110609928024.1,642761758336525.8,84534096.1905578,False,1.3151699691862958e-07,61.00 天,5270400.0,240.0
Rh95,Rh95,1.08e-05,Mo95,Mo-95,,,0.0,True,0.0,稳定,inf,240.0
Rh96,Rh96,2.18e-06,Rh96,Rh96,5830106077522.323,0.0,0.0,False,0.0011669144453871133,9.90 分钟,594.0,240.0
Rh96,Rh96,2.18e-06,Ru96,Ru-96,,,0.0,True,0.0,稳定,inf,240.0
Rh97,Rh97,4.51e-07,Rh97,Rh97,3740241855136.263,2.3613605641042567e-129,8.885832884333916e-133,False,0.00037630140095545346,30.70 分钟,1842.0,240.0
Rh97,Rh97,4.51e-07,Ru97,Ru-97,465582217474968.7,42654211360394.29,117998269.2507395,False,2.766392004150484e-06,2.90 天,250560.0,240.0
Rh97,Rh97,4.51e-07,Tc97,Tc-97,1172919752261266.2,1172919743699971.2,9.908906201247918,False,8.448068381891422e-15,2601725.26 年,82048007808000.0,240.0
Rh97,Rh97,4.51e-07,Tc97m,Tc-97m,490036371420.0498,453751068815.19604,40402.16041144033,False,8.9040364173545e-08,90.10 天,7784639.999999999,240.0
Rh97,Rh97,4.51e-07,Mo97,Mo-97,,,0.0,True,0.0,稳定,inf,240.0
Rh98,Rh98,1.71e-07,Rh98,Rh98,401883458971.8265,0.0,0.0,False,0.0013278681619922324,8.70 分钟,522.0,240.0
Rh98,Rh98,1.71e-07,Ru98,Ru-98,,,0.0,True,0.0,稳定,inf,240.0
Rh99,Rh99,1.62e-08,Rh99,Rh99,35493519469184.04,23076711078350.945,11498991.560670728,False,4.982942119277268e-07,16.10 天,1391040.0000000002,240.0
Rh99,Rh99,1.62e-08,Ru99,Ru-99,,,0.0,True,0.0,稳定,inf,240.0
Rh100,Rh100,8.12e-09,Rh100,Rh100,2736587606123.647,919996825.5989665,8516.202000374242,False,9.256773244657388e-06,20.80 小时,74880.0,240.0
Rh100,Rh100,8.12e-09,Ru100,Ru-100,,,0.0,True,0.0,稳定,inf,240.0
Rh101,Rh101,3.25e-08,Rh101,Rh101,87379167789016.0,86878107139880.8,578265.3618236989,False,6.6560538766417264e-09,3.30 年,104137856.064,240.0
Rh101,Rh101,3.25e-08,Ru101,Ru-101,,,0.0,True,0.0,稳定,inf,240.0
Rh102,Rh102,2.15e-07,Rh102,Rh102,570112043541114.9,551337717096171.0,21367763.91916978,False,3.875621648326765e-08,207.00 天,17884800.0,240.0
Rh102,Rh102,2.15e-07,Ru102,Ru-102,,,0.0,True,0.0,稳定,inf,240.0
Rh102,Rh102,2.15e-07,Pd102,Pd-102,,,0.0,True,0.0,稳定,inf,240.0
Rh103,Rh103,2.4e-06,Rh103,Rh103,6471187200000000.0,6471187200000000.0,0.0,True,0.0,稳定,inf,240.0
Rh104,Rh104,9.22e-06,Rh104,Rh104,1755920327796.4438,0.0,0.0,False,0.016386458169265847,42.30 秒,42.3,240.0
Rh104,Rh104,9.22e-06,Pd104,Pd-104,,,0.0,True,0.0,稳定,inf,240.0
Rh104,Rh104,9.22e-06,Ru104,Ru-104,,,0.0,True,0.0,稳定,inf,240.0
Rh105,Rh105,4.49e-05,Rh105,Rh105,2.550027617103317e+16,230863283443293.66,1257087685.5009625,False,5.445160732151406e-06,1.47 天,127296.0,240.0
Rh105,Rh105,4.49e-05,Pd105,Pd-105,,,0.0,True,0.0,稳定,inf,240.0
Rh106,Rh106,0.0001,Rh106,Rh106,13416825835585.615,0.0,0.0,False,0.023259972502011585,29.80 秒,29.8,240.0
Rh106,Rh106,0.0001,Pd106,Pd-106,,,0.0,True,0.0,稳定,inf,240.0
Rh107,Rh107,0.000287,Rh107,Rh107,1682388918552556.5,2.9112932838371795e-185,1.5498884266319857e-188,False,0.0005323711064208489,21.70 分钟,1302.0,240.0
Rh107,Rh107,0.000287,Pd107,Pd-107,7.738461296296201e+17,7.738461273702584e+17,2615.002000434321,False,3.3792273527565687e-15,6504313.15 年,205120019520000.0,240.0
Rh107,Rh107,0.000287,Ag107,Ag-107,,,0.0,True,0.0,稳定,inf,240.0
Rh108,Rh108,0.000381,Rh108,Rh108,28818261345106.176,0.0,0.0,False,0.04125876074761579,16.80 秒,16.8,240.0
Rh108,Rh108,0.000381,Pd108,Pd-108,,,0.0,True,0.0,稳定,inf,240.0
Rh109,Rh109,0.000682,Rh109,Rh109,245644972345486.94,0.0,0.0,False,0.008664339756999316,1.33 分钟,80.0,240.0
Rh109,Rh109,0.000682,Pd109,Pd-109,1.516986253539377e+17,808956831108.8875,11368147.532045716,False,1.4052848180369142e-05,13.70 小时,49324.32,240.0
