parent_nuclide,parent_original,production_rate,nuclide,original_nuclide,atom_number_after_irradiation,atom_number_after_cooling,activity_after_cooling_Bq,is_stable,decay_constant,half_life,half_life_seconds,cooling_time_hours
Te132,Te132,0.000252,Te132,Te132,2.779809501047982e+17,3.1949990170844284e+16,79999991351.37312,False,2.503912862683022e-06,3.20 天,276825.60000000003,240.0
Te132,Te132,0.000252,I132,I-132,2.970090988882439e+46,982898720420471.9,82461084100.14864,False,8.389580979907351e-05,2.29 小时,8262.0,240.0
Te132,Te132,0.000252,Xe132,Xe-132,,,0.0,True,0.0,稳定,inf,240.0
Te133,Te133,0.000116,Te133,Te133,391699277750318.25,0.0,0.0,False,0.0009241962407465937,12.50 分钟,750.0,240.0
Te133,Te133,0.000116,I133,I-133,3.948963788451537e+16,13275782370902.588,122890907.0528653,False,9.256773244657388e-06,20.80 小时,74880.0,240.0
Te133,Te133,0.000116,Xe133,Xe-133,2.0565320967565283e+17,5.482510634435341e+16,83890221985.76878,False,1.5301424398314711e-06,5.24 天,452995.2,240.0
Te133,Te133,0.000116,Xe133m,Xe-133m,4503474610280451.5,190099742403910.0,696384557.7141578,False,3.6632588182814627e-06,2.19 天,189216.0,240.0
Te133,Te133,0.000116,Cs133,Cs-133,,,0.0,True,0.0,稳定,inf,240.0
Te134,Te134,7.55e-05,Te134,Te134,852526724587744.5,1.684979661655285e-89,4.656853675347733e-93,False,0.0002763744739074742,41.80 分钟,2508.0,240.0
Te134,Te134,7.55e-05,I134,I-134,5253715477898694.0,1.419839215766599e-67,3.124309680181149e-71,False,0.0002200467239872842,52.50 分钟,3150.0,240.0
Te134,Te134,7.55e-05,Xe134,Xe-134,,,0.0,True,0.0,稳定,inf,240.0
I121,I121,4.06e-09,I121,I121,139507614763.5533,1.1634038047238811e-23,1.0566169642257225e-27,False,9.082117145701589e-05,2.12 小时,7632.0,240.0
I121,I121,4.06e-09,Te121,Te-121,9203172844717.309,6409494838524.924,2683737.3845836916,False,4.187127772461589e-07,19.16 天,1655424.0,240.0
I121,I121,4.06e-09,Te121m,Te-121m,30665313529.12077,29315682336.893127,1527.1827319330553,False,5.209439488335327e-08,154.00 天,13305600.0,240.0
I121,I121,4.06e-09,Sb121,Sb-121,,,0.0,True,0.0,稳定,inf,240.0
I122,I122,7.71e-08,I122,I122,75604173766.76883,0.0,0.0,False,0.003182493941964855,3.63 分钟,217.79999999999998,240.0
I122,I122,7.71e-08,Te122,Te-122,,,0.0,True,0.0,稳定,inf,240.0
I123,I123,6.94e-07,I123,I123,149267359830420.12,536492957.5345062,7784.237229031848,False,1.4509486321693571e-05,13.27 小时,47772.0,240.0
I123,I123,6.94e-07,Te123,Te-123,3668525674.96875,3668525674.96875,1.34298474972395e-13,False,3.660829632152949e-23,600398136986301.50 年,1.8934155648000003e+22,240.0
I123,I123,6.94e-07,Te123m,Te-123m,81127535608.1143,76546383730.95811,5149.6535120325025,False,6.727494182001177e-08,119.25 天,10303200.0,240.0
I123,I123,6.94e-07,Sb123,Sb-123,,,0.0,True,0.0,稳定,inf,240.0
I124,I124,2.63e-06,I124,I124,3459849359003315.5,657960649768329.6,1264011861.5033085,False,1.921105558437836e-06,4.18 天,360806.4,240.0
I124,I124,2.63e-06,Te124,Te-124,,,0.0,True,0.0,稳定,inf,240.0
I125,I125,1.28e-05,I125,I125,3.2575406512459576e+16,2.8987542179452896e+16,3915044178.874054,False,1.3505954229017514e-07,59.40 天,5132160.0,240.0
I125,I125,1.28e-05,Te125,Te-125,,,0.0,True,0.0,稳定,inf,240.0
I126,I126,2.94e-05,I126,I126,6.136212058909837e+16,3.589923587642986e+16,22274009384.58132,False,6.204591501961642e-07,12.93 天,1117152.0,240.0
I126,I126,2.94e-05,Te126,Te-126,,,0.0,True,0.0,稳定,inf,240.0
I126,I126,2.94e-05,Xe126,Xe-126,,,0.0,True,0.0,稳定,inf,240.0
I127,I127,8.87e-05,I127,I127,2.391642936e+17,2.391642936e+17,0.0,True,0.0,稳定,inf,240.0
I128,I128,0.000133,I128,I128,897847681710620.8,3.0941409823556137e-159,1.430368879668383e-162,False,0.0004622830335867316,24.99 分钟,1499.3999999999999,240.0
I128,I128,0.000133,Xe128,Xe-128,,,0.0,True,0.0,稳定,inf,240.0
I128,I128,0.000133,Te128,Te-128,,,0.0,True,0.0,稳定,inf,240.0
I129,I129,0.000275,I129,I129,7.414902021331215e+17,7.41490201236828e+17,1037.376802791911,False,1.3990431715234201e-15,15710417.92 年,495443739456000.0,240.0
I129,I129,0.000275,Xe129,Xe-129,,,0.0,True,0.0,稳定,inf,240.0
I130,I130,0.000297,I130,I130,5.949908934723432e+16,84970404265.51285,1323646.9828227025,False,1.5577741382594957e-05,12.36 小时,44496.0,240.0
I130,I130,0.000297,Xe130,Xe-130,,,0.0,True,0.0,稳定,inf,240.0
I131,I131,0.000468,I131,I131,8.448736202747944e+17,3.5602081229255974e+17,356102344242.7922,False,1.000229008943908e-06,8.02 天,692988.48,240.0
I131,I131,0.000468,Xe131,Xe-131,,,0.0,True,0.0,稳定,inf,240.0
I131,I131,0.000468,Xe131m,Xe-131m,1.1513361151422438e+16,6411413992445688.0,4344240267.871691,False,6.775791226382097e-07,11.84 天,1022976.0,240.0
I132,I132,0.000395,I132,I132,1.4693180183280298e+16,4.86244632070606e-16,4.079388716801604e-20,False,8.389580979907351e-05,2.29 小时,8262.0,240.0
I132,I132,0.000395,Xe132,Xe-132,,,0.0,True,0.0,稳定,inf,240.0
I133,I133,0.000475,I133,I133,1.6008363459467152e+17,53817548295506.06,498176841.15489733,False,9.256773244657388e-06,20.80 小时,74880.0,240.0
I133,I133,0.000475,Xe133,Xe-133,8.421150690862368e+17,2.244995266042832e+17,343516253379.28815,False,1.5301424398314711e-06,5.24 天,452995.2,240.0
I133,I133,0.000475,Xe133m,Xe-133m,1.8440977862333124e+16,778426758153172.5,2851578686.1908607,False,3.6632588182814627e-06,2.19 天,189216.0,240.0
I133,I133,0.000475,Cs133,Cs-133,,,0.0,True,0.0,稳定,inf,240.0
I134,I134,0.000298,I134,I134,4226300138209468.0,1.142175799027027e-67,2.51332042793456e-71,False,0.0002200467239872842,52.50 分钟,3150.0,240.0
I134,I134,0.000298,Xe134,Xe-134,,,0.0,True,0.0,稳定,inf,240.0
I135,I135,0.00024,I135,I135,2.5557162254502452e+16,257622.09534486552,7.549891300449811,False,2.9306070546251702e-05,6.57 小时,23652.0,240.0
I135,I135,0.00024,Xe135,Xe-135,1.0560335526131525e+17,1315740285.4611807,27717.045624135513,False,2.1065742176025568e-05,9.14 小时,32904.0,240.0
I135,I135,0.00024,Xe135m,Xe-135m,5.543353684753734e+286,1722.3627027275966,1.3013416735308925,False,0.0007555561157182748,15.29 分钟,917.4,240.0
I135,I135,0.00024,Cs135,Cs-135,5.399050722764972e+17,5.39905067821637e+17,5156.088184776513,False,9.549990344746825e-15,2301526.19 年,72580929984000.0,240.0
I135,I135,0.00024,Ba135,Ba-135,,,0.0,True,0.0,稳定,inf,240.0
Xe124,Xe124,1.22e-08,Xe124,Xe124,32895201600000.0,32895201600000.0,0.0,True,0.0,稳定,inf,240.0
Xe125,Xe125,7.31e-08,Xe125,Xe125,20022441935802.695,1063003895.2790073,12110.752020658832,False,1.1392951685732172e-05,16.90 小时,60839.99999999999,240.0
Xe125,Xe125,7.31e-08,I125,I-125,188266753977498.97,167531001334521.12,22626660.359655146,False,1.3505954229017514e-07,59.40 天,5132160.0,240.0
Xe125,Xe125,7.31e-08,Te125,Te-125,,,0.0,True,0.0,稳定,inf,240.0
Xe126,Xe126,8.81e-07,Xe126,Xe126,2375464968000000.0,2375464968000000.0,0.0,True,0.0,稳定,inf,240.0
Xe127,Xe127,3.1e-06,Xe127,Xe127,7610971935383362.0,6291288082246334.0,1386595885.5754704,False,2.2039936296803306e-07,36.40 天,3144960.0,240.0
Xe127,Xe127,3.1e-06,I127,I-127,,,0.0,True,0.0,稳定,inf,240.0
Xe128,Xe128,1.52e-05,Xe128,Xe128,4.09841856e+16,4.09841856e+16,0.0,True,0.0,稳定,inf,240.0
Xe129,Xe129,3.22e-05,Xe129,Xe129,8.682176159999998e+16,8.682176159999998e+16,0.0,True,0.0,稳定,inf,240.0
Xe130,Xe130,9.94e-05,Xe130,Xe130,2.680150032e+17,2.680150032e+17,0.0,True,0.0,稳定,inf,240.0
Xe131,Xe131,0.000142,Xe131,Xe131,3.82878576e+17,3.82878576e+17,0.0,True,0.0,稳定,inf,240.0
Xe132,Xe132,0.000304,Xe132,Xe132,8.19683712e+17,8.19683712e+17,0.0,True,0.0,稳定,inf,240.0
Xe133,Xe133,0.000328,Xe133,Xe133,4.9062281485853254e+17,1.3079517719177885e+17,200135251546.41806,False,1.5301424398314711e-06,5.24 天,452995.2,240.0
Xe133,Xe133,0.000328,Cs133,Cs-133,,,0.0,True,0.0,稳定,inf,240.0
Xe134,Xe134,0.000532,Xe134,Xe134,1.434446496e+18,1.434446496e+18,0.0,True,0.0,稳定,inf,240.0
Xe135,Xe135,0.000443,Xe135,Xe135,6.562751130356773e+16,817670615.1333284,17224.838363310926,False,2.1065742176025568e-05,9.14 小时,32904.0,240.0
Xe135,Xe135,0.000443,Cs135,Cs-135,1.1944732980759237e+18,1.1944732882200957e+18,11407.208369559905,False,9.549990344746825e-15,2301526.19 年,72580929984000.0,240.0
Xe135,Xe135,0.000443,Ba135,Ba-135,,,0.0,True,0.0,稳定,inf,240.0
Xe137,Xe137,0.000186,Xe137,Xe137,191837557721264.12,0.0,0.0,False,0.0030257865398984865,3.82 分钟,229.08,240.0
Xe137,Xe137,0.000186,Cs137,Cs-137,5.013594127175015e+17,5.010441130421166e+17,364815405.39999646,False,7.28110351771224e-10,30.19 年,951980944.7479681,240.0
Xe137,Xe137,0.000186,Ba137m,Ba-137m,inf,76046789559.14803,344250377.3090317,False,0.004526823279518974,2.55 分钟,153.12,240.0
Xe137,Xe137,0.000186,Ba137,Ba-137,,,0.0,True,0.0,稳定,inf,240.0
Xe138,Xe138,0.00016,Xe138,Xe138,608565608907529.0,8.179390287375104e-294,6.711081103685434e-297,False,0.0008204867194128141,14.08 分钟,844.8,240.0
Xe138,Xe138,0.00016,Cs138,Cs-138,2495892341435953.0,4.473884480742997e-115,1.5469721709956614e-118,False,0.00034577830018953673,33.41 分钟,2004.6,240.0
Xe138,Xe138,0.00016,Ba138,Ba-138,,,0.0,True,0.0,稳定,inf,240.0
Cs127,Cs127,2.03e-08,Cs127,Cs127,2056421208183.5007,5.669702100871402,0.0001746639122592805,False,3.080654135821979e-05,6.25 小时,22500.0,240.0
Cs127,Cs127,2.03e-08,Xe127,Xe-127,50198727373079.22,41494655077883.77,9145395.545743842,False,2.2039936296803306e-07,36.40 天,3144960.0,240.0
Cs127,Cs127,2.03e-08,I127,I-127,,,0.0,True,0.0,稳定,inf,240.0
Cs128,Cs128,1.91e-07,Cs128,Cs128,187810348871.125,0.0,0.0,False,0.003173750826739676,3.64 分钟,218.4,240.0
Cs128,Cs128,1.91e-07,Xe128,Xe-128,,,0.0,True,0.0,稳定,inf,240.0
Cs129,Cs129,1.41e-06,Cs129,Cs129,728600140937018.0,4064335918206.161,24408946.615314312,False,6.0056420302206385e-06,1.34 天,115416.00000000001,240.0
Cs129,Cs129,1.41e-06,Xe129,Xe-129,,,0.0,True,0.0,稳定,inf,240.0
Cs130,Cs130,4.76e-06,Cs130,Cs130,37559800619788.38,1.487296123260819e-135,5.8822042365398454e-139,False,0.000395496508364684,29.21 分钟,1752.6000000000001,240.0
Cs130,Cs130,4.76e-06,Xe130,Xe-130,,,0.0,True,0.0,稳定,inf,240.0
Cs130,Cs130,4.76e-06,Ba130,Ba-130,,,0.0,True,0.0,稳定,inf,240.0
Cs131,Cs131,1.94e-05,Cs131,Cs131,3.73637260523141e+16,1.827080345361884e+16,15128309762.838167,False,8.280046250424609e-07,9.69 天,837129.6,240.0
Cs131,Cs131,1.94e-05,Xe131,Xe-131,,,0.0,True,0.0,稳定,inf,240.0
Cs132,Cs132,4.06e-05,Cs132,Cs132,6.722084631821498e+16,2.306108902177357e+16,28555091156.47894,False,1.2382368902664616e-06,6.48 天,559785.6,240.0
Cs132,Cs132,4.06e-05,Xe132,Xe-132,,,0.0,True,0.0,稳定,inf,240.0
Cs132,Cs132,4.06e-05,Ba132,Ba-132,,,0.0,True,0.0,稳定,inf,240.0
Cs133,Cs133,0.000111,Cs133,Cs133,2.99292408e+17,2.99292408e+17,0.0,True,0.0,稳定,inf,240.0
Cs134,Cs134,0.000167,Cs134,Cs134,4.482237904297821e+17,4.441230041624878e+17,4724502094.029901,False,1.0637823417724572e-08,2.07 年,65158740.969984,240.0
Cs134,Cs134,0.000167,Ba134,Ba-134,,,0.0,True,0.0,稳定,inf,240.0
Cs134,Cs134,0.000167,Xe134,Xe-134,,,0.0,True,0.0,稳定,inf,240.0
Cs135,Cs135,0.000341,Cs135,Cs135,9.194478436525111e+17,9.194478360659708e+17,8780.717956928384,False,9.549990344746825e-15,2301526.19 年,72580929984000.0,240.0
Cs135,Cs135,0.000341,Ba135,Ba-135,,,0.0,True,0.0,稳定,inf,240.0
Cs136,Cs136,0.000397,Cs136,Cs136,8.321443583279953e+17,4.914196019817056e+17,299576888074.05096,False,6.096152592732829e-07,13.16 天,1137024.0,240.0
Cs136,Cs136,0.000397,Ba136,Ba-136,,,0.0,True,0.0,稳定,inf,240.0
Cs137,Cs137,0.000573,Cs137,Cs137,1.544510077192151e+18,1.5435387510065554e+18,1123866542.9678988,False,7.28110351771224e-10,30.19 年,951980944.7479681,240.0
Cs137,Cs137,0.000573,Ba137m,Ba-137m,inf,234362793294.4131,1060918948.5382425,False,0.004526823279518974,2.55 分钟,153.12,240.0
Cs137,Cs137,0.000573,Ba137,Ba-137,,,0.0,True,0.0,稳定,inf,240.0
Cs138,Cs138,0.000318,Cs138,Cs138,2870042739686155.5,5.144548688652041e-115,1.7788733008044127e-118,False,0.00034577830018953673,33.41 分钟,2004.6,240.0
Cs138,Cs138,0.000318,Ba138,Ba-138,,,0.0,True,0.0,稳定,inf,240.0
Cs139,Cs139,0.000321,Cs139,Cs139,803839855050544.4,0.0,0.0,False,0.001246219310607597,9.27 分钟,556.1999999999999,240.0
Cs139,Cs139,0.000321,Ba139,Ba-139,8107298139173900.0,5.244600794777544e-37,7.294486423594395e-41,False,0.0001390856370013535,1.38 小时,4983.6,240.0
Cs139,Cs139,0.000321,La139,La-139,,,0.0,True,0.0,稳定,inf,240.0
Cs140,Cs140,0.000179,Cs140,Cs140,51336467525200.62,0.0,0.0,False,0.010881431405964604,1.06 分钟,63.7,240.0
Cs140,Cs140,0.000179,Ba140,Ba-140,3.723503525633412e+17,2.1621550870361565e+17,136025476623.89694,False,6.291198880204206e-07,12.75 天,1101772.8,240.0
Cs140,Cs140,0.000179,La140,La-140,2.0206483009925809e+18,3.2480053181963856e+16,155278244627.3793,False,4.780726304771113e-06,1.68 天,144987.84,240.0
Cs140,Cs140,0.000179,Ce140,Ce-140,,,0.0,True,0.0,稳定,inf,240.0
Ba130,Ba130,1.3e-07,Ba130,Ba130,350522640000000.0,350522640000000.0,0.0,True,0.0,稳定,inf,240.0
Ba131,Ba131,4.26e-07,Ba131,Ba131,862688293254299.6,472159455201426.6,329384053.0873477,False,6.976118966988177e-07,11.50 天,993600.0,240.0
Ba131,Ba131,4.26e-07,Cs131,Cs-131,776313888336442.2,379616274143816.9,314324030.7324671,False,8.280046250424609e-07,9.69 天,837129.6,240.0
Ba131,Ba131,4.26e-07,Xe131,Xe-131,,,0.0,True,0.0,稳定,inf,240.0
Ba132,Ba132,2.54e-06,Ba132,Ba132,6848673119999999.0,6848673119999999.0,0.0,True,0.0,稳定,inf,240.0
Ba133,Ba133,7.77e-06,Ba133,Ba133,2.0931582933163704e+16,2.0893857070781148e+16,43624820.015979506,False,2.08792564571461e-09,10.53 年,331978862.3616,240.0
Ba133,Ba133,7.77e-06,Cs133,Cs-133,,,0.0,True,0.0,稳定,inf,240.0
Ba134,Ba134,3.01e-05,Ba134,Ba134,8.11594728e+16,8.11594728e+16,0.0,True,0.0,稳定,inf,240.0
Ba135,Ba135,5.47e-05,Ba135,Ba135,1.474891416e+17,1.474891416e+17,0.0,True,0.0,稳定,inf,240.0
Ba136,Ba136,0.000148,Ba136,Ba136,3.99056544e+17,3.99056544e+17,0.0,True,0.0,稳定,inf,240.0
Ba137,Ba137,0.000217,Ba137,Ba137,5.85103176e+17,5.85103176e+17,0.0,True,0.0,稳定,inf,240.0
Ba138,Ba138,0.000414,Ba138,Ba138,1.116279792e+18,1.116279792e+18,0.0,True,0.0,稳定,inf,240.0
Ba139,Ba139,0.000306,Ba139,Ba139,6865910244856606.0,4.441548554018688e-37,6.177556099081297e-41,False,0.0001390856370013535,1.38 小时,4983.6,240.0
Ba139,Ba139,0.000306,La139,La-139,,,0.0,True,0.0,稳定,inf,240.0
Ba140,Ba140,0.000395,Ba140,Ba140,8.216194736939037e+17,4.7709602325488474e+17,300150596725.1011,False,6.291198880204206e-07,12.75 天,1101772.8,240.0
Ba140,Ba140,0.000395,La140,La-140,4.459322666581426e+18,7.1679488852638984e+16,342680017870.35895,False,4.780726304771113e-06,1.68 天,144987.84,240.0
Ba140,Ba140,0.000395,Ce140,Ce-140,,,0.0,True,0.0,稳定,inf,240.0
Ba141,Ba141,0.000257,Ba141,Ba141,1268400601211080.5,6.8902539100246036e-223,4.356832759601983e-226,False,0.0006323181723772535,18.27 分钟,1096.2,240.0
Ba141,Ba141,0.000257,La141,La-141,1.7704061534412428e+16,0.006571507571480634,3.227764983843633e-07,False,4.911757231859023e-05,3.92 小时,14112.0,240.0
Ba141,Ba141,0.000257,Ce141,Ce-141,6.272127797157526e+17,5.0677254558791974e+17,125064642620.53902,False,2.4678653906842633e-07,32.51 天,2808691.2,240.0
Ba141,Ba141,0.000257,Pr141,Pr-141,,,0.0,True,0.0,稳定,inf,240.0
Ba142,Ba142,0.00025,Ba142,Ba142,715864197267823.0,0.0,0.0,False,0.0010898540574841907,10.60 分钟,636.0,240.0
Ba142,Ba142,0.00025,La142,La-142,6962507095519852.0,1.8177707603657073e-32,2.3051274742989353e-36,False,0.00012681068067324283,1.52 小时,5466.0,240.0
Ba142,Ba142,0.00025,Ce142,Ce-142,,,0.0,True,0.0,稳定,inf,240.0
La132,La132,4.06e-09,La132,La132,315866297577.85626,0.0002805456290192296,1.1253438181313388e-08,False,4.011268406018202e-05,4.80 小时,17280.0,240.0
La132,La132,4.06e-09,Ba132,Ba-132,,,0.0,True,0.0,稳定,inf,240.0
La133,La133,1.14e-07,La133,La133,7228359041369.128,2.460038040770093e-06,1.210781947306011e-10,False,4.921801725175708e-05,3.91 小时,14083.199999999999,240.0
La133,La133,1.14e-07,Ba133,Ba-133,307117334107891.9,306563803764828.56,640082.4279284067,False,2.08792564571461e-09,10.53 年,331978862.3616,240.0
La133,La133,1.14e-07,Cs133,Cs-133,,,0.0,True,0.0,稳定,inf,240.0
La134,La134,7.1e-07,La134,La134,1237094374108.6775,0.0,0.0,False,0.0017910779859430111,6.45 分钟,387.0,240.0
La134,La134,7.1e-07,Ba134,Ba-134,,,0.0,True,0.0,稳定,inf,240.0
La135,La135,3.68e-06,La135,La135,1162874309849255.2,229376126348.4704,2264834.9753020518,False,9.873891460967882e-06,19.50 小时,70200.0,240.0
La135,La135,3.68e-06,Ba135,Ba-135,,,0.0,True,0.0,稳定,inf,240.0
La136,La136,9.86e-06,La136,La136,26289288725490.355,0.0,0.0,False,0.0011704612978047035,9.87 分钟,592.1999999999999,240.0
La136,La136,9.86e-06,Ba136,Ba-136,,,0.0,True,0.0,稳定,inf,240.0
La137,La137,3.43e-05,La137,La137,9.248403578734928e+16,9.24840065350529e+16,33856.819162374864,False,3.6608296321529493e-13,60039.81 年,1893415564800.0,240.0
La137,La137,3.43e-05,Ba137,Ba-137,,,0.0,True,0.0,稳定,inf,240.0
La138,La138,6.68e-05,La138,La138,1.8013126088342083e+17,1.8013126088338733e+17,0.0387899916187634,False,2.153429195384088e-19,102067683287.67 年,3.21880646016e+18,240.0
La138,La138,6.68e-05,Ba138,Ba-138,,,0.0,True,0.0,稳定,inf,240.0
La138,La138,6.68e-05,Ce138,Ce-138,,,0.0,True,0.0,稳定,inf,240.0
La139,La139,0.000166,La139,La139,4.47590448e+17,4.47590448e+17,0.0,True,0.0,稳定,inf,240.0
La140,La140,0.000169,La140,La140,1.085460955183795e+17,1744778125614270.2,8341306681.113379,False,4.780726304771113e-06,1.68 天,144987.84,240.0
La140,La140,0.000169,Ce140,Ce-140,,,0.0,True,0.0,稳定,inf,240.0
La141,La141,0.000276,La141,La141,1.7536025486218936e+16,0.006509134868988677,3.1971290265900867e-07,False,4.911757231859023e-05,3.92 小时,14112.0,240.0
La141,La141,0.000276,Ce141,Ce-141,6.735825961149718e+17,5.442382201644587e+17,134310666783.147,False,2.4678653906842633e-07,32.51 天,2808691.2,240.0
La141,La141,0.000276,Pr141,Pr-141,,,0.0,True,0.0,稳定,inf,240.0
La142,La142,0.000258,La142,La142,6349256196129607.0,1.6576632677073707e-32,2.1020940730500364e-36,False,0.00012681068067324283,1.52 小时,5466.0,240.0
La142,La142,0.000258,Ce142,Ce-142,,,0.0,True,0.0,稳定,inf,240.0
La143,La143,0.000291,La143,La143,1116261900358527.8,5.996686486827346e-291,4.878622454279693e-294,False,0.0008135530288262268,14.20 分钟,852.0,240.0
La143,La143,0.000291,Ce143,Ce-143,1.5593498433371683e+17,1014422358281688.1,5911733923.376101,False,5.827684962888516e-06,1.38 天,118940.40000000001,240.0
La143,La143,0.000291,Pr143,Pr-143,6.819021342470378e+17,4.0915430299293376e+17,241890601146.935,False,5.911965226261167e-07,13.57 天,1172448.0,240.0
La143,La143,0.000291,Nd143,Nd-143,,,0.0,True,0.0,稳定,inf,240.0
Ce135,Ce135,3.25e-08,Ce135,Ce135,9323021119447.756,772314191.0703481,8401.246140094896,False,1.0878016016320548e-05,17.70 小时,63720.0,240.0
Ce135,Ce135,3.25e-08,La135,La-135,68840717236636.766,13578782264.81506,134075.42225489955,False,9.873891460967882e-06,19.50 小时,70200.0,240.0
Ce135,Ce135,3.25e-08,Ba135,Ba-135,,,0.0,True,0.0,稳定,inf,240.0
Ce136,Ce136,3.04e-07,Ce136,Ce136,819683712000000.1,819683712000000.1,0.0,True,0.0,稳定,inf,240.0
Ce137,Ce137,9.66e-07,Ce137,Ce137,140914489191474.8,1322784.507032653,28.29889973882903,False,2.1393431498763742e-05,9.00 小时,32400.0,240.0
Ce137,Ce137,9.66e-07,La137,La-137,2604652479707894.0,2604651655867696.5,953.518596323671,False,3.6608296321529493e-13,60039.81 年,1893415564800.0,240.0
Ce137,Ce137,9.66e-07,Ba137,Ba-137,,,0.0,True,0.0,稳定,inf,240.0
Ce138,Ce138,5.85e-06,Ce138,Ce138,1.57735188e+16,1.57735188e+16,0.0,True,0.0,稳定,inf,240.0
Ce139,Ce139,1.4e-05,Ce139,Ce139,3.681385656270941e+16,3.5005852024824452e+16,2040349434.4407065,False,5.8285952674249715e-08,137.64 天,11892182.399999999,240.0
Ce139,Ce139,1.4e-05,La139,La-139,,,0.0,True,0.0,稳定,inf,240.0
Ce140,Ce140,4.56e-05,Ce140,Ce140,1.229525568e+17,1.229525568e+17,0.0,True,0.0,稳定,inf,240.0
Ce141,Ce141,5.74e-05,Ce141,Ce141,1.3938180889414358e+17,1.1261708368561178e+17,27792380322.75147,False,2.4678653906842633e-07,32.51 天,2808691.2,240.0
Ce141,Ce141,5.74e-05,Pr141,Pr-141,,,0.0,True,0.0,稳定,inf,240.0
Ce142,Ce142,0.000122,Ce142,Ce142,3.28952016e+17,3.28952016e+17,0.0,True,0.0,稳定,inf,240.0
Ce143,Ce143,0.000131,Ce143,Ce143,6.969469329769414e+16,453393158930012.4,2642232494.572956,False,5.827684962888516e-06,1.38 天,118940.40000000001,240.0
Ce143,Ce143,0.000131,Pr143,Pr-143,3.069767503539299e+17,1.8419191261923174e+17,108893618236.34335,False,5.911965226261167e-07,13.57 天,1172448.0,240.0
Ce143,Ce143,0.000131,Nd143,Nd-143,,,0.0,True,0.0,稳定,inf,240.0
Ce144,Ce144,0.000213,Ce144,Ce144,5.673879906188922e+17,5.5375077454484026e+17,15592594059.456148,False,2.8158144017536774e-08,284.91 天,24616224.000000004,240.0
Ce144,Ce144,0.000213,Pr144,Pr-144,1.6667558643070045e+264,23096292545860.09,15440904764.227043,False,0.0006685447343363669,17.28 分钟,1036.8000000000002,240.0
Ce144,Ce144,0.000213,Pr144m,Pr-144m,inf,94945502750.48936,152340758.19062093,False,0.0016045073624072809,7.20 分钟,432.0,240.0
Ce144,Ce144,0.000213,Nd144,Nd-144,-960940856197097.2,-960940856197097.2,-9.2170500291164e-09,False,9.591693359352705e-24,2291519556164383.50 年,7.22653607232e+22,240.0
Ce144,Ce144,0.000213,Ce140,Ce-140,,,0.0,True,0.0,稳定,inf,240.0
Ce145,Ce145,0.000165,Ce145,Ce145,134163756065307.28,0.0,0.0,False,0.0038380242555921666,3.01 分钟,180.6,240.0
Ce145,Ce145,0.000165,Pr145,Pr-145,1.6138671769302418e+16,13629.258883985174,0.4385343494019195,False,3.217594978089467e-05,5.98 小时,21542.4,240.0
Ce145,Ce145,0.000165,Nd145,Nd-145,,,0.0,True,0.0,稳定,inf,240.0
Pr137,Pr137,8.12e-09,Pr137,Pr137,168462025374.85684,6.072644123306628e-46,9.134627067304492e-50,False,0.00015042256522568257,1.28 小时,4608.0,240.0
Pr137,Pr137,8.12e-09,Ce137,Ce-137,1380892155852.4788,12962.63258750178,0.2773151923043619,False,2.1393431498763742e-05,9.00 小时,32400.0,240.0
Pr137,Pr137,8.12e-09,La137,La-137,21894180262367.71,21894173337334.168,8.015083852480595,False,3.6608296321529493e-13,60039.81 年,1893415564800.0,240.0
Pr137,Pr137,8.12e-09,Ba137,Ba-137,,,0.0,True,0.0,稳定,inf,240.0
Pr138,Pr138,5.28e-08,Pr138,Pr138,20681721865.2168,0.0,0.0,False,0.007967208971953394,1.45 分钟,87.0,240.0
Pr138,Pr138,5.28e-08,Ce138,Ce-138,,,0.0,True,0.0,稳定,inf,240.0
Pr139,Pr139,4.43e-07,Pr139,Pr139,31664915585849.14,0.0013121803701849756,5.7289879313417804e-08,False,4.366006428319131e-05,4.41 小时,15876.0,240.0
Pr139,Pr139,4.43e-07,Ce139,Ce-139,1166452812367124.8,1109165905346231.5,64648791.46690179,False,5.8285952674249715e-08,137.64 天,11892182.399999999,240.0
Pr139,Pr139,4.43e-07,La139,La-139,,,0.0,True,0.0,稳定,inf,240.0
Pr140,Pr140,1.56e-06,Pr140,Pr140,1428594800313.6436,0.0,0.0,False,0.0034078032475906845,3.39 分钟,203.4,240.0
Pr140,Pr140,1.56e-06,Ce140,Ce-140,,,0.0,True,0.0,稳定,inf,240.0
Pr141,Pr141,7.16e-06,Pr141,Pr141,1.930570848e+16,1.930570848e+16,0.0,True,0.0,稳定,inf,240.0
Pr142,Pr142,1.2e-05,Pr142,Pr142,3718200820842495.5,619032784132.7217,6233740.542128215,False,1.0070129889585444e-05,19.12 小时,68832.0,240.0
Pr142,Pr142,1.2e-05,Nd142,Nd-142,,,0.0,True,0.0,稳定,inf,240.0
Pr142,Pr142,1.2e-05,Ce142,Ce-142,,,0.0,True,0.0,稳定,inf,240.0
Pr143,Pr143,3.01e-05,Pr143,Pr143,6.3552532316211896e+16,3.8132733067316296e+16,22543939187.627327,False,5.911965226261167e-07,13.57 天,1172448.0,240.0
Pr143,Pr143,3.01e-05,Nd143,Nd-143,,,0.0,True,0.0,稳定,inf,240.0
