parent_nuclide,parent_original,production_rate,nuclide,original_nuclide,atom_number_EOL,activity_EOL_Bq,is_stable,decay_constant,half_life,half_life_seconds
Nb93,Nb93,2.12e-06,Nb93,Nb93,5716215360000000.0,0.0,True,0.0,稳定,inf
Nb94,Nb94,9.9e-06,Nb94,Nb94,2.669363472316652e+16,28883.009552049723,False,1.0820186104885565e-12,20313.47 年,640605599424.0
Nb94,Nb94,9.9e-06,Mo94,Mo-94,12476833480.0,0.0,True,0.0,稳定,inf
Nb95,Nb95,4.39e-05,Nb95,Nb95,1.0738206471406482e+17,24619947046.985233,False,2.292742937337145e-07,34.99 天,3023222.4
Nb95,Nb95,4.39e-05,Mo95,Mo-95,1.09867344859352e+16,0.0,True,0.0,稳定,inf
Nb96,Nb96,0.000103,Nb96,Nb96,3.895025412679653e+16,321178430050.94446,False,8.245862247917504e-06,23.35 小时,84060.0
Nb96,Nb96,0.000103,Mo96,Mo-96,2.3877152987320346e+17,0.0,True,0.0,稳定,inf
Nb97,Nb97,0.000249,Nb97,Nb97,4849750319671509.0,777066750000.0,False,0.00016022819707811958,1.20 小时,4326.0
Nb97,Nb97,0.000249,Mo97,Mo-97,6.665359216803284e+17,0.0,True,0.0,稳定,inf
Nb99,Nb99,0.000477,Nb99,Nb99,32213888877052.035,1488597750000.0,False,0.046209812037329684,15.00 秒,15.0
Nb99,Nb99,0.000477,Mo99,Mo-99,4.6889876081760864e+17,1369156531311.1985,False,2.9199406049268075e-06,2.75 天,237384.0
Nb99,Nb99,0.000477,Tc99m,Tc-99m,3.7195831526840264e+16,1190643102956.1306,False,3.20101219432874e-05,6.01 小时,21654.0
Nb99,Nb99,0.000477,Tc99,Tc-99,0.0,0.0,False,1.0405010797213499e-13,211240.08 年,6661667095488.0
Nb99,Nb99,0.000477,Ru99,Ru-99,0.0,0.0,True,0.0,稳定,inf
Mo89,Mo89,8.08e-07,Mo89,Mo89,460551906655.83624,2521566000.0,False,0.005475096212953754,2.11 分钟,126.6
Mo89,Mo89,8.08e-07,Nb89,Nb-89,26585413379469.594,2521565999.9999995,False,9.484772585658803e-05,2.03 小时,7307.999999999999
Mo89,Mo89,8.08e-07,Zr89,Zr-89,889432880604421.1,2184060612.621211,False,2.45556540605629e-06,3.27 天,282276.0
Mo89,Mo89,8.08e-07,Y89,Y-89,0.0,0.0,True,0.0,稳定,inf
Mo89,Mo89,8.08e-07,Zr89m,Zr-89m,11151196637.71498,30959787.348000005,False,0.0027763645780659514,4.16 分钟,249.65999999999997
Mo90,Mo90,1.66e-07,Mo90,Mo90,14959562705892.293,518044499.99994755,False,3.462965530375426e-05,5.56 小时,20016.0
Mo90,Mo90,1.66e-07,Nb90,Nb-90,39281590544407.51,518035078.6485211,False,1.3187731745813266e-05,14.60 小时,52560.0
Mo90,Mo90,1.66e-07,Zr90,Zr-90,393349294749700.2,0.0,True,0.0,稳定,inf
Mo91,Mo91,3.25e-08,Mo91,Mo91,135993937173.41652,101424375.0,False,0.0007458007107380518,15.49 分钟,929.4
Mo91,Mo91,3.25e-08,Nb91,Nb-91,87463699273887.02,2825.203253290235,False,3.2301437930761316e-11,680.45 年,21458709734.4
Mo91,Mo91,3.25e-08,Zr91,Zr-91,4789796941029.878,0.0,True,0.0,稳定,inf
Mo91,Mo91,3.25e-08,Nb91m,Nb-91m,28310973129.447968,3731.939272355731,False,1.3181953355301354e-07,60.86 天,5258304.0
Mo92,Mo92,1.62e-08,Mo92,Mo92,43680513600000.0,0.0,True,0.0,稳定,inf
Mo93,Mo93,1.22e-08,Mo93,Mo93,32895123565776.484,180.635164654391,False,5.491244448229424e-12,4002.65 年,126227704320.00002
Mo93,Mo93,1.22e-08,Nb93m,Nb-93m,68643395.88172777,0.09347493280673332,False,1.3617469183457963e-09,16.14 年,509013217.6704
Mo93,Mo93,1.22e-08,Nb93,Nb-93,26584.27954101562,0.0,True,0.0,稳定,inf
Mo94,Mo94,1.3e-07,Mo94,Mo94,350522640000000.0,0.0,True,0.0,稳定,inf
Mo95,Mo95,8e-07,Mo95,Mo95,2157062400000000.0,0.0,True,0.0,稳定,inf
Mo96,Mo96,7.12e-06,Mo96,Mo96,1.919785536e+16,0.0,True,0.0,稳定,inf
Mo97,Mo97,2.11e-05,Mo97,Mo97,5.689252080000001e+16,0.0,True,0.0,稳定,inf
Mo98,Mo98,8.44e-05,Mo98,Mo98,2.2757008320000003e+17,0.0,True,0.0,稳定,inf
Mo99,Mo99,0.00014,Mo99,Mo99,1.3762303643752274e+17,401851092267.2442,False,2.9199406049268075e-06,2.75 天,237384.0
Mo99,Mo99,0.00014,Tc99m,Tc-99m,1.0917082346919782e+16,349457137189.8124,False,3.20101219432874e-05,6.01 小时,21654.0
Mo99,Mo99,0.00014,Tc99,Tc-99,1.995066380350841e+17,20758.687228708153,False,1.0405010797213499e-13,211240.08 年,6661667095488.0
Mo99,Mo99,0.00014,Ru99,Ru-99,0.0,0.0,True,0.0,稳定,inf
Mo101,Mo101,0.000368,Mo101,Mo101,1452388505406228.0,1148436000000.0,False,0.0007907223141226847,14.61 分钟,876.5999999999999
Mo101,Mo101,0.000368,Tc101,Tc-101,1411630169525561.0,1148436000000.0002,False,0.0008135530288262268,14.20 分钟,852.0
Mo101,Mo101,0.000368,Ru101,Ru-101,9.893846853250682e+17,0.0,True,0.0,稳定,inf
Mo102,Mo102,0.000653,Mo102,Mo102,1993317103856430.2,2037849750000.0002,False,0.0010223409742772054,11.30 分钟,678.0
Mo102,Mo102,0.000653,Tc102,Tc-102,15523177445961.582,2037849750000.0005,False,0.13127787510605024,5.28 秒,5.28
Mo102,Mo102,0.000653,Ru102,Ru-102,1.7586933437186977e+18,0.0,True,0.0,稳定,inf
Tc91,Tc91,9.22e-06,Tc91,Tc91,7820694793306.147,28773315000.0,False,0.0036791251622077773,3.14 分钟,188.4
Tc91,Tc91,9.22e-06,Mo91,Mo-91,38311142440484.39,28572477261.3,False,0.0007458007107380518,15.49 分钟,929.4
Tc91,Tc91,9.22e-06,Nb91,Nb-91,2.463182224147587e+16,795643.277254579,False,3.2301437930761316e-11,680.45 年,21458709734.4
Tc91,Tc91,9.22e-06,Zr91,Zr-91,0.0,0.0,True,0.0,稳定,inf
Tc91,Tc91,9.22e-06,Nb91m,Nb-91m,7984063815523.791,1052455.5680198397,False,1.3181953355301354e-07,60.86 天,5258304.0
Tc91,Tc91,9.22e-06,Mo91m,Mo-91m,18714745803.01526,200806088.05349997,False,0.010729832516407823,1.08 分钟,64.6
Tc92,Tc92,2.85e-06,Tc92,Tc92,3272039656379.8135,8894137500.0,False,0.0027182242374899817,4.25 分钟,255.0
Tc92,Tc92,2.85e-06,Mo92,Mo-92,7681262760343620.0,0.0,True,0.0,稳定,inf
Tc93,Tc93,5.52e-07,Tc93,Tc93,24604117391378.61,1722654000.0,False,7.00148667232268e-05,2.75 小时,9900.0
Tc93,Tc93,5.52e-07,Mo93,Mo-93,1463765522682498.8,8037.894299939911,False,5.491244448229424e-12,4002.65 年,126227704320.00002
Tc93,Tc93,5.52e-07,Nb93m,Nb-93m,3004864423.123832,4.091864868235797,False,1.3617469183457963e-09,16.14 年,509013217.6704
Tc93,Tc93,5.52e-07,Nb93,Nb-93,0.0,0.0,True,0.0,稳定,inf
Tc94,Tc94,8.93e-08,Tc94,Tc94,7068118918902.956,278682974.9999996,False,3.942816726734615e-05,4.88 小时,17580.0
Tc94,Tc94,8.93e-08,Mo94,Mo-94,233713971481097.03,0.0,True,0.0,稳定,inf
Tc95,Tc95,3.25e-08,Tc95,Tc95,10532787774972.146,101399613.18969725,False,9.627044174443684e-06,20.00 小时,72000.0
Tc95,Tc95,3.25e-08,Mo95,Mo-95,77097872225027.86,0.0,True,0.0,稳定,inf
Tc96,Tc96,2.44e-08,Tc96,Tc96,32580427608993.27,61069551.365662545,False,1.8744244887935522e-06,4.28 天,369792.0
Tc96,Tc96,2.44e-08,Mo96,Mo-96,33209975591006.73,0.0,True,0.0,稳定,inf
Tc97,Tc97,3.61e-07,Tc97,Tc97,973374407383585.0,8.223133554759565,False,8.448068381891422e-15,2601725.26 年,82048007808000.0
Tc97,Tc97,3.61e-07,Mo97,Mo-97,616415.0,0.0,True,0.0,稳定,inf
Tc98,Tc98,1.91e-06,Tc98,Tc98,5149986434559290.0,26.933175635457662,False,5.2297566173613555e-15,4202786.96 年,132539089536000.02
Tc98,Tc98,1.91e-06,Ru98,Ru-98,45440710.0,0.0,True,0.0,稳定,inf
Tc99,Tc99,1.17e-05,Tc99,Tc99,3.1547036177796468e+16,3282.472520500571,False,1.0405010797213499e-13,211240.08 年,6661667095488.0
Tc99,Tc99,1.17e-05,Ru99,Ru-99,1422203532.0,0.0,True,0.0,稳定,inf
Tc101,Tc101,0.000119,Tc101,Tc101,456478234167232.94,371369250000.0,False,0.0008135530288262268,14.20 分钟,852.0
Tc101,Tc101,0.000119,Ru101,Ru-101,3.2040655376583277e+17,0.0,True,0.0,稳定,inf
Tc102,Tc102,0.000202,Tc102,Tc102,4801963007785.971,630391500000.0,False,0.13127787510605024,5.28 秒,5.28
Tc102,Tc102,0.000202,Ru102,Ru-102,5.446534540369922e+17,0.0,True,0.0,稳定,inf
Tc104,Tc104,0.000487,Tc104,Tc104,2407491816026628.5,1519805250000.0,False,0.000631281585209422,18.30 分钟,1098.0
Tc104,Tc104,0.000487,Ru104,Ru-104,1.3107042441839734e+18,0.0,True,0.0,稳定,inf
Tc105,Tc105,0.000718,Tc105,Tc105,1474085944019266.8,2240698500000.0,False,0.001520059606491108,7.60 分钟,456.0
Tc105,Tc105,0.000718,Ru105,Ru-105,5.1670591511412184e+16,2240698499999.9995,False,4.336506384884542e-05,4.44 小时,15984.000000000002
Tc105,Tc105,0.000718,Rh105,Rh-105,4.0722696211443974e+17,2217416263178.8555,False,5.445160732151406e-06,1.47 天,127296.0
Tc105,Tc105,0.000718,Pd105,Pd-105,0.0,0.0,True,0.0,稳定,inf
Ru92,Ru92,4.87e-05,Ru92,Ru92,48018279390695.05,151980525000.0,False,0.003165055618995184,3.65 分钟,219.0
Ru92,Ru92,4.87e-05,Tc92,Tc-92,55911695180946.28,151980525000.0,False,0.0027182242374899817,4.25 分钟,255.0
Ru92,Ru92,4.87e-05,Mo92,Mo-92,1.3120724362542835e+17,0.0,True,0.0,稳定,inf
Ru94,Ru94,9.51e-06,Ru94,Ru94,133074561935728.47,29678332500.0,False,0.00022302032836549077,51.80 分钟,3108.0
Ru94,Ru94,9.51e-06,Tc94m,Tc-94m,133588363333163.7,29678332500.0,False,0.00022216255787177734,52.00 分钟,3120.0
Ru94,Ru94,9.51e-06,Mo94,Mo-94,2.5375416354731108e+16,0.0,True,0.0,稳定,inf
Ru95,Ru95,8.93e-07,Ru95,Ru95,23780722287558.176,2786829750.0,False,0.0001171886083316334,1.64 小时,5914.8
Ru95,Ru95,8.93e-07,Tc95,Tc-95,281840192580387.75,2713287984.105108,False,9.627044174443684e-06,20.00 小时,72000.0
Ru95,Ru95,8.93e-07,Mo95,Mo-95,125856125319489.9,0.0,True,0.0,稳定,inf
Ru95,Ru95,8.93e-07,Tc95m,Tc-95m,58920366905119.914,7749029.71270518,False,1.3151699691862958e-07,61.00 天,5270400.0
Ru96,Ru96,3.13e-07,Ru96,Ru96,843950664000000.0,0.0,True,0.0,稳定,inf
Ru97,Ru97,5.28e-08,Ru97,Ru97,54106475079870.71,149679720.03372175,False,2.766392004150484e-06,2.90 天,250560.0
Ru97,Ru97,5.28e-08,Tc97,Tc-97,88222574449231.62,0.7453103417736158,False,8.448068381891422e-15,2601725.26 年,82048007808000.0
Ru97,Ru97,5.28e-08,Mo97,Mo-97,-2573537.410125,0.0,True,0.0,稳定,inf
Ru97,Ru97,5.28e-08,Tc97m,Tc-97m,36138519763.6777,3217.7869604507155,False,8.9040364173545e-08,90.10 天,7784639.999999999
Ru98,Ru98,2.84e-08,Ru98,Ru98,76575715200000.0,0.0,True,0.0,稳定,inf
Ru99,Ru99,8.53e-08,Ru99,Ru99,229996778400000.0,0.0,True,0.0,稳定,inf
Ru100,Ru100,9.95e-07,Ru100,Ru100,2682846360000000.0,0.0,True,0.0,稳定,inf
Ru101,Ru101,3.93e-06,Ru101,Ru101,1.0596569039999998e+16,0.0,True,0.0,稳定,inf
Ru102,Ru102,2.6e-05,Ru102,Ru102,7.0104528e+16,0.0,True,0.0,稳定,inf
Ru103,Ru103,5.91e-05,Ru103,Ru103,1.4607843624094832e+17,29850219872.33114,False,2.0434378023526244e-07,39.26 天,3392064.0
Ru103,Ru103,5.91e-05,Rh103m,Rh-103m,142450274652210.5,29326907796.381638,False,0.00020587470166682863,56.11 分钟,3366.8399999999997
Ru103,Ru103,5.91e-05,Rh103,Rh-103,1.2966830154839216e+16,0.0,True,0.0,稳定,inf
Ru104,Ru104,0.00021,Ru104,Ru104,5.6622888e+17,0.0,True,0.0,稳定,inf
Ru105,Ru105,0.000288,Ru105,Ru105,2.0725808294271184e+16,898776000000.0,False,4.336506384884542e-05,4.44 小时,15984.000000000002
Ru105,Ru105,0.000288,Rh105,Rh-105,1.633506633525927e+17,889470617658.4215,False,5.445160732151406e-06,1.47 天,127296.0
Ru105,Ru105,0.000288,Pd105,Pd-105,5.924659923531361e+17,0.0,True,0.0,稳定,inf
Ru106,Ru106,0.000617,Ru106,Ru106,1.648296107483449e+18,35395798065.8537,False,2.1474174394487017e-08,1.02 年,32278175.999999996
Ru106,Ru106,0.000617,Rh106,Rh-106,1521672180322.0442,35394053071.36676,False,0.023259972502011585,29.80 秒,29.8
Ru106,Ru106,0.000617,Pd106,Pd-106,1.533674684437717e+16,0.0,True,0.0,稳定,inf
Ru107,Ru107,0.000555,Ru107,Ru107,562223532288172.4,1732016250000.0002,False,0.003080654135821979,3.75 分钟,225.0
Ru107,Ru107,0.000555,Rh107,Rh-107,3253400173507558.0,1732016250000.0005,False,0.0005323711064208489,21.70 分钟,1302.0
Ru107,Ru107,0.000555,Pd107,Pd-107,1.492646403976794e+18,5043.991556312114,False,3.3792273527565687e-15,6504313.15 年,205120019520000.0
Ru107,Ru107,0.000555,Ag107,Ag-107,0.0,0.0,True,0.0,稳定,inf
Ru108,Ru108,0.000767,Ru108,Ru108,942739120315136.6,2393615250000.0,False,0.002539000661391741,4.55 分钟,273.0
Ru108,Ru108,0.000767,Rh108,Rh-108,58014715096316.1,2393615250000.0,False,0.04125876074761579,16.80 秒,16.8
Ru108,Ru108,0.000767,Pd108,Pd-108,2.0670828221645885e+18,0.0,True,0.0,稳定,inf
Rh94,Rh94,3.24e-05,Rh94,Rh94,10298719493071.125,101112300000.0,False,0.009817948733143702,1.18 分钟,70.6
Rh94,Rh94,3.24e-05,Ru94,Ru-94,453377056437182.2,101112300000.00002,False,0.00022302032836549077,51.80 分钟,3108.0
Rh94,Rh94,3.24e-05,Tc94m,Tc-94m,455127547002576.7,101112300000.0,False,0.00022216255787177734,52.00 分钟,3120.0
Rh94,Rh94,3.24e-05,Mo94,Mo-94,0.0,0.0,True,0.0,稳定,inf
Rh95,Rh95,1.08e-05,Rh95,Rh95,14645771063800.865,33704100000.0,False,0.0023012854600263787,5.02 分钟,301.2
Rh95,Rh95,1.08e-05,Ru95,Ru-95,287605599894320.6,33704100000.000004,False,0.0001171886083316334,1.64 小时,5914.8
Rh95,Rh95,1.08e-05,Tc95,Tc-95,3408589784677249.5,32814644429.645367,False,9.627044174443684e-06,20.00 小时,72000.0
Rh95,Rh95,1.08e-05,Mo95,Mo-95,0.0,0.0,True,0.0,稳定,inf
Rh95,Rh95,1.08e-05,Tc95m,Tc-95m,712244739894402.2,93672289.26200223,False,1.3151699691862958e-07,61.00 天,5270400.0
Rh96,Rh96,2.18e-06,Rh96,Rh96,5830106077522.323,6803235000.0,False,0.0011669144453871133,9.90 分钟,594.0
Rh96,Rh96,2.18e-06,Ru96,Ru-96,5872164933922478.0,0.0,True,0.0,稳定,inf
Rh97,Rh97,4.51e-07,Rh97,Rh97,3740241855136.263,1407458250.0,False,0.00037630140095545346,30.70 分钟,1842.0
Rh97,Rh97,4.51e-07,Ru97,Ru-97,461814275471483.1,1277559319.06686,False,2.766392004150484e-06,2.90 天,250560.0
Rh97,Rh97,4.51e-07,Tc97,Tc-97,750174206669233.0,6.337522996272829,False,8.448068381891422e-15,2601725.26 年,82048007808000.0
Rh97,Rh97,4.51e-07,Mo97,Mo-97,0.0,0.0,True,0.0,稳定,inf
Rh97,Rh97,4.51e-07,Tc97m,Tc-97m,307323913518.0643,27364.23317888749,False,8.9040364173545e-08,90.10 天,7784639.999999999
Rh98,Rh98,1.71e-07,Rh98,Rh98,401883458971.8265,533648249.99999994,False,0.0013278681619922324,8.70 分钟,522.0
Rh98,Rh98,1.71e-07,Ru98,Ru-98,460670204541028.2,0.0,True,0.0,稳定,inf
Rh99,Rh99,1.62e-08,Rh99,Rh99,35493519469184.04,17686215.31243849,False,4.982942119277268e-07,16.10 天,1391040.0000000002
Rh99,Rh99,1.62e-08,Ru99,Ru-99,8186994130815.961,0.0,True,0.0,稳定,inf
Rh100,Rh100,8.12e-09,Rh100,Rh100,2736587606123.647,25331970.934026387,False,9.256773244657388e-06,20.80 小时,74880.0
Rh100,Rh100,8.12e-09,Ru100,Ru-100,19157595753876.348,0.0,True,0.0,稳定,inf
Rh101,Rh101,3.25e-08,Rh101,Rh101,87379167789016.0,581600.4484998079,False,6.6560538766417264e-09,3.30 年,104137856.064
Rh101,Rh101,3.25e-08,Ru101,Ru-101,251492210984.0,0.0,True,0.0,稳定,inf
Rh102,Rh102,2.15e-07,Rh102,Rh102,570112043541114.9,22095385.77919756,False,3.875621648326765e-08,207.00 天,17884800.0
Rh102,Rh102,2.15e-07,Ru102,Ru-102,7486811637930.375,0.0,True,0.0,稳定,inf
Rh102,Rh102,2.15e-07,Pd102,Pd-102,2111664820954.7188,0.0,True,0.0,稳定,inf
Rh103,Rh103,2.4e-06,Rh103,Rh103,6471187200000000.0,0.0,True,0.0,稳定,inf
Rh104,Rh104,9.22e-06,Rh104,Rh104,1755920327796.4438,28773315000.000004,False,0.016386458169265847,42.30 秒,42.3
Rh104,Rh104,9.22e-06,Pd104,Pd-104,2.4746525492593684e+16,0.0,True,0.0,稳定,inf
Rh104,Rh104,9.22e-06,Ru104,Ru-104,111862747078524.9,0.0,True,0.0,稳定,inf
Rh105,Rh105,4.49e-05,Rh105,Rh105,2.550027617103317e+16,138853102465.526,False,5.445160732151406e-06,1.47 天,127296.0
Rh105,Rh105,4.49e-05,Pd105,Pd-105,9.556485102896683e+16,0.0,True,0.0,稳定,inf
Rh106,Rh106,0.0001,Rh106,Rh106,13416825835585.615,312075000000.0,False,0.023259972502011585,29.80 秒,29.8
Rh106,Rh106,0.0001,Pd106,Pd-106,2.696193831741644e+17,0.0,True,0.0,稳定,inf
Rh107,Rh107,0.000287,Rh107,Rh107,1682388918552556.5,895655250000.0,False,0.0005323711064208489,21.70 分钟,1302.0
Rh107,Rh107,0.000287,Pd107,Pd-107,7.72163740711057e+17,2609.316833417635,False,3.3792273527565687e-15,6504313.15 年,205120019520000.0
Rh107,Rh107,0.000287,Ag107,Ag-107,55978453125.0,0.0,True,0.0,稳定,inf
Rh108,Rh108,0.000381,Rh108,Rh108,28818261345106.176,1189005750000.0,False,0.04125876074761579,16.80 秒,16.8
Rh108,Rh108,0.000381,Pd108,Pd-108,1.0272721497386548e+18,0.0,True,0.0,稳定,inf
Rh109,Rh109,0.000682,Rh109,Rh109,245644972345486.94,2128351500000.0,False,0.008664339756999316,1.33 分钟,80.0
Rh109,Rh109,0.000682,Pd109,Pd-109,1.514525813183543e+17,2128340131791.8447,False,1.4052848180369142e-05,13.70 小时,49324.32
Rh109,Rh109,0.000682,Ag109,Ag-109,1.6871974697093005e+18,0.0,True,0.0,稳定,inf
Pd96,Pd96,0.000111,Pd96,Pd96,60970018612584.016,346403250000.0,False,0.0056815342668847975,2.03 分钟,122.0
Pd96,Pd96,0.000111,Rh96m,Rh-96m,45277735133607.48,346403250000.00006,False,0.007650631132008227,1.51 分钟,90.6
Pd96,Pd96,0.000111,Rh96,Rh-96,178112415028892.97,207841949999.99997,False,0.0011669144453871133,9.90 分钟,594.0
Pd96,Pd96,0.000111,Ru96,Ru-96,0.0,0.0,True,0.0,稳定,inf
Pd97,Pd97,3.77e-05,Pd97,Pd97,31570961786675.65,117652275000.0,False,0.0037265977449459425,3.10 分钟,186.0
Pd97,Pd97,3.77e-05,Rh97,Rh-97,309021319796430.44,116285155564.49998,False,0.00037630140095545346,30.70 分钟,1842.0
Pd97,Pd97,3.77e-05,Ru97,Ru-97,3.813795515635957e+16,105504534199.20284,False,2.766392004150484e-06,2.90 天,250560.0
Pd97,Pd97,3.77e-05,Tc97,Tc-97,0.0,0.0,False,8.448068381891422e-15,2601725.26 年,82048007808000.0
Pd97,Pd97,3.77e-05,Tc97m,Tc-97m,0.0,0.0,False,8.9040364173545e-08,90.10 天,7784639.999999999
Pd97,Pd97,3.77e-05,Rh97m,Rh-97m,5468257602024.256,1367354740.05,False,0.0002500530954400957,46.20 分钟,2772.0
Pd98,Pd98,2.07e-05,Pd98,Pd98,98975654051682.14,64599525000.0,False,0.0006526809609792328,17.70 分钟,1062.0
Pd98,Pd98,2.07e-05,Rh98,Rh-98,48649050296589.516,64599524999.99999,False,0.0013278681619922324,8.70 分钟,522.0
Pd98,Pd98,2.07e-05,Ru98,Ru-98,5.566636489565173e+16,0.0,True,0.0,稳定,inf
Pd99,Pd99,6.94e-06,Pd99,Pd99,40119730989218.12,21658005000.0,False,0.000539834252772543,21.40 分钟,1284.0
Pd99,Pd99,6.94e-06,Rh99m,Rh-99m,510953907821504.2,20931812092.349987,False,4.096614542316461e-05,4.70 小时,16920.0
Pd99,Pd99,6.94e-06,Ru99,Ru-99,3376127846578431.0,0.0,True,0.0,稳定,inf
Pd99,Pd99,6.94e-06,Rh99,Rh-99,508941379821571.06,253602543.77559966,False,4.982942119277268e-07,16.10 天,1391040.0000000002
Pd100,Pd100,1.57e-06,Pd100,Pd100,1888487545073953.8,4173680674.7735677,False,2.210065237475593e-06,3.63 天,313632.0
Pd100,Pd100,1.57e-06,Rh100,Rh-100,426340098216210.75,3946533614.292423,False,9.256773244657388e-06,20.80 小时,74880.0
Pd100,Pd100,1.57e-06,Ru100,Ru-100,1918407316709835.8,0.0,True,0.0,稳定,inf
Pd101,Pd101,3.57e-07,Pd101,Pd101,49010331954677.27,1114107746.7103353,False,2.2732099585463243e-05,8.47 小时,30492.000000000004
Pd101,Pd101,3.57e-07,Rh101m,Rh-101m,468598992433596.0,866210291.908224,False,1.8485107861835032e-06,4.34 天,374976.0
Pd101,Pd101,3.57e-07,Ru101,Ru-101,414192269976080.94,0.0,True,0.0,稳定,inf
Pd101,Pd101,3.57e-07,Rh101,Rh-101,28263310111883.688,188122.11483693073,False,6.6560538766417264e-09,3.30 年,104137856.064
Pd102,Pd102,1.14e-07,Pd102,Pd102,307381392000000.0,0.0,True,0.0,稳定,inf
Pd103,Pd103,4.06e-08,Pd103,Pd103,89891986967496.44,42443751.0772666,False,4.721638992429171e-07,16.99 天,1468022.4
Pd103,Pd103,4.06e-08,Rh103m,Rh-103m,204965693204.66318,42197250.94044475,False,0.00020587470166682863,56.11 分钟,3366.8399999999997
Pd103,Pd103,4.06e-08,Rh103,Rh-103,19349490477008.277,0.0,True,0.0,稳定,inf
Pd104,Pd104,9.74e-08,Pd104,Pd104,262622347200000.0,0.0,True,0.0,稳定,inf
Pd105,Pd105,7.79e-07,Pd105,Pd105,2100439512000000.0,0.0,True,0.0,稳定,inf
Pd106,Pd106,6.48e-06,Pd106,Pd106,1.747220544e+16,0.0,True,0.0,稳定,inf
Pd107,Pd107,1.92e-05,Pd107,Pd107,5.176949717349965e+16,174.94090088714387,False,3.3792273527565687e-15,6504313.15 年,205120019520000.0
Pd107,Pd107,1.92e-05,Ag107,Ag-107,426500352.0,0.0,True,0.0,稳定,inf
Pd108,Pd108,8.59e-05,Pd108,Pd108,2.316145752e+17,0.0,True,0.0,稳定,inf
Pd109,Pd109,0.000148,Pd109,Pd109,3.2866542858214948e+16,461868537000.09033,False,1.4052848180369142e-05,13.70 小时,49324.32
Pd109,Pd109,0.000148,Ag109,Ag-109,3.66190001141785e+17,0.0,True,0.0,稳定,inf
Pd110,Pd110,0.000404,Pd110,Pd110,1.089316512e+18,0.0,True,0.0,稳定,inf
Pd111,Pd111,0.000435,Pd111,Pd111,2749728929807234.5,1357526250000.0,False,0.000493694573048394,23.40 分钟,1404.0
Pd111,Pd111,0.000435,Ag111m,Ag-111m,126600904210084.83,1354213885950.0,False,0.010696715749381872,1.08 分钟,64.8
Pd111,Pd111,0.000435,Ag111,Ag-111,7.551309344605782e+17,813163183841.2668,False,1.0768505787968328e-06,7.45 天,643680.0
Pd111,Pd111,0.000435,Cd111,Cd-111,0.0,0.0,True,0.0,稳定,inf
Pd112,Pd112,0.000764,Pd112,Pd112,2.603210407932541e+17,2383378182837.6733,False,9.15553416494882e-06,21.03 小时,75708.0
Pd112,Pd112,0.000764,Ag112,Ag-112,3.874239474983696e+16,2383225212015.434,False,6.151465926162098e-05,3.13 小时,11268.0
Pd112,Pd112,0.000764,Cd112,Cd-112,1.7609311564569088e+18,0.0,True,0.0,稳定,inf
Pd114,Pd114,0.000672,Pd114,Pd114,439308298930122.4,2097144000000.0,False,0.004773740912947282,2.42 分钟,145.2
Pd114,Pd114,0.000672,Ag114,Ag-114,13917480544618.203,2097144000000.0,False,0.15068416968694465,4.60 秒,4.6
Pd114,Pd114,0.000672,Cd114,Cd-114,1.8114791902205253e+18,0.0,True,0.0,稳定,inf
Ag99,Ag99,8.36e-07,Ag99,Ag99,466725447456.42523,2608947000.0,False,0.005589896617418913,2.07 分钟,124.0
Ag99,Ag99,8.36e-07,Pd99,Pd-99,4832866730113.306,2608946999.9999995,False,0.000539834252772543,21.40 分钟,1284.0
Ag99,Ag99,8.36e-07,Rh99m,Rh-99m,61550067282244.61,2521469007.089999,False,4.096614542316461e-05,4.70 小时,16920.0
Ag99,Ag99,8.36e-07,Ru99,Ru-99,0.0,0.0,True,0.0,稳定,inf
Ag99,Ag99,8.36e-07,Rh99,Rh-99,61297451291463.055,30544165.184457805,False,4.982942119277268e-07,16.10 天,1391040.0000000002
Ag101,Ag101,7.31e-08,Ag101,Ag101,219192214454.74878,228126825.0,False,0.0010407615323722902,11.10 分钟,666.0
Ag101,Ag101,7.31e-08,Pd101,Pd-101,10035448923391.297,228126824.31136084,False,2.2732099585463243e-05,8.47 小时,30492.000000000004
Ag101,Ag101,7.31e-08,Rh101m,Rh-101m,95902956417405.3,177277649.3644601,False,1.8485107861835032e-06,4.34 天,374976.0
Ag101,Ag101,7.31e-08,Ru101,Ru-101,0.0,0.0,True,0.0,稳定,inf
Ag101,Ag101,7.31e-08,Rh101,Rh-101,0.0,0.0,False,6.6560538766417264e-09,3.30 年,104137856.064
Ag102,Ag102,8.12e-09,Ag102,Ag102,28296355824.682983,25340489.999999996,False,0.0008955389929715056,12.90 分钟,774.0
Ag102,Ag102,8.12e-09,Pd102,Pd-102,21865887004175.312,0.0,True,0.0,稳定,inf
Ag105,Ag105,8.12e-09,Ag105,Ag105,20155123014070.363,3916086.614955234,False,1.9429733136440794e-07,41.29 天,3567456.0
Ag105,Ag105,8.12e-09,Pd105,Pd-105,1739060345929.6328,0.0,True,0.0,稳定,inf
Ag106,Ag106,8.12e-09,Ag106,Ag106,52556642291.4267,25340489.999999996,False,0.0004821558017250593,23.96 分钟,1437.6000000000001
Ag106,Ag106,8.12e-09,Pd106,Pd-106,21623210450531.49,0.0,True,0.0,稳定,inf
Ag106,Ag106,8.12e-09,Cd106,Cd-106,218416267177.0857,0.0,True,0.0,稳定,inf
